,MIR205HG,DLX6-AS1,LINC00491,POU6F2-AS2,ADAMTS9-AS2,LINC02163,LINC02156,TFAP2A-AS1,AC011374.1,AP000251.1,AF127577.3,SLC2A1-AS1,ADAMTS9-AS1,AC083973.1,AC027228.2,AL513123.1,SOX21-AS1,PVT1,SFTA1P,AC080037.1,AP003119.2,LINC00393,LINC00887,AL355388.1,LINC01698,LINC00355,AC026785.3,AC012213.4,AC114489.1,SOX2-OT,AC105206.1,AL139385.1,AC078778.1,AP003469.2,AC105219.4,LINC00392,AC138305.1,AC234772.2,AC012213.1,MAGI2-AS3,NAALADL2-AS2,AP000438.1,AP003721.1,AC025244.1,HOTAIR,LSAMP-AS1,C10orf91,AC096759.2,AC003958.2,MED4-AS1,LINC00520,SLC12A9-AS1,AC074194.1,LINC01208,AC093510.2,LINC01063,MIR130B,AC006238.1,HOTTIP,AC083880.1,PART1,AC010789.1,AC092115.3,LINC02323,LINC00470,LINC02321,LINC00592,BCRP3,AC005736.1,UCA1,AC002066.1,AC002116.2,LINC02014,LINC01968,LINC00337,MIR31HG,MIR137HG,AC022075.2,AC120498.4,AC090970.3,AC005722.2,AL163952.1,LINC00462,LINC00472,LINC00163,AL049649.1,LINC00461,LINC01460,AP002478.1,AC093904.4,ATP2A1-AS1,KCNH1-IT1,AC087667.1,GDNF-AS1,LINC00705,AC079467.1,LINC00536,C1orf132,AL353693.1,C5orf64,IL20RB-AS1,AP000525.1,LINC00466,AC078802.1,LINC02560,AC008011.2,AL033527.5,AC010913.1,LINC00896,AC093904.2,LINC02289,MUC2,LINC00173,U62317.2,AC061975.6,MLIP-IT1,AC012640.1,AC012625.1,LINC01629,AC073352.1,AC025211.1,AC130456.2,AL161785.1,MYO16-AS1,AC023824.4,NOVA1-AS1,WNT5A-AS1,LINC02527,AL139039.3,RBMS3-AS3,CASC11,ERVMER61-1,AC135178.1,AC090192.2,LINC00992,LINC00518,LINC00184,LINC00211,LINC00840,AC243773.2,STEAP2-AS1,AC089983.1,WASIR2,AC103740.2,AC097717.1,LINC00504,LINC00261,STEAP3-AS1,AC009275.1,LINC02387,AC006305.1,LINC01214,MIAT,CCDC26,LINC02454,AC036214.1,AL160408.1,HCG21,AL021395.1,AL357518.1,GS1-24F4.2,RMST,AC004832.1,PRICKLE2-AS1,AP000553.1,AL358394.1,AC100801.1,AL161908.1,LINC00534,C20orf166-AS1,PRICKLE2-AS2,MYCNOS,PLCH1-AS1,POU6F2-AS1,LINC00460,AC025431.1,LINC00525,HHATL-AS1,KCNQ1-AS1,GRM5-AS1,SRGAP3-AS2,FAM138B,LINC00051,H19,AC024592.2,NAV2-AS2,AP003064.2,AC092811.1,NKX2-1-AS1,LINC00501,TDRG1,CHODL-AS1,AC078923.1,LINC00492,AL139819.1,TBL1XR1-AS1,LINC00319,ATP11A-AS1,AC080129.1,KCNQ5-AS1,ATP13A4-AS1,LINC00221,AC011483.1,AC138627.1,LINC00443,AC069439.2,AC128709.1,ADARB2-AS1,AC112721.1,LINC00469,AC006372.1,RRM1-AS1,AC022762.1,CNTN4-AS1,TLR8-AS1,KIAA0087,AC069281.1,LINC00237,FAM181A-AS1,FNDC1-IT1,KIRREL3-AS1,AC100791.1,LNX1-AS1,AL161645.1,LINC00973,CHL1-AS1,PLCH1-AS2,AL136131.2,ANO1-AS2,AC092422.1,Z98257.1,C11orf44,LINC00303,GRM7-AS3,AC079070.1,LINC00488,LINC00524,LINC00113,LINC00485,AL772363.1,C7orf65,LINC00308,LINC00052,AL356310.1,C8orf49,IGSF11-AS1,C12orf77,NRG1-IT1,LINC00276,AC096637.1,AL356056.1,KCNAB1-AS2,AL033381.1,AC012050.1,LINC00404,CLDN10-AS1,NAV2-AS5,LINC00320,KIRREL3-AS3,LINC00354,GPR50-AS1,AC068756.1,C17orf77,AC112518.1,AL139002.1,CLYBL-AS1,LINC00458
TCGA-37-A5EM-01,3724,770,35,43,16,26,65,21,262,34,36,8,2,50,74,23,528,453,17,25,10,2,28,0,1,22,0,47,5,235,0,76,46,21,45,0,11,29,63,860,85,1,31,13,37,62,14,34,0,0,29,17,12,10,1,25,9,1,0,19,1,123,13,25,155,8,23,5,4,93,6,13,12,10,62,61,34,5,13,16,4,12,10,143,1,1,2,17,3,7,22,4,2,16,7,0,6,29,2,3,1,13,38,43,29,1,31,9,6,6,13,3,30,195,28,11,3,2,33,18,1,1,14,72,34,6,40,12,2,10,7,8,0,33,5,2,14,2,4,1,3,1,3,1,3,90,0,10,52,1,0,1,481,20,25,76,19,0,0,2,0,0,0,0,4,1,0,0,7,1,1,2,0,4,109,0,13,0,1,2,0,0,0,858,6,0,0,3,0,3,0,1,0,2,1,15,7,0,2,2,0,14,1,3,0,0,34,4,8,1,3,4,0,0,3,1,1,2,2,19,0,2,0,0,5,2,3,5,100,0,4,5,1,0,0,0,0,0,0,4,1,2,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,11,0,0,0,0,1
TCGA-37-A5EN-01,3631,440,93,47,6,35,47,50,43,40,31,61,4,30,21,34,1115,701,6,35,25,264,8,2,4,4,1,9,5,25566,1,34,51,81,25,1036,42,83,13,199,0,0,16,21,81,106,66,1,2,0,12,32,34,8,6,13,10,3,5,56,60,1,32,18,169,29,75,3,9,15,8,38,7,12,17,0,0,4,1,43,19,186,17,40,0,0,42,28,13,20,18,7,7,6,3,0,0,52,12,0,1,43,2,18,271,3,24,24,22,4,4,0,67,5,4,4,4,9,1,5,5,4,4,33,76,8,27,13,15,3,8,97,0,1,36,2,8,2,3,1,3,7,12,2,6,124,1,8,5,14,2,5,20704,23,0,10,11,0,1,0,18,1,4,0,4,10,0,3,76,4,1,0,0,5,1,1,7,0,0,3,22,0,4,759,6,2,0,8,2,0,6,1,0,2,0,11,2,2,0,4,0,92,3,6,0,5,16,1,0,0,4,3,6,1,0,2,1,12,1,0,1,0,3,0,0,1,2,1,0,1,0,0,0,1,0,0,0,0,3,1,0,0,0,0,6,1,3,0,1,1,0,3,0,1,28,0,0,0,7,15,1,10,1,0,0,0,0
TCGA-39-5011-01,1504,376,0,88,5,48,59,31,5,17,0,16,14,5,42,11,53,855,63,184,49,0,4,0,7,133,0,20,19,149,0,55,13,2,71,0,0,43,7,312,0,0,40,4,0,1,37,0,0,0,1,110,44,2,0,5,3,0,0,17,0,109,13,59,0,20,5,3,29,0,55,18,62,1,122,287,196,1,1,16,10,4,8,61,1,0,0,186,17,114,10,0,15,0,0,8,1,54,2,7,0,1,1,10,202,1,10,2,20,27,6,2,4,53,1,0,1,0,11,7,0,7,27,0,0,0,50,8,4,36,7,36,2,1,0,0,0,1,3,19,37,276,2,11,4,1,30,2,195,1,0,24,474,14,8,1,0,0,0,0,42,2,0,0,5,0,0,0,3,4,0,1,0,0,56,0,49,0,1,30,0,0,1,59839,1,1,1,1,190,25,0,1,33,0,0,0,0,0,1,0,6,0,5,1,0,6,19,0,9,0,1,1,0,0,1,0,1,0,11,0,1,1,0,0,1,0,0,0,0,0,638,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,24,0,1,0,0,0,25,0,0,2,0,0
TCGA-39-5019-01,3147,429,360,160,24,127,84,29,504,71,27,372,29,107,76,41,1663,2430,386,104,35,117,21,2,42,3,7,7,13,4347,1,251,45,78,46,1,116,80,3,949,241,3,34,7,56,37,134,24,8,2,311,88,92,254,2,17,6,6,13,87,120,0,75,18,465,24,48,6,43,13,22,12,32,24,20,20,10,46,1,43,80,2,75,460,2,39,5,110,74,20,12,13,128,41,14,17,3,148,3,2,1,24,11,84,127,34,44,22,6,7,55,8,31,32,13,13,5,15,15,5,32,29,47,3,4,32,142,52,33,13,85,19,2,1,694,1,5,3,11,3,7,5,27,5,7,748,203,22,330,0,7,2,2496,48,32,26,14,0,15,0,1,0,103,0,2,15,2,10,3,6,1,6,0,1,25,1,37,7,0,4,300,0,1,655,0,1,5,47,98,11,0,0,134,2,0,11,4,1,1,2,31,8,2,3,10,2,98,12,11,3,26,0,19,0,2,1,6,34,26,9,14,1,2,2,4,4,3,2,3,14,11,0,2,1,0,2,2,0,0,2,1,1,1,2,3,0,2,2,1,0,1,0,0,6,0,5,0,0,10,2,0,0,1,0,3,0,0
TCGA-39-5021-01,1699,548,104,46,13,27,16,13,6,118,10,88,4,15,39,2,1196,444,32,19,7,16,24,0,6,10,34,6,31,10002,0,60,40,45,26,0,25,68,5,644,3,0,9,4,18,9,12,0,0,1,10,29,22,402,1,186,21,0,2,25,15,0,97,25,233,3,18,3,4,48,30,12,63,62,36,7,7,5,0,9,7,3,4,154,1,0,26,26,512,0,26,3,3,3,6,1,19,26,2,5,0,13,17,48,11,4,27,31,41,1,5,3,15,10,63,2,3,11,7,6,0,5,19,40,6,6,102,8,37,40,7,5,0,1,365,0,0,4,4,11,8,24,3,3,3,12,23,4,56,3,1,0,3114,1,14,12,0,0,1,0,1,0,1,0,8,11,1,1,21,0,0,1,2,0,5,0,14,0,0,0,16,0,0,195,0,0,0,17,18,7,1,0,0,3,0,1,3,0,0,1,2,1,0,2,3,1,8,5,0,1,0,1,3,0,2,0,1,2,4,3,2,2,0,0,3,0,0,0,0,0,3,0,13,1,0,4,0,1,0,0,0,0,4,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,17,2,0,2,0,0,0,0,1
TCGA-39-5028-01,8294,37,358,72,9,40,65,11,144,12,0,31,14,12,36,6,34,577,220,12,16,28,43,0,8,85,5,13,6,99,0,76,11,6,18,31,0,10,6,559,2,2,11,3,48,3,37,5,7,0,148,32,10,0,1,15,6,2,2,8,3,27,13,60,72,1,28,0,14,7,109,6,28,2,29,155,11,1,0,14,39,20,12,83,31,282,0,0,1,15,9,0,5,2,205,2,57,101,4,3,15,32,2,2,105,24,35,2,10,6,34,16,18,119,0,5,3,3,1,2,3,95,10,8,0,2,46,0,0,59,8,3,0,7,108,11,1,0,15,0,0,3,1,0,0,32,38,9,45,2,43,0,354,10,73,2,2,1,0,1,4,1,238,0,1,0,1098,12,4,1,0,1,1,0,82,0,12,8,0,0,917,1,12,204,9,0,5,2,17,0,12,0,10,2,0,0,4,0,9,0,2,0,7,2,3,1,5,2,6,0,0,0,3,1,1,0,1,0,102,1,0,1,1,5,10,1,0,1,4,0,47,0,0,2,1,0,1,4,1,0,0,0,2,6,0,0,8,0,2,1,4,0,0,0,0,1,0,2,0,0,0,0,1,1,2,0,0
TCGA-39-5029-01,3501,26,227,26,13,24,129,9,139,22,1,37,3,285,31,12,241,574,129,90,77,41,17,0,7,127,83,24,14,52,0,63,2,99,32,59,15,98,22,219,0,1,7,2,4,22,39,2,354,1,47,78,73,2,1,23,6,0,14,24,1071,232,67,225,218,67,3,0,10,2,17,11,16,1,44,92,1,10,16,7,61,6,0,11,2,17,3,3,145,48,34,3,22,1,98,5,16,32,1,0,0,24,1,8,24,7,17,4,5,22,15,31,10,50,0,12,1,34,92,5,11,17,16,3,125,40,29,7,11,4,15,110,0,84,34,0,14,2,7,13,2,5,5,1,1,431,46,41,1013,6,8,1,99,13,50,2,5,0,22,0,4,2,37,0,0,0,6,0,3,1,0,0,0,2,10,1,49,0,1,0,224,0,0,10590,3,1,9,0,17,17,1,5,57,1,0,1,0,0,2,0,2,6,1,2,0,493,1,11,4,1,0,1,4,0,0,0,2,2,21,1,0,5,1,0,4,2,0,0,3,2,4,5,0,0,0,0,1,1,2,0,2,0,3,4,0,0,9,0,0,1,4,10,0,0,0,0,0,0,0,0,0,16,1,2,2,0,0
TCGA-39-5030-01,2130,102,94,18,11,11,20,40,28,8,7,32,15,31,9,4,161,231,74,14,14,2,3,0,3,13,2,1,0,45,0,25,9,23,6,0,0,9,0,304,2,0,8,2,22,5,12,6,8,1,11,6,17,1,0,4,1,2,3,9,9,5,0,5,21,7,4,4,20,8,4,3,9,3,11,12,1,7,0,2,1,3,0,78,2,1,1,8,0,16,1,0,6,64,0,6,3,64,3,2,0,0,8,7,13,3,9,1,1,6,4,16,30,13,0,3,1,1,0,2,0,2,16,0,2,17,63,2,4,2,2,6,0,3,3,0,4,1,4,0,1,2,0,1,3,249,24,4,4,0,1,1,583,2,0,0,6,0,1,0,3,0,2,0,0,1,0,0,10,6,1,16,0,1,9,0,32,0,1,0,3,0,2,2121,1,0,1,7,15,1,0,0,2,0,0,0,0,0,1,1,0,53,0,0,1,1,10,3,6,1,0,0,3,0,1,0,0,1,2,2,43,0,0,3,2,0,1,2,2,4,8,1,12,0,0,3,1,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,2,2,1,0,0,0,3,0,0,0,1,0,0,0,0
TCGA-39-5031-01,2342,342,235,140,29,76,10,38,141,37,15,21,26,45,23,1,1440,600,427,13,94,20,62,1,33,257,2,11,0,1891,1,25,26,32,37,31,102,39,22,661,9,5,32,7,60,68,88,11,30,2,39,35,38,4,1,96,38,11,20,105,574,61,4,31,307,36,26,2,18,12,12,8,6,9,25,31,3,9,3,23,22,13,47,111,1,2,49,6,7,11,21,10,2,80,5,45,1,105,6,3,6,27,6,108,21,7,25,51,13,7,24,126,30,30,1,8,7,0,0,14,2,24,44,2,0,16,255,12,1,23,7,2,0,7,223,0,3,2,0,0,2,2,94,0,0,85,97,8,19,2,6,0,354,11,9,1,6,0,45,0,32,0,23,0,7,53,0,42,11,1,2,19,0,1,7,0,70,4,1,7,128,1,0,150,8,0,0,4,33,1,12,0,1,2,3,0,1,0,0,3,215,19,1,20,5,11,281,13,4,1,13,3,2,0,3,0,7,78,6,0,4,0,1,6,0,12,4,0,1,9,7,1,0,6,5,0,13,0,1,0,0,0,0,4,9,0,0,5,0,0,0,3,1,0,2,0,0,0,18,0,57,3,0,0,0,0,0
TCGA-39-5034-01,27,44,1,165,5,52,16,23,4,12,33,9,20,3,53,7,79,918,135,57,14,0,0,1,0,0,40,9,27,25,0,8,11,25,36,0,23,2,2,392,0,0,5,19,58,17,26,14,0,0,3,1,22,10,10,6,2,2,0,5,41,180,6,4,1,3,0,7,101,1,1,10,60,0,29,36,2,5,71,13,36,2,3,11,1,0,13,19,16,8,3,0,58,3,0,0,0,17,6,1,0,4,0,5,2,0,7,3,11,4,62,3,17,22,0,4,1,0,1,3,0,42,15,0,0,29,10,0,3,5,4,1,0,30,12,13,0,1,7,0,0,2,18,4,1,31,68,3,41,35,1,0,91,9,0,2,264,0,0,0,3,1,4,0,0,25,0,0,3,1,0,1,8,12,11,0,2,0,0,10,1,1,1,347,1,0,0,4,265,2,5,0,28,0,1,0,2,1,0,0,0,0,37,17,1,0,1,21,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,15,1,0,2,0,1,3,263,0,0,0,0,5,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,4,0,1,1,9,0,0,0,2,1,1,0,0,0,0,1
TCGA-39-5035-01,7612,0,468,2,6,62,19,10,21,33,5,37,3,12,27,1,15,997,52,45,7,2,31,1,4,1,15,0,1,35,0,23,16,7,17,0,24,13,0,180,1,0,4,0,854,0,17,0,21,0,8,22,5,7,2,4,0,0,2,8,3,0,6,4,0,3,5,1,6,37,2,9,24,9,5,1424,0,21,10,8,55,2,0,16,2,0,87,2,0,26,18,0,11,1,1,3,3,220,0,1,2,3,0,8,50,0,17,5,2,6,6,3,22,8,0,5,0,1,0,3,0,4,14,4,0,0,17,0,0,30,7,1,0,18,0,0,9,1,1,0,11,0,2,0,2,6,9,69,10,0,2,0,413,6,1,1,3,1,5,0,18,0,6,0,1,1,1,0,19,0,0,0,0,0,21,0,15,1,0,0,38,0,0,49,0,0,1,4,3,3,1,0,4,0,0,0,2,1,0,4,5,1,3,0,0,0,1,4,2,0,0,0,0,0,1,0,0,0,4,0,0,0,0,7,0,0,0,0,1,1,6,4,9,1,0,0,0,0,0,0,1,0,3,4,0,0,855,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TCGA-39-5036-01,2132,361,199,85,23,44,25,33,285,65,12,228,6,26,15,40,230,518,205,87,154,2,30,0,12,150,18,8,136,380,0,101,6,16,9,0,25,193,9,61,7,1,53,61,4,22,46,10,1,0,196,22,110,7,0,94,43,2,3,46,523,7,126,143,127,55,46,1,7,697,5,20,82,15,38,54,1,6,198,105,145,11,3,6,0,0,0,56,17,46,35,6,7,5,5,2,11,16,3,2,1,9,18,35,40,35,14,58,28,10,7,4,26,7,2,12,2,4,16,8,7,4,23,12,179,98,157,43,27,45,10,119,0,48,34,2,17,0,0,0,0,237,1,1,6,235,96,40,67,4,1,1,61,6,4,13,124,0,6,0,14,0,1,0,1,25,0,2,1,0,0,2,0,0,4,0,9,0,0,7,12,1,7,17084,1,1,1,24,16,6,0,3,0,1,0,1,3,0,0,0,11,66,2,10,0,1,64,1,0,0,3,0,12,0,0,0,5,5,3,0,0,2,0,6,2,1,2,0,0,1,1,0,0,0,0,0,0,0,4,0,3,0,1,0,8,0,7,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,5,0,0,1
TCGA-39-5037-01,5157,289,55,515,5,114,29,18,375,221,210,239,4,61,135,32,924,1007,167,198,50,149,26,3,19,56,64,30,87,8400,0,92,88,52,51,8,50,159,4,78,37,5,44,144,41,164,114,60,8,0,97,79,74,61,7,313,19,6,37,55,168,72,339,150,107,50,100,1,16,5,25,41,25,29,75,0,1,8,2,96,207,92,647,156,0,6,6,186,47,8,114,42,9,3,5,22,10,33,57,2,6,19,10,79,145,51,17,95,59,2,7,3,82,316,171,31,0,35,17,9,24,3,3,48,3,12,65,0,22,4,29,7,0,6,265,1,3,0,6,2,5,17,30,4,0,177,44,49,94,16,2,28,1783,232,13,3,2,0,4,0,7,0,5,0,10,8,0,35,62,0,0,2,0,3,53,1,2,1,0,7,4,0,14,15,1,0,0,13,14,2,1,0,0,0,2,2,7,0,1,0,40,0,2,6,4,3,96,24,0,0,1,3,6,0,0,0,7,7,2,0,0,5,0,7,0,3,13,3,3,1,0,0,4,0,0,0,2,0,1,6,1,0,2,0,2,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
TCGA-39-5039-01,1345,14,105,164,19,32,21,5,24,5,21,18,34,54,24,2,172,294,426,7,3,5,35,0,3,82,2,1,5,8,0,40,0,4,18,1,12,50,4,498,27,0,5,6,10,30,45,0,2,1,49,33,12,0,1,9,4,6,2,5,39,1,14,13,78,4,8,4,27,18,21,8,87,2,29,145,42,5,8,4,0,2,0,44,7,6,1,10,2,20,7,0,3,16,2,61,0,14,4,1,0,3,0,6,34,1,2,3,6,10,24,7,7,12,0,1,0,2,0,2,1,15,37,7,63,20,18,0,2,11,14,15,0,50,24,0,1,3,12,0,3,13,3,1,0,297,282,24,111,3,0,2,60,5,4,0,12,0,0,0,2,1,6,0,0,0,7,0,12,3,0,1,1,2,46,0,27,0,2,0,18,0,0,689,0,1,0,4,62,0,0,0,5,0,0,3,0,0,0,0,41,0,0,1,3,1,1,0,0,11,0,0,0,0,1,0,3,0,3,6,0,7,0,2,2,1,0,0,1,0,9,2,1,0,0,0,2,0,2,0,2,0,0,0,1,3,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
TCGA-43-2576-01,86,91,1,57,9,11,7,45,1,45,0,51,25,2,37,0,171,401,820,164,15,52,21,0,0,41,2,23,0,11,0,131,9,7,24,0,0,3,6,494,1,0,5,0,91,5,10,9,1,2,11,20,3,17,3,20,2,3,0,14,1,102,26,21,125,29,57,1,130,11,5,15,24,2,33,20,15,0,2,22,0,2,1,30,2,1,0,68,16,495,6,0,20,0,99,0,10,49,2,2,0,10,1,12,131,0,20,8,8,67,16,5,5,92,27,0,2,2,138,7,0,116,25,1,0,0,0,2,22,4,0,175,1,2,12,38,3,0,19,1,6,82,25,592,1,11,0,2,40,21,0,43,403,5,5,1,0,2,0,0,0,0,0,0,4,3,4,0,1,1,0,1,0,0,843,1,24,1,2,3,0,0,1,816,217,1,1,0,242,18,0,0,13,0,5,0,0,3,18,0,0,230,0,5,3,1,3,0,7,1,0,1,0,0,8,0,0,0,0,9,0,11,0,1,2,1,0,0,2,0,268,0,1,0,1,0,3,1,0,2,4,0,0,0,0,0,1,0,2,0,0,0,0,0,26,66,1,1,0,10,0,0,0,0,0,0,0
TCGA-43-2578-01,1499,288,61,14,20,0,9,145,5,87,3,172,16,14,60,1,639,1206,331,19,98,115,27,5,1,35,78,37,24,458,5,82,62,78,78,0,1,7,32,303,2,0,10,0,61,40,325,0,3,3,1,32,16,12,7,30,34,4,23,67,99,24,45,28,167,24,3,7,18,111,1,28,70,27,34,341,9,0,24,33,34,3,0,93,9,4,1823,12,94,44,119,1,15,6,0,35,130,185,4,8,0,24,1,7,23,64,2,12,22,21,175,4,25,2,0,2,6,1,5,23,0,19,36,10,15,9,165,1,10,4,8,96,0,22,1,8,4,2,1,65,7,6,41,6,25,27,2103,6,62,121,1,1,2466,22,1,91,3,1,0,2,7,15,45,0,25,0,6,1,8,6,0,20,4,0,4,0,33,6,1,1,217,0,0,160,2,0,3,182,78,2,2,0,24,0,1,6,0,0,0,6,25,1,1,49,0,0,31,0,2,12,5,0,0,0,18,5,4,0,16,1,3,1,2,0,0,54,0,0,1,1,4,0,126,36,0,9,6,1,0,0,0,0,0,13,0,0,0,0,0,2,0,8,6,0,0,2,6,1,0,0,0,0,1,0,0,0,9
TCGA-43-2581-01,3,3,0,1,11,0,4,20,4,6,0,2,17,1,65,1,5,869,1038,303,1,0,10,0,0,0,104,0,1,17,1,24,6,24,92,0,0,3,0,343,2,0,1,0,0,0,10,0,0,0,2,11,0,4,0,5,12,28,1,16,0,0,22,45,0,22,0,14,692,0,5,6,10,3,14,17,12,1,0,12,0,0,0,13,2,0,2,7,3,24,4,0,10,2,0,223,0,239,33,2,0,2,2,9,134,1,17,9,14,5,83,0,13,9,1,0,0,6,1,3,1,7,72,0,0,0,62,1,0,89,3,1,0,41,0,0,1,5,5,2,3,1,84,0,4,6,13,10,9,5,0,4,331,9,35,12,2,0,0,0,0,1,4,0,2,122,6,0,0,2,0,6,1,0,17,0,0,0,0,7,4,0,0,34,1,0,1,0,799,1,0,0,41,0,0,0,9,5,0,0,326,1,0,1,0,0,1,0,6,1,0,1,0,0,1,0,0,0,1,1,0,0,2,1,822,0,0,0,2,2,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
TCGA-43-3394-01,2966,714,166,256,28,68,39,23,369,136,94,240,4,70,26,27,672,856,287,72,70,29,35,2,23,328,51,18,76,3432,0,97,55,97,144,3,110,89,18,612,131,0,128,112,60,46,244,102,1,5,87,23,110,156,0,113,24,11,96,83,140,38,71,50,249,39,156,2,13,9,45,75,99,18,144,23,7,241,5,156,627,212,10,240,4,7,53,367,150,212,7,10,50,7,30,20,8,83,30,7,0,24,13,336,39,154,45,42,24,63,34,4,146,32,76,24,11,6,14,11,6,1,40,11,37,14,126,21,58,17,48,65,0,1,74,5,11,2,8,0,8,90,11,2,1,101,175,54,27,41,3,1,1678,11,4,7,16,0,20,1,4,0,9,0,9,0,0,6,45,5,0,2,0,0,17,0,4,0,1,29,37,0,0,481,4,1,1,0,43,11,2,0,9,0,2,5,26,2,0,2,11,2,4,17,2,10,50,72,2,1,31,2,2,0,0,2,3,34,6,0,0,2,0,86,3,1,4,0,1,4,7,0,7,0,0,0,0,3,0,1,0,5,8,3,2,4,1,2,1,1,0,2,0,5,0,1,0,0,0,1,1,1,0,0,0,0,0
TCGA-43-3920-01,8092,443,197,594,50,62,11,22,96,20,3,50,57,41,76,3,689,1291,116,7,5,11,45,0,51,179,0,44,0,416,0,25,39,10,6,279,59,53,30,1772,5,0,47,2,0,15,47,1,13,0,22,31,25,17,0,33,13,4,19,20,67,2,0,27,405,21,47,1,30,1,16,16,13,16,16,152,369,22,7,68,0,4,19,134,0,1,66,2,12,3,6,5,0,64,11,0,5,24,0,2,0,8,2,66,9,8,3,6,2,1,15,3,77,25,7,3,15,2,1,20,4,5,17,1,2,69,67,0,0,81,18,77,0,9,191,5,5,9,0,0,28,3,23,3,8,3,2,6,3,0,1,3,307,11,16,13,9,0,2,0,58,0,2,0,7,1,1,1,4,2,0,6,0,2,32,1,68,0,0,1,5,0,0,5929,16,0,0,0,0,2,1,1,7,6,0,0,0,0,2,4,6,3,2,28,0,0,18,2,21,0,0,2,0,0,3,5,1,5,5,1,7,1,0,3,4,2,0,0,3,8,2,1,6,1,13,0,5,0,0,0,0,2,0,1,0,0,1,61,0,0,0,1,0,1,0,0,0,0,8,0,0,1,6,2,0,0,0
TCGA-43-5668-01,4,413,3,15,3,0,28,65,1,50,0,25,3,2,20,6,5,171,25,6,38,1,22,1,0,224,0,15,0,11,0,34,10,30,110,0,0,60,17,425,3,0,4,1,0,0,12,0,5,0,6,19,14,6,3,11,22,4,6,29,1,52,10,42,3,42,12,27,259,22,22,28,45,1,101,0,161,3,19,45,54,0,2,216,0,0,11,10,1,70,26,1,0,4,2,44,2,92,8,8,0,21,9,57,425,2,43,10,6,33,5,3,37,9,89,0,3,5,0,7,0,0,72,1,2,0,18,3,21,21,1,3,0,3,256,143,3,3,3,0,2,2,141,2,4,5,203,1,8,0,0,4,683,3,8,6,2,0,0,13,0,0,15,0,10,1,0,0,0,1,0,11,1,0,8,5,3,0,0,2,9,0,0,27,1,0,2,1,418,1,1,0,21,0,0,0,4,0,0,2,7,1,0,2,1,2,24,0,10,0,97,1,0,0,8,0,0,2,0,1,0,0,0,1,0,5,0,1,1,0,281,0,0,0,0,1,0,2,5,0,1,0,0,3,0,0,4,0,0,0,1,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,41
TCGA-43-6143-01,7722,373,897,59,13,693,79,70,41,221,20,113,13,26,187,15,37,2990,44,80,83,165,79,4,17,665,8,39,13,209,1,146,79,110,41,339,123,33,96,772,3,2,66,4,110,11,93,12,1952,5,11,57,113,20,1,42,46,2,13,28,16,22,104,37,31,35,22,7,40,29,0,79,57,41,55,46,0,256,6,93,589,43,2,144,6,1,402,8,67,5,41,7,26,177,5,2,11,1962,0,12,0,59,23,125,26,1,72,9,46,2,82,213,51,7,198,16,10,17,0,21,5,1,402,2,486,288,51,8,14,23,18,1504,1,9,358,0,29,4,13,1,2,3,11,7,58,187,10,395,363,5,10,9,1161,206,8,14,27,2,154,1,32,2,1,0,26,56,0,0,14,12,4,5,0,0,127,0,26,0,1,1,4,0,0,156,1,1,7,0,3,0,25,1,1,5,0,6,7,2,1,1,3,1341,1,28,5,8,7,97,9,16,22,1,20,0,1,3,1,7,14,1,1,1,6,50,3,0,0,0,0,4,5,1,10,2,2,0,0,0,4,0,0,98,1,2,16,0,316,0,3,0,1,0,2,0,2,0,0,31,0,1,0,0,1,0,8,1,229
