,RAD54L,CCNB1,PKMYT1,TEDC2,UHRF1,ZWINT,PBK,KPNA2,HOXC13,E2F8,HSD17B6,SHCBP1,ATAD2,HOXA10,MTBP,CLEC14A,PRKCE,HIST1H2BH,HSPA12B,HOXD11,HECW2,LIMS2,TGFBR2,BCL6B,F12,CCDC150,CHRNA5,HOXD10,PREX2,SLC1A1,LIMCH1,LY6K,KRT75,CNFN,HOXC10,UTRN,C3orf67,TMEM100,SPTSSB,TYMS,TSKU,GPD1L,HBA2,LGALS7,ARHGAP11B,CITED2,PTPRM,KLK6,IGFL1,FAXDC2,PDK4,DES,DAPK2,RECK,MYEOV,CCNE2,ESPN,SLC7A11,PLEKHN1,LRRK2,DSC1,SPRR2G,SPNS2,DSG1,ANGPT1,PAX3,PCDH17,DDAH1,NPW,KCNQ5,SLC6A11,TREM1,FOLR1,LEFTY2,GNA14,TRPV3,TBX18,ENPP4,AKAP12,SYT5,SMC1B,LPCAT1,ULBP2,LILRA2,SERTM1,PRDM16,CTAG2,GOLGA6L7,WNT16,CTCFL,CPNE7,PDIA2,SYNGR3,SELE,ANKRD18A,PAGE2,C15orf48,AIM2,BBOX1,PROK2,CYP1A2,PRTG,TRHDE,AGMO,GREM2,HOXA9,TMC5,PNMA5,CAPN8,ELAVL2,CLDN16,PNLIPRP3,RSPO4,KCNB2,TRIM58,GLYATL3,HS6ST3,SPIC,DEFA5,FGF4,PNMA6E
TCGA-68-7756-01,522,3509,893,344,1306,3227,1489,11407,27,500,308,930,3678,267,452,1332,860,83,207,26,554,788,6401,833,197,112,63,50,176,684,3783,614,24,322,0,7795,441,48,884,390,19881,2032,164,26,218,2083,1250,783,714,641,705,75,371,411,3866,266,1800,20062,806,6978,11,126,4607,211,200,0,1010,2110,8,474,176,2101,2153,10,171,505,757,980,1996,8,21,17945,1760,63,10,399,0,1,258,1,120,33,54,11,152,0,563,184,87,5,1,81,10,10,28,18,2308,0,1077,23,120,1,26,4,12,0,12,1,0,0,0
TCGA-68-7757-01,97,825,397,189,738,615,153,4270,143,150,166,339,949,398,225,640,760,378,234,0,228,1136,6181,381,99,37,38,55,94,549,433,345,94,437,3,2526,460,69,689,83,6362,1273,132,131,70,1021,1221,39,1285,417,101,457,266,306,38,75,1155,203,784,196,27,2,956,38,112,0,420,363,9,96,0,489,1749,2,56,188,11,1481,967,102,7,2884,432,62,3,43,1,2,182,0,326,123,227,100,66,0,245,267,479,14,0,28,1,7,121,20,1293,3,128,7,85,0,17,12,10,16,18,0,0,0,3
TCGA-68-8250-01,571,2766,1036,430,1517,2684,567,8619,6,563,541,812,3059,327,355,1105,1162,252,204,68,610,595,7227,670,37,159,64,136,345,1537,5471,86,53,117,3,4274,280,188,303,392,2392,4035,387,2,308,4899,1392,43,12,281,2068,1145,511,374,28,212,291,900,52,3275,1,17,916,22,284,32,483,1909,21,44,1,1321,1881,19,380,203,4,853,2403,30,78,12191,678,84,7,157,1,0,24,2,95,5,85,43,113,0,307,136,16,15,20,38,54,32,35,6,2733,0,535,144,129,1,113,1,27,1,7,0,0,0,0
TCGA-68-8251-01,972,4212,1245,468,3367,2543,1330,15956,68,234,324,776,4309,533,848,519,1439,148,270,84,507,809,3425,359,354,344,187,325,99,160,572,41,1090,86,50,2677,276,37,36,486,4391,1300,76,54,537,11425,2526,3,28,171,280,112,249,457,153,228,2638,444,221,271,19,9,258,66,315,12,460,720,7,987,9,1962,70,5,43,407,305,2981,1429,4,25,1947,469,81,0,19,4,34,5,2455,108,48,76,39,17,4,159,403,142,12,0,98,90,47,25,45,117,8,39,82,7425,0,21,748,6,6230,4,70,0,1,0
TCGA-68-A59I-01,329,1021,567,166,680,1518,313,3903,218,339,117,379,2168,484,206,576,1513,411,322,1,512,642,7455,360,279,193,68,50,276,389,478,517,3121,420,19,3408,442,131,656,224,3501,1397,421,19,180,3775,943,40,6,597,958,269,398,411,36,170,904,373,200,485,4,48,516,77,312,78,701,1996,160,148,11,337,103,28,449,209,61,791,3316,69,72,13393,441,54,406,128,0,3,425,2,138,24,240,947,88,0,141,333,115,18,1,237,16,12,62,24,944,6,170,17,221,1,49,34,8,4,14,4,0,0,0
TCGA-68-A59J-01,641,4930,1527,774,3106,1689,1174,12701,364,513,242,765,3500,326,739,904,913,16,243,164,928,631,4029,796,213,990,52,327,188,321,3484,63,25,1196,431,5647,176,374,45,690,7893,1461,26,3160,364,3270,2374,1316,47,447,1675,151,789,787,281,324,541,32291,462,5306,31,5023,678,16,484,476,770,1273,11,107,645,807,1589,9,211,87,716,843,925,34,84,10143,336,93,23,873,1,8,17,118,456,44,500,73,252,222,371,1894,76,6,10,69,3,6,13,14,1049,1,1130,4,197,156,78,9,348,0,354,0,0,4,512
TCGA-6A-AB49-01,897,5010,1111,991,2498,2940,1151,12899,163,343,56,692,5309,412,913,132,477,878,42,0,141,112,4734,113,557,507,66,13,14,484,58,998,171,84,0,1095,567,1578,488,550,5496,600,17,11,801,2137,2806,2,1,171,112,151,287,302,61,106,252,1767,1044,97,3,0,1105,38,4,0,71,517,56,97,0,591,62,41,17,899,593,913,524,21,31,10708,509,12,8,13,2,12,14,1,312,129,31,6,339,3,781,53,51,2,0,75,72,8,1,45,95,0,227,0,98,0,147,0,0,0,1,0,19,0,0
TCGA-70-6722-01,713,7994,3305,976,4120,5162,630,18754,1,862,379,2808,7027,28,673,1145,1217,11,281,3,1078,680,11324,1338,284,140,82,2,301,891,1716,405,22,42,0,8855,148,74,838,800,16335,1780,83,4,411,2938,2360,4867,9175,533,664,189,264,659,1976,501,4287,700,543,3215,9,11,1186,57,502,1,1641,4486,11,529,238,2108,978,25,137,37,23,2323,9686,14,6,24005,2143,88,0,149,1,2,9,1,48,2,124,786,19,0,1778,1623,1728,6,1,70,3,246,48,1,2548,2,886,91,232,2,31,14,48,0,9,0,0,0,0
TCGA-70-6723-01,830,8608,1594,655,2647,4853,2422,20332,369,714,58,2348,9553,290,1119,568,1348,213,104,426,1185,1098,1795,2158,813,290,234,1808,100,57,1684,1124,681,336,2063,10757,1169,3,90,1612,26158,2431,18,19,779,646,347,2255,50,924,12,46,596,477,171,520,1432,10117,339,46,52,26,371,737,117,83,421,2665,39,1472,114,156,28,128,18,366,3659,40,319,7,15,6148,412,12,181,2188,0,6,57,4,735,11,160,73,286,0,45,2607,9,1,0,1,0,0,3,186,37,29,16,4,121,1,61,4,3,1,1,0,0,5,3
TCGA-77-6842-01,725,2802,857,277,1748,3017,646,12750,19,553,127,711,5828,177,443,1073,350,181,140,9,815,139,3852,1102,63,326,70,56,185,611,5363,237,0,9,345,4589,147,14,6,530,3146,802,227,7,148,2908,3824,0,0,261,492,10,1283,339,30,191,211,479,81,997,13,0,139,60,173,0,1911,1716,3,950,7,848,330,1,57,83,275,1666,601,2,127,6806,424,198,2,1440,971,3,3,148,89,116,167,159,286,0,273,135,27,81,0,19,476,601,4,25,162,4,192,0,628,0,28,202,81,0,58,112,0,0,2
TCGA-77-6843-01,481,2861,558,338,507,1199,520,7097,751,505,54,575,1816,297,334,572,1121,11,100,20,403,350,2083,169,172,91,43,87,235,90,1260,22,9,130,230,9718,325,36,16,234,14386,1110,112,4,183,981,1127,52,16,1472,265,12,1131,261,13,149,134,15873,60,317,11,2,220,121,40,133,442,605,3,574,183,149,180,2,22,310,179,318,1061,6,40,4468,262,20,66,47,33,19,2,25,53,24,33,248,45,0,33,40,20,4,0,69,4,4,0,254,177,4,61,8,175,1,356,37,7,0,302,1,0,11,3
TCGA-77-6844-01,1159,3495,1624,755,2551,6669,516,12304,204,643,250,1271,6463,130,928,1037,1464,116,445,405,885,913,3847,519,198,334,72,1488,224,758,919,1257,19,364,0,5439,527,296,1551,437,7909,1430,433,52,666,2645,2418,0,0,789,980,241,249,277,42,446,784,705,1305,1836,61,49,370,36,526,41,935,909,132,785,213,287,461,23,346,451,43,427,1060,4,60,4223,480,105,3,205,1,0,21,0,39,31,19,83,78,0,180,243,86,9,2,22,10,23,25,115,322,7,292,1,840,0,27,10,10,20,2,2,0,0,0
TCGA-77-6845-01,651,4959,1142,350,1733,4409,1227,17345,356,587,141,935,3647,336,423,1170,1644,1,206,14,468,338,3035,517,739,422,186,24,102,334,4461,833,3,103,234,4945,781,101,376,1031,23012,1368,8,824,217,2327,2076,8,4,207,175,88,207,414,613,318,833,14441,247,741,13,73,354,101,52,5,1308,2638,25,602,77,312,288,23,60,263,3,448,353,555,98,5611,217,38,270,100,0,147,12,3,878,30,122,118,131,0,31,69,708,1,3,24,10,3,5,23,180,2,209,8,211,1,554,20,62,0,3,5,0,0,9
TCGA-77-7139-01,406,6298,620,465,1999,2978,1318,26753,69,197,42,1239,6703,440,1209,644,562,457,234,32,792,662,2405,893,355,252,145,68,216,43,390,23,37,3139,23,4627,654,25,28,484,2301,1894,43,1,403,637,757,307,8,254,192,13,276,433,66,260,572,12422,252,475,61,1014,389,300,622,5,847,2597,338,529,34,174,14,25,53,307,1021,448,3464,88,4,3042,1937,55,8,45,0,92,32,2166,1014,447,198,422,212,1,449,282,20,1,1,19,0,4,0,11,58,22,2,9,117,2,5,1275,4,0,17,10,0,0,1
TCGA-77-7141-01,600,3474,1010,468,1166,3059,1383,15026,328,517,202,1125,7888,499,1147,996,1620,44,594,51,695,773,5271,433,460,181,216,202,601,177,3891,100,881,130,142,4447,1139,109,2191,1279,15298,2149,663,6,206,1811,2574,138,175,438,1109,832,1480,661,1103,425,337,11989,328,326,114,10,568,3373,264,40,731,2552,11,625,1764,217,377,2,107,571,51,2362,2195,577,148,8392,98,91,66,234,48,7,136,63,1221,37,222,1241,236,0,180,159,315,12,0,295,13,8,42,13,844,4,86,4,755,3,1861,53,18,0,201,2,0,0,0
TCGA-77-7142-01,1295,3926,559,49,999,3207,1707,14491,587,980,1306,716,4741,272,631,1559,1065,62,188,27,1605,1992,7755,850,872,239,135,54,555,718,3660,334,156,291,46,8898,639,729,2576,457,3454,1998,144,19,315,2957,2132,58,10,1415,1638,220,467,733,65,285,281,282,43,5050,115,256,319,354,443,25,1393,2195,30,1767,599,809,2085,37,179,113,702,937,1828,22,8,14131,903,137,19,340,0,1,892,0,87,2,36,22,14,0,143,52,228,10,6,133,38,74,20,14,1038,1,847,13,1354,2,449,7,885,0,69,4,0,0,1
TCGA-77-7335-01,84,2118,137,34,398,1135,589,4372,458,81,148,329,1197,125,169,1037,281,30,211,3,634,2888,6269,395,62,35,13,141,338,111,1077,62,68,1175,17,4458,114,105,1481,85,3145,682,65,0,82,909,1279,1,0,525,399,77,230,1087,18,28,108,208,165,453,92,33,153,5424,368,10,425,1271,6,242,1,271,82,6,90,25,333,475,1499,1,10,1391,363,183,2,79,8,0,2,0,96,2,88,84,9,2,335,308,44,1,1,69,2,21,85,6,166,2,19,22,16,0,4,33,19,0,5,6,0,0,0
TCGA-77-7338-01,388,2476,474,165,873,1271,767,8262,596,330,440,948,2399,425,495,787,761,12,176,268,753,368,6599,610,257,69,106,1376,237,136,4215,233,136,653,14,7145,693,33,721,170,9089,1086,70,2202,251,2425,1627,130,148,441,275,124,352,646,196,170,395,11215,338,2766,434,4591,409,1184,243,0,1477,1239,3,570,414,2409,987,13,213,328,1255,760,1281,40,48,9485,371,173,40,321,157,14,11,303,90,17,552,413,88,0,582,259,159,41,0,104,4,9,61,25,899,0,428,76,344,95,66,88,4,0,224,1,0,0,1
TCGA-77-7463-01,603,4642,1541,734,724,3402,1079,16609,230,636,320,716,9933,346,645,606,572,797,92,186,751,143,2655,330,124,275,77,444,76,224,665,1476,30,1102,16,2981,224,292,15,600,10888,2033,176,9,416,2188,372,5,3,247,472,59,352,208,10,207,1233,7557,312,1735,44,75,313,179,38,0,932,1095,76,775,5,617,797,2,106,50,1,227,251,3,90,4037,203,86,17,92,1838,0,73,37,37,6,14,38,18,4800,594,32,1285,8,31,39,15,224,5,8,459,41,539,0,288,0,10,0,5,0,13,0,0,0,0
TCGA-77-7465-01,427,4600,704,578,2008,3780,1573,13930,277,261,331,1024,7074,614,1545,751,451,609,122,14,657,254,2975,390,76,211,344,37,152,199,578,328,285,85,974,3207,883,54,50,2265,4264,1000,25,12,170,3626,3404,3,1,419,371,55,1329,361,197,189,458,306,11,870,13,3,109,507,364,3,1458,1769,46,782,15,259,133,1,74,21,1332,1943,435,3,47,5219,610,44,0,34,1,1,16,0,59,24,141,567,14,1,405,371,34,11,1,66,3,467,7,90,143,3,171,26,321,0,8,172,4,2,2,232,0,172,0
TCGA-77-8007-01,597,4428,2011,552,2239,4005,595,13566,0,646,157,1805,9969,15,1090,778,974,19,310,0,653,613,15394,1066,424,132,122,11,477,1780,15964,1970,264,70,6,8447,339,27,672,694,4626,2163,1454,0,322,5608,3299,114,14,1789,506,74,688,635,6216,691,49,4390,1222,525,7,0,4359,5,97,0,963,9033,15,2288,601,6593,327,0,136,72,6,1595,2870,33,9,160727,50,169,24,83,0,0,179,1,179,9,223,9,346,2,1000,1286,50,192,1,230,1034,24,20,19,6865,6,891,495,6,0,43,3,30,1,912,0,0,1,0
TCGA-77-8009-01,1377,5979,5079,1285,7021,2420,2406,21085,231,905,200,3133,8091,690,1030,352,546,28,183,236,354,259,2428,170,1224,250,149,661,51,164,6889,139,112,616,67,5789,707,6,59,1706,59422,1185,76,12,528,986,983,2950,12,135,33,30,150,1582,22,512,16,15239,238,131,30,0,118,62,1779,0,1315,254,8,481,6,439,4,0,10,296,1625,274,303,389,11,8517,291,33,38,470,2,2,33,8,297,16,307,21,193,0,105,936,10,11,2,25,7,4,174,28,9,0,7,1,289,0,30,20,1,0,70,0,0,1,1
TCGA-77-8128-01,432,3321,1723,649,2240,3465,985,11278,400,308,437,743,4026,429,487,441,452,107,239,0,880,1215,1796,271,420,218,79,41,80,148,487,217,68,228,244,3303,388,13,593,366,6033,1054,282,7,268,652,636,30,7,280,87,137,138,1224,3,264,646,2740,75,403,88,73,143,782,222,11,264,1830,36,927,18,96,8,0,41,94,83,110,1147,52,23,4706,953,21,0,52,5,40,4,84,410,3,227,19,153,0,36,9,15,1,1,16,0,1,234,17,27,6,3,15,29,0,4,7,4,0,9,0,0,0,10
TCGA-77-8130-01,108,1048,368,131,1038,1080,145,3461,344,97,97,462,1023,61,129,224,764,81,218,38,269,1732,3578,281,77,35,10,36,27,91,2978,631,2773,4106,36,1269,223,14,61,132,3793,242,30,2942,75,8258,944,1170,601,528,29,38,157,1107,13,66,519,425,567,362,1472,5932,465,1413,110,1,430,557,30,119,3417,840,754,2,41,154,312,81,676,69,6,4298,1917,13,2,34,1,0,2,18,26,68,40,16,24,3,199,499,149,0,0,19,297,6,33,1,300,7,122,118,78,47,6,7,1,7,1,0,0,0,0
TCGA-77-8131-01,218,3012,993,215,587,881,273,3425,236,254,89,606,1863,13,189,1331,547,64,268,5,401,705,3809,513,371,42,7,5,148,149,1915,262,757,10242,283,2424,166,172,7,170,2315,546,471,2108,152,4702,974,6306,127,462,455,471,583,315,258,89,1664,260,1229,922,22,15169,727,2665,248,1,721,573,93,95,132,3168,959,8,131,208,8,415,629,4,25,5769,377,336,6,106,7,7,16,1,106,23,84,76,10,2,587,337,105,2,3,25,46,12,20,9,686,0,197,0,27,469,103,2,31,0,8,0,0,2,1
TCGA-77-8133-01,418,2406,1364,694,1609,2008,1090,5838,364,440,51,1161,3374,244,409,422,409,163,159,22,228,780,3238,290,115,195,42,96,163,104,481,17,9,521,119,5778,207,36,686,256,2123,1169,72,13,639,822,1266,9,21,653,208,261,298,436,91,187,987,649,212,1204,27,276,340,207,125,24,408,668,18,525,3,142,6,5,117,378,64,433,839,13,38,2955,1026,72,0,62,1,4,19,3,97,10,49,223,77,1,96,411,16,5,1,12,11,21,16,11,14,5,7,4,369,3,3,18,8,0,34,15,0,6,0
TCGA-77-8136-01,627,2392,601,319,1204,2634,995,5592,23,375,127,809,3529,143,450,399,341,293,158,38,314,688,2797,375,53,84,57,117,65,327,514,397,325,270,2,2315,173,27,152,283,3571,590,21,482,618,825,805,13,303,227,112,122,837,365,25,497,677,248,181,414,1,13,242,11,178,7,415,1133,27,69,15,764,67,2,62,39,799,552,1063,27,19,4821,623,112,32,47,536,0,394,0,126,9,59,20,42,2,215,640,95,21,0,25,10,35,60,23,409,0,35,101,25,0,9,3,79,0,1,0,0,0,0
TCGA-77-8138-01,318,2012,675,234,437,941,111,3637,280,123,123,566,3246,359,298,528,257,123,158,4,178,304,3130,502,90,27,22,41,98,151,460,126,236,199,302,2940,72,51,249,238,7385,649,48,1425,99,2860,750,263,40,526,602,67,695,223,34,90,1723,947,210,1152,8,3,192,0,155,0,412,1922,29,162,71,442,696,0,94,139,77,180,6262,336,8,4224,1849,95,0,117,21,0,114,2,37,6,85,91,43,0,437,174,33,5,0,35,0,107,20,8,803,1,219,3,307,0,17,5,1,0,0,0,0,0,0
TCGA-77-8139-01,530,2321,2117,1128,3118,2193,428,6404,84,718,94,646,2968,355,483,309,1149,399,161,3,124,501,2240,235,89,230,134,6,51,789,489,27,28904,44,10,2824,365,24,992,574,3697,768,19,5,354,511,772,0,57,314,31,80,314,215,3,515,296,114,142,89,60,0,130,2,40,13,621,250,13,1075,102,102,7,0,14,141,8,77,1056,3,6,3300,622,24,0,9,638,0,112,1234,162,118,14,82,146,14,42,33,67,4,1,9,1,47,11,101,314,0,5,568,309,0,5,286,2,4,2,0,0,0,0
TCGA-77-8140-01,436,1453,331,225,538,962,182,3950,98,93,50,199,1843,116,314,495,582,33,57,0,122,176,1453,203,42,169,16,5,153,43,220,292,9,80,13,2179,178,20,3,196,2101,622,34,34,123,1324,570,1,2,179,299,100,73,131,596,79,1807,645,965,770,2,154,634,28,206,49,840,583,51,2,287,125,392,8,50,467,84,553,184,1,20,4705,1637,29,0,45,7,0,920,38,20,221,92,73,4,647,127,75,44,2,1,37,0,228,5,14,236,2,230,0,963,0,28,0,2,0,3,0,0,0,0
TCGA-77-8143-01,1035,5039,1091,502,3092,3342,1465,13676,157,891,310,691,7484,0,847,397,839,158,78,0,140,127,1937,194,689,164,90,0,44,1028,327,1059,236,960,0,2839,239,55,6836,982,2585,2822,32,7,320,2173,278,374,346,867,287,30,141,61,2070,388,2936,1571,597,2038,41,606,683,145,1218,0,892,1311,97,9,38,108,452,0,44,34,2,128,171,5,86,3795,229,43,0,89,2483,4,0,12863,12,5,17,8,4,2334,300,63,66,0,0,15,6,83,3,3,1450,3671,291,0,30,0,7,2,9,47,0,0,0,0,0
TCGA-77-8144-01,739,10433,4931,1354,4309,3545,1053,19048,248,220,36,2263,6202,119,1309,195,312,305,99,4,236,202,4363,453,912,145,181,10,31,35,100,169,15341,6059,18,1342,433,0,39,167,4686,650,22,97,347,2464,321,1152,436,99,66,9,215,124,28,186,58,2561,216,79,410,7699,628,8477,26,4,329,537,30,408,1105,150,8,0,12,384,922,56,305,5,12,4467,1008,47,3,8,9032,0,4,0,81,2,15,39,42,0,70,891,100,10,0,8,5,35,1,20,42,1,20,281,76,53,0,0,6,0,0,0,0,0,1
TCGA-77-8145-01,147,828,547,282,660,660,193,3320,163,113,106,363,1370,98,221,264,457,621,183,160,215,506,2415,226,40,118,29,530,52,196,631,178,1012,1060,643,1560,89,23,47,114,4913,540,82,1,115,1376,897,22,81,136,61,20,155,251,9,69,381,426,201,235,11,27,386,37,119,35,947,303,13,687,5,528,73,2,154,141,211,185,1952,9,14,3275,230,12,50,28,3,2,73,1,20,74,24,14,11,2154,101,35,164,3,1,34,13,27,12,47,581,2,41,5,23,14,42,526,1,0,0,0,0,0,797
TCGA-77-8146-01,116,963,665,335,389,917,470,2000,0,82,51,540,1273,77,168,403,217,175,74,17,107,174,2822,151,64,53,21,16,67,115,634,22,2,56,0,1521,190,41,1618,157,10592,1132,112,34,232,1766,494,49,107,401,246,35,276,105,30,58,646,5711,196,2176,7,0,272,2,62,1,305,569,15,37,1,289,793,1,102,90,173,581,3268,6,2,5263,100,38,267,89,0,0,12,1,177,9,62,239,52,1,224,10,131,2,1,24,3,4,10,8,934,2,1048,1,117,1,23,2,6,1,2,0,0,0,0
TCGA-77-8148-01,585,2865,2675,1122,2885,1858,866,7227,68,324,298,1431,3146,342,483,339,584,286,389,124,526,1406,1597,348,502,160,72,564,62,341,432,448,171,187,145,2456,699,8,138,325,4043,690,34,1487,361,646,1220,118,22,114,27,62,362,258,10,138,779,1126,146,373,15,0,124,172,155,49,726,1783,63,718,56,341,5,16,25,211,506,173,1551,15,2,1371,317,32,17,103,3637,367,16,6101,932,186,370,31,185,329,100,109,33,31,0,24,0,23,39,53,76,13,4,22,91,0,26,12,2,1,19,0,1,0,22
TCGA-77-8150-01,195,737,1250,464,708,1236,766,2281,74,85,55,342,1067,111,189,341,313,41,91,153,176,147,623,348,207,117,35,367,13,15,227,46,115,153,544,1086,133,34,0,110,1862,279,122,25,155,515,304,14,30,119,122,12,272,213,17,64,193,3712,57,446,2,0,145,35,57,0,435,170,22,221,0,35,42,0,20,46,285,50,139,4,5,1884,77,14,2,17,0,1,0,14,109,5,82,119,83,0,76,224,10,0,0,4,0,79,0,7,82,6,50,12,47,0,8,2,4,0,3,0,0,0,0
TCGA-77-8153-01,998,3605,1773,816,2096,2593,1701,13095,35,272,150,601,3356,173,493,235,550,171,108,47,329,279,831,97,495,88,76,87,20,281,1014,137,226,308,13,3217,511,6,312,651,12965,615,27,0,309,1459,171,35,30,88,28,2,151,162,16,458,316,7198,335,216,96,20,219,301,142,0,361,2024,69,357,3,110,5,1,9,144,512,31,308,2,65,7300,536,5,11,13,387,3,210,6,199,2,59,52,142,100,35,30,37,13,0,1,0,17,0,8,37,45,17,3,120,1,3,87,2,0,26,0,0,0,0
TCGA-77-8154-01,657,1740,367,232,1064,2700,428,5581,27,191,182,570,2123,2,375,607,800,93,217,148,508,324,957,615,357,138,129,394,101,448,182,111,208,306,2,1236,63,129,135,270,4109,1533,33,58,170,1310,617,0,2,281,138,28,94,86,305,142,858,506,64,343,125,37,294,425,136,162,970,395,137,418,19,47,105,3,45,19,241,170,231,5,40,3264,760,11,0,16,1,1,6,0,304,11,23,103,87,0,48,174,5,3,1,11,2,40,9,2,92,91,103,15,981,29,17,1,1,0,1,8,0,0,0
TCGA-77-A5FZ-01,130,725,239,76,453,639,170,2469,1,103,254,440,1117,2,119,2940,1005,24,457,0,852,1394,9833,919,21,54,10,2,599,1385,3074,14,7,28,5,6876,43,740,9,137,1155,1797,441,10,142,4348,2910,19,1,1417,3669,497,685,697,58,61,182,187,129,12345,4,0,1377,0,432,0,2839,2401,2,83,5,1510,3114,32,542,43,7,1386,2035,6,13,19260,90,422,4,551,4,1,18,2,202,14,176,2865,33,15,576,674,63,60,8,133,10,7,43,4,2927,26,1882,2,22,0,273,5,73,0,8,6,0,0,0
TCGA-77-A5G1-01,223,2966,658,230,563,1142,152,4240,711,422,222,745,2078,79,204,840,403,329,216,11,599,634,11962,358,29,69,8,60,132,206,4564,565,10,933,61,2317,91,155,994,148,9245,652,168,109,157,3723,742,3436,671,3926,317,210,449,408,25,78,904,382,781,2345,162,356,900,21,450,3,1014,2199,21,31,415,496,691,3,121,666,2,334,2219,406,55,10554,483,116,1,123,7,2,8,84,56,9,56,410,30,2123,527,143,1352,11,1,59,5,10,16,12,549,8,398,1,343,13,596,0,15,0,2,1,0,1,0
TCGA-77-A5G3-01,690,3101,1409,546,2652,2755,857,14135,420,489,237,963,4660,522,521,274,283,201,96,376,368,633,1552,341,282,216,182,904,51,104,502,69,433,2534,452,13832,613,12,2739,543,6189,1037,27,443,442,1340,1088,51,30,352,63,34,142,595,73,212,673,3276,381,969,33,112,475,221,119,736,317,1350,34,315,21,114,10,6,20,179,577,381,370,86,28,2914,683,23,1,46,0,770,21,6,390,35,126,24,103,1,210,304,132,0,0,15,0,37,28,30,53,16,8,11,74,3,179,14,35,0,2,0,0,1,0
TCGA-77-A5G6-01,811,3377,1311,611,2067,3416,666,8352,119,619,148,347,4781,247,548,447,357,2335,163,131,580,233,1867,318,59,327,27,544,53,647,855,223,31,250,28,4521,215,87,376,381,2740,992,177,100,399,4959,1411,10,11,466,222,23,294,210,21,253,343,253,83,2106,28,35,122,232,282,301,463,1070,21,784,69,60,268,1,35,214,87,197,626,8,74,3015,875,23,6,47,0,3,36,3,105,26,46,43,123,1,33,89,178,5,3,20,27,459,12,34,239,29,160,293,76,1,21,2,4,1,8,1,0,0,0
TCGA-77-A5G7-01,731,3637,1049,617,2512,2167,754,11110,99,629,169,696,2761,90,619,473,272,328,112,107,208,332,1027,313,147,831,82,392,69,223,368,156,90,308,39,1277,378,214,938,312,1780,977,10,381,428,915,538,32,689,212,154,71,197,54,1205,167,719,478,199,562,32,529,316,305,124,3,978,238,16,76,43,144,251,2,30,376,284,242,152,0,114,3651,98,15,0,24,80,91,34,21,675,22,27,53,24,4,79,207,63,1,1,13,3,131,2,20,149,470,194,2,1390,21,33,9,5,0,0,0,0,0,0
