Unnamed: 0,MIR205HG,LANCL1-AS1,DLX6-AS1,AC112206.2,LINC00491,POU6F2-AS2,ADAMTS9-AS2,HID1-AS1,AC011374.1,ADAMTS9-AS1,NAGPA-AS1,AL513123.1,SOX21-AS1,PVT1,SFTA1P,LINC00393,LINC02016,AL355388.1,LINC00355,AC026992.2,AC114489.1,SOX2-OT,AC105206.1,AL139385.1,AC078778.1,AL512662.2,LINC00392,AC236972.3,AC003991.1,PTCSC2,AC114812.2,MAGI2-AS3,NAALADL2-AS2,AP000438.1,HOTAIR,AL139041.1,AL138902.1,AC009123.1,LSAMP-AS1,C10orf91,AC130466.1,MED4-AS1,LINC00520,AC093510.2,MIR130B,AC027288.1,AL445531.1,AC112236.1,AC024337.2,AC006238.1,HOTTIP,AL133325.3,AL683887.1,PART1,AC080023.1,LINC00470,BCRP3,AC090772.3,UCA1,AP002856.2,LINC00337,MIR31HG,MIR137HG,AL163952.1,LINC00462,LINC00472,LINC00163,LINC00461,AP002478.1,KCNH1-IT1,GDNF-AS1,LINC00536,C1orf132,C5orf64,IL20RB-AS1,AP000525.1,LINC00466,AC078802.1,AL358332.1,AC008663.1,AC012501.1,AC078882.1,AL512785.1,MUC2,LINC00173,AC061975.6,MLIP-IT1,AC012640.1,AC073352.1,AC025211.1,MYO16-AS1,PTCSC3,NOVA1-AS1,WNT5A-AS1,RBMS3-AS3,ERVMER61-1,AC135178.1,LINC00518,LINC00184,LINC00211,STEAP2-AS1,WASIR2,AC005722.3,AC097717.1,LINC00504,LINC00261,AC134312.1,STEAP3-AS1,AC006305.1,MIAT,CCDC26,AC020551.1,LINC02404,AL359771.1,AC068985.1,HCG21,AL021395.1,AL591178.1,AL357518.1,RMST,AC004832.1,AC069257.1,AL355303.1,PRICKLE2-AS1,AP000553.1,AL161908.1,LINC00534,C20orf166-AS1,PRICKLE2-AS2,MYCNOS,PLCH1-AS1,POU6F2-AS1,LINC00460,AC025431.1,LINC00525,HHATL-AS1,KCNQ1-AS1,GRM5-AS1,SRGAP3-AS2,FAM138B,LINC00051,H19,NAV2-AS2,AP003064.2,LIVAR,AC092811.1,NKX2-1-AS1,AL122008.3,LINC00501,TDRG1,LINC01895,CHODL-AS1,AC096536.2,AL596223.1,LINC00492,AL139819.1,TBL1XR1-AS1,LINC00319,ATP11A-AS1,AC080129.1,KCNQ5-AS1,LINC02111,ATP13A4-AS1,AL512622.1,CYYR1-AS1,LINC00221,AC011483.1,LINC00443,AC008750.3,AC128709.1,ADARB2-AS1,AC112721.1,AC125603.4,LINC00469,AC006372.1,RRM1-AS1,AC244502.3,AC022762.1,CNTN4-AS1,AL034397.2,TLR8-AS1,KIAA0087,AC069281.1,LINC01805,AL109914.1,LINC00237,AL135787.1,FAM181A-AS1,AC004817.4,FNDC1-IT1,KIRREL3-AS1,AC100791.1,LNX1-AS1,AL161645.1,CHL1-AS1,PLCH1-AS2,AL136131.2,ANO1-AS2,AC092422.1,C11orf44,LINC00303,LINC00939,GRM7-AS3,AC079070.1,LINC00488,LINC00524,LINC00113,LINC00485,AL772363.1,C7orf65,LINC00308,LINC00052,AL356310.1,C8orf49,IGSF11-AS1,C12orf77,NRG1-IT1,LINC00276,AC096637.1,AL356056.1,KCNAB1-AS2,AL033381.1,AC012050.1,LINC00404,CLDN10-AS1,NAV2-AS5,LINC00320,KIRREL3-AS3,LINC00354,GPR50-AS1,AC068756.1,C17orf77,AC112518.1,AL139002.1,AC105177.1,CLYBL-AS1,LINC00458
TCGA-39-5036-01,2132,1,361,16,199,85,23,3,285,6,4,40,230,518,205,2,0,0,150,10,136,380,0,101,6,2,0,4,1,65,1,61,7,1,4,1,12,10,22,46,1,0,196,0,43,6,2,18,4,2,3,1,20,523,141,127,1,13,697,1,38,54,1,11,3,6,0,0,17,6,5,11,16,2,1,9,18,35,9,24,54,3,34,4,26,2,12,2,8,7,12,5,98,157,45,119,0,2,17,0,0,1,7,6,235,96,0,40,1,61,6,5,2,2,6,0,6,0,0,0,1,0,2,0,1,2,1,0,0,2,0,0,4,0,9,0,0,7,12,1,7,17084,1,1,6,24,16,18,6,0,19,3,1,47,1,0,1,3,0,0,0,0,11,2,13,66,2,0,1,64,1,0,5,0,3,0,4,12,0,55,0,0,5,3,7,5,4,3,15,0,0,2,0,6,1,2,0,0,1,0,0,11,0,0,0,0,0,4,0,3,0,1,0,8,0,7,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,5,0,4,0,1
TCGA-39-5037-01,5157,13,289,19,55,515,5,1,375,4,2,32,924,1007,167,149,0,3,56,8,87,8400,0,92,88,7,8,2,0,78,9,78,37,5,41,9,8,11,164,114,0,0,97,7,19,0,19,34,1,6,37,62,11,168,32,107,1,18,5,1,75,0,1,92,647,156,0,6,47,42,3,10,33,2,6,19,10,79,8,454,14,13,42,3,82,171,31,0,9,24,48,19,12,65,4,7,0,1,3,0,5,30,6,0,177,44,0,49,2,1783,232,7,95,91,6,0,4,3,0,0,5,1,0,0,10,35,62,0,0,2,0,3,53,1,2,1,0,7,4,0,14,15,0,0,11,13,14,31,2,1,2,0,0,4,0,2,2,7,0,1,0,0,40,7,85,0,2,4,1,96,24,0,1,0,1,3,6,6,0,1,0,0,7,35,15,7,4,2,0,0,0,5,0,7,3,13,3,3,1,0,4,103,0,0,0,2,0,1,6,1,0,2,0,2,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
TCGA-39-5039-01,1345,21,14,4,105,164,19,6,24,34,30,2,172,294,426,5,1,0,82,8,5,8,0,40,0,32,1,21,1,9,4,498,27,0,10,1,2,2,30,45,2,1,49,1,4,6,2,11,7,6,2,0,2,39,6,78,4,1,18,0,29,145,42,2,0,44,7,1,2,0,16,0,14,1,0,3,0,6,10,19,0,0,2,7,7,0,1,0,2,1,7,17,20,18,11,15,0,0,1,3,3,3,0,0,297,282,2,24,0,60,5,8,0,1,0,0,0,6,0,1,6,0,0,0,0,0,12,3,0,1,1,2,46,0,27,0,2,0,18,0,0,689,1,0,1,4,62,3,0,0,0,0,0,1,0,0,3,0,0,0,0,0,41,0,4,0,0,3,1,1,0,0,0,11,0,0,0,0,0,6,1,0,3,1,1,0,0,3,1,6,0,7,0,2,1,0,0,1,0,2,1,1,0,0,0,2,0,2,0,2,0,0,0,1,3,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
TCGA-43-2576-01,86,2,91,7,1,57,9,6,1,25,0,0,171,401,820,52,0,0,41,0,0,11,0,131,9,0,0,0,2,4,0,494,1,0,91,4,2,0,5,10,1,2,11,3,2,3,0,7,2,3,0,0,0,1,1,125,1,7,11,2,33,20,15,2,1,30,2,0,16,0,0,10,49,2,0,10,1,12,0,0,3,2,0,5,5,27,0,2,7,0,1,2,0,0,4,175,1,38,3,0,6,25,3,1,11,0,3,2,0,403,5,0,0,2,0,2,0,0,0,0,0,2,0,0,4,0,1,1,0,1,0,0,843,1,24,1,2,3,0,0,1,816,1,1,0,0,242,11,18,0,23,0,1,1,0,5,0,0,3,18,0,0,0,0,12,230,0,3,0,3,0,7,0,1,0,1,1,0,0,0,8,0,0,0,2,0,0,0,0,9,0,11,0,1,1,0,0,2,0,0,1,0,0,1,0,3,1,0,2,4,0,0,0,0,0,1,0,2,0,0,0,0,0,26,66,1,1,0,10,0,0,0,0,0,0,0,0
TCGA-43-2578-01,1499,39,288,21,61,14,20,8,5,16,19,1,639,1206,331,115,6,5,35,81,24,458,5,82,62,26,0,16,7,3,14,303,2,0,61,9,4,1,40,325,3,3,1,7,34,12,0,7,9,4,23,27,15,99,27,167,7,127,111,2,34,341,9,3,0,93,9,1823,94,1,6,130,185,8,0,24,1,7,7,0,5,4,0,4,25,0,2,6,23,0,10,22,9,165,4,96,0,8,4,2,7,41,10,25,27,2103,9,6,1,2466,22,17,3594,1,0,1,0,12,2,15,45,6,15,0,25,1,8,6,0,20,4,0,4,0,33,6,1,1,217,0,0,160,0,3,0,182,78,7,2,2,44,0,1,1,0,1,6,0,0,0,6,7,25,5,0,1,1,0,4,31,0,2,0,12,5,0,15,0,0,0,18,5,4,12,6,0,12,16,0,1,3,1,2,0,54,0,0,1,1,0,126,0,36,0,9,6,1,0,0,0,0,0,13,0,0,0,0,0,2,0,8,6,0,0,2,6,1,0,0,0,0,1,0,0,17,0,9
TCGA-43-2581-01,3,1,3,14,0,1,11,5,4,17,13,1,5,869,1038,0,0,0,0,2,1,17,1,24,6,3,0,0,12,4,0,343,2,0,0,8,5,1,0,10,0,0,2,0,12,42,8,0,1,28,1,2,0,0,9,0,14,30,0,0,14,17,12,0,0,13,2,2,3,0,2,0,239,2,0,2,2,9,0,0,0,0,0,0,13,1,0,0,3,1,0,28,0,62,89,1,0,0,1,5,3,84,0,4,6,13,1,10,0,331,9,0,0,0,0,0,0,0,0,1,4,3,2,0,2,0,0,2,0,6,1,0,17,0,0,0,0,7,4,0,0,34,0,1,2,0,799,0,1,0,0,0,1,0,0,0,0,9,5,0,0,0,326,0,0,1,0,0,1,1,0,6,0,1,0,1,2,0,0,2,1,0,0,0,5,0,0,1,0,1,0,0,2,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
TCGA-43-3394-01,2966,27,714,7,166,256,28,2,369,4,5,27,672,856,287,29,4,2,328,11,76,3432,0,97,55,5,3,2,5,81,28,612,131,0,60,6,20,17,46,244,3,5,87,0,24,2,25,30,22,11,96,21,3,140,42,249,2,13,9,0,144,23,7,212,10,240,4,53,150,10,7,8,83,7,0,24,13,336,10,4,19,0,18,4,146,76,24,11,11,6,11,14,14,126,17,65,0,5,11,2,8,11,82,1,101,175,1,54,3,1678,11,2,5,0,2,0,20,1,1,0,9,8,6,0,9,6,45,5,0,2,0,0,17,0,4,0,1,29,37,0,0,481,1,1,11,0,43,21,11,2,0,0,2,5,0,2,5,26,2,0,2,6,11,2,47,2,4,2,3,50,72,2,7,1,31,2,14,2,0,9,0,2,3,12,4,34,4,6,4,0,0,2,0,86,1,4,0,1,4,0,7,120,0,0,0,0,3,0,1,0,5,8,3,2,4,1,2,1,1,0,2,0,5,0,1,0,0,0,1,1,1,0,0,0,0,0,0
TCGA-43-3920-01,8092,9,443,1,197,594,50,1,96,57,0,3,689,1291,116,11,0,0,179,6,0,416,0,25,39,7,279,0,4,15,6,1772,5,0,0,4,13,2,15,47,6,0,22,0,13,0,2,9,28,4,19,4,3,67,11,405,1,4,1,0,16,152,369,4,19,134,0,66,12,5,64,5,24,2,0,8,2,66,11,0,2,0,6,3,77,7,3,15,20,4,1,2,69,67,81,77,0,5,5,9,28,23,0,8,3,2,1,6,1,307,11,1,0,40,0,0,2,0,0,0,2,2,0,0,7,1,4,2,0,6,0,2,32,1,68,0,0,1,5,0,0,5929,0,0,6,0,0,3,2,1,0,1,4,0,6,0,0,0,0,2,4,3,6,0,0,3,2,0,1,18,2,21,3,0,0,2,10,0,0,19,3,5,1,0,3,5,5,5,0,1,7,1,0,3,2,0,0,3,8,1,6,2,1,13,0,5,0,0,0,0,2,0,1,0,0,1,61,0,0,0,1,0,1,0,0,0,0,8,0,0,1,6,2,0,0,0,0
TCGA-43-5668-01,4,9,413,31,3,15,3,1,1,3,20,6,5,171,25,1,2,1,224,27,0,11,0,34,10,1,0,0,17,48,0,425,3,0,0,1,6,0,0,12,10,0,6,3,22,2,0,0,3,4,6,0,0,1,24,3,27,71,22,3,101,0,161,0,2,216,0,11,1,1,4,2,92,8,0,21,9,57,0,0,0,0,0,3,37,89,0,3,7,0,1,0,0,18,21,3,0,143,3,3,2,141,0,4,5,203,2,1,0,683,3,0,2,0,1,0,0,0,13,0,15,1,2,0,10,0,0,1,0,11,1,0,8,5,3,0,0,2,9,0,0,27,0,2,0,1,418,0,1,1,3,0,1,1,0,0,0,4,0,0,2,0,7,0,0,1,0,1,2,24,0,10,2,0,97,1,0,0,0,0,8,0,0,1,1,2,1,0,0,1,0,0,0,1,5,0,1,1,0,0,0,0,0,0,1,0,2,5,0,1,0,0,3,0,0,4,0,0,0,1,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41
TCGA-43-6143-01,7722,67,373,18,897,59,13,7,41,13,2,15,37,2990,44,165,2,4,665,14,13,209,1,146,79,4,339,0,5,5,50,772,3,2,110,16,42,158,11,93,3,5,11,1,46,5,19,5,8,2,13,288,19,16,26,31,7,12,29,0,55,46,0,43,2,144,6,402,67,7,177,11,1962,12,0,59,23,125,61,1,5,38,4,213,51,198,16,10,21,5,2,3,288,51,23,1504,1,0,29,4,2,11,42,58,187,10,5,395,10,1161,206,1,0,1,0,2,154,0,1,2,1,31,2,0,26,0,14,12,4,5,0,0,127,0,26,0,1,1,4,0,0,156,1,7,0,0,3,14,0,25,1,1,17,0,5,0,6,7,2,1,1,0,3,37,0,1341,1,5,30,7,97,9,0,16,22,1,154,20,0,2,1,3,1,28,0,7,1,14,0,1,1,1,6,50,0,0,0,0,4,1,10,4,2,2,0,0,0,4,0,0,98,1,2,16,0,316,0,3,0,1,0,2,0,2,0,0,31,0,1,0,0,1,0,8,0,1,229
TCGA-43-6647-01,3163,7,55,10,178,130,33,3,44,16,3,29,2,214,22,14,2,0,50,3,5,56,2,36,11,3,7,1,1,6,0,1090,105,0,28,3,6,24,20,73,0,2,49,1,2,2,0,12,3,2,0,0,3,0,25,0,0,11,13,0,19,8,46,60,3,226,0,0,0,0,3,57,110,3,4,28,10,10,24,2,0,0,3,5,28,2,2,1,1,0,1,1,0,345,15,4,0,60,2,8,2,1,0,0,996,31,5,23,24,1385,16,5,0,3,0,0,0,0,1,0,0,3,2,0,1,0,5,0,1,7,0,0,59,0,22,0,1,4,1,0,0,81,0,1,0,3,4,29,1,3,1,14,3,11,0,1,0,1,0,0,5,2,0,0,38,0,0,2,2,1,4,24,2,2,0,0,2,12,0,3,0,1,3,0,1,2,4,0,2,5,1,0,2,3,0,1,0,9,0,2,1,0,1,5,2,11,0,2,0,8,0,1,0,0,3,0,0,1,0,44,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0
TCGA-43-6770-01,9163,17,477,30,446,89,43,9,205,23,4,9,1795,1845,271,64,1,2,58,11,136,2993,1,63,31,10,10,8,5,158,122,892,99,1,7,6,14,18,40,86,2,4,110,3,83,7,22,39,47,9,7,19,133,164,84,361,3,43,155,1,27,23,0,3,199,110,6,8,52,9,44,1,123,3,9,42,3,65,34,1,28,14,32,2,292,2,13,8,10,9,15,3,3,345,26,7,1,1,15,0,2,15,64,19,261,90,7,105,14,3072,10,12,22,8,8,1,34,2,0,1,6,23,3,0,6,2,20,6,0,11,1,2,18,0,6,1,0,14,21,0,2,2010,3,6,16,7,33,20,4,1,5,13,16,8,6,1,11,12,1,0,15,11,45,9,48,1,5,6,6,25,71,44,132,8,1,4,11,12,1,8,2,3,3,6,14,0,3,2,0,0,14,1,8,0,8,2,1,4,4,0,0,230,6,2,2,0,0,0,10,0,0,15,1,0,1,1,7,1,0,0,5,7,2,0,0,0,5,1,1,1,4,2,0,0,0,0,1
TCGA-43-6771-01,3587,6,2,0,0,0,20,0,166,4,0,35,4,786,60,1,0,0,7,0,26,7,1,305,18,0,0,2,0,0,3,327,0,0,0,0,9,4,1,20,0,2,415,0,1,0,0,14,1,3,0,0,2,2,17,1,0,5,292,0,9,0,13,27,23,33,0,2,5,0,8,11,49,1,12,24,14,7,17,79,0,0,0,18,37,0,2,0,2,0,2,0,0,115,8,3,0,30,14,4,1,0,1,1,19,46,5,33,0,610,11,0,0,0,0,0,0,0,1,0,1,5,0,0,0,0,1,0,1,3,2,0,513,1,18,1,0,3,0,0,0,394,0,0,8,3,0,1,4,1,1,0,13,6,0,2,2,13,0,15,1,4,0,0,1,0,39,0,4,1,0,33,3,0,1,0,0,1,0,3,0,0,0,0,2,0,0,0,0,1,2,0,1,1,0,0,2,18,0,12,2,12,0,6,0,38,0,0,0,2,2,6,0,0,0,2,0,0,0,3,2,1,0,0,3,0,0,0,0,1,0,0,0,2,0,0,0
TCGA-43-7656-01,2571,19,172,15,338,83,24,5,39,25,2,28,3,1751,20,1,0,4,52,25,0,23,0,28,64,2,0,0,0,6,6,561,0,0,25,7,1,37,18,325,2,0,1,0,15,2,9,1,25,10,23,13,0,328,2,202,5,8,3,1,39,5,2,2,1,47,2,24,27,1,290,0,224,3,0,13,1,6,1,2,2,0,0,4,44,0,3,4,7,8,1,0,35,7,5,5,1,0,15,1,2,19,0,14,4,1,3,22,4,1646,1,0,0,0,0,0,1,0,0,0,3,1,0,0,11,0,2,2,1,26,0,1,1,0,31,2,2,1,15,1,2,2070,2,1,0,2,0,0,0,1,0,0,7,1,8,0,2,0,0,1,7,2,0,0,21,0,1,1,0,0,5,1,2,4,1,1,1,1,0,0,0,3,0,0,2,4,0,2,1,1,163,0,0,3,3,1,0,1,0,0,1,0,0,0,5,0,0,6,0,1,0,0,1,0,1,28,0,6,1,1,0,1,0,67,1,0,0,2,38,0,0,0,0,0,0,0,0
TCGA-43-7658-01,94,24,67,12,21,1,5,0,5,5,2,0,221,1549,97,2,1,6,0,9,2,1075,1,132,101,22,0,4,1,4,1,591,2,9,846,9,22,18,0,45,1,1,2,13,49,4,34,2,48,5,31,44,10,76,7,0,72,11,109,1,226,30,0,25,0,29,2,460,4,8,663,6,111,9,0,2,23,25,0,0,1,30,0,9,128,91,5,16,38,9,11,0,0,11,3,6,0,1,8,1,1,13,2,36,9,44,19,18,1,2217,65,0,3,0,0,0,900,2,0,8,3,3,3,0,41,4,0,7,1,136,0,0,2,0,5,1,10,2,0,0,0,2821,4,6,1,9,18,9,1,15,0,10,3,2,0,1,2,2,2,3,0,1,2,0,2,1,1,11,1,9,0,1,4,2,3,0,8,2,0,0,7,200,4,8,0,11,0,0,2,1,35,1,0,4,3,0,0,3,26,0,176,138,0,0,1,14,0,3,1,0,0,7,0,0,0,1,0,0,0,2,0,0,2,112,1,5,0,3,65,0,0,1,0,0,0,0,0
TCGA-43-8115-01,492,16,188,11,195,83,16,5,141,17,3,3,896,220,12,47,0,0,18,6,4,1454,1,51,27,1,218,0,3,11,1,911,71,0,58,1,13,15,17,28,2,1,17,5,11,0,1,3,12,0,3,15,4,26,18,73,3,6,67,3,22,23,5,9,1,75,0,72,12,0,7,1,83,4,1,14,13,47,3,0,0,0,0,4,39,0,2,4,3,4,1,2,1,140,18,25,2,0,4,2,2,36,1,7,9,1,4,21,0,1442,2,0,1,13,0,0,0,0,0,3,0,13,1,0,8,1,5,2,0,27,0,0,13,4,46,1,1,0,4,0,4,147,0,2,2,19,6,0,4,1,9,0,8,2,1,0,6,1,0,3,1,0,4,2,15,1,0,1,1,3,0,10,0,1,7,1,2,1,1,3,2,0,0,5,1,6,1,2,1,7,3,1,1,3,3,2,1,1,19,0,0,0,1,3,0,0,0,1,0,1,1,4,0,0,0,8,0,0,0,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
TCGA-43-8116-01,7581,17,212,3,214,49,5,0,19,9,2,13,387,917,21,105,0,2,0,4,1,120,1,41,28,3,22,2,4,8,8,205,45,0,0,7,5,0,6,12,1,1,4,0,6,0,2,2,2,1,2,2,2,8,4,4,0,7,1,1,5,5,5,1,0,164,3,30,1,1,2,0,53,0,5,28,3,7,4,10,1,1,0,10,63,8,7,3,3,0,2,1,17,20,2,77,0,1,4,4,3,7,1,7,315,17,0,7,2,540,497,0,1,0,0,0,0,1,0,0,1,3,0,0,1,0,27,0,1,31,0,0,48,0,14,0,0,1,9,0,0,1766,1,0,0,3,15,0,2,0,0,0,2,0,0,1,2,1,1,0,4,0,5,0,0,0,0,1,0,1,3,1,5,1,1,0,0,15,2,3,1,1,0,0,0,1,1,1,0,0,3,0,1,5,1,0,3,0,1,0,3,36,0,0,5,6,0,1,0,12,2,0,0,0,0,0,0,0,0,0,1,12,0,0,1,0,0,0,0,0,0,1,0,50,0,0,0
TCGA-43-8118-01,2120,16,422,15,141,54,5,1,213,9,7,82,966,1132,288,0,0,2,150,31,11,996,0,138,54,20,1,8,6,51,9,478,27,1,74,18,12,61,8,165,7,3,1010,3,12,13,49,22,3,7,0,18,7,9,42,136,4,2,39,12,19,0,0,113,375,142,1,1,22,14,4,12,160,5,4,28,1,37,17,10,1,0,0,0,102,2,5,9,6,9,27,15,1,80,24,75,0,0,1,0,3,2,1,11,457,98,5,73,4,1016,36,0,0,6,0,0,0,8,0,9,5,12,0,0,1,0,24,1,0,0,0,0,13,0,0,1,0,0,3,0,0,402,0,3,7,4,122,1,0,1,0,0,15,3,4,1,1,6,1,0,7,0,26,0,6,1,8,2,7,56,8,6,5,5,3,1,1,7,0,2,1,0,6,2,2,1,1,1,0,1,1,1,1,7,1,4,1,1,0,0,1,134,0,2,4,0,0,5,0,1,7,1,0,0,0,4,0,0,0,2,0,1,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0
TCGA-43-A474-01,6469,11,229,4,242,123,8,1,178,2,1,38,760,1401,16,13,0,2,112,2,28,127,0,128,30,2,2,0,2,44,47,142,128,0,109,2,18,15,0,2082,0,1,28,3,19,0,8,7,2,6,17,21,1,61,75,409,0,66,2,0,26,82,18,1,4,16,19,43,23,2,90,10,37,0,3,2,2,26,12,2,27,61,8,138,10,0,3,3,3,5,2,4,2,606,113,2,0,1,9,1,23,19,55,13,3,1,3,9,3,603,4,1,61,22,11,0,0,1,0,0,0,7,3,0,3,0,66,0,0,0,0,8,66,0,0,0,0,0,3,0,0,19891,0,0,13,32,2,26,0,0,7,2,8,151,0,3,7,3,0,0,13,0,3,6,54,0,6,0,6,40,0,7,0,0,0,4,1,10,0,1,2,0,1,0,0,10,7,1,15,2,0,0,2,0,2,0,5,6,0,3,1,0,0,1,0,1,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TCGA-43-A475-01,9666,55,757,3,369,41,12,1,81,33,2,5,787,2187,62,5,0,4,0,7,4,1612,0,22,49,1,0,0,5,24,90,734,10,0,17,13,5,8,4,31,5,2,1,1,8,4,58,2,7,7,13,12,19,44,18,213,8,97,10,0,10,13,4,7,1,302,5,2,7,0,1,9,135,13,0,47,44,57,3,0,11,5,0,1,452,1,3,6,9,1,4,0,1,325,44,5,1,1,15,0,5,22,15,22,3,20,0,21,1,4358,18,0,0,3,11,0,5,0,0,1,1,5,52,0,5,6,5,0,1,0,0,5,0,1,21,0,0,2,4,0,6,226,0,2,2,0,11,11,4,21,0,0,24,8,3,0,10,2,1,0,12,1,6,27,2,0,0,1,6,1,0,10,20,0,1,3,0,5,0,0,0,1,8,4,2,0,22,0,2,2,2,0,1,0,0,1,1,0,1,2,0,58,9,0,231,0,0,6,2,0,2,0,0,0,0,1,6,0,0,0,0,0,1,0,0,0,1,1,0,6,1,2,0,0,1,0,1
TCGA-43-A56U-01,1692,11,108,10,141,34,39,1,68,76,1,4,249,1079,86,3,0,2,50,5,6,76,0,33,43,2,0,0,27,2,2,580,34,2,14,11,19,17,7,54,2,3,29,0,12,0,3,2,19,2,0,1,2,6,7,107,5,6,10,1,14,17,44,12,1,238,6,13,3,0,22,6,380,1,0,20,1,6,14,6,0,1,26,50,78,0,15,4,4,3,11,0,8,34,21,24,0,0,2,2,4,12,1,9,143,17,5,40,5,4249,7,0,1,1,0,0,0,3,2,0,190,21,2,0,7,25,6,5,1,6,2,4,34,0,175,23,0,1,704,1,4,1480,0,1,2,7,8,2,6,0,0,0,7,1,0,0,24,1,1,3,3,0,1,0,1,14,3,4,3,56,0,2,2,2,1,0,1,2,9,8,2,1,2,0,14,1,0,35,0,2,1,0,4,1,24,1,0,1,1,1,0,45,4,2,0,0,0,1,1,1,0,0,7,1,0,3,0,1,6,0,1,2,0,0,3,1,0,0,0,0,0,4,0,0,0,0,1
TCGA-46-3765-01,4331,19,146,4,188,53,22,3,151,7,3,10,417,706,102,473,1,0,81,6,55,760,0,31,28,4,1,2,0,38,6,448,13,4,4,3,14,15,24,20,1,1,199,0,22,1,10,1,6,2,4,1,9,42,38,158,6,7,40,2,13,11,0,1,4,119,0,0,4,12,11,1,38,0,3,9,1,79,7,1,69,2,2,0,52,0,13,16,6,16,5,5,11,102,22,54,0,0,3,4,1,4,2,2,16,43,2,4,3,1227,13,4,0,0,8,0,0,1,0,1,1,6,1,0,9,0,29,0,0,1,0,0,15,0,3,0,0,0,0,0,3,6232,0,0,19,3,28,33,0,0,1,0,1,12,1,0,0,1,0,0,1,17,6,1,4,4,7,2,0,23,5,3,3,1,0,0,1,21,0,4,1,1,5,13,1,2,9,0,2,3,0,0,1,0,8,0,1,0,0,0,0,5,1,3,0,0,0,1,0,1,3,15,0,0,0,1,0,0,0,1,1,2,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0
TCGA-46-3766-01,1018,30,55,24,34,48,24,6,37,16,24,1,185,173,307,2,5,2,2,18,6,162,0,24,1,17,0,16,3,2,0,729,1,0,0,0,0,1,3,5,4,0,4,2,2,4,3,1,8,2,0,0,0,0,6,4,3,1,13,7,8,116,7,0,0,119,2,0,4,0,60,5,70,5,0,2,0,9,5,2,0,0,3,13,8,0,0,1,1,1,3,5,0,51,14,5,0,5,2,4,0,2,0,3,24,197,2,36,1,471,15,0,0,0,0,0,0,2,0,2,8,1,0,0,0,0,7,2,0,0,0,0,45,0,64,0,2,4,31,0,5,422,0,3,0,6,37,8,0,0,1,0,1,0,0,0,0,1,0,0,1,0,47,0,2,0,0,9,0,5,5,17,0,11,0,0,3,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,4,2,0,1,11,0,0,0,1,1,7,0,3,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0
TCGA-46-3767-01,2322,15,223,8,93,120,61,8,85,25,9,4,265,177,310,2,2,0,0,12,1,301,0,44,13,16,0,4,6,11,5,1211,3,1,111,4,8,11,17,21,3,0,20,2,6,12,2,0,10,8,8,3,1,13,3,161,1,8,8,8,31,28,62,1,2,148,2,2,6,2,19,4,133,2,0,7,4,9,5,1,0,1,2,29,15,0,0,2,6,0,3,3,1,77,45,43,0,2,5,6,1,6,0,6,81,120,3,41,0,586,6,0,0,2,0,1,0,1,4,1,0,7,2,0,1,3,2,1,0,12,0,0,14,3,45,0,3,1,0,2,5,629,6,1,1,8,25,2,2,0,0,0,3,0,0,1,1,1,2,3,2,2,27,0,7,42,0,2,0,1,11,18,1,24,0,0,4,2,1,6,2,2,0,1,4,1,0,6,0,2,0,0,0,5,7,0,0,6,0,0,0,2,0,6,1,5,1,1,0,9,0,0,0,2,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-46-3768-01,1009,11,828,4,42,41,5,3,41,6,2,26,1268,543,78,43,0,0,0,3,27,5155,0,83,20,2,3,2,0,55,9,222,10,1,18,5,2,36,3,43,5,0,3,7,25,1,5,4,0,0,2,7,21,53,13,20,4,65,8,0,20,0,5,5,4,72,1,9,90,0,0,1,97,0,0,0,21,101,1,3,15,13,0,1,15,7,13,5,11,5,21,2,3,346,1,3,0,0,8,1,0,4,6,1,58,22,3,5,0,890,3,0,1,0,2,0,1,0,0,0,0,8,18,0,2,7,0,1,0,2,1,0,4,0,6,0,0,0,2,0,0,39,0,0,4,593,25,19,1,0,1,0,3,0,0,0,1,0,0,0,1,0,10,9,20,0,7,2,7,15,3,5,0,4,0,0,7,2,0,11,1,1,0,0,0,2,1,0,0,0,0,2,1,0,6,1,1,0,0,0,3,0,1,0,0,1,0,0,2,0,0,0,0,14,0,1,0,0,0,0,0,0,1,0,11,0,0,0,0,0,25,0,0,0,0,0,0
