Unnamed: 0,CCNB1,ZWINT,PBK,GRHL3,CERS3,NEIL3,KPNA2,HOXC13,USH1G,ATAD2,HOXA10,PRKCE,INMT,CLIC5,HECW2,BTBD11,TGFBR2,CACNA2D2,NKX1-2,CABYR,ADAMTS8,VEGFD,PREX2,PHACTR1,SLC6A4,SLC1A1,FOXF1,LIMCH1,ABCA8,UTRN,SCN7A,TMEM100,CLDN18,TSKU,GPD1L,CITED2,PTPRM,RECK,ADH1B,SLC7A11,OGN,SLIT3,LRRK2,DSC1,STXBP5L,OGDHL,NR0B1,KPRP,PAX3,DDAH1,KCNQ5,SALL1,SLC6A11,PEBP4,LEFTY2,LRP8,TBX18,ENPP4,AKAP12,LPCAT1,ULBP2,DIRAS2,CRTAC1,JAKMIP3,CBR3,SERTM1,PRDM16,SLC47A2,SHISA9,CAPN3,NECAB2,FRRS1L,RUNDC3A,F2RL2,POPDC3,CHP2,PTPRN2,LRP1B,IGSF10,SELE,ABCC2,SLC38A11,SYNDIG1,ABCA4,PROK2,GREM2,HOXA9,SYT2,AGTR2,NTRK3,CHGA,ELAVL2,FLG,CCNA1,PRB4,CLDN8,CCDC190,DEFA5,OBP2B
TCGA-77-7139-01,6298,2978,1318,3578,427,264,26753,69,2760,6703,440,562,292,170,792,2675,2405,56,49,995,22,68,216,101,30,43,3240,390,251,4627,89,25,14,2301,1894,637,757,433,149,12422,123,597,475,61,915,677,2501,9,5,2597,529,267,34,3,25,1759,1021,448,3464,3042,1937,666,22,397,2294,8,45,29,3238,137,1138,1126,512,1034,746,927,79,296,2185,422,203,63,33,41,1,0,11,391,1,20,485,9,30,248,2,164,1298,0,15
TCGA-77-7141-01,3474,3059,1383,2275,303,574,15026,328,629,7888,499,1620,401,223,695,5442,5271,397,185,873,155,57,601,303,10,177,299,3891,498,4447,395,109,38,15298,2149,1811,2574,661,1922,11989,503,2348,326,114,1175,6731,1658,43,40,2552,625,500,1764,8,2,4325,51,2362,2195,8392,98,1063,687,876,371,66,234,133,1593,89,117,2408,2038,4205,911,1693,563,214,5679,1241,1891,43,310,515,12,42,13,4461,6,96,4536,4,269,211,21067,768,13,0,2
TCGA-77-7142-01,3926,3207,1707,649,3161,200,14491,587,228,4741,272,1065,1278,1622,1605,867,7755,1781,183,305,235,361,555,244,470,718,501,3660,288,8898,897,729,3464,3454,1998,2957,2132,733,1904,282,175,1268,5050,115,5,746,0,45,25,2195,1767,9,599,1006,37,878,702,937,1828,14131,903,39,1550,155,88,19,340,41,7,265,19,4,47,46,12,1928,297,13,1222,22,122,11,152,22,10,20,14,60,979,69,2,13,101,226,2,43,20,0,0
TCGA-77-7335-01,2118,1135,589,2048,2675,151,4372,458,15,1197,125,281,743,331,634,204,6269,78,2,73,45,15,338,44,76,111,216,1077,279,4458,264,105,30,3145,682,909,1279,1087,429,208,586,2479,453,92,1,4,0,305,10,1271,242,0,1,16,6,190,333,475,1499,1391,363,15,39,5,90,2,79,11,10,14,11,31,2,306,16,73,195,3,124,84,12,77,589,16,1,85,6,0,2,47,3,22,21,20,1,26,10,0,1
TCGA-77-7338-01,2476,1271,767,1583,3243,125,8262,596,548,2399,425,761,228,454,753,1584,6599,543,21,735,61,49,237,235,72,136,506,4215,324,7145,349,33,258,9089,1086,2425,1627,646,397,11215,33,1936,2766,434,224,615,327,282,0,1239,570,276,414,504,13,5862,1255,760,1281,9485,371,383,1714,623,680,40,321,183,420,88,186,430,158,3370,1061,239,374,972,601,413,161,315,1483,6066,41,61,25,78,27,47,151,76,319,2371,16,4234,937,0,0
TCGA-77-7463-01,4642,3402,1079,2293,4537,354,16609,230,477,9933,346,572,194,563,751,1712,2655,201,463,523,33,66,76,326,171,224,254,665,88,2981,66,292,735,10888,2033,2188,372,208,347,7557,15,66,1735,44,57,12,24,5,0,1095,775,15,5,411,2,1310,1,227,251,4037,203,414,439,173,251,17,92,175,0,70,82,256,43,24,0,9,79,166,898,38,187,15,33,28,8,5,8,13,41,5,5,0,43,48,0,888,2522,0,0
TCGA-77-7465-01,4600,3780,1573,149,96,329,13930,277,2,7074,614,451,168,331,657,183,2975,118,35,298,16,87,152,161,89,199,282,578,146,3207,115,54,92,4264,1000,3626,3404,361,101,306,18,359,870,13,12,112,0,0,3,1769,782,1,15,38,1,672,1332,1943,435,5219,610,5,59,6,209,0,34,5,6,178,0,166,9,165,319,3,147,12,1536,567,33,2,819,26,11,7,90,151,43,20,2,26,3,26,57,3,144,0,3
TCGA-77-8007-01,4428,4005,595,17,1,374,13566,0,8,9969,15,974,39,242,653,96,15394,60,2,90,22,9,477,507,7,1780,191,15964,51,8447,110,27,27,4626,2163,5608,3299,635,27,4390,14,251,525,7,1,1,0,0,0,9033,2288,1,601,6,0,1024,6,1595,2870,160727,50,2,7,9,81,24,83,3,0,130,12,2,11,18,409,0,170,3,89,9,126,2,527,7203,192,20,19,30,1,71,2,495,26,18,0,17,3,0,1
TCGA-77-8009-01,5979,2420,2406,2173,831,2211,21085,231,250,8091,690,546,45,31,354,571,2428,408,24,5785,16,109,51,84,26,164,1230,6889,10,5789,21,6,48,59422,1185,986,983,1582,3,15239,25,1099,131,30,123,388,1838,212,0,254,481,264,6,0,0,6913,1625,274,303,8517,291,610,25,512,453,38,470,530,191,106,244,1,123,642,29,46,358,309,1466,21,2119,1315,114,1000,11,174,28,11,1,5,87,1,889,3373,0,0,558,0,0
TCGA-77-8128-01,3321,3465,985,2130,2566,219,11278,400,1442,4026,429,452,270,39,880,1188,1796,140,13,333,28,22,80,30,382,148,204,487,12,3303,118,13,27,6033,1054,652,636,1224,26,2740,37,1011,403,88,64,801,0,1,11,1830,927,5,18,5,0,943,83,110,1147,4706,953,3,29,1143,179,0,52,18,1,20,205,0,78,106,243,835,92,1,442,19,13,329,225,12,1,234,17,19,3,13,5,15,61,30,0,10,288,0,1
TCGA-77-8130-01,1048,1080,145,771,1031,50,3461,344,533,1023,61,764,53,40,269,378,3578,115,308,58,2,1,27,57,3,91,208,2978,227,1269,16,14,14,3793,242,8258,944,1107,1,425,30,1464,362,1472,2,27,0,46,1,557,119,8,3417,297,2,135,312,81,676,4298,1917,1,903,6,48,2,34,70,1,24,5,2,31,174,76,3,69,2,32,16,9,7,286,68,0,33,1,19,11,6,84,118,81,79,0,8,14,0,0
TCGA-77-8131-01,3012,881,273,1373,1825,195,3425,236,66,1863,13,547,1035,628,401,479,3809,292,76,22,205,238,148,102,38,149,467,1915,161,2424,270,172,1341,2315,546,4702,974,315,1306,260,117,1417,922,22,2,57,0,786,1,573,95,1,132,236,8,350,8,415,629,5769,377,12,547,24,30,6,106,79,1,80,13,4,46,26,33,18,239,0,165,76,24,22,77,37,2,20,9,15,129,58,10,0,74,117,0,123,11,0,0
TCGA-77-8133-01,2406,2008,1090,1442,2979,168,5838,364,1290,3374,244,409,340,179,228,442,3238,165,7,150,107,48,163,150,530,104,927,481,230,5778,41,36,30,2123,1169,822,1266,436,913,649,550,1390,1204,27,4,256,2,94,24,668,525,23,3,21,5,1018,64,433,839,2955,1026,43,47,230,93,0,62,62,7,179,50,638,147,94,9,253,215,126,330,223,26,39,53,25,5,16,11,65,0,108,4,4,50,31,2,543,99,0,0
TCGA-77-8136-01,2392,2634,995,406,1191,201,5592,23,181,3529,143,341,74,167,314,227,2797,118,33,62,56,11,65,107,2,327,134,514,72,2315,32,27,35,3571,590,825,805,365,79,248,18,342,414,1,21,14,0,15,7,1133,69,47,15,4,2,840,799,552,1063,4821,623,3,80,1,110,32,47,78,1,74,6,44,45,56,29,17,96,0,65,20,17,5,295,17,21,60,23,37,8,31,14,101,12,112,0,0,11,0,0
TCGA-77-8138-01,2012,941,111,189,605,83,3637,280,75,3246,359,257,213,88,178,517,3130,317,77,49,86,5,98,85,1,151,274,460,286,2940,96,51,31,7385,649,2860,750,223,75,947,71,237,1152,8,0,18,0,2,0,1922,162,273,71,281,0,855,77,180,6262,4224,1849,0,2405,9,56,0,117,57,19,28,10,1,52,107,121,796,115,1,216,91,58,2,161,346,5,20,8,36,229,16,4,3,7,24,0,28,9,0,0
TCGA-77-8139-01,2321,2193,428,1451,1019,60,6404,84,38,2968,355,1149,43,75,124,1010,2240,32,411,65,2,14,51,86,9,789,142,489,19,2824,59,24,7,3697,768,511,772,215,29,114,18,475,89,60,2,51,0,0,13,250,1075,9,102,1,0,737,8,77,1056,3300,622,0,7,15,59,0,9,23,30,16,4,3,8,28,0,15,43,0,581,82,34,10,138,141,4,11,101,311,0,3,7,568,2,0,0,23,21,0,0
TCGA-77-8140-01,1453,962,182,2561,2119,52,3950,98,999,1843,116,582,84,193,122,606,1453,148,2,161,30,29,153,42,75,43,65,220,51,2179,36,20,146,2101,622,1324,570,131,123,645,8,214,770,2,43,12,0,1,49,583,2,0,287,244,8,44,84,553,184,4705,1637,22,457,5,62,0,45,1,2,62,0,16,5,0,2,22,49,3,272,73,23,12,3,38,2,5,14,256,57,18,9,0,36,5,0,9,1293,0,0
TCGA-77-8143-01,5039,3342,1465,2768,510,503,13676,157,290,7484,0,839,98,147,140,30,1937,244,71,65,13,13,44,59,6,1028,82,327,21,2839,28,55,166,2585,2822,2173,278,61,419,1571,4,123,2038,41,7,24,0,6,0,1311,9,0,38,334,0,903,2,128,171,3795,229,1,491,4,208,0,89,158,11,31,9,0,31,1,0,54,68,5,242,8,34,14,4,469,0,3,3,8,41,6,2,0,16,1,0,227,1879,0,0
TCGA-77-8144-01,10433,3545,1053,1281,2490,324,19048,248,660,6202,119,312,21,31,236,1164,4363,38,10,88,8,3,31,42,3,35,22,100,5,1342,0,0,3,4686,650,2464,321,124,3,2561,6,72,79,410,4,911,0,584,4,537,408,252,1105,0,0,1203,922,56,305,4467,1008,19,19,9,111,3,8,104,0,115,5,1,259,21,34,150,32,0,46,39,79,1,9,8,10,1,20,10,1,1,5,281,750,153,12,2,5,0,0
TCGA-77-8145-01,828,660,193,1016,538,98,3320,163,53,1370,98,457,64,36,215,388,2415,93,34,130,7,19,52,55,14,196,149,631,36,1560,177,23,32,4913,540,1376,897,251,29,426,355,686,235,11,20,61,0,12,35,303,687,75,5,31,2,387,211,185,1952,3275,230,5,343,145,14,50,28,33,42,55,10,14,18,37,11,40,71,2,356,14,15,6,488,43,3,12,47,37,10,14,23,5,10,357,0,14,15,0,1
TCGA-77-8146-01,963,917,470,128,6,86,2000,0,84,1273,77,217,115,228,107,1184,2822,406,1534,484,13,30,67,61,0,115,139,634,77,1521,73,41,238,10592,1132,1766,494,105,147,5711,5,406,2176,7,80,6,390,0,1,569,37,35,1,518,1,1220,173,581,3268,5263,100,16,1480,280,96,267,89,91,230,84,166,0,7,164,69,526,99,129,337,239,1530,5,121,192,2,10,8,24,124,4,5,1,37,317,0,208,9,0,0
TCGA-77-8148-01,2865,1858,866,1439,1019,236,7227,68,93,3146,342,584,125,64,526,672,1597,50,22,243,5,27,62,113,49,341,169,432,30,2456,16,8,32,4043,690,646,1220,258,16,1126,19,538,373,15,21,147,1,6,49,1783,718,7,56,1,16,1272,506,173,1551,1371,317,9,9,366,73,17,103,140,17,73,119,596,39,19,144,202,72,124,183,31,50,5,200,2,31,39,53,43,4,13,111,22,25,140,0,39,186,1,7
TCGA-77-8150-01,737,1236,766,392,537,83,2281,74,341,1067,111,313,51,85,176,869,623,41,1,94,10,21,13,64,6,15,211,227,21,1086,18,34,16,1862,279,515,304,213,28,3712,11,119,446,2,177,511,109,27,0,170,221,0,0,22,0,639,285,50,139,1884,77,1,37,497,60,2,17,75,0,105,209,93,175,17,1,22,33,64,25,119,54,119,60,10,0,0,7,5,1,3,191,12,20,183,0,543,299,0,0
TCGA-77-8153-01,3605,2593,1701,2866,1909,296,13095,35,413,3356,173,550,14,16,329,1184,831,65,253,1090,2,60,20,210,51,281,95,1014,14,3217,20,6,56,12965,615,1459,171,162,10,7198,12,78,216,96,426,24,192,18,0,2024,357,0,3,8,1,3507,512,31,308,7300,536,1021,15,445,192,11,13,262,440,73,1014,30,39,145,51,488,67,297,1501,52,97,5,96,319,13,0,8,15,7,3,28,3,85,461,0,92,1034,0,0
TCGA-77-8154-01,1740,2700,428,1140,809,53,5581,27,555,2123,2,800,125,67,508,1952,957,105,235,231,13,14,101,54,82,448,332,182,45,1236,56,129,100,4109,1533,1310,617,86,200,506,45,277,343,125,5,14,0,2,162,395,418,0,19,42,3,1070,241,170,231,3264,760,2,139,83,60,0,16,56,3,66,8,8,132,10,67,901,83,56,153,103,39,6,32,126,3,9,2,946,10,6,5,15,66,0,0,430,1837,0,2
TCGA-77-A5FZ-01,725,639,170,21,17,44,2469,1,1,1117,2,1005,1248,2190,852,187,9833,2311,0,31,267,160,599,546,16,1385,795,3074,731,6876,797,740,2103,1155,1797,4348,2910,697,1117,187,104,2136,12345,4,0,13,0,0,0,2401,83,1,5,2517,32,345,7,1386,2035,19260,90,2,5205,18,29,4,551,11,0,388,11,3,20,49,21,14,620,8,165,2865,65,67,181,93,60,43,4,79,315,143,5,2,8,38,0,5,23,0,0
TCGA-77-A5G1-01,2966,1142,152,838,1788,133,4240,711,118,2078,79,403,524,465,599,868,11962,513,121,190,75,41,132,103,21,206,250,4564,164,2317,242,155,1081,9245,652,3723,742,408,758,382,36,1016,2345,162,1,79,0,48,3,2199,31,107,415,508,3,635,2,334,2219,10554,483,1,1059,9,59,1,123,13,11,130,3,3,377,13,5,16,128,4,86,410,30,10,95,271,11,16,12,22,225,30,396,1,28,332,2,16,1,0,2
TCGA-77-A5G3-01,3101,2755,857,5910,4351,212,14135,420,310,4660,522,283,64,96,368,1629,1552,322,15,554,42,29,51,69,227,104,725,502,15,13832,77,12,16,6189,1037,1340,1088,595,0,3276,27,896,969,33,7,437,0,534,736,1350,315,9,21,9,6,1986,577,381,370,2914,683,20,7,431,82,1,46,38,26,178,183,505,80,118,18,50,118,462,152,24,12,5,104,16,0,28,30,53,4,4,18,11,61,158,0,6,959,0,0
TCGA-77-A5G6-01,3377,3416,666,2363,1306,245,8352,119,329,4781,247,357,180,247,580,856,1867,607,10,220,39,95,53,74,766,647,189,855,110,4521,136,87,517,2740,992,4959,1411,210,334,253,17,344,2106,28,6,99,0,2,301,1070,784,6,69,202,1,330,87,197,626,3015,875,54,491,27,20,6,47,17,1,65,8,141,22,4,4,63,68,35,779,43,32,2,11,14,5,12,34,98,49,10,32,293,33,6,0,16,94,0,0
TCGA-77-A5G7-01,3637,2167,754,983,178,254,11110,99,32,2761,90,272,234,133,208,97,1027,103,40,167,13,42,69,62,45,223,127,368,36,1277,56,214,158,1780,977,915,538,54,367,478,8,327,562,32,19,34,1,1,3,238,76,0,43,147,2,1176,284,242,152,3651,98,3,107,11,51,0,24,124,2,161,7,1,11,1,67,4,39,21,482,53,14,6,9,31,1,2,20,25,27,28,5,2,25,40,0,23,1522,0,0
TCGA-77-A5G8-01,2129,1506,535,2265,1248,80,5350,187,447,1806,304,459,230,147,227,1256,809,82,107,223,8,58,54,67,41,773,120,1048,45,1397,56,20,76,3592,545,561,503,255,81,3215,12,427,336,54,2,409,5,32,2,222,235,0,67,119,1,1021,338,127,292,3733,104,99,311,810,252,56,51,352,3,57,261,344,55,72,143,4,46,151,249,85,100,218,365,1253,0,13,38,44,14,3,32,12,116,565,1,150,16,0,0
TCGA-77-A5GA-01,2077,1748,562,1677,220,115,6166,31,387,1745,252,331,257,93,110,644,1220,208,72,1198,39,34,85,87,17,50,122,713,51,2034,85,38,86,5235,760,419,228,124,417,3802,52,229,422,6,257,230,3370,28,0,237,95,3,3,80,1,2132,4,195,209,2593,210,271,292,730,1188,133,77,192,789,95,752,208,306,103,323,1364,66,1,405,116,251,4261,356,6409,4,12,32,12,13,29,288,0,123,2873,0,2445,22,0,0
TCGA-77-A5GB-01,1389,2199,184,909,645,126,2567,33,49,1878,9,161,20,24,118,328,1083,14,12,30,4,2,18,14,1,35,61,788,3,535,36,12,14,1946,113,334,342,90,5,76,6,196,135,56,1,68,0,56,0,114,7,0,1330,8,1,310,1,50,125,2468,224,1,83,3,66,0,14,64,1,171,6,0,52,12,12,16,41,0,10,11,17,8,141,39,2,4,3,1,1,12,3,46,15,629,0,15,1,0,0
TCGA-77-A5GF-01,1488,862,405,1430,317,224,4561,93,875,1483,79,298,83,39,168,1744,821,142,40,1545,11,25,41,105,30,58,1193,291,31,2107,42,21,9,2532,584,444,400,192,111,5893,23,132,147,146,789,122,1,26,4,189,182,123,221,2,1,1471,216,48,373,1130,108,678,6,313,474,28,50,179,1887,78,149,351,361,806,95,615,67,20,491,219,256,13,431,1301,2,2,6,24,0,12,55,1,161,1204,0,840,181,0,0
TCGA-77-A5GH-01,826,859,190,192,39,45,1820,42,22,2327,134,423,168,100,242,37,899,65,9,108,7,18,91,48,2,144,90,2207,26,763,26,2,41,1682,204,1608,725,102,45,229,51,123,208,8,7,4,0,1,5,343,151,0,3,13,1,453,126,282,179,2403,72,2,49,5,26,0,23,11,1,85,1,2,8,43,13,2,94,5,759,2345,23,5,193,93,0,99,69,60,5,18,1,84,0,5,0,1,0,0,0
TCGA-85-6175-01,1811,1072,302,424,894,130,6953,773,180,3647,17,1454,591,2762,1769,1672,16119,1753,549,117,60,63,589,641,33,1999,867,3495,481,12410,1242,118,1360,10337,1947,4853,4981,2448,434,348,5499,9231,5251,133,2,47,0,132,0,3375,237,97,584,579,23,620,429,977,8902,20105,521,22,4205,58,171,1,657,153,7,372,18,22,157,4357,33,119,457,5,1018,126,41,43,1618,494,14,435,19,283,279,118,7,26,2362,497,0,366,11,1,6
TCGA-85-6560-01,10353,9018,2378,96,1,650,63170,660,384,10336,17,490,679,713,1173,265,11333,471,73,954,46,28,2017,352,29,264,376,1157,242,28922,144,113,166,4589,961,1926,3603,1274,264,6297,109,2506,826,54,8,582,0,0,421,4433,116,78,612,70,14,2000,158,1749,5562,33833,53,94,343,75,36,7,702,7,13,42,360,276,73,80,19,2,635,0,83,1468,35,22,386,20,14,22,8,120,48,136,93,15,97,57,0,0,0,0,0
TCGA-85-6798-01,3703,2237,300,3050,1285,243,12736,36,1249,1987,593,346,186,23,702,698,1334,51,118,1165,3,23,43,87,137,630,195,1982,15,2643,32,11,28,7692,384,1469,376,682,5,9032,15,333,114,6,298,250,17,309,3,1702,431,3,2,3,1,2707,252,38,2495,4379,2125,131,6,389,501,24,453,289,188,10,86,31,103,349,212,4,43,154,232,19,23,3,733,32,2,58,15,5,0,9,120,5,57,224,0,468,2,0,4
TCGA-85-7696-01,2974,4685,1503,3217,2415,270,11424,114,1589,6398,732,1436,446,585,738,4300,5284,596,184,2540,67,118,206,241,21,76,256,1594,174,6176,512,73,211,18978,3940,1255,1557,826,182,5546,86,1413,942,71,249,1193,1769,165,36,613,239,35,58,128,16,4567,827,484,1323,4673,193,1910,213,2514,491,110,931,572,32,249,466,277,454,790,330,6170,992,186,1897,237,300,1527,737,583,3,53,80,401,49,51,121,37,550,1038,3,617,4496,0,4
TCGA-85-7697-01,4804,3557,793,9101,4455,506,12901,230,1835,3108,761,829,189,210,786,2033,6335,133,164,393,54,21,400,193,423,243,306,1091,504,5373,111,114,89,7830,1897,2866,1677,538,291,1144,235,1865,599,693,18,251,8,160,121,1343,374,31,362,23,5,1617,220,1099,1238,5191,1406,13,59,263,148,8,83,118,13,144,5,67,57,1025,133,376,1126,22,198,743,38,14,210,85,24,150,42,57,3,140,8,15,196,133,6366,302,999,0,0
TCGA-85-7698-01,4065,3622,1234,3837,3000,626,13587,154,1239,5403,270,694,348,244,1724,3112,5827,113,134,1291,77,87,292,349,217,531,500,2075,445,8855,236,81,51,11727,1704,1901,2095,1390,719,22232,251,2251,721,70,431,700,2544,703,2,1192,784,304,17,21,9,2649,229,367,2178,4916,443,481,73,533,502,13,194,301,1480,221,351,421,51,2258,545,1702,367,231,1675,732,865,29,1749,1985,4,104,23,47,3,90,41,18,90,622,201,1353,2159,0,3
TCGA-85-7699-01,7861,4266,3224,430,149,571,19803,438,66,12935,239,403,312,644,1056,321,6481,250,133,301,34,13,233,210,97,328,269,952,87,7665,214,91,24,3151,1127,5452,4930,1130,22,331,90,4284,646,12,8,409,5,1,4,2091,1074,27,2,17,18,1769,1120,571,1504,9555,631,13,1096,55,155,0,60,18,99,147,10,246,32,1747,231,0,241,126,1357,2101,29,7,693,16,78,37,50,60,0,395,1,97,18,70,4,95,27,1,362
TCGA-85-7710-01,2652,4765,567,2339,1462,231,10172,1389,190,3899,647,955,146,257,586,230,5656,187,3,93,25,16,84,82,5,53,199,4927,25,2882,17,140,61,5629,815,3370,3443,204,43,585,9,84,1156,37,0,129,1,20,1,628,35,5,33,35,0,1141,966,580,2910,8877,763,34,282,31,337,0,45,182,2,88,11,6,21,9,39,814,106,32,64,77,65,3,21,15,13,22,105,19,17,36,2,11,61,5,0,138,0,0,0
TCGA-85-7843-01,9306,4006,1129,5621,4905,524,23214,445,1666,7352,172,1288,173,133,980,4933,4423,93,456,757,11,109,482,255,247,1364,191,604,230,4114,56,41,14,8946,11406,4944,1894,518,276,3170,126,1067,410,5,16,63,65,5,173,3131,60,21,2,13,4,3792,89,358,1552,4943,2049,309,85,103,387,6,34,164,5,66,268,25,18,623,679,35,295,30,1057,1194,83,65,230,19990,35,20,9,500,1,39,2,20,669,206,641,6405,2177,0,1
TCGA-85-7844-01,2963,2742,695,1008,1770,418,10977,17,97,5377,727,899,218,329,1174,2360,8020,369,4,1362,84,40,342,274,13,412,569,8134,199,9252,414,124,298,15003,1150,2471,3239,824,339,21670,164,1444,1670,18,1072,280,153,57,7,1153,181,1220,1,118,4,10053,456,1098,2115,11725,608,2092,1108,576,374,72,95,472,23,123,64,308,45,1205,298,120,237,1175,681,344,42,25,390,182,25,98,52,59,87,75,11,20,113,523,0,1111,0,0,0
TCGA-85-7950-01,2946,1621,666,227,153,406,5729,43,18,2819,286,689,184,128,744,1323,3050,91,2,206,5,31,77,79,14,200,248,1767,15,7764,50,16,502,2704,978,2005,2324,426,14,919,76,619,545,12,21,230,21,38,37,477,1017,457,1,32,2,1269,214,624,784,5867,441,3,50,251,50,0,82,224,748,262,8,31,24,140,474,3,251,477,380,1400,38,25,1958,132,5,70,43,32,10,21,16,18,12,37,0,1,386,0,0
TCGA-85-8052-01,1526,934,467,1141,850,122,4218,110,172,2264,228,385,173,121,129,1009,1370,266,6,2531,42,45,315,298,2,97,176,779,110,2576,101,23,115,6893,397,1350,490,230,287,7997,17,347,914,21,838,347,779,104,9,539,154,40,68,240,4,2898,149,398,481,3899,93,2530,1049,575,514,16,281,74,805,71,430,588,194,1455,338,242,61,241,91,55,540,7,113,518,4,9,31,150,122,20,1322,9,1121,1856,0,393,130,0,1
TCGA-85-8070-01,1433,1597,284,1716,44,107,6158,13,338,1388,160,832,175,31,81,741,821,60,3,1609,27,69,23,172,11,489,48,1464,11,1420,23,37,4,7780,646,864,612,222,298,7478,95,80,32,3,5,73,4203,16,82,1554,254,1,0,1,1,3653,12,463,112,5670,131,902,7,572,202,9,19,78,8,66,335,195,248,2264,14,61,18,14,827,20,12008,7,341,10049,2,0,128,342,0,30,49,26,29,278,0,55,2636,0,0
TCGA-85-8071-01,1927,2287,977,1202,2726,367,4756,68,632,2214,143,906,30,25,196,1097,845,46,240,937,8,42,27,56,7,177,92,263,118,1557,7,2,17,7822,421,1402,458,320,46,4120,20,271,57,78,46,199,2,0,100,128,209,6,3,1,1,545,460,178,203,2266,177,22,5,260,34,8,6,844,4,64,9,543,3,138,1,75,111,256,308,33,94,47,19,2644,1,7,18,112,2,4,10,11,56,422,0,880,1805,0,2
TCGA-85-8276-01,1702,2804,399,1353,1226,135,5855,110,181,3931,78,349,747,294,455,581,3176,328,0,44,76,78,132,144,41,166,357,882,98,2783,345,64,521,2502,382,2217,1143,694,797,200,436,1261,586,41,4,254,3,18,1,838,216,17,7,143,13,2319,371,372,883,3314,747,6,295,10,46,1,80,25,9,62,6,0,39,79,126,6,418,69,53,74,21,8,397,6,22,41,15,59,98,67,1,1,30,17,0,2,18,0,0
TCGA-85-8288-01,2289,3393,2186,1003,502,519,9104,200,122,5031,386,1462,340,115,751,323,4180,57,164,363,17,13,187,117,8,152,403,919,197,6790,111,17,17,6416,1032,2499,2203,994,45,197,243,3271,267,12,7,292,1,3,82,2087,333,45,12,16,6,3371,282,556,1538,2725,509,0,268,435,126,0,126,20,2,104,29,28,26,567,1273,0,194,2,1119,309,48,42,1052,108,6,235,35,45,0,14,2,28,21,25,2,1,0,0,1
TCGA-85-8350-01,1817,2173,417,1299,135,145,4874,772,484,2004,210,1354,637,547,461,2261,4456,669,98,159,248,105,266,177,75,319,533,1818,229,2268,274,318,1672,4219,956,2652,2037,454,1511,195,291,2092,1186,7,26,478,3,96,35,1090,277,583,408,382,16,972,409,990,1422,11106,795,29,1580,468,56,20,417,316,13,177,19,95,173,191,105,419,286,28,502,87,84,31,308,88,13,380,19,127,119,244,14,47,103,40,1,39,75,1,1
TCGA-85-8479-01,2930,2192,800,2623,2702,180,4296,1485,533,2637,341,371,157,8,220,1033,1725,219,13,117,20,21,108,75,7,225,350,2844,7,951,25,8,15,4368,502,770,627,101,6,574,6,548,43,87,6,67,1,11,12,215,115,32,2956,3,0,1556,19,294,126,5395,2049,7,99,18,319,18,171,305,3,306,24,1,288,699,5,489,219,0,59,107,110,43,20,166,9,5,10,38,0,16,31,3,247,596,1,1394,18,0,1
TCGA-85-8481-01,1806,947,254,364,56,29,4043,107,52,2174,178,272,114,59,173,434,5566,57,602,65,9,1,27,52,2,123,210,629,62,1511,39,8,16,6649,784,1644,399,291,2,2131,17,186,117,0,1,38,4,0,1,872,90,21,20,1,0,1580,531,161,4832,4436,2425,2,1052,19,21,0,28,37,31,31,16,7,11,184,115,89,86,0,24,44,52,0,340,37,36,25,10,11,0,11,3,3,5,69,0,4,34,0,5
TCGA-85-8584-01,3834,2581,627,196,3,582,6241,4,2,2941,4,265,207,884,296,1454,4562,147,52,189,44,27,84,72,3,304,239,4062,78,1893,127,25,274,15167,620,1158,2954,251,211,3339,60,485,517,2,0,45,1634,0,0,3197,17,2,13,75,9,736,360,405,11085,4670,18,2,277,27,525,1,46,10,2,103,96,0,12,48,32,18,931,4,21,63,5927,14,197,42,1,15,25,22,4,14,18,0,4,39,0,15,36,0,2
TCGA-85-A4CL-01,4530,2453,1353,2798,1489,115,9247,80,239,2059,355,543,127,171,381,5233,1198,80,4,623,37,299,51,55,37,69,185,764,22,1462,8,8,9,6941,698,409,642,500,15,1822,8,249,421,10,22,738,426,26,16,250,133,298,65,4,1,810,562,250,327,2916,32,354,72,1097,1740,16,213,856,70,87,64,245,745,1724,852,576,444,46,98,220,144,723,356,166,0,20,15,32,0,44,60,1,50,935,0,152,168,1,1
TCGA-85-A4CN-01,3024,1535,825,1311,613,230,10805,281,281,2122,351,290,42,51,372,1120,1581,70,20,323,13,52,78,93,79,61,171,568,14,5516,40,7,19,6252,799,622,693,468,0,5010,100,865,247,21,44,17,13,201,1,295,391,16,3,7,0,2447,380,267,493,3691,490,7,6,794,387,0,23,202,30,56,179,483,24,237,327,31,67,174,353,40,32,3,458,35,1,19,12,10,2,15,27,1,70,189,1,152,792,0,1
TCGA-85-A4JB-01,2886,2295,601,3380,2471,351,6515,473,161,5135,448,654,85,43,191,852,2839,619,30,233,26,15,302,165,467,65,678,581,10,2849,8,9,9,4811,935,1844,582,306,9,432,43,718,103,125,11,433,0,91,2,2488,267,55,408,3,6,893,249,825,1109,7697,503,63,77,29,40,3,58,30,33,38,3,36,80,493,59,10,87,1,135,371,30,13,227,20,121,47,150,47,0,12,90,5,258,40,0,5,23,0,1
