Unnamed: 0,hsa-mir-210,hsa-mir-944,hsa-mir-205,hsa-mir-183,hsa-mir-96,hsa-mir-31,hsa-mir-6499,hsa-mir-139,hsa-mir-144,hsa-mir-301b,hsa-mir-182,hsa-mir-338,hsa-mir-503,hsa-mir-137,hsa-mir-628,hsa-mir-206,hsa-mir-383,hsa-mir-372,hsa-mir-507,hsa-mir-122,hsa-mir-373
TCGA-63-A5MJ-01,3052,1247,30624,40165,168,10,6,30,618,2,169651,1087,14,2,10,0,0,0,0,0,0
TCGA-63-A5ML-01,3883,711,44392,69955,209,72,7,86,44,14,251880,2286,5,3,13,0,0,0,1,0,0
TCGA-63-A5MM-01,7602,108,54420,8621,43,912,9,481,1590,3,31838,4425,198,2,54,15,0,1,0,0,1
TCGA-63-A5MP-01,3444,1623,57036,57202,150,34,25,224,456,48,103762,4072,61,0,46,3,13,0,2,0,0
TCGA-63-A5MR-01,18116,861,87406,16698,81,1623,23,83,120,12,66501,4163,17,5,23,1,0,1,0,0,0
TCGA-63-A5MS-01,6939,707,49085,17345,51,125,9,174,1043,13,40373,4430,38,3,116,0,0,1,0,0,0
TCGA-63-A5MT-01,2558,481,116607,21897,57,371,9,168,77,8,55721,2938,20,1,37,0,0,2,0,0,1
TCGA-63-A5MU-01,16986,1663,114754,66102,285,1305,14,88,396,7,141166,833,14,1,10,0,0,0,0,0,0
TCGA-63-A5MV-01,12500,929,77424,20661,81,54,20,281,233,39,46550,1815,38,84,73,1,0,0,0,0,0
TCGA-63-A5MW-01,6123,285,51640,47374,295,938,23,174,193,33,136727,1715,69,44,16,0,125,0,0,1,0
TCGA-63-A5MY-01,17241,991,110095,191425,473,0,41,12,272,18,358916,815,26,0,10,0,0,0,0,1,2
TCGA-66-2727-01,2169,1195,19879,50270,90,101,38,15,252,20,62779,639,33,2,203,0,0,0,1,0,0
TCGA-66-2734-01,6423,131,10846,11801,34,275,19,26,19,3,16924,438,31,9,93,0,0,0,0,0,0
TCGA-66-2737-01,7959,260,16331,35008,64,9,16,56,77,4,48513,290,50,0,180,0,32,0,0,0,0
TCGA-66-2742-01,5708,95,5612,12061,23,6,8,22,261,4,15574,169,8,27,67,0,0,0,0,0,0
TCGA-66-2744-01,4848,131,10162,12932,43,654,0,64,223,17,20044,828,219,1,230,1,1,2,0,0,0
TCGA-66-2754-01,3590,4,109,22146,66,26,0,14,82,40,22415,43,4,6,115,1,0,0,0,0,0
TCGA-66-2755-01,2803,93,16823,8438,12,24,2,18,74,4,10823,583,14,0,67,0,11,12,0,11,1
TCGA-66-2759-01,14180,1446,57341,32461,40,6,113,42,87,6,36293,382,14,0,66,0,0,0,0,0,0
TCGA-66-2763-01,4486,259,22682,24148,37,149,23,20,132,12,31814,685,57,0,61,0,0,0,0,0,0
TCGA-66-2765-01,10842,265,19638,10624,49,160,21,37,105,11,25044,539,12,0,71,0,0,0,0,0,0
TCGA-66-2766-01,7728,1324,27498,72819,104,73,26,18,232,16,117536,357,26,0,100,0,1,0,0,0,0
TCGA-66-2767-01,2643,152,17149,26011,68,22,5,34,803,7,55814,1845,15,0,172,0,0,0,0,0,0
TCGA-66-2768-01,4171,397,39612,19256,31,829,93,194,448,23,27689,1714,22,1,117,0,0,1,0,0,0
TCGA-66-2770-01,4894,392,20032,10948,20,65,13,17,100,2,20788,544,14,0,60,0,0,8,1,0,0
TCGA-66-2771-01,3504,66,13483,4356,18,2,7,23,159,3,7092,521,21,0,208,0,0,0,0,0,0
TCGA-66-2777-01,4724,619,19363,25768,53,102,4,62,618,9,30954,1375,20,1,141,0,0,0,1,0,2
TCGA-66-2780-01,4879,361,24418,32224,44,16,17,15,110,3,60524,747,7,26,83,0,0,0,0,0,0
TCGA-66-2781-01,3022,271,33523,48645,54,8,12,14,890,12,60514,1154,11,2,117,0,0,0,0,0,0
TCGA-66-2782-01,2078,196,40521,60275,127,990,22,25,66,11,105656,883,14,26,94,0,0,0,0,0,0
TCGA-66-2783-01,9955,273,43130,19470,69,20,26,39,327,2,42202,334,7,0,123,1,0,1,0,0,0
TCGA-66-2785-01,2936,20,16633,60496,163,3,1,22,112,5,109660,2360,51,0,79,0,0,0,0,0,1
TCGA-66-2786-01,5911,1276,13769,25003,55,232,25,49,183,5,58558,1045,18,4,209,0,0,0,1,0,0
TCGA-66-2787-01,3734,93,10107,41341,97,11,1,34,212,4,36876,129,29,0,105,1,1,0,0,0,0
TCGA-66-2788-01,7872,282,21524,17827,75,630,18,29,150,17,26735,430,62,8,302,0,0,0,0,0,0
TCGA-66-2789-01,3028,370,32407,42124,88,78,10,101,283,11,59102,781,61,0,173,0,0,0,0,0,0
TCGA-66-2790-01,5279,136,20424,18440,59,79,24,65,421,11,27569,740,39,5,116,0,1,26,0,0,18
TCGA-66-2791-01,3703,117,9082,14099,48,55,6,35,50,7,21573,165,12,1,119,0,1,0,4,0,0
TCGA-66-2792-01,8517,494,10596,28239,52,85,3,16,182,27,25541,153,105,2,109,0,0,1,0,0,0
TCGA-66-2793-01,3171,768,22079,90592,100,4,15,20,307,28,105772,431,14,6,92,0,0,0,0,0,0
TCGA-66-2794-01,2335,217,17300,45629,110,6,6,39,407,10,88985,454,25,0,128,0,1,1,0,1,0
TCGA-66-2800-01,3182,235,11412,23015,6,12,0,65,348,3,18366,508,25,0,37,0,7,0,0,0,0
TCGA-68-7755-01,15902,1066,37034,35271,60,13,12,103,381,5,42176,511,28,0,20,2,0,2,1,0,2
TCGA-68-7756-01,15857,858,42759,52785,94,994,17,98,252,4,92926,1988,17,0,31,1,0,2,1,0,0
TCGA-68-7757-01,5541,138,44578,108560,227,259,21,72,285,3,205136,1380,79,1,48,0,0,0,0,0,0
TCGA-68-8250-01,7443,324,71063,93273,116,150,42,428,1915,26,134223,4800,38,4,60,0,0,1,2,3,0
TCGA-68-8251-01,5110,352,48976,80760,117,26,13,111,280,7,128157,2121,10,2,34,0,1,0,0,0,0
TCGA-68-A59I-01,1409,90,29845,54602,113,83,2,205,480,14,96670,1583,48,3,24,1,38,0,0,0,0
TCGA-68-A59J-01,10682,483,48994,95348,219,59,27,189,115,13,192121,4700,72,0,59,2,0,2,1,1,0
TCGA-6A-AB49-01,8742,2943,105872,64028,330,29,3,288,743,41,68600,2288,155,2,33,1,0,0,0,2,0
TCGA-70-6722-01,1106,95,25500,30779,30,143,0,129,192,4,53178,1013,30,3,25,1,0,0,0,1,0
TCGA-70-6723-01,5898,4300,61777,220268,232,165,22,17,169,7,490061,225,60,0,26,92,1,0,0,0,0
TCGA-77-6842-01,29001,524,123114,249794,249,3,10,209,491,44,363769,3196,160,0,124,1,255,0,0,1,0
TCGA-77-6843-01,5909,819,192204,155553,229,160,38,156,944,36,236580,1538,82,3,146,0,3,1,42,3,0
TCGA-77-6844-01,9704,334,205903,29573,16,213,69,102,799,26,28444,1071,7,0,50,0,0,0,0,0,0
TCGA-77-6845-01,42922,1038,154616,138322,159,11,43,100,100,113,121583,915,36,0,63,0,0,0,1,0,0
TCGA-77-7139-01,3956,633,127940,93085,183,3,12,96,251,19,124268,687,9,0,29,0,1,0,0,0,0
TCGA-77-7141-01,2845,521,93382,99521,224,64,29,473,1441,12,184529,1585,13,1,47,1,3,1,1,0,0
TCGA-77-7142-01,5017,699,26843,17919,57,9,14,112,222,18,16373,2170,18,0,17,0,0,0,3,0,0
TCGA-77-7335-01,9478,1184,41600,40085,137,19,14,97,64,3,86493,1252,41,0,47,0,0,1,0,0,0
TCGA-77-7338-01,18503,1753,154254,54476,131,261,82,192,143,15,100829,3137,12,1,46,1,0,0,39,0,0
TCGA-77-7463-01,11278,561,249060,67822,153,69,42,104,1073,33,71004,4624,23,1,41,0,5,0,0,0,0
TCGA-77-7465-01,9197,225,133867,36972,153,190,26,38,1049,16,74108,1536,18,1,36,1,162,0,1,0,0
TCGA-77-8007-01,9539,0,141,21843,42,347,0,76,1468,16,36129,738,19,2,10,0,0,0,0,0,0
TCGA-77-8009-01,18748,1680,54645,82559,226,203,27,880,151,9,199539,1039,45,10,42,3,7,0,18,1,0
TCGA-77-8128-01,13976,733,61038,63509,110,19,14,67,547,54,68671,564,12,3,27,2,21,1,1,0,0
TCGA-77-8130-01,6652,211,54018,23533,44,328,13,57,85,1,43193,604,17,2,10,0,0,0,0,0,0
TCGA-77-8131-01,9411,671,41373,7931,45,34,37,494,1132,7,19411,5176,51,9,92,2,1,1,1,0,0
TCGA-77-8133-01,5653,1032,81256,52539,193,25,23,244,535,18,118625,1300,18,0,54,0,66,0,0,0,0
TCGA-77-8136-01,24085,758,38390,12928,20,827,28,127,141,23,21732,2522,58,19,69,1,0,0,0,0,0
TCGA-77-8138-01,3678,412,34351,18775,31,323,46,43,23,5,26634,1061,35,0,44,0,1,1,0,0,0
TCGA-77-8139-01,4283,332,39720,55636,125,177,14,70,34,20,67087,538,27,0,39,0,1,0,0,0,0
TCGA-77-8140-01,3062,419,51873,30437,84,1,23,130,87,24,39081,2718,20,0,28,0,0,0,0,0,0
TCGA-77-8143-01,3985,610,33834,21084,22,31,10,23,60,2,24100,639,4,0,11,0,0,0,0,0,0
TCGA-77-8144-01,3235,551,28858,3652,12,270,21,33,15,2,6220,607,6,2,11,0,0,0,0,0,0
TCGA-77-8145-01,19498,297,97861,29619,97,83,14,85,356,9,40567,846,32,9,35,1,6,0,0,0,0
TCGA-77-8146-01,6628,406,53951,90458,178,447,19,104,460,3,178476,2223,4,3,41,2,0,0,1,0,0
TCGA-77-8148-01,10415,504,66969,67234,155,32,1,41,111,16,109031,453,36,3,50,1,84,0,0,0,0
TCGA-77-8150-01,2776,733,52899,36211,253,10,1,34,1181,7,76391,1167,21,0,22,0,0,0,0,0,0
TCGA-77-8153-01,10070,1406,69209,108230,216,47,8,29,137,39,121013,857,16,2,14,0,0,0,0,0,0
TCGA-77-8154-01,4008,417,74484,28462,71,20,4,30,43,8,40900,887,20,0,18,0,0,0,0,0,0
TCGA-77-A5FZ-01,1998,15,1565,7849,33,3,0,257,960,1,28757,17354,33,5,50,0,0,3,1,0,0
TCGA-77-A5G1-01,6175,550,25219,45679,94,240,49,148,1221,13,148751,8390,76,8,43,0,0,3,0,0,1
TCGA-77-A5G3-01,19525,2537,98145,157521,422,62,7,97,196,150,574283,2098,46,3,32,0,0,0,0,0,0
TCGA-77-A5G6-01,4841,849,62496,39437,107,0,24,49,208,17,131437,1657,55,12,21,1,3,0,1,0,0
TCGA-77-A5G7-01,3914,979,36747,31281,125,16,4,107,340,13,123584,4182,8,1,14,1,0,1,1,0,0
TCGA-77-A5G8-01,6284,673,130023,30646,196,287,6,55,237,7,127366,1838,29,27,17,0,1,0,0,0,0
TCGA-77-A5GA-01,2111,755,46465,43360,158,26,22,120,242,5,144763,3106,9,3,8,3,0,0,1,0,0
TCGA-77-A5GB-01,6088,837,50653,11123,56,443,20,187,78,1,48292,3645,29,23,30,7,0,0,0,0,0
TCGA-77-A5GF-01,4626,1289,71187,170622,400,84,5,108,545,13,464885,2817,23,1,23,2,1,0,7,1,0
TCGA-77-A5GH-01,5747,540,69813,93157,284,7,10,104,205,9,333830,1820,20,1,40,1,11,5,0,1,0
TCGA-85-6175-01,1523,250,16817,29293,28,71,3,152,215,2,85877,757,18,1,16,0,0,2,0,0,0
TCGA-85-6560-01,1524,9,510,28657,13,0,0,69,220,4,33744,351,6,34,21,0,3,274,0,0,25
TCGA-85-6798-01,31991,1212,228894,227479,443,208,21,42,347,122,274505,1232,101,13,78,2,7,2,54,0,1
TCGA-85-7696-01,11382,219,97057,30150,97,159,68,160,105,2,64813,850,22,0,51,2,16,5,1,0,0
TCGA-85-7697-01,7613,976,64044,23126,51,444,42,201,106,24,33404,2465,24,5,90,6,3,4,0,0,0
TCGA-85-7698-01,10617,426,64291,39131,99,275,14,90,370,8,66206,1041,18,1,48,0,0,0,0,0,0
TCGA-85-7699-01,3403,64,28508,37205,90,59,3,23,33,16,66492,727,15,2,59,0,32,0,0,1,0
TCGA-85-7710-01,45075,195,56019,17953,47,187,31,57,54,2,34621,506,5,4,16,0,0,0,0,0,0
TCGA-85-7843-01,7863,386,42107,33244,55,117,17,82,92,4,31757,1148,6,3,27,0,3,4,0,1,1
TCGA-85-7844-01,19960,931,118746,82556,203,182,154,226,2425,22,165753,2863,40,70,124,1,29,2,8,0,2
TCGA-85-7950-01,15832,675,56444,53978,160,67,2,96,73,37,137119,1134,113,8,87,1,2,0,5,496,0
TCGA-85-8052-01,19626,1208,97036,49513,116,145,11,260,123,13,69061,1531,33,5,32,0,28,0,1,1,1
TCGA-85-8070-01,29256,1113,245633,155453,814,133,16,27,737,28,415587,456,11,0,176,0,0,0,1,1,0
TCGA-85-8071-01,32592,1391,102554,111386,182,294,122,155,131,15,132814,551,51,6,58,0,0,4,1,0,0
TCGA-85-8276-01,4567,223,10332,14684,23,8,4,48,137,5,14765,284,19,0,15,3,0,0,0,0,0
TCGA-85-8288-01,7405,178,57955,26962,69,32,12,84,164,20,34972,617,16,3,30,0,1,0,0,45,0
TCGA-85-8350-01,10105,327,37850,28569,76,128,46,243,1167,8,62156,2597,50,4,70,1,8,0,1,1,10
TCGA-85-8479-01,6746,112,63598,30464,43,123,39,74,62,5,63515,857,7,0,13,0,0,0,0,0,0
TCGA-85-8481-01,5151,309,47948,47296,49,283,9,70,1209,10,71087,1604,22,28,38,0,0,1,0,0,0
TCGA-85-8584-01,4995,3,2476,23804,59,8,1,114,868,5,48308,3146,38,0,33,0,0,0,0,0,0
TCGA-85-A4CL-01,6559,227,83728,43983,232,8,27,121,73,3,110424,891,65,7,23,0,5,1,0,1,0
TCGA-85-A4CN-01,4632,754,53971,69139,176,16,23,44,32,7,114060,622,32,0,15,0,0,0,3,0,0
TCGA-85-A4JB-01,8197,302,49729,84202,250,327,39,116,959,42,128286,2334,97,3,34,0,0,0,0,1,2
TCGA-85-A4JC-01,8975,681,119829,35541,124,393,58,276,132,15,80516,9718,40,65,49,0,0,0,0,0,0
TCGA-85-A4PA-01,1327,21,703,3925,21,16,0,607,2878,8,14229,4120,21,0,32,0,1,0,1,0,1
TCGA-85-A4QQ-01,3437,209,94381,19618,60,802,62,217,182,4,40703,2226,3,12,23,0,0,0,3,0,0
TCGA-85-A4QR-01,8332,1403,99393,129729,455,54,11,99,544,48,201096,1063,90,3,26,0,0,0,2,0,0
TCGA-85-A50M-01,8265,91,39324,58153,265,452,3,119,1344,4,168893,2286,99,222,45,7,0,0,0,0,0
TCGA-85-A50Z-01,7429,870,74255,60266,203,495,58,60,122,12,96611,4072,42,31,33,2,0,0,0,0,0
TCGA-85-A510-01,8974,133,3280,40515,126,1,1,201,2769,45,75099,2327,91,27,75,1,0,1,0,1,0
TCGA-85-A511-01,8126,341,46958,35249,95,70,13,110,69,7,66716,2096,49,4,19,0,0,0,0,0,0
TCGA-85-A512-01,8178,1047,40978,65611,211,152,20,101,179,12,177518,1157,26,2,14,1,0,0,1,0,0
TCGA-85-A513-01,1507,5,597,15905,54,12,1,268,1119,5,44371,11613,15,110,49,5,1,1,0,1,0
TCGA-85-A53L-01,15553,437,74251,40930,113,33,26,112,258,16,73917,5137,28,139,31,1,0,0,0,1,0
TCGA-85-A5B5-01,6802,477,56025,80608,354,15,13,71,21,11,235140,689,13,15,15,0,3,0,1,1,0
TCGA-90-6837-01,1115,5,31,13097,14,2,0,1759,3454,3,34760,22283,29,0,52,22,0,3,0,9,0
TCGA-90-7767-01,14963,595,160469,64283,120,43,2,80,831,41,90440,492,20,3,44,3,101,5,0,6,0
TCGA-90-7769-01,5488,1007,60149,60575,148,52,16,26,232,15,86166,400,7,1,13,1,0,0,2,0,0
TCGA-90-A4ED-01,12679,254,97562,148374,881,22,3,633,752,7,588398,706,15,5,38,2,0,0,4,0,0
TCGA-90-A4EE-01,7048,135,29600,52477,132,2,6,80,198,4,95655,1332,49,1,37,0,2,1,1,9,0
TCGA-90-A59Q-01,3424,13,25714,9451,39,74,1,61,22,3,30755,6145,25,0,15,0,0,0,0,0,0
TCGA-92-8063-01,6439,491,34061,49410,89,191,10,57,102,5,66275,994,31,89,31,0,0,1,0,0,1
TCGA-92-8064-01,17263,1173,20655,42064,73,258,17,55,219,11,61054,525,24,0,26,1,0,0,0,0,0
TCGA-92-8065-01,1143,82,25852,12755,18,506,93,232,93,0,21906,587,14,0,24,0,0,0,0,0,0
TCGA-94-7033-01,11558,243,25498,28533,85,1412,21,156,255,18,38885,1670,38,1,57,0,0,0,0,0,2
TCGA-94-7557-01,10843,297,79021,20551,49,1,13,144,162,8,33820,1307,26,0,47,0,0,0,1,0,0
TCGA-94-7943-01,7122,209,27542,89387,204,1,7,167,1008,20,181078,2257,32,0,78,4,0,0,0,0,0
TCGA-94-8035-01,12861,3553,139757,54241,68,210,31,158,248,20,58937,2345,7,8,41,0,0,0,0,0,1
TCGA-94-8490-01,6614,485,58874,45179,81,7,19,61,423,8,63646,1651,5,0,18,0,1,0,0,0,0
TCGA-94-8491-01,884,512,88905,49456,118,23,1,169,751,6,94849,3062,23,0,25,16,1,5,0,0,0
TCGA-94-A4VJ-01,11057,775,149142,14806,38,2530,102,117,282,21,29925,2507,64,6,65,0,0,0,0,0,0
TCGA-94-A5I4-01,17820,740,74114,89567,384,37,5,65,244,18,285345,2831,66,0,21,0,0,0,1,0,1
TCGA-94-A5I6-01,7889,1724,46817,129407,176,52,85,112,271,19,284483,2832,48,6,25,0,9,0,57,1,9
TCGA-96-7544-01,7322,971,66074,48508,97,36,40,163,378,12,70486,975,23,0,46,0,1,2,0,1,0
TCGA-96-8169-01,784,122,24362,19706,25,78,6,33,159,7,31633,514,14,23,32,1,0,0,0,0,0
TCGA-96-8170-01,1641,111,20425,9181,32,3,20,92,85,4,17076,443,6,1,9,1,0,0,0,0,0
TCGA-96-A4JK-01,10180,610,56180,50485,146,5,2,118,335,5,115141,3389,23,0,34,0,1,0,0,1,0
TCGA-96-A4JL-01,1838,128,118058,140230,673,42,6,481,1382,5,503020,4661,63,0,79,0,11,3,0,0,0
TCGA-98-7454-01,2241,44,10569,9413,16,316,2,144,285,2,15886,3421,10,0,32,0,0,0,0,0,0
TCGA-98-8022-01,2572,324,57689,38702,125,168,12,684,405,5,93788,2788,23,1,112,1,1,1,0,0,13
TCGA-98-8023-01,3733,158,54158,20405,91,10,10,109,144,4,41430,879,8,3,39,0,0,1,0,0,0
TCGA-98-A538-01,22909,1506,27899,29082,103,273,43,57,26,6,38763,1068,41,5,29,1,0,0,0,0,0
TCGA-98-A539-01,12019,2021,42177,48952,225,128,19,215,834,12,106289,4390,25,0,25,0,0,0,1,0,0
TCGA-98-A53A-01,4092,1791,102662,12761,46,53,11,45,31,12,21688,1262,8,0,26,1,6,0,2,0,0
TCGA-98-A53B-01,7790,715,73162,78140,179,2,11,389,467,12,141298,2137,63,0,52,2,0,0,0,2,0
TCGA-98-A53C-01,1476,37,2644,12015,39,12,0,1099,2729,4,33072,14129,18,0,36,4,0,0,0,0,0
TCGA-98-A53D-01,1103,18,445,6449,38,7,0,494,1407,3,18229,10344,33,1,42,7,0,0,0,0,0
TCGA-98-A53H-01,809,138,9002,10858,70,41,6,753,2164,3,31550,8415,33,3,68,0,2,1,0,2,0
TCGA-98-A53I-01,3607,553,42045,59327,256,32,5,186,277,3,168677,2763,19,0,39,1,0,1,2,0,0
TCGA-98-A53J-01,12921,372,128619,35580,210,91,57,125,394,2,104329,1736,24,17,30,0,0,3,1,0,0
TCGA-J1-A4AH-01,13900,4729,96607,112481,405,69,5,233,460,25,190550,3228,34,2,69,0,377,3,4,1,7
TCGA-L3-A4E7-01,16703,516,79438,48338,213,1573,11,119,176,9,119584,6050,57,0,47,0,0,0,2,0,0
TCGA-L3-A524-01,10379,1693,62977,114337,345,3,6,122,179,64,192699,2734,30,2,63,477,2,0,0,0,0
TCGA-LA-A446-01,10493,731,59795,63359,251,1,9,164,1152,13,140164,5074,10,4,50,0,0,0,0,0,0
TCGA-LA-A7SW-01,3452,897,154411,36671,75,374,7,237,512,27,35075,3241,139,58,29,0,0,5,0,2,1
TCGA-MF-A522-01,4501,440,103185,42789,187,230,17,49,57,10,94050,1562,27,1,5,0,0,0,0,1,0
TCGA-NC-A5HD-01,20619,888,239907,58344,201,50,4,83,92,88,111304,2490,45,4,25,2,0,0,0,0,0
TCGA-NC-A5HE-01,3513,79,57808,78465,283,36,22,68,367,8,221107,1706,21,24,32,0,1,0,0,0,0
TCGA-NC-A5HF-01,21529,1694,103829,98600,237,13,23,196,217,9,225494,1998,29,136,17,0,0,3,0,0,0
TCGA-NC-A5HG-01,9495,1342,111232,43656,240,180,20,104,181,29,124218,1518,19,1,14,0,0,0,0,0,0
TCGA-NC-A5HH-01,16237,897,218004,50679,277,191,10,50,485,27,139158,1432,65,2,12,1,0,0,1,0,1
TCGA-NC-A5HI-01,8400,1853,64798,101605,303,2,34,65,165,24,207300,906,34,5,36,0,0,0,0,0,0
TCGA-NC-A5HJ-01,4758,5,424,73150,233,89,0,702,693,15,185810,14508,14,1,93,0,0,1,0,0,0
TCGA-NC-A5HK-01,12152,1282,184145,18988,105,845,0,208,265,11,58122,1054,19,2,21,1,0,478,0,0,76
TCGA-NC-A5HL-01,9286,470,65126,64634,145,204,15,112,194,9,147297,1430,44,1,10,0,0,0,0,0,0
TCGA-NC-A5HM-01,22695,360,65066,44839,122,2381,41,27,146,22,95648,1290,41,1,17,0,0,0,1,0,0
TCGA-NC-A5HN-01,16255,737,106972,49654,203,134,28,7,905,10,138407,323,33,0,9,0,0,0,1,1,0
TCGA-NC-A5HO-01,6309,330,98605,30225,213,16,14,56,63,3,105932,2515,19,2,18,0,0,0,0,0,0
TCGA-NC-A5HP-01,14354,393,69674,44113,144,24,28,87,439,3,126579,1184,39,23,21,0,0,1,0,0,0
TCGA-NC-A5HQ-01,10548,1451,47216,30486,108,524,65,108,237,2,92616,2118,25,1,17,1,0,3,0,0,1
TCGA-NC-A5HR-01,8724,327,70424,82571,360,213,17,201,285,13,201233,2528,45,11,32,0,1,1,0,1,0
TCGA-NC-A5HT-01,6674,801,72913,194967,535,18,15,237,283,55,414491,2084,120,0,54,0,0,0,0,1,0
TCGA-NK-A5CR-01,11896,1860,52894,245065,583,25,21,71,64,21,495449,1287,19,0,18,0,0,1,0,2,0
TCGA-NK-A5CT-01,11693,970,55382,45053,102,148,1,329,178,3,99288,3296,35,4,28,0,0,0,1,3,0
TCGA-NK-A5CX-01,11799,438,41133,36545,113,896,18,103,49,4,97947,1191,37,9,29,1,0,0,0,0,0
TCGA-NK-A5D1-01,21628,1146,52954,129623,493,523,54,16,29,44,281924,6192,22,1,28,0,2,0,0,0,0
TCGA-NK-A7XE-01,5893,325,99583,32878,102,362,36,93,646,17,45299,3124,7,0,34,0,0,0,0,0,0
TCGA-O2-A52N-01,11718,400,132123,24842,124,1048,41,92,37,4,76996,1429,17,18,22,2,0,0,0,0,3
TCGA-O2-A52Q-01,11949,17,10264,24843,211,847,2,121,164,9,79602,1202,123,268,67,0,0,1,0,0,0
TCGA-O2-A52S-01,11146,1933,22065,26223,70,3,1,684,60,19,39282,1552,53,0,25,0,0,0,1,1,0
TCGA-O2-A52V-01,4823,730,56971,69011,202,63,42,154,1100,12,126264,1883,81,3,71,3,0,1,0,0,0
TCGA-O2-A52W-01,4809,562,65393,41735,145,98,13,318,589,13,95696,4144,10,9,42,0,0,1,0,1,0
TCGA-O2-A5IB-01,12972,3,803,236946,508,2,11,32,60,57,662884,698,23,1,56,1,5,0,0,0,0
TCGA-XC-AA0X-01,4751,464,41498,32772,86,92,4,342,722,10,53707,3121,18,0,48,1,0,0,0,0,0
