Unnamed: 0,MIR205HG,DLX6-AS1,LINC00491,POU6F2-AS2,ADAMTS9-AS2,LINC02428,AC010595.1,AC011374.1,AC116049.2,AC069277.1,AC106799.2,ADAMTS9-AS1,AL513123.1,SOX21-AS1,PVT1,SFTA1P,LINC01096,AL354993.2,LINC00393,AL355388.1,LINC00355,SOX2-OT,AC105206.1,AL139385.1,AC106799.1,AC078778.1,LINC00392,FRMD6-AS1,MAGI2-AS3,NAALADL2-AS2,AP000438.1,HOTAIR,LSAMP-AS1,C10orf91,AL354993.1,AC090568.2,MED4-AS1,LINC00520,AC093510.2,MIR130B,AL359504.2,AC007785.1,AC006238.1,HOTTIP,LINC02377,PART1,AC107419.1,LINC00470,BCRP3,UCA1,AC090912.1,LINC00337,MIR31HG,MIR137HG,AC010343.3,AL163952.1,LINC00462,LINC00472,LINC00163,LINC00461,AP002478.1,KCNH1-IT1,GDNF-AS1,LINC00536,AC024230.1,C1orf132,LINC02438,C5orf64,IL20RB-AS1,AP000525.1,LINC00466,AC078802.1,AC023310.4,MUC2,LINC00173,AC061975.6,MLIP-IT1,AC012640.1,AC073352.1,AC025211.1,MYO16-AS1,NOVA1-AS1,WNT5A-AS1,RBMS3-AS3,ERVMER61-1,AC135178.1,AL355607.2,LINC00518,LINC00184,LINC00211,STEAP2-AS1,AC008083.1,AC022079.1,WASIR2,AC097717.1,LINC00504,LINC00261,STEAP3-AS1,AC108174.1,AC006305.1,MIAT,CCDC26,AL021807.1,AL137785.1,HCG21,AL021395.1,AL357518.1,LINC01979,RMST,AC004832.1,PRICKLE2-AS1,AP000553.1,AL161908.1,LINC00534,FAM230C,C20orf166-AS1,PRICKLE2-AS2,MYCNOS,PLCH1-AS1,POU6F2-AS1,LINC00460,AC025431.1,LINC00525,HHATL-AS1,KCNQ1-AS1,GRM5-AS1,SRGAP3-AS2,AC004704.1,FAM138B,LINC00051,H19,NAV2-AS2,AP003064.2,AC092811.1,NKX2-1-AS1,LINC00501,TDRG1,CHODL-AS1,LINC00492,AL139819.1,TBL1XR1-AS1,LINC00319,ATP11A-AS1,LINC01193,AC080129.1,KCNQ5-AS1,LINC01608,ATP13A4-AS1,LINC00221,AC011483.1,LINC00443,AC128709.1,ADARB2-AS1,AC112721.1,AC122710.1,AL353746.1,AC091946.1,LINC00469,AC006372.1,RRM1-AS1,LINC01511,AC022762.1,LINC01087,CNTN4-AS1,TLR8-AS1,KIAA0087,AC069281.1,AC120193.1,LINC00237,FAM181A-AS1,FNDC1-IT1,KIRREL3-AS1,AC100791.1,LNX1-AS1,AL161645.1,CHL1-AS1,PLCH1-AS2,AL136131.2,ANO1-AS2,AC092422.1,C11orf44,LINC00303,GRM7-AS3,AC079070.1,LINC00488,LINC00524,LINC00113,LINC00485,AC090774.4,AL772363.1,C7orf65,LINC00308,LINC00052,AL356310.1,C8orf49,IGSF11-AS1,C12orf77,NRG1-IT1,LINC00276,AC096637.1,AL356056.1,KCNAB1-AS2,AC092447.5,AL033381.1,AC012050.1,AC016710.1,GPR1-AS,LINC00404,CLDN10-AS1,NAV2-AS5,LINC00320,KIRREL3-AS3,LINC00354,GPR50-AS1,AC068756.1,C17orf77,AC112518.1,AL139002.1,CLYBL-AS1,LINC00458
TCGA-43-6647-01,3163,55,178,130,33,76,20,44,9,23,40,16,29,2,214,22,52,4,14,0,50,56,2,36,26,11,7,28,1090,105,0,28,20,73,6,85,2,49,1,2,28,62,2,0,361,0,14,0,0,13,35,19,8,46,17,60,3,226,0,0,0,0,3,57,32,110,6,3,4,28,10,10,13,5,28,2,2,1,1,0,1,0,345,15,4,0,525,60,2,8,2,8,108,1,0,996,31,23,1,24,1385,16,14,13,0,0,1,21,0,0,0,1,0,5,0,0,1,7,0,0,59,0,22,0,1,4,1,1,0,0,81,0,1,3,4,1,3,14,0,1,0,1,0,0,0,5,2,0,0,0,2,1,4,24,0,1,42,2,0,0,5,12,0,0,0,1,3,15,2,0,5,1,0,2,3,0,1,0,9,0,2,1,1,5,2,11,0,2,8,0,8,0,1,0,0,3,0,0,1,0,44,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0
TCGA-43-6770-01,9163,477,446,89,43,89,59,205,78,273,52,23,9,1795,1845,271,11,67,64,2,58,2993,1,63,11,31,10,45,892,99,1,7,40,86,93,18,4,110,3,83,40,22,9,7,0,164,51,361,3,155,29,27,23,0,6,3,199,110,6,8,52,9,44,1,39,123,30,3,9,42,3,65,10,2,292,2,13,8,10,9,15,3,345,26,7,1,12,1,15,0,2,13,61,15,19,261,90,105,4,14,3072,10,42,2,1,34,0,6,1,6,0,6,2,20,0,6,0,11,1,2,18,0,6,1,0,14,21,15,0,2,2010,3,6,7,33,4,1,13,6,1,11,12,1,0,0,15,0,45,1,5,6,25,71,44,1,0,30,8,1,4,0,12,0,1,2,3,3,6,0,2,0,14,1,8,0,8,2,1,4,4,0,0,6,2,2,0,0,0,1,10,0,0,15,1,0,1,1,7,1,0,0,5,26,7,2,0,0,0,0,0,5,1,1,1,4,2,0,0,0,1
TCGA-43-6771-01,3587,2,0,0,20,0,0,166,0,4,0,4,35,4,786,60,8,3,1,0,7,7,1,305,0,18,0,21,327,0,0,0,1,20,8,0,2,415,0,1,9,13,3,0,0,2,1,1,0,292,12,9,0,13,102,27,23,33,0,2,5,0,8,11,0,49,0,1,12,24,14,7,22,18,37,0,2,0,2,0,2,0,115,8,3,0,1,30,14,4,1,9,3,0,1,19,46,33,8,0,610,11,0,4,0,0,1,2,0,1,0,0,0,1,0,0,1,3,2,0,513,1,18,1,0,3,0,2,0,0,394,0,0,3,0,4,1,0,0,2,2,13,0,5,15,1,0,0,0,39,0,1,0,33,0,7,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,2,18,0,12,2,0,6,0,38,0,0,1,0,2,2,6,0,0,0,2,0,0,0,3,2,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,2,0,0
TCGA-43-7656-01,2571,172,338,83,24,71,39,39,69,55,119,25,28,3,1751,20,3,56,1,4,52,23,0,28,50,64,0,45,561,0,0,25,18,325,18,22,0,1,0,15,9,4,10,23,0,328,6,202,5,3,13,39,5,2,1,2,1,47,2,24,27,1,290,0,3,224,9,3,0,13,1,6,15,4,44,0,3,4,7,8,1,35,7,5,5,1,11,0,15,1,2,3,0,19,14,4,1,22,1,4,1646,1,41,0,0,1,0,10,0,3,0,11,0,2,0,2,1,26,0,1,1,0,31,2,2,1,15,0,1,2,2070,2,1,2,0,0,1,0,8,0,2,0,0,91,1,7,0,0,0,1,1,0,5,1,0,0,0,4,1,1,0,1,1,0,0,3,0,14,4,2,1,163,0,0,3,3,1,0,1,0,0,1,0,0,5,0,0,6,4,0,1,0,0,1,0,1,28,0,6,1,1,0,2,1,0,1,7,67,1,0,0,2,38,0,0,0,0,0,0,0
TCGA-43-7658-01,94,67,21,1,5,7,0,5,47,1,0,5,0,221,1549,97,110,133,2,6,0,1075,1,132,0,101,0,32,591,2,9,846,0,45,280,4,1,2,13,49,43,7,5,31,0,76,1,0,72,109,27,226,30,0,2,25,0,29,2,460,4,8,663,6,0,111,0,9,0,2,23,25,1,9,128,91,5,16,38,9,11,0,11,3,6,0,0,1,8,1,1,2,11,13,36,9,44,18,0,1,2217,65,65,0,0,900,0,147,8,3,0,41,4,0,2,7,1,136,0,0,2,0,5,1,10,2,0,0,0,0,2821,4,6,9,18,1,15,10,0,1,2,2,2,0,3,0,0,2,1,1,11,9,0,1,2,6,2,2,3,0,17,2,0,0,7,200,4,8,11,0,1,35,1,0,4,3,0,0,3,26,0,176,0,0,1,14,0,3,1,1,0,0,7,0,0,0,1,0,0,0,2,0,83,0,2,0,0,112,1,5,0,3,65,0,0,1,0,0,0,0
TCGA-43-8115-01,492,188,195,83,16,8,9,141,11,18,19,17,3,896,220,12,28,11,47,0,18,1454,1,51,3,27,218,54,911,71,0,58,17,28,9,9,1,17,5,11,42,13,0,3,0,26,0,73,3,67,27,22,23,5,2,9,1,75,0,72,12,0,7,1,5,83,4,4,1,14,13,47,1,4,39,0,2,4,3,4,1,1,140,18,25,2,2,0,4,2,2,0,6,36,7,9,1,21,0,0,1442,2,87,5,0,0,0,3,3,0,0,8,1,5,0,2,0,27,0,0,13,4,46,1,1,0,4,1,0,4,147,0,2,19,6,4,1,0,1,0,6,1,0,5,3,1,0,4,1,0,1,3,0,10,0,1,0,1,7,1,3,1,2,1,2,0,0,1,6,2,7,3,1,1,3,3,2,1,1,19,0,0,1,3,0,0,0,1,6,0,1,1,4,0,0,0,8,0,0,0,1,1,1,2,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0
TCGA-43-8116-01,7581,212,214,49,5,123,46,19,23,23,98,9,13,387,917,21,30,8,105,2,0,120,1,41,25,28,22,25,205,45,0,0,6,12,28,30,1,4,0,6,48,0,1,2,0,8,26,4,0,1,8,5,5,5,76,1,0,164,3,30,1,1,2,0,23,53,6,0,5,28,3,7,1,10,63,8,7,3,3,0,2,17,20,2,77,0,6,1,4,4,3,0,13,7,7,315,17,7,1,2,540,497,12,0,0,0,0,5,0,1,0,1,0,27,0,0,1,31,0,0,48,0,14,0,0,1,9,0,0,0,1766,1,0,3,15,2,0,0,0,1,2,1,1,0,0,4,0,5,0,0,1,1,3,1,0,23,2,1,1,0,1,15,0,2,1,1,0,78,1,1,0,3,0,1,5,1,0,3,0,1,0,3,0,0,5,6,0,1,6,0,12,2,0,0,0,0,0,0,0,0,0,1,0,12,0,0,3,0,1,0,0,0,0,0,0,1,0,50,0,0
TCGA-43-8118-01,2120,422,141,54,5,144,27,213,29,25,31,9,82,966,1132,288,9,41,0,2,150,996,0,138,10,54,1,148,478,27,1,74,8,165,41,62,3,1010,3,12,7,15,7,0,0,9,14,136,4,39,9,19,0,0,9,113,375,142,1,1,22,14,4,12,42,160,28,5,4,28,1,37,24,0,102,2,5,9,6,9,27,1,80,24,75,0,1,0,1,0,3,0,18,2,11,457,98,73,56,4,1016,36,5,30,0,0,0,8,9,5,0,1,0,24,0,1,0,0,0,0,13,0,0,1,0,0,3,3,0,0,402,0,3,4,122,0,1,0,4,1,1,6,1,1,0,7,0,26,1,8,2,56,8,6,9,0,32,5,3,1,4,7,5,0,1,0,6,0,1,1,1,1,1,1,7,1,4,1,1,0,0,1,0,2,4,0,0,5,23,0,1,7,1,0,0,0,4,0,0,0,2,0,0,1,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
TCGA-43-A474-01,6469,229,242,123,8,239,75,178,11,74,56,2,38,760,1401,16,16,6,13,2,112,127,0,128,18,30,2,91,142,128,0,109,0,2082,1,17,1,28,3,19,48,23,6,17,0,61,39,409,0,2,17,26,82,18,10,1,4,16,19,43,23,2,90,10,0,37,0,0,3,2,2,26,70,138,10,0,3,3,3,5,2,2,606,113,2,0,0,1,9,1,23,15,24,19,13,3,1,9,1,3,603,4,20,0,0,0,0,4,0,0,0,3,0,66,0,0,0,0,0,8,66,0,0,0,0,0,3,0,0,0,19891,0,0,32,2,0,0,2,0,3,7,3,0,8,0,13,0,3,0,6,0,40,0,7,0,0,2,0,0,4,6,10,0,0,2,0,1,3,10,1,2,0,0,2,0,2,0,5,6,0,3,1,0,1,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-43-A475-01,9666,757,369,41,12,4,39,81,43,174,68,33,5,787,2187,62,50,14,5,4,0,1612,0,22,20,49,0,79,734,10,0,17,4,31,13,73,2,1,1,8,152,15,7,13,0,44,204,213,8,10,15,10,13,4,2,7,1,302,5,2,7,0,1,9,0,135,0,13,0,47,44,57,23,1,452,1,3,6,9,1,4,1,325,44,5,1,2,1,15,0,5,0,8,22,22,3,20,21,3,1,4358,18,36,1,0,5,0,2,1,1,0,5,6,5,0,0,1,0,0,5,0,1,21,0,0,2,4,0,0,6,226,0,2,0,11,4,21,0,3,0,10,2,1,1,0,12,3,6,0,0,1,1,0,10,0,4,0,0,1,3,3,5,3,0,0,1,8,117,0,0,2,2,0,1,0,0,1,1,0,1,2,0,9,0,231,0,0,6,3,2,0,2,0,0,0,0,1,6,0,0,0,0,3,0,1,0,0,0,0,0,1,1,0,6,1,2,0,0,0,1
TCGA-43-A56U-01,1692,108,141,34,39,55,13,68,31,24,39,76,4,249,1079,86,1,24,3,2,50,76,0,33,13,43,0,6,580,34,2,14,7,54,18,11,3,29,0,12,21,49,2,0,2,6,11,107,5,10,2,14,17,44,0,12,1,238,6,13,3,0,22,6,7,380,3,1,0,20,1,6,8,50,78,0,15,4,4,3,11,8,34,21,24,0,56,0,2,2,4,4,15,12,9,143,17,40,3,5,4249,7,48,3,0,0,2,1,0,190,0,7,25,6,18,5,1,6,2,4,34,0,175,23,0,1,704,2,1,4,1480,0,1,7,8,6,0,0,0,0,24,1,1,0,3,3,1,1,14,3,4,56,0,2,19,4,0,2,1,0,4,2,60,9,2,1,2,16,1,35,2,1,0,4,1,24,1,0,1,1,1,0,4,2,0,0,0,1,1,1,1,0,0,7,1,0,3,0,1,6,0,1,13,2,0,0,0,0,3,1,0,0,0,0,0,4,0,0,0,1
TCGA-46-3765-01,4331,146,188,53,22,133,63,151,47,247,45,7,10,417,706,102,11,23,473,0,81,760,0,31,12,28,1,126,448,13,4,4,24,20,19,8,1,199,0,22,67,14,2,4,0,42,18,158,6,40,14,13,11,0,78,1,4,119,0,0,4,12,11,1,75,38,16,0,3,9,1,79,22,0,52,0,13,16,6,16,5,11,102,22,54,0,4,0,3,4,1,3,15,4,2,16,43,4,1,3,1227,13,10,3,0,0,0,1,1,1,0,9,0,29,5,0,0,1,0,0,15,0,3,0,0,0,0,0,0,3,6232,0,0,3,28,0,0,0,1,0,0,1,0,4,0,1,27,6,4,7,2,23,5,3,0,0,6,1,0,0,0,21,2,0,1,1,5,3,2,0,3,0,0,1,0,8,0,1,0,0,0,0,1,3,0,0,0,1,0,0,1,3,15,0,0,0,1,0,0,0,1,1,32,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
TCGA-46-3766-01,1018,55,34,48,24,7,0,37,3,20,5,16,1,185,173,307,12,3,2,2,2,162,0,24,5,1,0,7,729,1,0,0,3,5,7,0,0,4,2,2,4,4,2,0,16,0,1,4,3,13,2,8,116,7,5,0,0,119,2,0,4,0,60,5,0,70,0,5,0,2,0,9,2,13,8,0,0,1,1,1,3,0,51,14,5,0,2,5,2,4,0,5,7,2,3,24,197,36,0,1,471,15,1,0,0,0,0,3,2,8,0,0,0,7,0,2,0,0,0,0,45,0,64,0,2,4,31,3,0,5,422,0,3,6,37,0,0,0,0,0,0,1,0,0,0,1,0,47,0,0,9,5,5,17,0,0,1,11,0,0,2,0,0,0,0,1,0,6,1,1,1,1,0,0,4,2,0,1,11,0,0,0,1,7,0,3,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0
TCGA-46-3767-01,2322,223,93,120,61,22,7,85,8,25,35,25,4,265,177,310,4,10,2,0,0,301,0,44,8,13,0,22,1211,3,1,111,17,21,18,12,0,20,2,6,17,9,8,8,4,13,1,161,1,8,6,31,28,62,7,1,2,148,2,2,6,2,19,4,3,133,3,2,0,7,4,9,0,29,15,0,0,2,6,0,3,1,77,45,43,0,3,2,5,6,1,0,4,6,6,81,120,41,1,0,586,6,26,3,1,0,4,4,1,0,0,1,3,2,0,1,0,12,0,0,14,3,45,0,3,1,0,4,2,5,629,6,1,8,25,2,0,0,0,1,1,1,2,0,3,2,1,27,42,0,2,1,11,18,1,2,2,24,0,0,8,2,8,1,2,2,0,7,1,6,2,0,0,0,5,7,0,0,6,0,0,0,0,6,1,5,1,1,0,0,9,0,0,0,2,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-46-3768-01,1009,828,42,41,5,48,4,41,6,97,7,6,26,1268,543,78,18,29,43,0,0,5155,0,83,2,20,3,66,222,10,1,18,3,43,47,39,0,3,7,25,19,5,0,2,0,53,19,20,4,8,13,20,0,5,1,5,4,72,1,9,90,0,0,1,6,97,0,0,0,0,21,101,42,1,15,7,13,5,11,5,21,3,346,1,3,0,0,0,8,1,0,1,14,4,1,58,22,5,0,0,890,3,3,2,0,1,0,6,0,0,0,2,7,0,0,1,0,2,1,0,4,0,6,0,0,0,2,5,0,0,39,0,0,593,25,1,0,0,0,0,1,0,0,10,0,1,0,10,0,7,2,15,3,5,0,1,0,4,0,0,1,2,0,0,1,1,0,1,2,0,0,0,2,1,0,6,1,1,0,0,0,3,1,0,0,1,0,0,0,2,0,0,0,0,14,0,1,0,0,0,0,0,1,0,1,0,0,0,11,0,0,0,0,0,25,0,0,0,0,0
TCGA-46-3769-01,1010,12,21,4,7,132,0,5,8,5,42,9,30,34,424,146,6,4,0,1,62,55,0,17,14,16,0,17,751,1,0,1,6,11,0,117,0,332,0,4,12,2,3,0,42,2,41,275,3,1539,11,66,75,64,2,37,0,222,6,7,83,0,2,18,24,21,39,0,3,6,12,12,33,1,9,28,3,10,0,0,13,23,18,6,497,0,3,22,11,31,9,52,5,39,0,10,14,5,568,0,59,36,2,22,0,1,0,0,0,0,0,2,1,1,85,0,0,2,0,0,172,0,97,0,4,6,1,1128,0,5,70,0,0,2,2,0,2,0,0,1,1,4,0,2433,5,0,65,0,0,60,0,19,0,0,340,0,0,0,1,0,1991,0,9,0,1,0,0,2,1,0,2,0,0,0,0,0,0,2,8,0,7,16,0,1,0,0,40,0,34,0,10,1,0,12,0,1,0,1,0,0,0,0,277,0,0,38,0,0,0,0,5,0,9,0,1,0,0,0,0,0
TCGA-46-6025-01,21610,262,239,146,24,270,71,225,40,239,39,8,37,626,1487,29,3,10,5,8,0,225,0,119,22,39,2,150,355,94,0,0,16,144,15,35,2,27,6,16,83,4,2,2,1,545,68,2,8,16,10,17,156,232,3,4,6,61,6,20,108,6,7,5,0,65,0,0,24,21,1,108,13,24,73,0,9,2,13,10,6,0,297,191,65,2,1,1,45,1,4,11,26,0,6,259,10,90,33,2,359,27,40,0,0,1,1,26,1,9,0,2,1,16,0,2,1,0,2,1,18,0,35,0,1,0,1,1,0,0,99,0,2,5,24,2,10,0,1,0,1,2,0,12,0,5,1,5,0,1,0,106,1,11,0,29,144,2,0,0,1,0,0,0,0,0,0,0,0,5,1,0,22,0,0,2,5,2,1,8,4,0,1,5,2,0,0,0,0,0,8,1,2,0,0,2,0,13,0,0,2,3,1,0,4,0,13,0,1,0,3,0,0,0,0,0,0,0,0,0
TCGA-46-6026-01,6222,602,227,88,37,482,29,17,34,79,183,16,1,2544,855,61,13,72,5,4,422,1252,0,66,71,87,1,67,548,18,29,867,295,679,112,148,11,44,34,16,159,40,0,1,0,15,3,6,6,94,35,243,3,0,765,186,13,150,6,77,18,30,320,45,26,210,18,0,8,88,59,63,338,53,48,2,14,15,8,13,217,4,95,4,64,1,2,136,8,0,2,2,14,0,6,61,34,16,4,27,19830,9,301,3,0,13,0,217,0,79,0,7,6,235,40,12,1,9,0,2,1,0,1,10,1,0,357,39,0,405,49759,3,8,71,6,5,3,2,1,7,0,9,0,1,2,72,0,4,0,45,1,62,2,1,6,6,6,1,1,2,46,17,1,1,0,0,2,3,2,27,0,0,12,2,53,9,1,4,1,3,2,25,0,0,0,0,0,8,337,0,0,11,4,6,33,4,0,4,1,2,1,0,1,0,0,2,9,9,0,0,2,1,3,3,2,0,0,0,1,1
TCGA-51-4079-01,3205,239,103,99,8,112,71,690,16,71,35,11,60,296,523,204,28,11,6,0,49,861,0,79,8,10,1,51,397,17,0,0,6,24,43,14,0,80,4,3,9,8,8,1,24,79,5,47,1,15,64,5,140,1,5,0,8,73,2,1,12,2,13,2,84,17,36,0,1,10,2,37,8,22,25,1,13,1,0,8,16,60,144,0,8,0,0,1,21,0,1,66,12,1,1,60,143,2,0,8,170,27,68,4,1,5,0,9,0,0,0,0,3,10,0,0,0,0,0,2,7,0,6,0,0,2,1,2,0,0,247,2,0,0,43,1,0,2,1,1,0,1,0,1,0,2,0,32,0,2,1,6,1,1,1,0,8,2,6,2,1,5,0,0,0,0,0,3,1,3,4,0,3,0,4,2,1,1,0,0,1,6,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
TCGA-51-4080-01,1849,847,487,65,4,109,4,343,64,132,63,7,59,1096,1479,49,179,30,14,0,146,1867,0,28,4,20,0,138,442,39,1,83,41,67,25,4,1,686,5,21,33,0,9,9,0,97,105,0,0,303,53,15,5,0,2,4,14,128,0,2,18,47,11,13,0,25,0,0,1,2,1,65,39,3,161,1,6,2,1,4,16,35,268,0,0,0,6,3,3,1,6,18,16,6,5,37,3,6,3,11,597,8,8,81,0,198,0,3,1,0,0,1,21,0,0,2,0,1,3,0,0,0,1,0,0,22,3,37,0,6,1350,0,0,0,12,2,0,1,1,1,3,0,0,32,0,1,7,5,0,5,1,11,1,1,0,0,0,1,0,0,1,7,11,0,1,1,7,2,29,0,0,0,0,2,0,9,1,1,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,28,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TCGA-51-4081-01,1563,754,112,205,21,5,8,291,13,38,0,6,53,1022,902,87,17,21,6,3,8,891,0,137,0,55,1,205,486,8,0,46,14,107,20,2,2,154,1,16,43,15,1,10,0,78,40,61,5,331,22,7,6,2,39,75,12,180,0,11,2,15,95,2,0,14,0,0,0,38,2,23,34,16,212,2,9,2,14,3,2,0,478,9,2,1,6,0,9,1,3,25,9,19,4,21,2,16,7,1,3361,7,8,9,0,4,0,20,0,6,0,14,7,0,0,1,0,1,0,1,11,0,1,0,0,5,4,3,0,0,2481,0,1,2,15,1,0,2,0,1,3,0,0,0,0,6,0,0,0,9,0,18,3,4,0,0,13,0,2,4,3,0,0,0,0,1,10,0,4,3,4,1,0,1,4,13,0,1,2,4,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,9,2,5,0,1,0,0,0,2,0,0,0,0,0,2,1,0,6,20,0,0,0,0,2
TCGA-51-6867-01,3730,637,183,48,26,43,45,87,41,9,4,9,16,1449,644,94,25,28,42,0,171,2453,0,25,4,26,1749,122,672,23,0,22,131,201,39,29,1,14,6,14,13,4,4,15,0,212,121,219,2,224,45,16,2,3,0,3,3,1068,2,53,62,15,23,1,79,97,66,1,4,36,7,163,5,6,99,9,3,5,19,13,1,40,282,62,239,0,2,1,37,1,5,6,12,12,1,200,27,19,1,6,313,2,2,21,0,0,0,28,0,9,0,4,5,14,4,0,0,3,2,0,4,0,4,0,0,0,3,4,0,1,432,0,1,1,14,2,2,1,2,0,2,2,1,0,0,5,6,5,291,3,0,53,22,7,0,8,2,4,42,1,2,0,0,0,1,0,1,1,2,1,1,0,2,1,7,1,1,0,0,17,1,13,1,1,3,1,2,1,0,0,4,6,1,0,7,0,0,9,1,0,3,2,10,0,2,0,0,0,0,3,2,0,0,2,0,1,0,0,0,23
TCGA-52-7622-01,6881,497,185,119,40,56,56,177,23,55,48,86,50,888,2841,810,2,13,8,10,0,12280,4,108,22,37,0,55,759,9,2,5,12,40,12,39,6,99,8,4,26,71,9,0,0,149,66,130,6,237,23,10,239,0,12,17,22,219,10,2,21,28,90,256,0,386,0,7,0,15,0,42,72,17,121,1,13,2,2,5,52,1,435,19,7,0,1,0,14,2,3,23,18,1,7,68,400,40,2,2,7719,31,15,0,1,1,2,5,4,10,0,4,0,16,0,4,0,0,0,1,24,1,10,2,0,1,13,3,0,1,570,0,9,27,101,2,1,0,0,0,3,0,2,35,0,7,0,233,0,6,0,17,5,5,0,4,47,3,2,0,1,0,0,1,4,0,0,9,0,7,1,2,2,0,15,3,1,0,4,2,1,1,2,1,0,0,2,0,3,3,1,0,4,1,0,0,0,0,1,0,0,0,1,3,2,0,5,0,3,0,1,3,0,0,2,0,0,0,0,0
TCGA-52-7810-01,13838,63,0,4,5,73,21,80,29,190,85,5,44,617,1425,17,3,14,5,0,2,92,0,153,21,6,1,26,148,12,0,21,33,126,23,100,6,13,2,22,37,16,2,2,1,15,0,145,0,19,4,8,49,24,9,19,4,78,0,3,5,41,20,0,0,28,0,2,2,97,0,23,10,9,28,4,2,2,2,8,9,0,18,15,1,0,0,13,4,4,0,23,7,0,0,984,7,44,5,4,271,29,11,11,0,0,0,55,0,0,0,26,0,6,0,0,0,5,0,1,68,0,0,0,0,2,1,2,0,10,264,0,0,16,0,2,1,0,0,1,2,0,0,0,6,1,0,1,0,1,0,4,4,4,0,0,4,0,2,2,3,1,4,2,0,0,0,0,0,4,3,1,1,1,2,34,5,5,1,1,7,0,6,3,0,24,0,1,0,0,0,0,7,0,5,0,2,0,0,0,1,16,0,0,0,0,0,0,0,0,1,0,1,15,0,0,1,0,0,0
TCGA-52-7811-01,1525,57,206,83,28,132,69,249,1,137,16,44,27,87,788,386,16,7,6,0,166,110,0,133,9,13,1,44,683,88,1,4,9,79,6,14,1,57,2,7,25,1,3,2,36,177,0,120,1,63,21,19,53,105,17,2,16,90,3,5,15,4,10,8,0,52,10,2,15,11,1,22,70,1,23,0,1,2,1,3,4,5,139,21,68,3,1,1,8,0,1,32,18,3,4,153,191,14,1,1,186,13,19,3,0,0,7,12,6,17,0,0,0,2,8,0,0,1,1,0,22,2,6,2,0,2,55,2,0,0,592,1,0,4,71,1,0,0,2,1,3,1,0,229,1,3,68,48,0,3,0,6,0,1,0,0,1,30,1,10,0,1,3,2,0,0,0,1,3,7,2,0,0,0,3,0,4,2,0,0,14,1,1,2,0,1,0,2,0,0,0,0,0,1,3,0,3,0,0,0,0,0,0,1,0,49,0,0,0,0,0,0,0,0,2,0,0,4,0,0
TCGA-52-7812-01,34,2,86,2,6,0,0,0,1,0,0,13,0,2,1267,213,0,1,0,2,1,43,0,7,0,32,1,12,230,48,0,0,0,15,0,0,2,1,0,4,5,0,28,4,0,10,1,0,3,25,13,16,1,2,0,1,0,27,1,8,10,2,2,2,0,77,0,4,1,3,6,15,1,1,22,0,0,3,5,0,4,0,8,1,1,0,0,0,3,5,16,20,16,49,11,1,69,15,0,0,862,2,16,2,1,0,0,1,1,0,0,13,0,0,0,0,1,3,5,0,1485,0,59,0,0,15,0,0,0,0,47,7,0,2,897,3,0,2,0,0,1,3,0,0,0,2,1,21,0,0,0,3,0,1,0,0,12,6,0,0,2,0,0,2,0,0,0,1,0,0,1,0,1,1,1,2,1,0,1,0,7,0,0,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,181,0,0,0,0,0,14,0,0,0,0,0
TCGA-56-1622-01,1268,405,257,139,8,20,40,44,22,66,31,4,2,2057,327,14,144,64,1598,1,21,725,0,48,13,10,51,89,166,49,0,7,7,110,109,130,0,13,4,11,20,2,2,7,212,194,0,24,2,6,10,4,32,7,2,3,9,139,0,2,9,0,24,2,10,22,15,1,0,13,5,26,0,53,5,0,1,2,2,3,2,0,136,17,0,0,3,3,3,2,16,2,3,9,11,438,11,12,2,2,44,0,38,1,0,129,0,3,0,65,0,1,1,3,0,0,0,0,1,0,3,0,1,3,0,0,120,0,0,0,1884,3,2,0,3,4,0,4,1,0,3,1,0,0,0,5,0,3,0,0,0,0,11,0,0,3,1,0,1,0,3,0,1,0,4,0,0,0,0,3,2,2,0,1,1,2,0,2,2,3,0,0,3,2,0,0,0,2,0,1,0,0,0,3,2,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
