Unnamed: 0,CCNB1,ZWINT,PBK,KPNA2,HOXC13,ATAD2,HOXA10,WWC2,PRKCE,CKS1B,HECW2,TGFBR2,RIMS2,PREX2,SLC1A1,LIMCH1,GGH,UTRN,TMEM100,TSKU,GPD1L,CITED2,PTPRM,LEPR,GIMAP6,TFR2,RECK,MAGEA10,ELOVL4,GATA6,SLC7A11,LRRK2,CSAG1,SLC19A3,MSR1,GRM4,MAGEA12,ARHGAP29,PAX3,GRIP1,C2,DDAH1,CPB2,KCNQ5,GMFG,LEFTY2,ITM2A,TBX18,ENPP4,BEND6,AKAP12,NR3C2,LST1,ANXA3,LPCAT1,ULBP2,PGC,COX7B2,VTN,SERTM1,PRDM16,TLR8,POPDC3,PAH,VWDE,SELE,GREB1L,ADAMDEC1,SYNDIG1,PROK2,GTSF1,GREM2,RND2,SLC22A3,HOXA9,AHSG,SLC38A4,RBP4,GLDC,ELAVL2,MAEL,SERPIND1,F2,TM4SF5
TCGA-92-8064-01,1964,1097,920,6186,12,3579,8,434,612,1268,228,2689,195,71,50,430,726,2570,18,9989,668,1695,597,149,792,81,1014,2,108,139,5323,296,3,17,1331,16,0,307,2,24,990,530,1,309,731,6,564,16,253,143,650,32,354,213,1751,37,32,0,5,7,149,511,5,3,8,183,38,1432,732,3,12,9,119,37,9,5,28,13,252,1,3,6,0,0
TCGA-92-8065-01,3058,1376,522,4562,273,2216,473,813,999,1996,205,3628,42,116,60,640,1757,1496,74,2911,1515,2009,2501,678,857,294,378,2073,44,92,665,753,6,44,4619,7,0,566,13,252,876,496,20,18,766,5,510,600,2366,98,378,302,370,1164,3062,1573,4,143,12,0,15,413,451,151,213,130,10,997,45,2,24,50,4,352,70,3,33,151,888,0,1,5,1,0
TCGA-94-7033-01,3864,2300,883,14524,323,4146,599,1063,968,1760,217,1798,47,50,56,715,2328,953,39,4219,727,1145,804,158,145,283,55,41,76,163,240,797,147,33,222,111,1,401,0,253,2758,612,31,215,301,23,64,654,206,75,162,122,265,838,6410,271,429,314,4,9,67,7,37,0,128,48,13,19,33,0,4134,6,107,345,53,15,259,9,27,1,1,45,3,0
TCGA-94-7557-01,4791,8091,1248,11405,864,6134,1046,1041,1259,3805,552,3177,3,133,474,7759,3828,5635,118,21054,2160,1980,832,835,628,69,552,1727,159,218,24016,796,2537,336,3433,35,2251,2088,25,900,524,1776,22,45,738,18,182,2,1569,785,762,304,520,3494,11025,209,194,0,11,12,266,276,1917,43,423,99,29,231,161,1,1011,17,1324,61,153,3,21,26,7,1,3,21,2,0
TCGA-94-7943-01,4718,2403,1100,10693,26,4196,202,1612,1703,1885,737,7653,71,120,209,10306,1981,3219,236,23866,6866,7375,830,424,620,187,298,2,149,163,4945,1939,0,979,1735,30,1,1843,7,608,1666,772,54,47,529,32,422,7,834,213,1368,413,484,2607,14786,38,1953,0,30,91,155,244,558,21,166,160,35,328,220,3,6,9,207,229,18,11,11,115,595,120,1,72,0,0
TCGA-94-8035-01,3412,3026,1087,13274,88,2844,295,307,548,2118,288,2269,138,84,488,973,3596,2581,51,3154,935,1288,925,157,194,306,233,3288,766,76,640,1811,237,33,544,73,243,356,29,270,557,1377,7,44,307,8,265,40,1334,173,355,115,206,487,7876,2544,430,13,3,3,43,55,302,14,113,744,83,74,19,88,1924,8,131,162,4,19,201,5,77,44,0,312,0,1
TCGA-94-8490-01,2506,2696,1611,7844,700,2285,403,505,1117,3929,169,858,275,49,37,1006,1735,3262,5,8336,815,677,1422,204,104,211,382,90,38,50,17280,439,2,26,121,58,2,140,11,532,270,158,4,185,140,1,66,1026,106,130,82,7,88,646,2734,446,1,0,4,1,187,6,193,14,121,8,39,41,44,0,10,5,912,167,10,26,38,25,37,0,0,2,0,0
TCGA-94-8491-01,1793,1871,294,5431,441,1225,332,907,1299,1628,167,1734,613,66,1792,751,1547,1311,84,2680,923,962,1099,650,442,218,241,6,201,283,1851,881,0,70,717,14,0,1001,17,358,681,1143,2,134,917,3,437,631,954,203,202,370,601,5571,7735,376,613,0,12,3,95,75,3,1,322,280,18,428,30,26,10,2,566,209,8,3,16,261,62,0,2891,13,0,0
TCGA-94-A4VJ-01,2595,2013,599,5450,514,4487,304,407,456,1640,319,3988,500,77,64,270,1302,1827,7,2812,929,2000,1002,577,290,247,294,558,392,156,779,146,0,42,290,405,1,825,20,347,425,671,20,73,325,5,144,240,267,108,747,317,495,1648,5150,2298,3,0,14,4,34,48,187,6,1,88,11,83,212,1,13,29,36,629,12,7,53,18,14,4,12,8,0,0
TCGA-94-A5I4-01,2751,2091,854,7615,149,3896,30,669,535,1253,433,1017,633,103,318,1044,2330,5443,33,3040,943,1221,591,187,144,243,298,0,279,99,1325,1978,2,18,478,2,0,288,48,342,443,620,2,1859,291,1,181,1076,291,60,509,274,222,1784,3943,1402,443,0,9,32,93,43,154,0,8,52,12,348,29,12,5,14,292,230,89,43,16,15,551,0,3,221,0,0
TCGA-94-A5I6-01,5432,2712,609,8369,267,4809,366,536,487,1888,257,1428,128,69,100,4257,3750,4666,10,11094,753,914,716,564,160,209,368,6066,137,63,16476,222,775,50,893,42,1038,215,6,891,238,391,3,148,291,9,95,711,171,138,934,32,272,269,4692,179,12,76,10,62,1192,67,397,41,374,57,51,46,858,3,9,27,871,360,22,56,84,23,40,2,173,27,1,0
TCGA-96-7544-01,3855,3381,906,22649,35,4755,97,782,1870,1721,2276,9467,1044,437,1883,2313,4027,8319,124,6707,4749,2558,2129,1278,1336,193,997,2,647,300,1194,1702,0,102,6189,149,0,1149,6,312,799,1587,3,528,864,1,1236,863,881,713,2775,1078,505,3706,3655,855,24,0,10,4,80,697,30,8,435,789,65,1436,376,43,22,95,46,222,10,25,816,114,83,13,7,0,0,0
TCGA-96-8169-01,1822,1839,544,6847,202,4339,264,446,1024,1454,652,5976,442,193,235,2394,1872,2729,120,8948,1418,3033,1046,432,689,350,259,16,56,368,4254,1564,266,59,978,187,332,2377,12,392,699,3002,7,204,606,14,424,206,426,258,1492,278,649,1148,11858,709,162,103,5,7,121,121,7,18,23,85,11,357,184,8,50,68,145,260,6,1,102,15,41,2,4,139,0,1
TCGA-96-8170-01,4460,2368,491,7749,261,5392,374,788,819,1666,800,5420,151,241,846,2932,3976,3639,199,7494,2259,3871,1743,563,684,196,428,562,219,319,173,6716,1,194,2137,1099,0,850,4,110,1209,1469,426,100,890,16,687,353,1240,58,1742,619,476,894,14498,1026,5194,65,82,1,239,232,5,18,442,505,11,453,48,26,59,23,72,1267,38,75,75,212,19,0,6,448,30,19
TCGA-96-A4JK-01,3888,2002,1406,10258,174,3627,190,1351,447,1623,219,1633,271,40,47,371,2326,6011,35,9860,1297,518,484,62,463,449,489,81,278,127,7426,193,2,21,602,12,5,220,44,145,736,352,2,474,478,6,232,404,388,82,441,62,271,813,5534,219,21,0,11,0,388,175,198,18,944,99,27,721,142,3,55,8,463,74,46,43,224,106,84,0,1318,4,0,0
TCGA-96-A4JL-01,3279,3745,622,5976,24,3635,337,886,1119,1931,704,4623,108,483,319,1701,1545,5650,160,2167,598,3536,5863,492,1526,40,305,0,33,737,782,531,14,74,2294,861,0,1238,0,615,822,942,4,25,1299,19,5385,593,902,131,985,986,733,908,3670,32,144,0,12,0,116,302,0,2,319,552,13,2795,187,24,42,79,30,67,66,1,32,50,57,5,73,9,0,0
TCGA-98-7454-01,3309,2778,1189,11391,28,5612,141,2941,1223,2337,2290,14696,1,1104,849,6494,1547,10031,276,4127,2525,6303,4642,2071,2330,29,1446,1,63,864,716,14138,10,391,6994,12,1,6215,0,77,3558,3945,304,139,2024,16,2123,561,1435,271,4750,627,909,499,19104,129,4217,1,59,16,220,1603,86,2,65,3876,40,1750,229,62,77,35,31,5566,36,0,89,15,2383,894,10,255,0,0
TCGA-98-8022-01,975,1148,125,3388,351,1941,99,806,463,1192,446,2240,27,155,105,1854,527,3280,113,2539,1163,4067,1153,307,449,26,540,45,535,272,185,949,8,96,773,1465,7,691,3,199,980,1078,77,336,493,51,476,24,755,127,549,359,286,1611,5912,86,1054,236,5,3,253,75,18,36,521,237,31,128,152,8,398,35,110,688,41,0,70,52,18,0,207,316,0,0
TCGA-98-8023-01,1957,1208,670,4821,3,2162,348,1142,160,1091,209,2441,203,83,148,624,2501,1938,27,3208,517,821,1092,313,526,38,312,12,56,289,418,426,14,72,1341,47,0,388,27,373,547,382,1,164,572,50,353,14,375,303,695,73,317,409,5235,167,27,0,3,0,20,145,96,18,280,170,16,902,264,5,16,9,51,220,79,4,55,25,43,12,0,4,0,0
TCGA-98-A538-01,5173,3603,1216,17585,156,7323,215,357,1487,2777,289,3874,24,95,113,194,5804,1469,18,2629,2923,1776,766,220,488,56,230,405,84,91,936,548,1596,63,1186,19,1391,2019,114,237,524,3623,0,191,481,20,201,1,183,68,459,688,334,1294,2476,666,8,0,4,0,15,273,0,4,3,82,10,607,84,16,19,8,28,21,21,1,32,9,162,128,4630,5,1,0
TCGA-98-A539-01,2896,1171,532,8360,324,2850,108,874,622,1181,438,3498,22,227,189,6915,2617,2868,201,12962,387,1413,1631,355,280,45,349,1089,136,299,31046,2696,1054,128,1369,61,1969,1190,2,661,674,573,16,270,630,7,351,340,263,136,3312,117,350,1602,20726,185,515,0,8,11,581,111,1423,5,27,527,66,274,334,12,18,13,53,1051,6,0,30,104,43,3,0,122,4,0
TCGA-98-A53A-01,3467,1884,1540,10572,2,3909,158,196,555,2214,303,1235,333,69,80,1611,2472,2347,76,9469,315,860,477,298,229,151,213,4,237,133,10239,584,3,25,181,196,5,399,26,984,333,876,1,192,303,2,419,159,228,200,278,494,145,151,4613,451,53,0,6,6,2481,52,439,7,186,9,160,187,145,0,31,7,361,123,46,2,29,25,43,50,1,298,1,1
TCGA-98-A53B-01,2215,2980,444,6371,264,3834,264,424,1046,999,713,5610,558,158,281,1080,3642,3450,397,6578,632,3305,984,284,862,272,241,8,164,189,1170,2841,14,186,2007,1171,18,1130,131,54,3196,969,94,4,619,10,332,507,634,177,762,144,370,1769,10389,289,773,0,25,6,131,208,3977,6,94,81,17,417,104,2,777,23,493,463,107,3,173,156,454,1,1,236,1,0
TCGA-98-A53C-01,601,470,145,2602,66,1180,47,3783,1502,437,2243,19238,46,2066,2325,11023,648,10779,2657,1212,3181,4655,5959,2755,2863,73,1287,329,97,1464,272,16498,208,1524,5324,15,296,4173,56,136,2045,3015,295,68,2582,73,2852,58,1903,139,8952,940,1093,3737,25974,127,11533,27,138,209,720,376,41,7,78,712,24,434,111,27,391,86,87,1964,37,0,53,845,56,9,12,235,2,0
TCGA-98-A53D-01,375,372,90,3886,5,989,12,1830,1245,337,1507,10941,30,1008,1181,4499,413,7519,309,2196,1784,5124,4554,701,1340,46,1081,0,50,2337,158,18223,1,323,3346,5,0,3506,0,97,2306,4361,575,141,1664,34,1242,9,1013,132,6253,670,752,1034,43939,116,2122,0,46,11,683,251,42,1,129,3136,18,262,75,163,28,78,47,2073,47,0,80,159,37,23,6,629,3,0
TCGA-98-A53H-01,1238,656,214,3676,110,1709,61,1471,1402,717,1295,12382,167,999,1258,4536,1820,7107,945,3587,2357,4131,4207,1193,1898,98,941,0,206,879,2740,5572,1,324,1882,84,3,3003,17,202,1403,3426,193,159,1914,16,1811,384,2350,209,4381,799,993,1730,17237,96,1489,0,59,72,746,339,140,1,115,2692,34,445,227,26,33,228,276,1150,20,3,66,173,309,12,19,166,1,1
TCGA-98-A53I-01,3730,2828,1782,13506,272,2450,292,395,691,2035,777,2884,776,194,53,653,1197,5699,19,10111,839,734,1453,298,1094,143,729,14,376,254,11999,596,11,17,1182,5,4,794,43,485,715,475,3,171,1070,0,591,2062,168,109,1135,84,610,678,4774,26,1,0,30,3,615,247,134,79,677,481,99,1185,454,0,16,3,854,324,31,32,11,51,60,1,3,6,9,0
TCGA-98-A53J-01,2043,921,418,3570,267,958,156,237,250,1246,257,313,226,138,150,1567,1220,3829,15,11499,864,574,405,145,115,43,126,4,141,57,4053,247,0,134,207,4,0,177,9,527,218,115,1,106,245,1,151,113,422,55,218,42,166,1811,1472,249,10,0,6,20,131,41,96,2,186,93,40,169,68,8,2,1,63,172,17,39,35,15,11,21,4,12,2,0
TCGA-J1-A4AH-01,1868,1101,471,5523,257,1755,119,381,167,925,97,664,492,100,36,457,1126,1070,24,2749,461,322,593,150,90,163,203,52,243,159,8299,373,0,31,196,12,0,107,6,294,152,711,9,130,178,0,93,449,316,68,589,45,59,626,2220,179,2,56,6,4,40,41,72,60,49,4,314,129,85,2,11,12,729,41,10,49,15,82,123,3,0,3,0,0
TCGA-L3-A4E7-01,1877,1350,705,3124,173,1729,115,895,551,904,505,3748,10,172,915,1235,1135,2566,260,5115,1650,3567,813,152,461,97,275,1,11,447,131,4101,2,69,831,94,0,928,10,398,823,920,26,240,622,3,455,369,403,49,672,236,594,1743,12993,207,676,0,8,77,201,120,1,1,269,81,105,185,58,18,14,43,166,677,101,16,690,35,23,6,5,384,1,0
TCGA-L3-A524-01,3681,1282,442,11382,1252,4416,384,969,534,3623,313,1618,1384,82,48,1022,1509,2217,44,3925,1198,648,1470,338,238,391,510,11,452,191,6742,246,4,11,814,71,5,297,5,636,500,1048,19,149,252,0,138,749,862,143,1081,58,183,941,5786,577,5,24,16,3,53,122,291,18,911,84,89,603,34,17,5,31,882,14,46,97,13,381,123,14,3,25,23,2
TCGA-LA-A446-01,4178,1181,963,10357,273,4009,314,557,871,1637,297,2511,229,100,162,2821,1983,3341,328,11984,1146,1821,1036,260,302,278,383,0,190,243,19253,1979,337,136,676,9,575,916,3,781,521,572,55,536,302,7,260,28,275,230,253,122,223,1597,9940,137,452,0,8,116,646,80,91,84,637,174,120,258,110,1,3,5,1000,284,13,42,8,47,48,0,1,164,0,0
TCGA-LA-A7SW-01,6722,11192,1544,13436,545,4426,234,808,270,5143,418,2949,1287,161,19,159,5214,1112,6,2579,567,898,935,253,520,71,350,1612,847,99,3062,153,777,53,770,306,897,1809,10,300,292,964,11,227,338,5,119,768,231,272,9099,22,380,5481,9636,1701,3,55,38,4,17,72,887,30,62,187,540,182,21,125,89,17,125,1892,129,2,42,25,1504,324,3,27,9,0
TCGA-MF-A522-01,4496,1243,1401,12846,319,4283,412,280,862,4756,92,1389,66,22,64,1403,4305,2310,2,15005,1010,672,199,394,140,783,163,1821,24,31,11848,82,879,12,323,16,1769,946,5,612,226,305,19,294,151,1,121,456,307,196,80,17,80,308,2871,921,0,0,35,185,220,31,1290,14,513,10,113,17,930,2,4,3,282,326,28,80,11,81,136,2,1,14,21,0
TCGA-NC-A5HD-01,3504,2580,665,6360,348,5841,209,323,410,2740,314,2484,119,28,106,372,1520,951,44,4010,349,1470,482,73,98,217,213,1,479,51,3833,346,20,108,83,98,0,250,29,189,59,414,0,390,137,1,46,56,203,130,266,101,84,248,7308,455,0,0,14,151,257,8,1214,71,538,13,145,13,46,8,3,8,321,9,128,5,68,33,25,0,7,3,0,0
TCGA-NC-A5HE-01,5372,3062,909,7515,80,3015,258,449,420,4792,501,3202,279,134,91,3006,1320,3854,15,4530,638,2100,1141,135,1426,467,448,0,423,174,2981,1004,5,105,3458,20,1,402,0,464,2977,357,0,138,2448,1,1583,313,669,376,377,59,1948,784,4182,79,5,0,9,16,144,1216,312,103,398,327,31,2918,261,6,40,8,361,21,43,0,3,27,113,36,2,1,0,0
TCGA-NC-A5HF-01,2238,2425,863,2876,95,3069,135,228,940,2092,392,2125,799,60,197,646,1883,1791,15,6863,485,1811,753,284,69,174,74,51,107,163,5183,1116,1858,78,135,343,2057,674,65,640,477,522,8,508,154,3,121,1066,174,29,853,65,157,393,8843,2119,302,3,16,2,312,9,483,12,114,8,10,12,674,0,2152,35,127,1721,17,3,90,1,8,14,958,189,0,0
TCGA-NC-A5HG-01,3129,3490,1128,10507,259,6105,234,908,501,3329,213,781,69,28,139,57,2450,1753,4,1442,1487,484,456,105,107,1123,40,64,85,14,570,37,1,3,271,6,0,1884,112,1086,689,51,5,7,175,0,39,9,11,10,62,46,61,1507,3945,251,2,0,6,0,7,28,5,12,101,7,6,44,3,5,0,1,775,0,21,0,2037,3,21,1,0,6,1,0
TCGA-NC-A5HH-01,7672,3498,1018,8278,899,3745,292,466,174,3378,247,2506,664,23,73,67,2296,1508,17,2266,703,1059,243,56,174,35,301,528,578,51,46,176,29,58,309,100,22,917,3,1218,304,1060,22,522,359,68,222,316,54,24,135,421,194,731,10460,158,1,0,16,0,29,47,233,44,148,6,4,70,13,6,16,11,1053,197,270,6,62,137,779,0,780,3,0,0
TCGA-NC-A5HI-01,6556,3695,913,9206,52,3190,378,96,594,2289,569,600,9,51,595,92,3737,2308,38,2286,1304,1124,530,188,238,132,147,1012,1292,31,659,385,308,15,157,164,344,256,41,111,195,362,6,20,385,3,235,7,233,35,116,58,252,1108,1410,476,19,16,3,2,26,105,0,30,14,63,4,346,10,25,8,16,108,45,20,0,429,11,25,0,1,7,2,0
TCGA-NC-A5HJ-01,3409,3409,530,6398,127,4876,2,2460,1331,2048,903,10303,82,562,1583,8540,739,7649,1812,1659,2929,5875,3506,1299,1790,28,717,0,155,657,375,9611,1,768,5095,13,0,2755,1,196,2900,2890,371,59,2807,200,2574,5,2147,52,1420,864,1800,5268,22489,74,4785,0,88,285,455,921,275,34,288,6,222,806,75,4,45,36,125,1202,10,5,18,1463,68,2,3,84,0,0
TCGA-NC-A5HK-01,3402,3539,966,8197,363,3953,233,755,515,2818,261,2494,40,28,128,2107,1462,1570,17,4010,2132,2103,2325,431,136,870,355,0,515,111,405,128,1,94,347,664,0,1855,0,215,646,1705,4,3,303,1,189,3,1233,99,7036,12,206,8798,16655,1113,38,0,1,0,518,37,103,1,1534,15,126,61,36,5,2,1,122,20,76,4,13,16,495,0,4,12,7,0
TCGA-NC-A5HL-01,3841,2319,579,12940,133,2352,320,425,473,1620,105,1884,122,83,235,888,1753,3995,17,11311,1805,867,451,274,600,358,608,3,225,109,7907,751,1,108,857,10,0,271,29,349,800,304,11,157,794,2,319,5,752,198,260,51,591,215,2278,92,260,1,42,308,180,280,1108,99,1257,15,9,1398,102,2,26,3,553,104,292,0,226,44,144,2,5,2,0,0
TCGA-NC-A5HM-01,3525,2938,906,9801,20,3296,439,331,462,1566,185,2025,457,31,425,739,2271,1211,12,4850,1069,1650,392,106,172,150,245,0,173,211,577,175,760,47,181,138,849,1172,4,180,1137,831,3,142,387,0,87,580,750,109,1178,24,175,1185,3905,671,6,323,1,138,11,20,92,2,271,24,59,105,33,18,560,14,197,39,74,57,54,14,1788,37,0,38,1,0
TCGA-NC-A5HN-01,3845,3356,1442,13991,144,4426,71,89,1101,3637,188,2974,111,61,631,4041,3717,2832,2,4979,658,493,252,832,141,461,206,1,322,36,9611,37,2302,6,259,10,2969,174,0,219,414,159,7,897,226,0,490,1075,31,269,220,26,62,4282,3338,175,17,0,6,345,8,16,3,2,155,14,7,51,5,2,22,2,126,4,24,0,1062,9,887,1,2,3,4,0
TCGA-NC-A5HO-01,3271,1293,1094,5619,181,1897,7,126,111,1336,132,376,23,54,212,129,1404,1100,5,1786,763,597,371,38,121,25,86,150,494,41,362,293,9,44,179,4,2,180,132,45,139,128,3,4,334,0,126,1102,692,15,73,25,280,362,476,475,0,0,0,1,6,20,15,0,10,45,27,63,24,23,2,11,74,13,32,2,20,1,106,2,1,1,1,0
TCGA-NC-A5HP-01,1705,1782,430,5068,301,1912,392,633,386,1712,363,1702,796,83,95,1625,808,2467,35,2975,613,605,1198,290,224,105,682,276,79,53,299,753,2,35,930,23,0,551,7,347,345,389,28,120,233,6,529,895,292,216,850,30,132,1309,4461,221,187,1,14,16,32,31,52,4,552,37,55,71,407,0,153,48,100,115,33,50,89,80,2,3,5,19,2,1
TCGA-NC-A5HQ-01,4702,2916,932,8435,200,5267,249,373,700,1640,491,1440,125,212,481,551,2393,1497,102,4805,1960,1006,1395,455,383,88,278,4,475,102,1535,1265,6,336,854,5,1,716,4,111,576,405,49,214,866,8,307,13,162,38,321,112,563,448,3785,283,986,0,12,12,60,69,2,31,19,176,168,298,49,1,24,17,278,386,43,129,191,118,779,4,6,15,0,1
TCGA-NC-A5HR-01,2611,2063,871,8498,88,4591,605,491,685,3747,232,2521,243,85,34,1085,1547,1812,4,11302,597,589,392,39,225,512,241,0,25,60,8170,333,0,40,307,22,0,215,45,58,230,185,5,74,347,1,140,642,323,75,218,55,261,641,1376,16,20,0,6,75,108,44,259,1,851,42,308,86,100,2,6,33,253,6,70,12,117,51,39,6,1,3,0,0
TCGA-NC-A5HT-01,2684,1190,552,7298,59,4572,188,160,1627,2165,563,6780,1544,178,496,280,5713,4627,49,13136,4161,2045,1092,443,280,1351,130,4,346,202,715,558,20,19,154,1216,15,573,52,67,213,3801,19,1247,219,1,512,35,60,615,769,1171,54,478,8188,523,450,0,19,2,50,4,1,6,153,236,11,25,31,0,4,15,1432,94,147,0,1980,34,15,0,0,38,193,0
TCGA-NK-A5CR-01,1999,1091,574,6047,31,3012,470,423,498,1371,134,706,7,31,61,803,4508,2393,9,6489,453,960,130,457,68,426,176,4,12,56,10562,302,500,8,308,0,603,106,0,119,215,501,0,802,141,1,81,7,47,216,225,443,54,736,2696,1062,438,210,3,13,34,14,2,0,97,2,8,42,16,1,872,11,483,78,19,184,430,8,134,1,11,8,0,0
TCGA-NK-A5CT-01,2591,3599,823,4905,197,2451,169,782,687,1898,392,2350,98,33,136,4109,921,1441,62,3296,494,4131,2196,428,111,130,36,2687,2,633,740,708,0,473,285,7,0,1259,2,262,501,451,0,37,397,3,375,182,79,171,1814,40,242,3264,10977,4689,161,0,477,2,34,15,2,0,132,55,224,37,14,43,4,2,10,2014,12,0,138,11,1712,5,2,2,2,18
TCGA-NK-A5CX-01,2134,2559,929,3240,257,2566,398,238,459,1600,323,5462,347,61,261,581,1456,2413,91,3957,1745,1831,777,159,487,169,319,3,44,279,85,1196,2,23,1308,938,1,439,0,358,1241,625,4,87,700,6,342,9,536,61,1544,67,515,1482,3693,644,257,0,8,11,64,175,0,2,64,40,14,530,499,22,10,19,22,258,97,21,355,16,44,1,11,90,1,0
TCGA-NK-A5D1-01,6331,2426,1217,7443,391,3465,578,597,463,3170,295,1276,313,209,136,820,3091,1501,142,1647,281,1191,606,572,214,297,278,1511,372,131,70,1831,2,195,322,606,3,1302,369,436,633,1569,17,197,265,0,631,229,1104,124,742,259,165,164,10729,194,640,403,10,8,343,17,236,29,176,5,287,9,10,56,3394,64,856,388,1005,9,247,134,181,195,61,127,1,0
TCGA-NK-A7XE-01,3468,3622,1061,12109,25,2863,281,295,271,1962,148,2202,277,18,13,239,2279,541,5,5487,1507,481,491,101,100,79,239,2,552,288,3562,95,1,132,224,9,0,157,19,281,493,187,7,45,209,1,82,9,337,131,289,34,223,338,5945,8,4,2,10,3,115,12,174,5,176,9,121,22,16,2,7,1,259,112,12,1,10,11,35,0,7,0,1,1
TCGA-O2-A52N-01,3596,1567,459,8048,332,4094,411,900,535,1715,168,5246,1342,65,151,733,1750,2057,44,3080,427,2641,852,450,339,65,235,936,535,324,1561,1103,15,56,681,17,15,1823,7,1393,385,405,25,64,478,3,224,1046,144,27,1362,43,345,1124,15308,350,459,0,17,1,174,88,840,23,2452,84,221,198,69,2,1854,11,158,504,604,6,55,6,30,29,2,26,3,0
TCGA-O2-A52Q-01,5874,2590,376,7524,2,3370,75,572,379,2125,364,4107,874,77,85,455,2269,2979,13,6124,700,3202,1769,171,830,305,318,1,21,97,3878,451,2,32,3407,14,1,467,0,239,1835,732,0,113,1440,0,547,194,950,552,1458,14,1197,1820,8460,98,4,1,9,5,128,973,356,3,239,284,178,2470,193,35,61,6,192,106,6,1,9,83,109,18,2,38,0,18
TCGA-O2-A52S-01,5193,5449,1805,20856,377,6493,277,442,461,4287,254,1621,378,64,44,510,3570,1910,10,12307,1152,702,720,254,647,267,942,0,392,517,19805,428,0,41,892,205,0,402,6,313,690,195,27,149,479,2,350,762,847,28,6279,140,497,79,3182,188,7,0,145,15,760,867,162,66,110,117,326,2200,441,43,19,13,357,38,616,72,27,892,58,58,490,30,26,4
TCGA-O2-A52V-01,3812,3559,1154,8992,209,3946,509,592,1433,2075,349,1838,947,119,92,412,2862,6378,31,5531,1857,1465,1367,915,311,255,347,3322,610,152,1347,598,1313,314,659,39,1587,618,22,612,413,612,10,286,633,4,1594,1137,750,129,946,58,654,959,5384,1113,38,216,10,5,24,164,181,27,210,2018,13,410,124,21,30,26,255,61,19,41,18,22,572,1,3,20,0,0
TCGA-O2-A52W-01,3549,2258,841,7833,0,6382,229,113,523,1960,310,998,273,145,253,366,2813,2336,78,3217,2128,2270,548,439,130,224,87,0,101,118,611,917,0,37,422,260,1,1947,1,167,327,497,2,1055,417,9,296,8,144,35,776,624,323,311,2957,899,261,0,4,0,72,77,3,0,48,115,16,181,6,4,15,12,38,400,35,2,18,43,8,0,1,154,0,0
TCGA-O2-A5IB-01,6235,6615,3695,18124,0,10248,0,2465,1048,7381,728,1542,1311,223,273,1105,2988,14210,1588,1133,1467,4796,1889,410,301,216,574,16,662,790,1136,1860,5,32,368,475,0,679,7,1533,159,4001,11,2160,235,2,286,9,3009,735,7700,1985,91,5497,10356,115,5,0,8,11,22,29,3171,78,231,12,2300,150,909,0,5,0,802,322,2,20,1,12,187,2,94,3,6,1
TCGA-XC-AA0X-01,1411,1207,581,7335,224,1625,47,1108,772,1259,734,4253,189,355,461,1599,1191,6255,323,3882,1221,3030,1710,533,687,108,354,775,592,333,4104,5525,2,112,1779,38,3,823,40,242,702,1378,29,153,929,26,679,397,818,107,3321,232,423,1619,9038,494,3706,161,19,9,188,257,246,9,111,111,46,1378,115,14,29,45,253,425,8,27,103,112,116,1,4,132,1,0
