Unnamed: 0,TPX2,UBE2C,CDC20,MYBL2,BIRC5,FOXM1,CCNB1,CENPF,MCM4,RRM2,ZWINT,CDK1,PBK,PRAME,PSAT1,TK1,IGSF9,MKI67,RACGAP1,MCM2,ECT2,KPNA2,HOXC13,TIMELESS,ATAD2,HOXA10,EMP2,PRKCE,TNS1,SHMT2,C19orf48,SKP2,MCM7,HECW2,TGFBR2,LMNB1,PAICS,ACTL6A,NCAPD2,FKBP4,PKP3,LMNB2,BOP1,TTLL12,POLR2H,ALG3,PREX2,PPP1R14B,H2AFX,SLC1A1,LIMCH1,SELENOI,UTRN,SLC16A1,TMEM100,PTGFRN,TSKU,PLPP2,GPD1L,CITED2,PTPRM,EPHB3,KLF6,RECK,VANGL2,FAM162A,SLC7A11,PROM2,LRRK2,PHGDH,DSC2,NEDD9,SLC1A4,ERO1A,PLOD2,PAX3,IGF2BP2,DDAH1,KCNQ5,LEFTY2,TBX18,ENPP4,AKAP12,LPCAT1,ULBP2,SERTM1,PRDM16,SELE,PROK2,GREM2,HOXA9,ELAVL2
TCGA-18-3406-01,1840,763,659,1038,3498,502,2743,637,2206,1653,741,2675,693,1824,2072,2945,286,597,2413,474,3807,5999,55,874,988,124,6928,238,1373,5302,1060,963,1063,274,2446,953,4268,5690,1310,4085,2148,971,630,2062,2683,2021,115,1946,804,207,1449,2592,765,2451,126,3207,1571,1629,389,1497,737,1789,13459,446,1268,7403,146,3762,493,742,28585,1561,955,19513,7292,7,469,420,46,11,9,758,548,1323,3948,7,12,500,49,19,1,0
TCGA-18-3407-01,2915,1273,1536,2301,2859,1154,2120,3254,6006,3631,1037,1718,1176,426,3038,2259,2615,2449,1421,1898,4108,7173,116,1999,1931,174,6536,879,8247,3990,2945,2191,6137,557,2880,2321,9283,5056,3730,3693,6654,4024,2763,6590,3328,4742,233,4035,1893,1407,1695,6220,3301,11492,42,11463,8566,2191,740,1698,1170,7137,6970,528,3220,8409,7430,11655,2966,986,16761,3378,8555,13841,6842,1,388,1418,177,8,622,384,1182,4542,288,1,159,628,9,32,20,8
TCGA-18-3408-01,2351,1205,606,1255,2620,1795,1756,1709,3761,3044,1572,3478,1235,1099,6385,864,566,1955,2202,513,11859,5162,251,1655,1528,138,7835,468,3644,3922,548,1908,3206,334,3295,1059,6344,3666,3977,6595,425,1054,106,1853,13552,10882,152,1758,322,132,3140,6478,2098,2799,272,9740,3482,2790,838,780,469,5371,3261,504,5441,7247,10024,3149,2509,814,6288,5905,3427,10195,2969,6,2519,700,432,5,760,428,398,2876,873,4,45,28,2,35,16,2
TCGA-18-3410-01,25485,3933,5174,5546,9647,5036,5677,3878,15122,5953,5189,7542,2878,1683,2232,14015,5430,6504,8196,7966,7696,14553,24,7535,5742,261,11025,280,2615,6902,7582,3891,19433,1012,1864,3243,10373,7817,13087,2661,2851,18245,2921,4091,4108,2430,118,3199,8757,414,588,3326,4182,543,21,6509,5208,7923,746,4876,1692,407,5489,182,5457,5146,600,6344,567,4891,13108,4467,2317,4033,5470,131,98,341,438,20,9,2746,307,1843,810,0,540,1060,23,8,75,2
TCGA-18-3411-01,7529,3668,5030,5207,15873,3215,8939,3463,9673,9876,2768,7238,3143,5882,6477,8719,1724,4108,4206,3420,7996,16530,329,5096,3459,385,11441,616,4229,8490,9851,4640,13274,325,2490,1704,14385,10747,8148,9671,3953,5251,4510,12546,9467,11363,70,4999,6740,67,5104,16353,2006,16350,12,20588,15446,7372,1272,1591,394,6325,4164,258,4584,3782,9173,427,298,9678,6411,2454,4896,8944,6052,0,5345,1278,362,1,856,323,530,2969,157,201,20,243,3,4,16,1
TCGA-18-3412-01,5861,5599,5803,7695,15431,5159,8731,3407,9386,14708,3356,6569,641,250,13731,20790,2098,3746,5461,2634,11221,19551,119,5684,3916,197,13153,1380,6797,15137,5389,4534,16860,492,1659,4911,23284,17210,11343,10687,8024,4584,3483,13023,8534,12264,111,4771,5704,1215,631,12813,3248,3980,121,3502,7882,5937,3752,1091,408,8047,4901,306,2792,4151,7005,2668,339,9195,20066,2000,26568,9420,5227,2,5303,958,98,7,197,1015,496,1524,1036,0,33,123,12,47,11,1
TCGA-18-3414-01,7416,6229,4041,6318,5926,3518,3708,3699,9025,3461,3342,6648,2374,8923,8968,7130,3988,4179,5501,4376,3717,11234,305,2715,3917,361,16033,404,2064,8098,6422,4884,11349,950,5638,2364,7704,6405,6500,9897,6000,8519,4914,12834,3530,5099,131,5124,4050,863,930,1954,1732,1631,38,16390,4355,5057,1749,3223,960,6531,8345,313,8806,7591,424,10114,686,7234,4155,3332,2095,9515,4343,93,3484,951,366,13,580,1007,531,5819,1354,0,72,195,128,16,268,2
TCGA-18-3415-01,5912,1793,1996,3282,4393,2047,4531,2025,3928,5605,1729,6456,1480,3047,2854,2708,2698,2122,3608,1920,3905,14353,121,1847,1892,207,3922,730,2201,7314,3286,2176,4961,238,1602,1393,4902,6021,3984,5297,5141,4023,1677,4689,4201,5024,66,3126,2395,186,715,7400,922,2439,41,4465,10194,4251,732,1133,437,4825,5691,406,6187,6954,5185,4805,269,919,8269,2571,8518,21949,11199,3,2451,297,195,1,412,1248,366,2444,92,78,95,392,16,2,9,17
TCGA-18-3416-01,2829,2193,3704,4212,7633,4889,4204,4260,10659,10036,5132,10443,1281,1129,10915,12230,6900,7662,3147,1728,7928,16730,31,4573,4188,169,16579,378,1893,10477,2188,2650,12652,291,2139,3612,12265,9387,7035,16509,2680,10179,3032,7198,5104,4688,50,2273,4312,226,81,7272,3121,4219,7,7995,4035,4796,852,1690,792,3394,4426,184,2615,1541,10789,52,367,9248,1402,2556,37479,7191,10981,139,3402,289,41,0,473,249,97,3174,437,0,241,47,17,0,5,1
TCGA-18-3417-01,2190,1693,1636,2553,2841,3188,1216,818,1512,2345,682,1571,344,394,1223,2685,1911,959,1124,1461,2902,4150,34,1114,1211,205,2133,149,2392,5502,1293,908,4399,138,1498,754,2776,3911,6443,13498,1255,1563,1580,1363,1625,2589,35,1765,406,167,406,1802,522,1586,83,5266,2302,1847,393,470,358,436,3565,243,3104,2801,236,2031,111,1280,1827,2117,3911,5929,4006,2,1360,573,73,2,141,424,654,1232,295,0,2,44,4,24,5,1
TCGA-18-3419-01,6791,4915,3049,7162,5163,3388,4453,2797,10162,15926,3187,3575,681,5344,2375,6966,849,6245,3991,4530,6245,12631,432,3719,5458,120,12931,607,1153,4811,2592,1104,6915,214,1189,4663,7532,4089,7425,12948,3297,5977,3465,6425,3170,4379,58,2687,3171,591,122,5392,822,11265,5,9269,2228,2538,3233,610,822,4315,3620,117,2963,7010,1001,3718,412,5780,2269,1027,1637,18354,4572,15,200,1122,4,1,17,285,161,1225,651,4,14,47,43,2,9,49
TCGA-18-3421-01,4027,3443,6475,2937,16835,2280,4052,1072,8129,4446,2391,11539,2244,20,11278,6602,721,1329,3577,3263,3788,9185,64,1473,3695,140,9151,260,947,8803,6084,1751,7689,169,1433,2203,10066,5784,3467,14852,1942,3778,4518,4688,5794,3184,68,9851,1613,232,414,3446,719,3538,155,2026,1851,4887,3957,929,308,1980,2162,129,932,30224,826,788,1156,18704,4455,2629,4632,16667,9564,2,1156,489,152,2,214,609,319,3486,587,4,78,55,38,9,9,1
TCGA-18-4086-01,5336,4182,5332,4485,8226,4626,5295,3668,8473,3899,3594,7639,2373,1261,8783,6691,3680,5852,4615,5033,9768,13219,78,3853,3984,121,12990,630,5040,8500,4083,3660,13953,426,3133,2576,15417,9523,9299,10113,7224,8188,2913,10559,5498,7630,132,4344,5621,147,2672,11165,4468,7384,37,16592,9581,7063,1048,1594,796,10522,7184,536,4617,8923,12150,9232,465,6343,11682,3722,7816,8074,6532,1,3678,794,285,10,835,257,866,3587,280,20,251,434,15,14,12,1
TCGA-18-4721-01,2611,1152,1187,3157,2623,2396,1431,1747,3302,2683,795,1318,444,1295,5223,1827,366,2764,1859,1835,6784,6562,127,1692,1465,126,1967,273,2703,4707,1407,969,5759,232,1995,1115,3502,7216,5668,6155,1764,2422,2082,2955,5122,10714,53,1402,1386,221,551,3997,1490,2553,61,4983,2996,1635,744,784,400,2272,2195,223,2022,2229,3165,295,319,4896,1600,1163,2721,1967,2962,14,959,251,467,0,341,289,706,1446,185,43,27,170,3,7,7,2
TCGA-18-5592-01,12121,4647,4554,11268,5839,27100,4486,5601,18740,3267,3817,10395,1743,1820,3181,9523,7539,10991,4348,7209,5435,15098,207,7026,4358,848,7746,1098,20119,11150,4037,6094,14826,432,2453,3959,7765,4906,31928,16680,7012,19381,4445,13141,3824,6371,67,5897,4454,36,3637,9652,3260,5797,17,12866,18893,3935,930,835,453,14223,2295,362,11706,8641,3248,16248,332,2895,7536,4238,16458,16069,4034,30,4254,391,504,4,1714,140,314,7661,120,30,267,91,3,12,14,1
TCGA-18-5595-01,13088,6559,12136,12445,6899,7266,10757,15653,50404,14748,11347,8874,1681,7,13198,13780,9783,34372,7729,30774,22594,16487,117,10768,14423,222,20751,1118,11272,24091,7423,6032,34405,521,3422,18207,26729,17924,20253,18490,12544,15143,7303,14066,9459,10574,177,5062,4545,1255,1549,13145,8109,11735,149,16889,11253,8886,3585,3504,844,21326,7682,249,6545,17451,40562,14118,1404,28312,33630,4291,10760,15158,16020,1,4296,755,667,18,1,422,638,4308,1140,14,892,47,1,14,48,572
TCGA-21-1075-01,7072,3198,2786,5710,10489,4239,6155,6490,11997,5705,3622,5292,2199,9707,14331,7376,2421,5374,4820,2590,11336,15113,91,5424,4818,19,12950,576,1230,17037,4683,7809,14819,231,2040,4619,45790,25036,9974,8134,5863,9284,3448,9612,14611,15570,58,5498,4568,67,4679,10623,4176,17834,48,10710,11260,3759,716,4713,190,5348,2419,551,10584,22992,23989,5305,1019,9731,9282,7977,4186,27192,8148,0,7419,1710,925,3,1,114,568,3493,157,286,51,57,3,5,22,3
TCGA-21-1076-01,5539,2041,2292,3439,2493,2214,2731,3327,9184,5477,1898,3180,542,1447,5123,2586,2466,5434,3202,2292,7255,8025,532,3397,3782,169,13311,1085,13029,7720,4097,2060,11399,1134,9347,3425,4714,5621,5753,6002,5750,7105,2383,8053,4576,5249,509,2071,2237,1007,2658,8368,10120,4353,298,8219,3911,3797,1794,4367,2788,5225,13959,918,3552,6218,6107,6254,4979,2920,9226,7899,6697,10492,4090,9,5965,2509,381,41,652,953,1284,9778,708,5,213,255,10,43,24,2
TCGA-21-1077-01,4470,2098,2155,4074,4937,3420,4860,3382,13387,4830,2133,2951,3123,28312,2848,6713,3759,4115,3533,3156,9440,10992,188,3079,1906,345,9088,776,5088,16669,2872,4454,9785,469,4290,3998,15161,20244,8147,13885,9050,6813,6392,17112,18063,19869,227,3588,3989,148,1988,9869,3681,5519,90,16909,8197,2086,1569,2224,1913,13192,9056,486,6772,4178,4111,5374,1500,3837,7914,19268,4989,14676,10727,291,10863,1142,147,3,1015,1444,1419,8685,172,5,122,128,8,84,34,8
TCGA-21-1078-01,1681,1083,649,1038,711,656,1503,686,5849,1313,1162,1013,246,0,738,967,264,1498,1226,988,983,3055,205,2071,1194,967,8846,563,4115,7152,2755,1558,6343,299,3680,1478,6056,3118,4532,6150,9985,5068,1516,5287,2868,2932,86,5603,2438,747,3312,2177,1591,207,147,6179,12557,2924,3558,8159,11281,139,8074,157,3508,4576,193,39362,103,1015,192,3351,385,6241,2497,41,42,891,3,10,0,1868,387,2930,430,0,15,3,0,25,23,4
TCGA-21-1079-01,5344,2529,2907,3989,3150,4078,2766,1888,6647,5339,1787,2368,645,1,878,5370,988,4724,2330,2306,3178,6659,1255,2122,2448,343,2848,477,3396,4207,2475,2299,7471,746,4148,1313,6889,5780,6100,6033,12941,6293,3211,6169,3174,5052,151,11085,2754,124,342,2638,1987,13378,26,22477,11401,181,300,2172,1500,4321,8629,480,6060,1526,449,3748,62,1568,24822,1147,14355,22343,9827,101,3416,247,86,0,1029,42,1797,8253,1021,1,35,115,15,15,34,161
TCGA-21-1080-01,7202,3721,5150,5651,8363,4003,4097,5279,10801,4518,3037,4776,655,690,6450,4756,583,10217,6911,4614,7440,14046,222,4910,5009,532,5365,501,1817,7541,2911,6479,10533,418,1690,5737,8898,6315,13051,11883,5338,15191,9550,13622,6493,12817,67,5004,5463,304,286,2494,1586,8375,38,20643,2990,5123,1673,3820,568,9950,7487,243,618,5200,305,2658,783,2155,8153,539,2674,9551,13373,11,129,969,41,9,1,1811,468,12545,1717,0,20,30,12,3,10,0
TCGA-21-1083-01,8980,4278,5566,13068,5750,5462,4407,5994,18191,8874,5272,8326,513,12997,2012,10396,4623,4945,4975,7807,6280,14578,31,9225,7347,539,15219,391,5799,18992,5964,2327,18950,552,3397,9489,13599,6691,16490,17942,5860,9556,6202,10713,5906,5198,52,6457,3527,83,1231,10960,8643,9099,91,17879,15021,8706,1686,3742,2035,833,8291,772,5646,8469,8654,16925,527,7162,11771,3162,3844,6516,4726,448,4037,1260,2095,8,1124,1589,689,2652,190,0,115,82,5,56,1076,84
TCGA-21-5782-01,2693,1562,1567,3224,2401,2469,1197,2302,4462,1991,1890,1656,195,1320,971,3999,1757,3517,1364,3629,1709,2993,130,2238,2006,97,3505,476,3270,7719,3347,2784,5054,324,1169,2530,5169,3164,6720,3175,3365,7938,4064,3147,3488,3783,157,3693,3386,104,379,772,1166,4339,62,9442,2277,2860,372,1247,510,5174,1296,188,2291,6827,172,4108,286,6556,2649,2530,2702,4800,7069,157,2930,420,131,25,189,238,410,3648,761,31,142,48,16,35,10,57
TCGA-21-5784-01,2469,2785,1645,2490,2439,947,1599,687,7829,2208,1716,3182,524,242,3326,3534,2339,1042,1391,1166,1523,5861,327,1134,1467,598,6222,727,3514,8097,3131,3792,3585,891,6316,1187,4519,4409,2304,6152,9070,3774,3646,9800,5582,8938,193,7770,3947,694,2853,1592,1483,2436,697,11697,4476,5229,1250,2614,1252,16219,6860,307,8079,8298,87,23328,2687,4476,4331,5607,5455,2948,4463,4,250,1354,90,53,233,659,1380,5439,860,3,136,108,8,81,19,1
TCGA-21-5786-01,27111,4598,4815,8038,6866,13928,4037,6311,15585,15581,6151,5851,1219,4460,4835,12905,3276,19078,4208,7709,4395,15320,1112,5629,5370,292,3859,1539,3663,13030,10333,9702,27561,557,3521,2362,14576,5138,46245,26911,14524,24742,11960,10411,3269,6985,98,7420,8392,82,487,4997,2257,8280,58,18752,7883,2182,1874,2365,1034,6150,10634,427,7822,5570,284,4843,282,10135,6422,1894,14819,22594,6838,479,16757,992,27,0,294,283,1073,9330,398,0,188,183,20,26,130,56
TCGA-21-5787-01,10096,7284,6365,11002,6887,2865,5324,7697,13807,7847,6894,6465,1569,341,6133,16299,871,12023,4671,2548,5697,11987,115,4523,3736,314,5080,417,8344,10460,12056,2927,9217,955,4123,4927,9711,4314,6760,6814,14378,7877,6462,8690,4613,7398,347,10580,6486,79,2826,3434,2847,8562,94,15595,5714,9494,822,5370,4315,1044,7319,321,175,4086,1104,21440,1033,1401,2499,2739,1845,7950,3891,0,2443,10358,124,5,274,1199,735,13333,89,3,47,116,2,48,134,3
TCGA-21-A5DI-01,3028,3285,2606,2665,1727,4514,2133,2577,4341,2285,2034,2567,481,5,1630,2654,3491,2727,1329,1642,3815,3070,144,1550,2219,119,2732,156,1637,5974,3148,1524,7774,61,1912,1602,4308,3217,10326,6367,4838,4161,2737,2023,3993,3180,24,4478,1817,182,179,1512,1055,3550,9,17040,3282,2167,310,667,596,1418,5160,101,2972,5622,725,11079,23,3678,3721,3245,4284,14496,11772,21,6493,142,24,2,256,33,913,3177,1067,0,16,4,2,6,23,1
TCGA-22-0940-01,7861,4666,2845,7349,7236,6695,9406,3829,8668,3388,3456,5931,3067,6290,9358,13282,1887,4632,5251,4650,8075,15447,492,5977,4366,405,13563,721,5443,11207,8343,5490,10242,331,6072,3388,11514,7871,6855,20593,8614,4737,2816,3242,5435,6950,106,4820,5460,196,2386,5990,2032,3075,227,18251,15907,4381,1218,3079,1504,2532,10838,709,5382,4254,3435,12502,2451,2965,5492,4540,1862,6561,20447,18,1158,1066,189,16,10,483,1621,7870,416,9,89,264,14,12,38,428
TCGA-22-1011-01,2855,1444,3440,2700,2029,3231,2614,4851,7700,4062,1550,1845,888,47,2342,2513,2136,5949,2000,3117,2633,5286,137,2469,3217,295,12754,561,4617,8227,2301,3679,4749,621,5210,3225,4039,2881,7798,6964,6456,9849,2414,5923,1801,2986,176,1859,1900,715,1357,3474,2601,8848,137,14501,2831,3527,1482,2555,1383,977,5896,325,2816,4530,298,6591,631,3275,3084,6969,9907,21795,11554,4,344,851,118,16,293,655,1536,4631,581,9,38,629,6,18,23,8
TCGA-22-1012-01,11684,7317,9780,10994,8219,6517,5222,6807,8402,5829,3461,5176,2102,1514,1916,12305,9454,6810,3886,3379,4161,17854,250,3758,2865,11,4872,282,1353,4100,2675,5506,11816,207,1119,914,7767,3447,12987,8985,11050,10570,5688,8481,3348,4629,44,5414,2232,174,1209,3017,1753,4341,41,14049,4598,1750,709,1360,447,1804,2616,242,2964,5704,891,2368,570,2389,8077,2006,3632,4569,2506,540,3280,653,29,5,1201,462,203,5976,946,3,29,135,4,14,3,224
TCGA-22-4591-01,15096,7477,7740,23112,13784,7485,3422,5223,10158,11803,6432,8455,1144,3983,4599,27183,3366,10990,5711,9748,11155,18250,288,7655,8239,449,9671,3440,3674,10754,11717,11608,34782,563,6091,4960,8819,7880,18818,11660,7209,10209,4933,8639,6264,10098,113,3053,10165,1422,3401,12436,2391,5993,198,6015,11117,3599,5000,14506,1043,2169,3573,330,7328,9543,17340,859,2161,7251,2565,9846,35116,16395,14759,17,5033,4168,1083,2,84,1701,546,12566,1166,202,84,44,6,24,16,34
TCGA-22-4594-01,2974,1879,2205,4038,4818,1375,4933,2147,4483,3698,2856,2379,542,10997,2860,3993,478,1495,2734,2251,3539,9760,366,2628,2693,131,6726,272,4879,9000,3130,1839,10838,695,4608,1780,5562,3973,4569,1944,3734,3213,2187,2384,3183,3735,99,5882,3953,178,1790,4671,2240,560,121,3440,5552,10128,1660,3803,742,1799,5620,622,183,1847,4841,1472,386,3940,692,1545,4519,4218,4269,5,421,2358,27,54,136,3389,1057,83698,57,12,527,91,28,28,19,100
TCGA-22-4595-01,13341,6254,10114,12973,9071,9678,6413,5106,18322,19718,3465,4154,774,1622,4959,10883,7327,11362,5403,8562,10712,30079,319,2736,4619,222,7916,1559,11120,7299,6562,4637,7880,693,6671,5860,12471,8170,21411,14363,8773,15739,3692,10992,6628,9025,137,6163,6157,399,1578,5297,4796,7856,99,26966,6231,5263,1524,1863,1731,7950,10841,1088,3861,7046,562,14577,2149,15006,70192,3101,14711,15822,10059,10,1941,1937,69,5,9,1256,1781,8734,2397,2,249,7,6,46,206,1
TCGA-22-4596-01,1936,2777,1351,2433,1574,898,2409,1331,4232,2442,1220,1597,335,1805,1314,2345,1149,2316,1809,1190,1349,4261,10,1475,3360,196,9034,989,11058,5163,2131,669,5397,1224,10683,2119,7099,2009,3403,5072,3750,3601,4619,3272,2760,2973,275,2520,2143,424,17518,3631,3617,1595,2727,4274,3531,2858,2923,6145,1897,2174,11393,776,448,1978,717,2886,6132,706,3875,3882,4001,10869,8953,0,579,2406,294,9,25,1461,1753,29447,87,10,204,86,31,68,15,1
TCGA-22-4601-01,2311,1161,1355,2005,1575,4434,976,1397,3704,1276,953,1234,232,4030,816,1721,1743,2851,1909,2764,3825,3814,178,2769,1818,70,4511,292,4614,5483,1735,1285,5357,324,1594,1236,4195,8210,4179,21491,3184,2071,1586,4550,7654,9142,79,1461,1324,38,1853,6058,1307,1511,67,6634,3572,2690,491,672,928,7941,6772,147,4931,5218,6227,2529,1024,1847,8529,8099,2412,3224,1329,4,3489,720,74,5,177,930,487,2987,269,15,149,55,13,10,18,0
TCGA-22-4604-01,10393,1654,4639,2615,5650,3920,3730,3221,10588,5729,3326,3915,1256,2819,7967,8953,5906,6150,4470,4456,7909,11763,545,7570,4389,347,14457,1161,13971,19886,7495,5291,15187,794,7261,3820,17822,9774,9575,13867,9678,17035,8778,16032,9211,7908,139,5324,5863,96,922,6496,5562,11501,66,19886,6913,2357,5393,2286,1716,6782,9536,1557,5009,4311,1248,1706,743,5627,25124,3767,9873,9814,5137,32,10845,1920,631,0,248,1353,2240,4404,731,4,95,34,16,317,50,2
TCGA-22-4607-01,4176,4176,3280,5691,9190,2642,4186,1954,8588,8587,5365,6999,1554,130,4435,8078,3192,2033,4651,5645,4148,14363,211,3363,3199,627,9623,821,4732,15233,6611,2783,13116,336,3726,2578,7735,10030,4704,10286,4605,2596,3066,10602,7311,6660,100,10063,5124,470,1011,3189,1526,5316,82,9565,6032,5026,1886,1405,1096,5468,7577,382,1933,8099,561,7574,194,14860,6057,3284,4631,12957,6034,8,684,2022,190,8,533,2686,529,3068,915,3,17,61,35,7,46,38
TCGA-22-4613-01,3267,1608,3119,3173,6063,2371,2161,1714,6116,3119,1301,2343,472,7901,4030,4323,1228,2189,2471,3702,6517,10028,6,2551,2066,168,2193,271,1163,4270,1440,3735,6927,96,1385,1468,6849,5051,6824,6112,2502,4981,2515,6343,3536,5602,44,2068,1881,146,434,1867,1075,3295,23,7292,1826,1365,846,881,329,614,2268,209,2098,2694,469,2221,447,3568,8416,1485,2521,1720,1644,17,4188,1194,164,5,287,589,347,1546,346,1,9,90,38,6,16,11
TCGA-22-5471-01,9366,5573,4850,7946,8087,11785,4857,3837,11112,10613,5282,5485,865,3105,5715,20556,12571,4963,5122,3367,8024,12768,1348,8080,4966,416,12491,460,3420,19378,7255,3614,40728,287,2111,4023,12222,16145,21622,24722,8383,10103,5264,9007,13654,15089,84,7384,9673,129,558,6829,1504,4609,20,11587,7722,4873,1299,619,1573,6510,3065,338,7684,6317,986,8298,325,17734,39286,3020,14472,9630,2722,464,11861,607,483,1,156,569,383,3818,383,1,232,702,4,30,57,3
TCGA-22-5472-01,4059,2051,2667,2633,1928,2048,2088,3599,7363,4218,2227,2464,666,1,2276,3847,4255,6355,3330,3516,3361,5256,189,2906,2864,341,16239,1069,13158,7051,3351,1514,10041,827,10875,2808,4684,4408,8171,6499,14371,10023,3183,11277,3225,4471,378,5203,3563,779,3697,2740,8277,2486,1196,16288,7002,10659,2970,4605,1705,11025,8312,405,5434,4536,170,37394,9572,4078,7656,6128,2990,8142,2711,15,6565,2401,353,22,1122,1537,1120,21299,1196,40,244,40,24,78,18,8
TCGA-22-5473-01,8094,5104,4224,10982,7539,11638,6658,4330,14089,12325,2668,5490,1659,7775,15283,11139,6974,5932,4621,3146,9367,18740,93,6194,4143,969,21811,609,11250,25721,8153,6143,18826,622,2878,5462,14146,10338,17708,21204,7449,13694,3801,14026,8519,12256,46,6471,6275,2127,2871,9754,3095,9212,46,15332,10677,10592,1044,3018,909,13873,8603,760,9212,13449,16005,5963,1989,9830,9507,4217,17754,9636,8292,1,2569,957,1238,2,213,509,1053,9424,433,62,139,15,3,46,28,10
TCGA-22-5474-01,7058,4444,2630,5988,5782,4899,4329,7129,14740,7467,3335,5242,2073,4088,8606,7686,4206,7287,4797,3166,8013,14981,245,4704,4426,303,14586,975,8966,14291,4390,4589,13815,792,6871,4538,11977,12590,14489,15194,9733,9227,4823,13421,8367,16404,215,5341,6112,688,3397,13482,6071,3875,204,15565,14215,7589,3021,2792,1219,8447,5276,741,9582,4065,11712,13269,1199,7429,6931,10921,11797,9010,9420,2,6101,527,98,6,10,2030,1290,8080,141,2,330,150,8,32,66,10
TCGA-22-5477-01,15883,7233,4179,15621,10826,28056,4876,15558,21892,11570,7708,10409,2016,7883,15089,10616,5019,19488,12342,10258,12977,17641,363,15665,8249,937,20578,1218,20467,36039,8791,14641,28530,725,4843,7926,19777,28478,64552,47555,6143,27003,5028,16985,16587,28468,178,3207,10782,230,1455,19824,13079,8146,286,18562,11080,8435,1277,2336,1904,10790,5175,752,11087,6410,30874,8749,3068,8063,4387,15177,4865,6821,5309,17,36549,1862,1058,7,458,678,1567,10334,255,8,131,85,5,19,51,14
TCGA-22-5478-01,21548,12867,6378,5072,8862,4422,3195,5266,14000,7823,4043,2638,824,4538,4457,11549,5836,8185,2557,7690,2737,19176,675,6943,7107,1311,1759,1612,6656,14284,4203,6230,18438,1454,10280,5711,13231,2662,10218,10978,6259,10989,6725,9635,3818,4902,168,4585,4429,751,6979,11952,6071,16440,148,29688,3766,3865,4100,7754,2523,3055,10203,595,3887,6505,746,452,1300,22755,21883,5464,7755,24494,10202,18,2575,6732,797,29,880,1781,5767,26798,654,549,125,253,6,28,63,2
TCGA-22-5480-01,9503,4722,5431,6136,4195,6101,7344,12029,12516,7162,3507,3420,734,7619,5318,4517,22482,17611,5168,7559,4633,9874,675,6207,3728,29,6705,977,12741,14228,9839,2170,24476,654,4208,8560,15249,5774,22787,9528,6769,15032,5035,6850,3741,5048,362,5602,3162,581,4145,6841,6171,8131,73,10918,5469,4011,1005,3667,3173,2272,13990,488,18339,7063,485,4472,2663,13640,22555,6647,25338,4096,4754,22,1092,1239,213,9,26,575,895,7627,542,8,731,10307,5,55,2,258
TCGA-22-5482-01,5311,2812,4515,4304,3419,3565,3930,4094,16132,6478,3712,3558,2719,229,13243,4843,3631,6501,3740,4734,7474,7792,115,3101,3853,139,7188,532,4658,14502,5970,5755,18542,2221,3309,3453,15457,12207,11599,14276,19325,12628,5924,16141,8521,12317,72,8492,6130,157,4122,8348,4749,11932,19,39877,14830,8326,543,3453,756,28879,9105,685,8009,9893,13972,24046,221,11490,26695,3224,12412,16735,9014,12,7932,656,541,1,32,101,537,10062,5412,24,453,6,5,19,54,1
TCGA-22-5483-01,20453,8655,23557,23039,10979,12084,8899,18311,17907,20675,6288,9396,4192,5488,22005,6259,5163,23560,11366,9538,20650,26815,543,15554,10262,468,22901,1566,9844,15969,10359,3917,32462,886,6893,8542,23427,10805,15975,13933,5389,15511,8337,9253,6804,8779,714,8416,7077,216,809,16088,18594,7519,72,6800,11553,11239,1179,1426,6491,2684,9198,1090,7292,4234,18029,1847,671,11504,8239,7737,18863,9272,7194,0,5442,1361,166,3,455,5885,12778,7774,148,3,121,909,12,652,15,36
TCGA-22-5485-01,15102,8363,9797,11545,8877,6083,5573,13691,20759,8590,6311,8082,1342,5606,7518,13757,1408,9199,6705,6918,7972,22770,106,6555,5763,203,6278,926,9708,9845,4255,5307,20764,639,5369,5790,9371,11252,18753,13296,13249,32979,12754,12047,6418,14889,117,5287,8845,201,3594,11485,9843,8249,291,19324,20790,12007,1214,3329,733,7689,4143,404,7868,9045,15148,4613,2643,617,10503,9434,4581,12457,5224,0,3544,1418,468,5,3,377,570,14801,214,46,703,47,7,8,6,1
TCGA-22-5489-01,10263,3984,6244,11134,6121,16881,7633,11274,18484,4375,2170,2705,2013,3392,5127,11805,20981,24649,5255,11960,8145,13749,196,5693,6932,220,13828,831,15688,7551,7358,2945,18750,1302,8869,8426,7601,10034,29309,14437,6502,16121,6029,7281,3774,6920,273,4673,2982,500,2698,5748,5892,5851,80,8703,6054,1953,1508,3938,3597,5278,11329,1269,6499,4111,344,3639,1272,5664,18914,9328,24546,6886,5487,311,505,1531,580,6,192,1334,1580,7041,296,4,198,8592,14,62,23,17
TCGA-22-5491-01,8636,3640,6349,7487,11728,4976,5494,3383,17540,10633,6289,9514,2483,3663,25268,14171,7902,3357,7107,15916,15459,12324,399,7088,5791,509,19997,1193,1732,14801,9217,4934,19894,559,2188,2905,18056,20592,11794,15829,17268,10393,7029,20449,17418,25679,216,8253,10778,361,1177,7370,3423,8663,52,24835,10241,11771,3575,2352,887,10371,4610,238,5773,17239,1100,14983,834,22824,11815,2817,12156,5527,5504,4,13557,1416,580,3,990,466,252,1143,2926,14,16,492,5,38,21,13
