Unnamed: 0,MIR205HG,DLX6-AS1,LINC00491,POU6F2-AS2,ADAMTS9-AS2,AC011374.1,ADAMTS9-AS1,AL513123.1,SOX21-AS1,PVT1,AL033397.2,AL033384.1,SFTA1P,AP003119.2,LINC00393,LINC02457,AL355388.1,LINC00355,AC026785.3,SOX2-OT,AC105206.1,LINC01564,AL139385.1,AC083801.2,AC078778.1,LINC00392,PTCSC2,MAGI2-AS3,NAALADL2-AS2,AP000438.1,AL035258.1,HOTAIR,AL354707.1,AC019080.4,LSAMP-AS1,C10orf91,MED4-AS1,LINC00520,AC093510.2,KDM4A-AS1,MIR130B,AC006238.1,HOTTIP,LINC02012,AL136018.1,LINC00871,PART1,AL391427.1,LINC00470,BCRP3,AC090772.3,UCA1,AC010731.2,LINC02561,AC108002.1,LINC00337,LINC00615,LINC01697,MIR31HG,MIR137HG,AC026336.3,AC005722.2,AL163952.1,LINC00462,LINC00472,LINC00163,LINC00461,AP002478.1,KCNH1-IT1,GDNF-AS1,LINC00536,C1orf132,AP003119.1,TM4SF1-AS1,C5orf64,IL20RB-AS1,AP000525.1,LINC00466,AC078802.1,AL590666.2,AC124067.2,AL512785.1,MUC2,LINC00173,RNF217-AS1,AL807740.1,AC061975.6,MLIP-IT1,AC012640.1,AC073352.1,AC025211.1,MYO16-AS1,NOVA1-AS1,WNT5A-AS1,RBMS3-AS3,ERVMER61-1,AC135178.1,LINC00992,LINC00518,LINC00184,LINC00211,STEAP2-AS1,AC089983.1,LINC01370,WASIR2,AC005722.3,AC097717.1,SAMD12-AS1,LINC00504,LINC00261,STEAP3-AS1,AC006305.1,MIAT,CCDC26,HCG21,AL021395.1,AL357518.1,RMST,AC004832.1,PRICKLE2-AS1,AP000553.1,AL161908.1,LINC00534,C20orf166-AS1,PRICKLE2-AS2,MYCNOS,PLCH1-AS1,POU6F2-AS1,LINC00460,AC025431.1,LINC00525,HHATL-AS1,KCNQ1-AS1,GRM5-AS1,SRGAP3-AS2,FAM138B,SLC7A11-AS1,LINC00051,H19,AF106564.1,NAV2-AS2,AC004990.1,AP003064.2,AC092811.1,NKX2-1-AS1,LINC00501,TDRG1,CHODL-AS1,LINC00492,AL139819.1,TBL1XR1-AS1,LINC00319,ATP11A-AS1,AC080129.1,KCNQ5-AS1,ATP13A4-AS1,LINC00221,AC011483.1,LINC00443,AC128709.1,ADARB2-AS1,AC112721.1,LINC00469,AC006372.1,RRM1-AS1,AC022762.1,CNTN4-AS1,TLR8-AS1,KIAA0087,AC069281.1,LINC00237,FAM181A-AS1,FNDC1-IT1,KIRREL3-AS1,AC100791.1,LNX1-AS1,AC121764.1,AL161645.1,CHL1-AS1,PLCH1-AS2,AL136131.2,ANO1-AS2,AC092422.1,C11orf44,LINC00303,GRM7-AS3,AC079070.1,LINC00488,LINC00524,LINC00113,LINC00485,AL772363.1,C7orf65,LINC00308,LINC00052,AL356310.1,C8orf49,IGSF11-AS1,C12orf77,NRG1-IT1,LINC00276,AC096637.1,AL356056.1,KCNAB1-AS2,AL033381.1,AC012050.1,LINC00404,CLDN10-AS1,NAV2-AS5,LINC00320,KIRREL3-AS3,LINC00354,GPR50-AS1,AC068756.1,C17orf77,AC112518.1,AL139002.1,CLYBL-AS1,LINC00458
TCGA-37-3792-01,1016,1,2,1,7,12,11,1,13,749,17,6,288,20,0,2,2,1,11,11,0,37,27,3,107,0,10,292,6,0,1,2,147,34,0,337,3,4,3,49,5,11,29,14,1,5,0,7,4,5,4,87,0,12,11,58,3,14,1586,4760,0,15,4,2,2717,0,33,16,1,1,1,37,4,8,9,10,1,20,46,33,158,2,106,33,46,0,0,0,6,3,0,11,0,9,13,6,0,6,3,11,25,5,91,0,16,1,8,9,4,0,16,3,224,14,0,0,0,0,5,0,3,0,0,3,0,2,0,0,1934,0,352,0,0,0,1,0,24,0,260,0,0,3,2,10,22,0,0,0,0,0,7,0,2,9,2,0,0,0,0,3,0,2,0,4,0,0,0,1,1,0,1,2,2,0,1,0,0,0,0,0,0,1,0,1,4,0,3,27,46,1,0,0,24,0,0,4,3,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-37-4130-01,11,10,11,18,26,0,4,33,1,291,6,1,66,1,273,6,0,133,2,16,0,17,11,0,47,0,5,124,0,3,0,0,170,1,6,0,1,6,3,92,9,0,9,22,1,1,13,14,204,0,3,15,1,37,2,107,0,8,3,0,0,9,23,28,186,2,1,265,0,145,5,60,0,173,8,3,4,3,4,6,124,0,2,28,10,5,29,0,13,15,12,0,164,4,1,30,0,82,3,5,0,0,0,0,1,0,9,2,3,2182,0,3,822,12,0,0,0,3,7,0,8,0,0,1,0,39,0,13,5,0,17,0,0,0,7,0,2,0,2943,0,0,1,2,1,2,27,2,0,0,0,2,3,0,0,1,0,1644,1,0,0,0,8,0,0,0,1,0,1,0,6,212,0,0,0,0,0,0,3,1,2,5,0,0,0,0,1,0,1,0,3,4,0,0,0,0,1,12,0,0,0,0,0,13,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
TCGA-37-4133-01,27650,411,90,204,18,311,16,31,498,1166,123,145,60,59,0,0,0,196,45,1366,0,385,8,41,25,2,0,261,15,0,67,0,40,296,4,32,0,3,0,124,20,0,1,12,3,30,222,74,13,1,19,0,2,132,56,69,45,203,65,19,1,13,23,7,105,0,0,126,1,9,2,41,20,234,3,0,1,21,46,18,8,16,1,28,403,0,31,11,9,16,0,30,56,107,60,0,0,6,0,5,2,19,320,1,38,9,5,87,3,17,3,0,61,11,0,39,0,2,2,0,11,5,1,1,0,8,0,0,6,0,29,1,0,0,9,0,9,2,19,0,1,15,0,3,6,13,2,6,1,1,2,1,0,0,0,8,1,2,3,14,30,0,1,36,0,2,0,2,0,4,3,6,0,0,3,0,278,2,0,0,0,1,16,1,1,0,0,0,1,0,1,0,8,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2,0,20,0,1,0,1,4
TCGA-37-4135-01,1704,8,141,49,23,2,5,9,6,1457,8,79,53,74,892,0,0,197,15,302,0,0,2,0,128,4,2,329,0,3,0,3748,160,1,9,12,3,4,0,77,46,1,0,9,88,2,158,31,84,5,6,98,0,13,17,12,0,1,32,2,0,14,4,0,257,1,122,120,1,1,7,99,5,325,5,0,16,33,163,48,7,0,0,20,107,1,0,0,32,71,0,75,18,7,90,0,0,104,1,0,0,20,2,0,81,0,6,37,1,6,9,1,151,5,0,1,0,0,1,0,27,0,2,0,0,8,0,0,4,0,13,0,0,0,14,0,1,0,43,0,0,0,0,2,3,13,0,0,0,1,0,1,0,3,0,2,0,2,1,0,0,4,0,0,3,1,0,0,0,0,0,13,0,1,6,3,7,0,0,0,2,0,0,0,102,0,0,1,0,2,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,19,0,0,0,0,0,0,0
TCGA-37-5819-01,12,16,203,137,12,6,6,0,65,822,17,4,31,58,1,1,0,375,16,127,0,55,7,21,53,0,0,283,0,1,0,5,265,3,4,165,0,10,6,33,32,6,0,53,2,207,58,69,12,9,98,4,1,12,6,148,0,3,35,8,9,4,8,2,14,1,19,471,1,4,1,22,183,24,6,0,12,3,23,59,120,0,6,42,13,0,261,0,10,59,0,4,46,2,2,653,0,203,14,58,3,1,6,32,46,0,8,70,2,5059,5,3,1479,76,0,0,1,15,32,0,7,18,5,0,0,0,0,143,9,5,15,2,1,2,41,0,8,0,3494,150,2,2,0,7,945,17,23,0,1,7,1,0,0,0,1,5,1,0,1,1,0,3,3,4,0,4,0,4,1,0,36,2,1,1,1,1,0,117,0,1,0,0,1,1,0,1,0,8,0,0,2,0,1,3,0,8,0,1,1,141,0,0,3,33,0,5,0,2,0,0,0,1,0,89,0,0,0,0,0
TCGA-37-A5EL-01,2997,308,235,125,3,248,5,35,55,1524,492,2208,28,73,19,4,18,0,1,133,0,1114,330,15,129,4,52,46,17,1,8,294,49,32,1,271,3,71,0,350,10,18,753,119,1,1,0,66,0,0,69,104,19,48,399,26,0,0,81,52,21,324,106,6,439,1,0,365,0,9,0,106,71,229,10,173,3,71,42,253,112,245,81,181,36,5,2,38,16,26,13,62,0,6,48,0,2,16,1,149,0,4,44,0,32,5,12,40,1,0,25,1,536,10,0,0,0,1,6,0,7,6,20,4,0,3,0,7,42,0,55,0,14,0,3,0,65,8,645,0,0,1,0,14,7,4,1,0,4,0,0,14,0,4,3,0,0,8,0,2,62,0,0,3,5,0,0,1,1,11,1,2,4,0,11,1,0,0,3,7,9,1,0,1,0,0,0,0,2,0,0,0,10,0,24,0,0,0,0,15,1,0,0,0,4,0,0,2,0,0,0,3,0,0,104,8,0,0,0
TCGA-37-A5EM-01,3724,770,35,43,16,262,2,23,528,453,21,144,17,10,2,25,0,22,0,235,0,17,76,59,46,0,51,860,85,1,0,37,64,6,62,14,0,29,1,81,9,1,0,60,1,6,1,13,155,5,3,93,8,12,30,62,3,0,61,34,1,4,12,10,143,1,2,3,4,16,6,29,1,12,3,1,13,38,43,305,9,14,3,30,29,0,28,11,3,18,1,72,6,40,10,8,0,5,2,14,2,3,1,0,3,1,3,6,90,0,10,0,481,20,0,0,2,0,0,0,4,0,7,1,1,2,0,4,109,0,13,0,1,2,0,0,11,0,858,10,0,4,0,3,0,3,0,1,2,1,15,7,0,2,2,0,14,1,0,34,4,8,1,3,4,0,0,3,1,1,2,2,19,0,2,0,0,0,2,3,5,100,0,5,1,0,0,0,0,0,0,4,1,2,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,11,0,0,0,0,1
TCGA-37-A5EN-01,3631,440,93,47,6,43,4,34,1115,701,148,148,6,25,264,15,2,4,1,25566,1,250,34,55,51,1036,26,199,0,0,19,81,113,18,106,66,0,12,6,651,10,3,5,26,12,82,60,140,169,3,16,15,26,563,22,17,19,9,0,0,13,19,186,17,40,0,42,13,7,6,0,52,32,262,0,1,43,2,18,21,121,9,0,67,718,123,4,4,4,5,5,33,8,27,3,97,0,36,2,8,2,3,7,0,12,11,6,94,124,1,8,2,20704,23,0,1,0,1,4,0,4,3,76,4,1,0,0,5,1,1,7,0,0,3,22,0,117,4,759,23,2,9,0,8,2,0,6,1,2,0,11,2,2,0,4,0,92,3,0,16,1,0,0,4,3,6,1,0,2,1,12,1,0,1,0,3,3,0,1,2,1,0,1,0,0,1,0,0,0,0,3,1,0,0,0,0,6,1,3,0,1,1,0,3,0,1,28,0,0,0,7,15,1,10,1,0,0,0,0
TCGA-39-5011-01,1504,376,0,88,5,5,14,11,53,855,6,8,63,49,0,0,0,133,0,149,0,250,55,8,13,0,0,312,0,0,0,0,21,0,1,37,0,1,0,31,3,0,0,7,4,0,0,0,0,3,137,0,0,66,15,122,0,0,287,196,0,10,4,8,61,1,0,17,0,0,1,54,62,20,7,0,1,1,10,61,7,0,2,4,118,0,1,0,1,7,0,0,0,50,36,36,2,0,0,0,1,37,276,0,2,0,4,64,1,30,2,0,474,14,0,0,0,2,0,0,5,0,3,4,0,1,0,0,56,0,49,0,1,30,0,0,4,1,59839,1,1,33,1,1,190,25,0,1,0,0,0,0,0,1,0,6,0,5,0,19,0,9,0,1,1,0,0,1,0,1,0,11,0,1,1,0,62,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,24,0,1,0,0,0,25,0,0,2,0,0
TCGA-39-5019-01,3147,429,360,160,24,504,29,41,1663,2430,74,212,386,35,117,196,2,3,7,4347,1,523,251,54,45,1,100,949,241,3,624,56,129,280,37,134,2,311,2,522,6,6,13,143,144,28,120,31,465,6,4,13,59,43,85,20,44,2,20,10,13,80,2,75,460,2,5,74,13,41,3,148,1,838,2,1,24,11,84,29,1378,4,8,31,456,23,13,13,5,5,32,3,32,142,13,19,2,694,1,5,3,7,5,7,27,7,7,212,748,203,22,7,2496,48,0,15,0,0,103,0,2,10,3,6,1,6,0,1,25,1,37,7,0,4,300,0,50,1,655,45,1,192,5,47,98,11,0,0,2,0,11,4,1,1,2,31,8,2,10,98,12,11,3,26,0,19,0,2,1,6,34,26,9,14,1,2,0,2,4,3,2,3,14,0,2,1,0,2,2,0,0,2,1,1,1,2,3,0,2,2,1,0,1,0,0,6,0,5,0,0,10,2,0,0,1,0,3,0,0
TCGA-39-5021-01,1699,548,104,46,13,6,4,2,1196,444,31,30,32,7,16,34,0,10,34,10002,0,405,60,3,40,0,44,644,3,0,288,18,180,121,9,12,1,10,1,254,21,0,2,21,1,12,15,32,233,3,14,48,12,158,48,36,9,101,7,7,12,7,3,4,154,1,26,512,3,3,19,26,34,371,5,0,13,17,48,191,83,9,3,15,85,198,63,2,3,6,0,40,6,102,40,5,0,365,0,0,4,8,24,1,3,4,3,114,12,23,4,1,3114,1,0,1,0,0,1,0,8,1,21,0,0,1,2,0,5,0,14,0,0,0,16,0,10,0,195,167,0,81,0,17,18,7,1,0,3,0,1,3,0,0,1,2,1,0,3,8,5,0,1,0,1,3,0,2,0,1,2,4,3,2,2,0,4,0,0,0,0,0,0,0,13,1,0,4,0,1,0,0,0,0,4,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,17,2,0,2,0,0,0,0,1
TCGA-39-5028-01,8294,37,358,72,9,144,14,6,34,577,4,45,220,16,28,1,0,85,5,99,0,18,76,1,11,31,0,559,2,2,0,48,21,35,3,37,0,148,1,33,6,2,2,11,56,2,3,8,72,0,2,7,4,13,55,29,0,7,155,11,6,39,20,12,83,31,0,1,0,2,57,101,0,85,3,15,32,2,2,6,27,0,16,18,85,1,0,5,3,2,3,8,2,46,59,3,0,108,11,1,0,0,3,0,1,0,0,12,32,38,9,43,354,10,1,0,1,1,238,0,1,12,4,1,0,1,1,0,82,0,12,8,0,0,917,1,25,12,204,3,0,102,5,2,17,0,12,0,2,0,0,4,0,9,0,2,0,7,3,5,2,6,0,0,0,3,1,1,0,1,0,102,1,0,1,1,0,5,1,0,1,4,0,0,0,2,1,0,1,4,1,0,0,0,2,6,0,0,8,0,2,1,4,0,0,0,0,1,0,2,0,0,0,0,1,1,2,0,0
TCGA-39-5029-01,3501,26,227,26,13,139,3,12,241,574,11,120,129,77,41,9,0,127,83,52,0,111,63,0,2,59,1,219,0,1,0,4,25,54,22,39,1,47,1,47,6,0,14,2,34,5,1071,6,218,0,6,2,0,88,18,44,2,145,92,1,7,61,6,0,11,2,3,145,3,1,16,32,6,84,0,0,24,1,8,47,6,9,31,10,35,0,0,12,1,5,11,3,40,29,4,110,0,34,0,14,2,2,5,184,5,3,1,15,431,46,41,8,99,13,0,22,0,2,37,0,0,0,3,1,0,0,0,2,10,1,49,0,1,0,224,0,2,0,10590,1,1,21,9,0,17,17,1,5,1,0,1,0,0,2,0,2,6,1,0,1,11,4,1,0,1,4,0,0,0,2,2,21,1,0,5,1,4,0,2,0,0,3,2,5,0,0,0,0,1,1,2,0,2,0,3,4,0,0,9,0,0,1,4,10,0,0,0,0,0,0,0,0,0,16,1,2,2,0,0
TCGA-39-5030-01,2130,102,94,18,11,28,15,4,161,231,4,18,74,14,2,51,0,13,2,45,0,4,25,0,9,0,14,304,2,0,5,22,34,0,5,12,1,11,0,78,1,2,3,13,0,0,9,1,21,4,6,8,15,4,13,11,0,4,12,1,155,1,3,0,78,2,1,0,0,64,3,64,0,20,2,0,0,8,7,20,20,5,16,30,21,0,0,3,1,2,0,0,17,63,2,6,0,3,0,4,1,1,2,0,0,0,3,10,249,24,4,1,583,2,0,1,0,0,2,0,0,0,10,6,1,16,0,1,9,0,32,0,1,0,3,0,1,2,2121,1,0,4,1,7,15,1,0,0,0,0,0,0,0,1,1,0,53,0,1,10,3,6,1,0,0,3,0,1,0,0,1,2,2,43,0,0,0,3,0,1,2,2,4,1,12,0,0,3,1,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,2,2,1,0,0,0,3,0,0,0,1,0,0,0,0
TCGA-39-5031-01,2342,342,235,140,29,141,26,1,1440,600,6,89,427,94,20,47,1,257,2,1891,1,17,25,19,26,31,43,661,9,5,188,60,49,5,68,88,2,39,1,222,38,11,20,637,15,10,574,8,307,2,7,12,17,16,37,25,1,7,31,3,1,22,13,47,111,1,49,7,10,80,1,105,3,30,3,6,27,6,108,11,300,5,126,30,58,6,1,8,7,14,2,2,16,255,23,2,0,223,0,3,2,2,2,0,94,0,0,87,85,97,8,6,354,11,0,45,0,0,23,0,7,42,11,1,2,19,0,1,7,0,70,4,1,7,128,1,67,0,150,1,0,55,0,4,33,1,12,0,2,3,0,1,0,0,3,215,19,1,5,281,13,4,1,13,3,2,0,3,0,7,78,6,0,4,0,1,3,6,12,4,0,1,9,1,0,6,5,0,13,0,1,0,0,0,0,4,9,0,0,5,0,0,0,3,1,0,2,0,0,0,18,0,57,3,0,0,0,0,0
TCGA-39-5034-01,27,44,1,165,5,4,20,7,79,918,16,7,135,14,0,1,1,0,40,25,0,28,8,0,11,0,0,392,0,0,0,58,45,0,17,26,0,3,10,26,2,2,0,6,33,14,41,19,1,7,56,1,0,17,13,29,0,36,36,2,60,36,2,3,11,1,13,16,0,3,0,17,33,15,1,0,4,0,5,61,25,0,3,17,14,2,0,4,1,3,0,0,29,10,5,1,0,12,13,0,1,0,2,0,18,0,1,72,31,68,3,1,91,9,0,0,0,1,4,0,0,0,3,1,0,1,8,12,11,0,2,0,0,10,1,1,17,1,347,40,0,17,0,4,265,2,5,0,0,1,0,2,1,0,0,0,0,37,1,1,21,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,15,0,2,0,1,3,0,0,0,0,5,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,4,0,1,1,9,0,0,0,2,1,1,0,0,0,0,1
TCGA-39-5035-01,7612,0,468,2,6,21,3,1,15,997,11,65,52,7,2,2,1,1,15,35,0,5,23,1,16,0,15,180,1,0,0,854,83,0,0,17,0,8,2,83,0,0,2,29,2,0,3,1,0,1,1,37,0,4,10,5,0,2,1424,0,4,55,2,0,16,2,87,0,0,1,3,220,2,15,1,2,3,0,8,14,15,1,3,22,91,0,0,5,0,3,0,4,0,17,30,1,0,0,0,9,1,11,0,0,2,0,2,14,6,9,69,2,413,6,1,5,0,0,6,0,1,0,19,0,0,0,0,0,21,0,15,1,0,0,38,0,0,0,49,0,0,31,1,4,3,3,1,0,0,0,0,2,1,0,4,5,1,3,0,1,4,2,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,7,0,0,0,1,1,4,9,1,0,0,0,0,0,0,1,0,3,4,0,0,855,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TCGA-39-5036-01,2132,361,199,85,23,285,6,40,230,518,9,203,205,154,2,53,0,150,18,380,0,238,101,76,6,0,65,61,7,1,3,4,135,339,22,46,0,196,0,80,43,2,3,16,49,78,523,22,127,1,13,697,4,128,31,38,9,559,54,1,3,145,11,3,6,0,0,17,6,5,11,16,127,213,2,1,9,18,35,147,133,34,4,26,107,3,2,12,2,8,7,12,98,157,45,119,0,34,2,17,0,0,237,1,1,7,6,199,235,96,40,1,61,6,0,6,0,0,1,0,1,2,1,0,0,2,0,0,4,0,9,0,0,7,12,1,10,7,17084,3,1,277,1,24,16,6,0,3,1,0,1,3,0,0,0,11,66,2,0,64,1,0,0,3,0,12,0,0,0,5,5,3,0,0,2,0,45,6,1,2,0,0,1,0,0,0,0,0,0,0,4,0,3,0,1,0,8,0,7,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,5,0,0,1
TCGA-39-5037-01,5157,289,55,515,5,375,4,32,924,1007,93,1792,167,50,149,30,3,56,64,8400,0,440,92,59,88,8,78,78,37,5,177,41,303,25,164,114,0,97,7,515,19,6,37,219,100,80,168,81,107,1,18,5,9,61,22,75,51,265,0,1,5,207,92,647,156,0,6,47,42,3,10,33,56,757,2,6,19,10,79,49,955,42,3,82,286,74,171,31,0,9,24,48,12,65,4,7,0,265,1,3,0,5,17,0,30,6,0,110,177,44,49,2,1783,232,0,4,0,0,5,0,10,35,62,0,0,2,0,3,53,1,2,1,0,7,4,0,17,14,15,1,0,191,0,13,14,2,1,0,0,2,2,7,0,1,0,40,0,2,4,96,24,0,0,1,3,6,0,0,0,7,7,2,0,0,5,0,0,7,3,13,3,3,1,0,4,0,0,0,2,0,1,6,1,0,2,0,2,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
TCGA-39-5039-01,1345,14,105,164,19,24,34,2,172,294,2,9,426,3,5,0,0,82,2,8,0,8,40,0,0,1,9,498,27,0,0,10,37,3,30,45,1,49,1,47,4,6,2,0,2,71,39,0,78,4,1,18,0,2,7,29,1,19,145,42,1,0,2,0,44,7,1,2,0,16,0,14,0,9,1,0,3,0,6,2,5,2,7,7,25,0,0,1,0,2,1,7,20,18,11,15,0,24,0,1,3,3,13,0,3,0,0,11,297,282,24,0,60,5,0,0,0,1,6,0,0,0,12,3,0,1,1,2,46,0,27,0,2,0,18,0,3,0,689,0,1,27,0,4,62,0,0,0,0,0,3,0,0,0,0,41,0,0,3,1,0,0,11,0,0,0,0,1,0,3,0,3,6,0,7,0,0,2,1,0,0,1,0,2,1,0,0,0,2,0,2,0,2,0,0,0,1,3,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
TCGA-43-2576-01,86,91,1,57,9,1,25,0,171,401,1,8,820,15,52,0,0,41,2,11,0,5,131,4,9,0,4,494,1,0,0,91,49,0,5,10,2,11,3,69,2,3,0,8,1,0,1,1,125,1,7,11,0,11,12,33,0,10,20,15,0,0,2,1,30,2,0,16,0,0,10,49,3,0,2,0,10,1,12,7,64,0,5,5,10,0,27,0,2,7,0,1,0,0,4,175,1,12,38,3,0,6,82,0,25,3,1,17,11,0,2,0,403,5,2,0,0,0,0,0,4,0,1,1,0,1,0,0,843,1,24,1,2,3,0,0,0,1,816,1,1,5,1,0,242,18,0,0,0,5,0,0,3,18,0,0,230,0,3,3,0,7,1,0,1,0,0,8,0,0,0,0,9,0,11,0,0,1,1,0,0,2,0,0,1,0,1,0,3,1,0,2,4,0,0,0,0,0,1,0,2,0,0,0,0,0,26,66,1,1,0,10,0,0,0,0,0,0,0
TCGA-43-2578-01,1499,288,61,14,20,5,16,1,639,1206,26,5,331,98,115,4,5,35,78,458,5,126,82,55,62,0,3,303,2,0,0,61,168,0,40,325,3,1,7,202,34,4,23,10,1,106,99,52,167,7,127,111,4,252,22,34,0,39,341,9,908,34,3,0,93,9,1823,94,1,6,130,185,214,155,8,0,24,1,7,90,565,0,4,25,316,0,0,2,6,23,0,10,9,165,4,96,0,1,8,4,2,7,6,0,41,10,25,5,27,2103,6,1,2466,22,1,0,2,15,45,0,25,1,8,6,0,20,4,0,4,0,33,6,1,1,217,0,58,0,160,19,0,12,3,182,78,2,2,0,0,1,6,0,0,0,6,25,1,1,0,31,0,2,12,5,0,0,0,18,5,4,0,16,1,3,1,2,11,0,54,0,0,1,1,0,126,36,0,9,6,1,0,0,0,0,0,13,0,0,0,0,0,2,0,8,6,0,0,2,6,1,0,0,0,0,1,0,0,0,9
TCGA-43-2581-01,3,3,0,1,11,4,17,1,5,869,20,0,1038,1,0,0,0,0,104,17,1,19,24,0,6,0,4,343,2,0,0,0,71,0,0,10,0,2,0,37,12,28,1,6,0,0,0,9,0,14,30,0,0,2,39,14,0,2,17,12,0,0,0,0,13,2,2,3,0,2,0,239,1,7,2,0,2,2,9,4,5,0,0,13,6,0,1,0,0,3,1,0,0,62,89,1,0,0,0,1,5,3,1,0,84,0,4,21,6,13,10,0,331,9,0,0,0,1,4,0,2,0,0,2,0,6,1,0,17,0,0,0,0,7,4,0,16,0,34,0,0,0,1,0,799,1,0,0,0,0,0,9,5,0,0,326,1,0,0,1,0,6,1,0,1,0,0,1,0,0,0,1,1,0,0,2,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
TCGA-43-3394-01,2966,714,166,256,28,369,4,27,672,856,232,236,287,70,29,13,2,328,51,3432,0,590,97,336,55,3,81,612,131,0,208,60,583,2063,46,244,5,87,0,1126,24,11,96,135,4,125,140,96,249,2,13,9,38,280,149,144,153,127,23,7,83,627,212,10,240,4,53,150,10,7,8,83,19,866,7,0,24,13,336,161,95,18,4,146,240,180,76,24,11,11,6,11,14,126,17,65,0,74,5,11,2,8,90,1,11,82,1,94,101,175,54,3,1678,11,0,20,1,0,9,0,9,6,45,5,0,2,0,0,17,0,4,0,1,29,37,0,11,0,481,0,1,244,1,0,43,11,2,0,0,2,5,26,2,0,2,11,2,4,2,50,72,2,1,31,2,2,0,0,2,3,34,6,0,0,2,0,1,86,1,4,0,1,4,0,7,0,0,0,0,3,0,1,0,5,8,3,2,4,1,2,1,1,0,2,0,5,0,1,0,0,0,1,1,1,0,0,0,0,0
TCGA-43-3920-01,8092,443,197,594,50,96,57,3,689,1291,17,38,116,5,11,24,0,179,0,416,0,26,25,9,39,279,15,1772,5,0,4,0,51,46,15,47,0,22,0,124,13,4,19,21,12,9,67,10,405,1,4,1,11,14,37,16,2,2,152,369,0,0,4,19,134,0,66,12,5,64,5,24,4,92,2,0,8,2,66,3,762,6,3,77,143,0,7,3,15,20,4,1,69,67,81,77,0,191,5,5,9,28,3,1,23,0,8,16,3,2,6,1,307,11,0,2,0,0,2,0,7,1,4,2,0,6,0,2,32,1,68,0,0,1,5,0,0,0,5929,2,0,31,0,0,0,2,1,1,6,0,0,0,0,2,4,6,3,2,0,18,2,21,0,0,2,0,0,3,5,1,5,5,1,7,1,0,1,3,2,0,0,3,8,1,6,1,13,0,5,0,0,0,0,2,0,1,0,0,1,61,0,0,0,1,0,1,0,0,0,0,8,0,0,1,6,2,0,0,0
TCGA-43-5668-01,4,413,3,15,3,1,3,6,5,171,8,5,25,38,1,6,1,224,0,11,0,8,34,0,10,0,48,425,3,0,0,0,13,1,0,12,0,6,3,98,22,4,6,4,2,8,1,0,3,27,71,22,0,11,53,101,0,0,0,161,0,54,0,2,216,0,11,1,1,4,2,92,33,17,8,0,21,9,57,3,9,0,3,37,57,8,89,0,3,7,0,1,0,18,21,3,0,256,143,3,3,2,2,0,141,0,4,175,5,203,1,0,683,3,0,0,13,0,15,0,10,0,0,1,0,11,1,0,8,5,3,0,0,2,9,0,1,0,27,0,0,1,2,1,418,1,1,0,0,0,0,4,0,0,2,7,1,0,1,24,0,10,0,97,1,0,0,8,0,0,2,0,1,0,0,0,0,1,5,0,1,1,0,0,0,0,0,1,0,2,5,0,1,0,0,3,0,0,4,0,0,0,1,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,41
TCGA-43-6143-01,7722,373,897,59,13,41,13,15,37,2990,173,57,44,83,165,1,4,665,8,209,1,96,146,147,79,339,5,772,3,2,0,110,553,252,11,93,5,11,1,248,46,2,13,63,151,18,16,106,31,7,12,29,4,9,45,55,2,147,46,0,31,589,43,2,144,6,402,67,7,177,11,1962,59,119,12,0,59,23,125,183,3,4,213,51,128,0,198,16,10,21,5,2,288,51,23,1504,1,358,0,29,4,2,3,0,11,42,58,74,187,10,395,10,1161,206,2,154,1,2,1,0,26,0,14,12,4,5,0,0,127,0,26,0,1,1,4,0,46,0,156,27,1,63,7,0,3,0,25,1,5,0,6,7,2,1,1,3,1341,1,5,7,97,9,16,22,1,20,0,1,3,1,7,14,1,1,1,6,0,50,0,0,0,0,4,1,10,2,2,0,0,0,4,0,0,98,1,2,16,0,316,0,3,0,1,0,2,0,2,0,0,31,0,1,0,0,1,0,8,1,229
