Unnamed: 0,ANLN,CCNB1,ZWINT,PITX1,CDK1,PBK,PSAT1,TK1,GJB6,RFC4,WDR72,FAM83F,FAM83D,KPNA2,HOXC13,UBE2S,ATAD2,HOXA10,OTX1,IQANK1,PRKCE,DAPL1,AK4,RPL39L,ARNTL2,HECW2,TGFBR2,GBP6,FBXO45,MELTF,CAT,XXYLT1,PTPRZ1,BMP7,NPM3,TTLL12,POLR2H,ALG3,PREX2,PPP1R14B,SLC1A1,LIMCH1,PDK1,SOX21,GGH,UTRN,SLC16A1,CYBRD1,TMEM100,EIF4EBP1,SIAH2,BCL11A,TSKU,GPD1L,KCTD1,CITED2,PTPRM,EPHB3,YDJC,EGLN3,RECK,TENM4,PIGX,FAM162A,PAX9,SLC7A11,BDH1,LRRK2,FST,SMO,FRMD6,LAMP3,TPD52L1,LGR4,RGMA,SLC1A4,MGLL,SERPINE2,PAX3,IGF2BP2,DDAH1,KCNQ5,LEFTY2,CYP2S1,TBX18,ENPP4,STON2,AKAP12,LPCAT1,ULBP2,PC,ZNF703,FGFBP1,WNT7B,SERTM1,PRDM16,SELE,PROK2,GREM2,HOXA9,ELAVL2,NOS2,GSTA1
TCGA-18-3406-01,777,2743,741,1506,2675,693,2072,2945,57871,1178,3436,221,585,5999,55,1069,988,124,33,341,238,1127,2168,1161,1331,274,2446,1854,2149,379,2690,2009,1504,360,1391,2062,2683,2021,115,1946,207,1449,2996,1,3556,765,2451,3850,126,2572,2150,1479,1571,389,755,1497,737,1789,713,21059,446,518,2142,7403,581,146,1455,493,159,317,7036,1398,7496,1529,97,955,1832,988,7,469,420,46,11,371,9,758,797,548,1323,3948,238,413,4436,552,7,12,500,49,19,1,0,60,64
TCGA-18-3407-01,2542,2120,1037,9379,1718,1176,3038,2259,41583,1527,3345,2019,1444,7173,116,1380,1931,174,1395,2987,879,3815,2756,97,4176,557,2880,29704,2620,662,3692,1992,11742,6164,939,6590,3328,4742,233,4035,1407,1695,3938,1058,1785,3301,11492,4728,42,2380,3403,1297,8566,740,4193,1698,1170,7137,655,4483,528,1849,3498,8409,1122,7430,3330,2966,5085,2633,6394,3998,6748,1938,2443,8555,4396,11023,1,388,1418,177,8,7917,622,384,2332,1182,4542,288,7132,4543,3709,4799,1,159,628,9,32,20,8,134,655
TCGA-18-3408-01,2579,1756,1572,130,3478,1235,6385,864,9791,1961,7278,409,3186,5162,251,377,1528,138,410,2912,468,10835,2147,96,7884,334,3295,4374,1054,361,6029,1603,12171,3155,2118,1853,13552,10882,152,1758,132,3140,4734,3247,3338,2098,2799,13275,272,491,8181,1960,3482,838,3784,780,469,5371,365,3032,504,1863,2195,7247,344,10024,1059,2509,3046,2602,5033,5782,3723,4344,410,3427,932,9056,6,2519,700,432,5,5470,760,428,2229,398,2876,873,196,841,7406,715,4,45,28,2,35,16,2,71,16824
TCGA-18-3410-01,4268,5677,5189,1021,7542,2878,2232,14015,369,3151,5829,5448,1187,14553,24,5376,5742,261,166,3271,280,1250,401,1910,12294,1012,1864,218,2346,1414,5029,2308,108,3558,696,4091,4108,2430,118,3199,414,588,4345,241,8970,4182,543,3635,21,2691,2232,1820,5208,746,956,4876,1692,407,1289,1005,182,5734,1818,5146,286,600,1443,567,178,1262,5618,3353,874,1284,90,2317,4849,3487,131,98,341,438,20,3667,9,2746,650,307,1843,810,1257,728,145,746,0,540,1060,23,8,75,2,297,19
TCGA-18-3411-01,6483,8939,2768,4533,7238,3143,6477,8719,7543,5800,8249,116,2530,16530,329,11864,3459,385,821,5810,616,2425,3884,6915,5235,325,2490,3078,3941,1524,5587,4677,11019,6135,3331,12546,9467,11363,70,4999,67,5104,2076,1968,4788,2006,16350,8797,12,4898,4361,1442,15446,1272,6428,1591,394,6325,3395,5389,258,2762,4914,3782,1751,9173,2198,298,4670,3650,10243,737,8411,2485,11496,4896,784,22229,0,5345,1278,362,1,8324,856,323,2802,530,2969,157,3638,6699,6079,11942,201,20,243,3,4,16,1,81,13029
TCGA-18-3412-01,4248,8731,3356,49429,6569,641,13731,20790,21081,6055,6731,7906,4343,19551,119,2319,3916,197,556,6881,1380,6561,1654,5039,9528,492,1659,17647,5058,1684,4072,7669,6444,17264,4514,13023,8534,12264,111,4771,1215,631,3214,1668,3389,3248,3980,4488,121,11811,12885,1433,7882,3752,5322,1091,408,8047,2794,6031,306,1285,5645,4151,8051,7005,8764,339,5794,4478,6495,5592,7668,1343,5966,26568,1063,4551,2,5303,958,98,7,14171,197,1015,1503,496,1524,1036,4122,3360,24795,6154,0,33,123,12,47,11,1,69,40445
TCGA-18-3414-01,5185,3708,3342,3420,6648,2374,8968,7130,2431,2095,9494,2506,3266,11234,305,2914,3917,361,2888,4632,404,5756,1740,2643,3871,950,5638,2556,3081,708,6383,2666,7368,1259,3430,12834,3530,5099,131,5124,863,930,2286,1070,4587,1732,1631,8183,38,4761,3888,10742,4355,1749,4104,3223,960,6531,2618,8260,313,1040,4102,7591,769,424,1657,686,1906,3006,11144,2530,4487,9365,1974,2095,4554,3932,93,3484,951,366,13,6574,580,1007,1599,531,5819,1354,1582,4528,3903,7869,0,72,195,128,16,268,2,125,419
TCGA-18-3415-01,2742,4531,1729,6830,6456,1480,2854,2708,2693,1958,3870,2492,1922,14353,121,2013,1892,207,169,1983,730,5598,2540,2345,11837,238,1602,16996,1771,2098,4230,3843,5079,2893,1276,4689,4201,5024,66,3126,186,715,2778,700,2704,922,2439,2847,41,7128,3764,1265,10194,732,1959,1133,437,4825,1508,14538,406,2216,3740,6954,2404,5185,1596,269,2033,2951,5524,1263,6565,2897,8398,8518,1139,12210,3,2451,297,195,1,10954,412,1248,2949,366,2444,92,3753,1654,2931,3353,78,95,392,16,2,9,17,347,14405
TCGA-18-3416-01,2705,4204,5132,3702,10443,1281,10915,12230,5062,3496,4044,2630,2010,16730,31,1716,4188,169,283,2395,378,559,2544,1757,2125,291,2139,13081,2971,3093,3946,4311,10618,5315,2544,7198,5104,4688,50,2273,226,81,2041,26,1989,3121,4219,1708,7,5534,6550,1240,4035,852,2445,1690,792,3394,1384,2443,184,941,3049,1541,905,10789,4103,367,1857,6039,4187,2236,2493,733,11055,37479,605,2260,139,3402,289,41,0,6876,473,249,2871,97,3174,437,7592,2028,10379,1092,0,241,47,17,0,5,1,50,533
TCGA-18-3417-01,1221,1216,682,17,1571,344,1223,2685,646,917,1091,279,812,4150,34,1279,1211,205,55,837,149,98,607,531,8964,138,1498,606,821,868,1155,1276,3474,1956,1252,1363,1625,2589,35,1765,167,406,717,104,1400,522,1586,2189,83,1944,1525,501,2302,393,247,470,358,436,291,3079,243,370,900,2801,148,236,124,111,417,1477,1849,519,418,699,99,3911,232,758,2,1360,573,73,2,4716,141,424,349,654,1232,295,115,425,27,973,0,2,44,4,24,5,1,16,23
TCGA-18-3419-01,1639,4453,3187,29237,3575,681,2375,6966,6531,2412,6104,2394,4138,12631,432,17200,5458,120,186,6094,607,5845,3354,32,2662,214,1189,8124,4040,164,2335,3238,136,5983,1697,6425,3170,4379,58,2687,591,122,3792,5,3133,822,11265,1068,5,993,2291,2886,2228,3233,1294,610,822,4315,1088,10319,117,2154,4077,7010,849,1001,2125,412,77127,54,8507,2668,998,2028,474,1637,4584,162,15,200,1122,4,1,5145,17,285,1345,161,1225,651,1620,1282,147,4741,4,14,47,43,2,9,49,122130,5
TCGA-18-3421-01,2322,4052,2391,5322,11539,2244,11278,6602,3855,3140,4145,2824,1681,9185,64,4284,3695,140,108,2223,260,2273,3930,4154,2402,169,1433,8258,2087,867,5172,2993,3067,5181,7672,4688,5794,3184,68,9851,232,414,6698,193,6550,719,3538,1582,155,15096,3285,1250,1851,3957,886,929,308,1980,1645,11156,129,900,6959,30224,2989,826,4319,1156,2577,718,5154,5620,4024,1592,1591,4632,1171,4268,2,1156,489,152,2,7391,214,609,927,319,3486,587,641,1504,500,1416,4,78,55,38,9,9,1,10008,4638
TCGA-18-4086-01,4426,5295,3594,3906,7639,2373,8783,6691,2729,4770,6006,3222,4326,13219,78,2895,3984,121,465,3432,630,3720,3079,2938,9962,426,3133,16487,2971,3392,6656,4192,8596,7267,2952,10559,5498,7630,132,4344,147,2672,5086,741,5591,4468,7384,8098,37,3806,5792,1092,9581,1048,5739,1594,796,10522,1833,2618,536,2575,5601,8923,932,12150,3956,465,2879,5098,7744,2740,9364,2132,5260,7816,2781,8478,1,3678,794,285,10,11740,835,257,2031,866,3587,280,9404,4126,18933,4479,20,251,434,15,14,12,1,530,7967
TCGA-18-4721-01,1258,1431,795,419,1318,444,5223,1827,922,595,2235,26,2110,6562,127,1567,1465,126,188,2289,273,1986,1052,135,2717,232,1995,5015,917,173,1642,1128,2829,2245,1003,2955,5122,10714,53,1402,221,551,2268,435,1378,1490,2553,2350,61,3638,1849,664,2996,744,2028,784,400,2272,735,414,223,1724,1075,2229,225,3165,743,319,1207,1349,2177,7762,2883,1226,725,2721,1045,2019,14,959,251,467,0,3047,341,289,2184,706,1446,185,228,2535,3852,1367,43,27,170,3,7,7,2,214,2004
TCGA-18-5592-01,14485,4486,3817,2958,10395,1743,3181,9523,17218,2830,6507,4489,5286,15098,207,1600,4358,848,1652,6551,1098,2672,3974,839,4580,432,2453,7163,3791,4828,9166,3857,8237,9585,1801,13141,3824,6371,67,5897,36,3637,7311,1079,2974,3260,5797,8427,17,1843,4375,1012,18893,930,6774,835,453,14223,1425,11612,362,971,4405,8641,1201,3248,2019,332,2954,7808,10267,1239,4712,2856,3805,16458,590,12957,30,4254,391,504,4,6389,1714,140,4190,314,7661,120,5181,8381,21563,10974,30,267,91,3,12,14,1,43,1789
TCGA-18-5595-01,7891,10757,11347,15507,8874,1681,13198,13780,2212,11378,120,9233,8498,16487,117,4200,14423,222,826,13197,1118,4192,9405,3445,8407,521,3422,32653,8569,9065,12313,6731,16929,10601,2336,14066,9459,10574,177,5062,1255,1549,8020,1778,9468,8109,11735,4258,149,7298,8803,1795,11253,3585,8105,3504,844,21326,2295,14675,249,5046,10885,17451,13858,40562,12385,1404,2774,1301,7222,3849,7798,3924,12751,10760,2475,5372,1,4296,755,667,18,9451,1,422,7031,638,4308,1140,7474,6478,26052,4381,14,892,47,1,14,48,572,309,424
TCGA-21-1075-01,7302,6155,3622,2454,5292,2199,14331,7376,11094,12080,5669,154,4577,15113,91,2861,4818,19,702,5191,576,25207,6809,39,7410,231,2040,23025,1507,1128,8756,1644,29055,2934,4362,9612,14611,15570,58,5498,67,4679,11692,6305,10251,4176,17834,4280,48,19833,10420,4725,11260,716,3462,4713,190,5348,4453,51764,551,2760,1696,22992,2697,23989,717,1019,5236,5571,9422,1430,13087,5043,5352,4186,1190,4086,0,7419,1710,925,3,7364,1,114,4461,568,3493,157,2056,5394,14459,10052,286,51,57,3,5,22,3,39,12774
TCGA-21-1076-01,4854,2731,1898,2947,3180,542,5123,2586,4967,3073,2120,2545,3810,8025,532,2057,3782,169,1664,2887,1085,563,3197,543,3363,1134,9347,8938,3881,1741,3696,3036,13355,4714,1061,8053,4576,5249,509,2071,1007,2658,2716,1963,1581,10120,4353,8774,298,2337,4570,5085,3911,1794,1527,4367,2788,5225,1288,4975,918,2033,4766,6218,975,6107,2938,4979,5606,1599,6239,12645,3613,1420,1822,6697,8613,5070,9,5965,2509,381,41,18526,652,953,3862,1284,9778,708,1012,3144,2196,6091,5,213,255,10,43,24,2,356,715
TCGA-21-1077-01,1834,4860,2133,6276,2951,3123,2848,6713,3859,8529,3328,4132,10497,10992,188,1942,1906,345,552,4076,776,4000,2685,6108,6045,469,4290,5555,4692,7573,3059,4339,4197,5004,4559,17112,18063,19869,227,3588,148,1988,5024,2341,3918,3681,5519,4471,90,3632,14688,4482,8197,1569,2735,2224,1913,13192,3514,2643,486,3098,7679,4178,537,4111,3818,1500,7050,5050,3474,4798,4772,3872,3754,4989,2361,4045,291,10863,1142,147,3,12281,1015,1444,2073,1419,8685,172,1321,2050,2493,7168,5,122,128,8,84,34,8,8332,8079
TCGA-21-1078-01,791,1503,1162,1935,1013,246,738,967,11158,554,1277,3197,544,3055,205,1126,1194,967,237,8500,563,46,1875,18,618,299,3680,12,952,186,11544,1526,5,3366,1417,5287,2868,2932,86,5603,747,3312,2149,758,1136,1591,207,2083,147,1219,2218,436,12557,3558,2035,8159,11281,139,1928,8687,157,622,912,4576,982,193,1218,103,83,973,5415,381,1006,1062,62,385,642,59,41,42,891,3,10,58,0,1868,2925,387,2930,430,428,721,69,26488,0,15,3,0,25,23,4,33,11
TCGA-21-1079-01,8037,2766,1787,1600,2368,645,878,5370,53807,1991,3895,2450,1653,6659,1255,1462,2448,343,163,2150,477,767,3099,173,6085,746,4148,519,3207,520,7864,2531,1482,232,1245,6169,3174,5052,151,11085,124,342,1963,7,1615,1987,13378,4525,26,5568,3566,236,11401,300,1263,2172,1500,4321,2405,11118,480,1158,1209,1526,136,449,1907,62,1998,907,21187,1128,1854,1843,922,14355,943,35318,101,3416,247,86,0,1273,1029,42,15054,1797,8253,1021,2656,2826,2928,4859,1,35,115,15,15,34,161,11,1
TCGA-21-1080-01,5413,4097,3037,26204,4776,655,6450,4756,3895,3227,4944,2928,3556,14046,222,1674,5009,532,903,4645,501,282,3990,2123,2641,418,1690,5547,6817,4414,1630,3487,1394,2026,5293,13622,6493,12817,67,5004,304,286,1472,13,3571,1586,8375,1714,38,9386,3754,3751,2990,1673,2894,3820,568,9950,2648,6113,243,327,4413,5200,3591,305,1417,783,6031,316,15352,1444,4843,1297,1975,2674,713,780,11,129,969,41,9,4058,1,1811,514,468,12545,1717,927,2404,2744,4089,0,20,30,12,3,10,0,23,496
TCGA-21-1083-01,3464,4407,5272,706,8326,513,2012,10396,94,3682,7198,3394,2755,14578,31,3706,7347,539,686,9573,391,92,7892,2195,2100,552,3397,721,2959,6903,3857,2732,27,1233,2446,10713,5906,5198,52,6457,83,1231,9188,10,3616,8643,9099,4232,91,3506,4179,4557,15021,1686,20112,3742,2035,833,3563,6312,772,693,1618,8469,163,8654,2320,527,197,1459,3711,4294,5457,2724,433,3844,903,2220,448,4037,1260,2095,8,144,1124,1589,723,689,2652,190,587,5613,6894,344,0,115,82,5,56,1076,84,75,128
TCGA-21-5782-01,1491,1197,1890,4487,1656,195,971,3999,1509,2683,976,2010,1156,2993,130,2162,2006,97,466,1131,476,591,1266,1180,1766,324,1169,2355,2964,2320,956,4111,1279,3502,1305,3147,3488,3783,157,3693,104,379,2040,1984,882,1166,4339,998,62,2341,5594,1056,2277,372,1089,1247,510,5174,1175,13841,188,1939,1797,6827,4376,172,3342,286,1110,765,1881,631,1574,600,4266,2702,1751,8253,157,2930,420,131,25,4223,189,238,1284,410,3648,761,866,2298,988,6152,31,142,48,16,35,10,57,218,344
TCGA-21-5784-01,2439,1599,1716,11105,3182,524,3326,3534,13131,1555,5416,3015,4246,5861,327,3857,1467,598,621,3682,727,11509,999,2164,1109,891,6316,6164,2340,931,5970,3588,4698,10508,1980,9800,5582,8938,193,7770,694,2853,1963,815,3376,1483,2436,4857,697,27354,7062,1190,4476,1250,4034,2614,1252,16219,2285,3417,307,1761,3306,8298,342,87,2991,2687,702,1292,3007,6632,9318,4239,2544,5455,4627,11219,4,250,1354,90,53,26947,233,659,1254,1380,5439,860,2291,6134,1121,25166,3,136,108,8,81,19,1,142,1583
TCGA-21-5786-01,2926,4037,6151,2406,5851,1219,4835,12905,17329,2779,1703,2494,2857,15320,1112,4749,5370,292,2400,7857,1539,3050,6290,2202,9427,557,3521,559,5006,4110,3389,5223,1419,7926,4544,10411,3269,6985,98,7420,82,487,3221,202,4690,2257,8280,2988,58,3884,5347,6221,7883,1874,1227,2365,1034,6150,2115,9810,427,2240,3554,5570,666,284,1813,282,2412,3350,13254,2349,1436,2480,1136,14819,1837,1574,479,16757,992,27,0,3732,294,283,5109,1073,9330,398,1319,4668,2219,6854,0,188,183,20,26,130,56,549,13
TCGA-21-5787-01,9862,5324,6894,1947,6465,1569,6133,16299,72,2057,55,1214,1890,11987,115,4146,3736,314,427,3669,417,16,1562,652,1264,955,4123,335,3551,5634,7483,1052,33,1719,4113,8690,4613,7398,347,10580,79,2826,636,12,4040,2847,8562,3878,94,6230,3017,210,5714,822,778,5370,4315,1044,3493,755,321,333,1243,4086,454,1104,1788,1033,182,359,1609,1918,3501,9079,1300,1845,3647,2865,0,2443,10358,124,5,562,274,1199,527,735,13333,89,4238,767,63,4859,3,47,116,2,48,134,3,80,69
TCGA-21-A5DI-01,1676,2133,2034,667,2567,481,1630,2654,4858,2191,3253,852,1456,3070,144,2055,2219,119,550,1433,156,2365,1320,739,12364,61,1912,2214,2325,961,1846,1647,3959,4431,791,2023,3993,3180,24,4478,182,179,3333,389,2319,1055,3550,1347,9,7388,3419,1767,3282,310,1359,667,596,1418,680,6552,101,1537,1838,5622,517,725,968,23,631,1730,5016,2053,1101,2385,777,4284,568,2619,21,6493,142,24,2,2888,256,33,2250,913,3177,1067,1235,2370,954,2821,0,16,4,2,6,23,1,22,60
TCGA-22-0940-01,4476,9406,3456,3553,5931,3067,9358,13282,1426,3369,5199,345,3571,15447,492,4377,4366,405,123,2944,721,44,1062,2957,6217,331,6072,1564,2845,2373,4027,3085,468,2821,2773,3242,5435,6950,106,4820,196,2386,1917,120,5780,2032,3075,5027,227,3793,4523,1912,15907,1218,2128,3079,1504,2532,1280,2121,709,708,3513,4254,503,3435,1194,2451,330,3547,3750,7275,6448,1642,338,1862,1594,2030,18,1158,1066,189,16,2497,10,483,630,1621,7870,416,1328,2705,1621,2808,9,89,264,14,12,38,428,48,38
TCGA-22-1011-01,3437,2614,1550,10071,1845,888,2342,2513,1168,1322,4440,5021,3114,5286,137,1595,3217,295,715,3066,561,1052,2852,812,9807,621,5210,10847,2159,900,4164,2564,4966,6086,876,5923,1801,2986,176,1859,715,1357,4397,777,1846,2601,8848,3048,137,2857,3753,1626,2831,1482,1756,2555,1383,977,1741,23029,325,3233,3050,4530,7997,298,1420,631,2613,921,5530,1836,1362,3910,4987,9907,3989,9024,4,344,851,118,16,16264,293,655,2282,1536,4631,581,3585,3138,1890,8166,9,38,629,6,18,23,8,1368,457
TCGA-22-1012-01,8166,5222,3461,1642,5176,2102,1916,12305,5525,2189,770,3231,5756,17854,250,3363,2865,11,310,2710,282,511,5432,1999,4593,207,1119,1651,2974,844,1849,3131,2957,5553,3408,8481,3348,4629,44,5414,174,1209,4455,1800,3459,1753,4341,2653,41,4953,2159,2139,4598,709,4897,1360,447,1804,2374,1349,242,1173,2556,5704,101,891,2425,570,735,2089,3541,1317,10649,1358,2938,3632,2042,6528,540,3280,653,29,5,6353,1201,462,1357,203,5976,946,280,1730,4477,4044,3,29,135,4,14,3,224,1003,54
TCGA-22-4591-01,8340,3422,6432,4857,8455,1144,4599,27183,136,7489,3001,5253,8235,18250,288,4159,8239,449,6816,8531,3440,1734,6904,6137,4576,563,6091,782,3836,1448,10781,11308,10924,1659,2768,8639,6264,10098,113,3053,1422,3401,5302,3768,3533,2391,5993,3135,198,9313,11366,10225,11117,5000,2435,14506,1043,2169,3476,64261,330,8180,5277,9543,998,17340,5398,2161,2043,3150,3970,6109,7522,8352,3716,35116,2915,22118,17,5033,4168,1083,2,30731,84,1701,3509,546,12566,1166,1639,14257,1024,28969,202,84,44,6,24,16,34,609,51114
TCGA-22-4594-01,1145,4933,2856,1326,2379,542,2860,3993,32,1465,702,1819,760,9760,366,857,2693,131,351,1603,272,13,1501,988,555,695,4608,30,1061,211,6419,1010,273,73,1409,2384,3183,3735,99,5882,178,1790,4791,413,827,2240,560,5839,121,2969,1814,395,5552,1660,413,3803,742,1799,1349,1170,622,444,1228,1847,2218,4841,1013,386,217,561,1429,1235,1536,3564,707,4519,1350,1728,5,421,2358,27,54,172,136,3389,326,1057,83698,57,2041,916,17,873,12,527,91,28,28,19,100,58,22820
TCGA-22-4595-01,9840,6413,3465,4116,4154,774,4959,10883,14786,4900,2061,5478,5277,30079,319,6338,4619,222,968,4107,1559,1474,3089,1813,5780,693,6671,3369,12145,3215,3791,7572,2845,6624,1616,10992,6628,9025,137,6163,399,1578,2256,1569,5816,4796,7856,5833,99,9346,5260,2144,6231,1524,3373,1863,1731,7950,2027,10156,1088,1987,9669,7046,1445,562,5061,2149,1179,1818,10591,2784,2153,4621,1068,14711,9948,1538,10,1941,1937,69,5,2549,9,1256,8937,1781,8734,2397,1287,1977,2953,8530,2,249,7,6,46,206,1,103,125
TCGA-22-4596-01,2163,2409,1220,1379,1597,335,1314,2345,49,799,34,118,709,4261,10,1077,3360,196,214,3234,989,46,1756,972,1242,1224,10683,200,1275,1343,5696,972,196,114,895,3272,2760,2973,275,2520,424,17518,2133,396,1595,3617,1595,8254,2727,4834,1515,402,3531,2923,571,6145,1897,2174,1007,2300,776,1171,850,1978,696,717,1278,6132,131,788,1888,8440,241,1789,230,4001,9044,2298,0,579,2406,294,9,1341,25,1461,222,1753,29447,87,1782,755,42,779,10,204,86,31,68,15,1,155,578
TCGA-22-4601-01,645,976,953,712,1234,232,816,1721,237,1233,1416,1889,4718,3814,178,1106,1818,70,244,3234,292,1910,2855,584,1550,324,1594,4525,1604,1541,2579,1660,2787,2223,1111,4550,7654,9142,79,1461,38,1853,1876,1451,589,1307,1511,1674,67,7438,4353,1989,3572,491,1063,672,928,7941,405,2911,147,1523,1709,5218,532,6227,1991,1024,603,2826,966,3501,935,1767,1360,2412,1337,441,4,3489,720,74,5,7315,177,930,2627,487,2987,269,1436,2649,3349,1660,15,149,55,13,10,18,0,398,1263
TCGA-22-4604-01,3806,3730,3326,5866,3915,1256,7967,8953,6109,4478,2200,4790,10783,11763,545,3048,4389,347,1415,9722,1161,2009,4551,3575,5110,794,7261,7019,5812,5640,4138,11506,7436,4464,4285,16032,9211,7908,139,5324,96,922,3687,2358,3403,5562,11501,14923,66,4012,8626,3473,6913,5393,4186,2286,1716,6782,2879,7993,1557,3441,4189,4311,4219,1248,4960,743,26898,5176,10861,4792,2543,2314,7204,9873,4910,7503,32,10845,1920,631,0,12008,248,1353,2461,2240,4404,731,842,3254,5415,5749,4,95,34,16,317,50,2,6325,364
TCGA-22-4607-01,5376,4186,5365,7038,6999,1554,4435,8078,401,4813,11733,2204,2348,14363,211,2545,3199,627,630,3493,821,750,3760,3069,1473,336,3726,7056,3895,2314,8060,3991,2775,6329,5131,10602,7311,6660,100,10063,470,1011,5244,615,5321,1526,5316,6392,82,12657,3737,1021,6032,1886,2068,1405,1096,5468,2615,3064,382,565,2034,8099,1579,561,2300,194,3066,835,8717,1386,3882,5452,2955,4631,921,1224,8,684,2022,190,8,1521,533,2686,686,529,3068,915,857,1641,2046,4907,3,17,61,35,7,46,38,76,90
TCGA-22-4613-01,2053,2161,1301,2418,2343,472,4030,4323,1854,2784,1804,1453,2531,10028,6,932,2066,168,2682,2421,271,6294,3465,3498,1198,96,1385,6539,2482,1756,1666,3151,1840,2859,912,6343,3536,5602,44,2068,146,434,1863,2313,1704,1075,3295,3536,23,1460,4765,12086,1826,846,3729,881,329,614,1383,628,209,586,2304,2694,476,469,2596,447,2990,1442,4240,1235,1578,743,1151,2521,1724,843,17,4188,1194,164,5,3343,287,589,524,347,1546,346,679,781,2306,1361,1,9,90,38,6,16,11,1029,11117
TCGA-22-5471-01,2574,4857,5282,9552,5485,865,5715,20556,7732,8929,1930,2720,3831,12768,1348,4530,4966,416,541,3350,460,2673,1556,9251,23329,287,2111,8555,5868,12836,1850,13954,10996,3964,3550,9007,13654,15089,84,7384,129,558,2265,1886,4698,1504,4609,4661,20,5977,8681,3825,7722,1299,12784,619,1573,6510,3786,2417,338,1619,9056,6317,1135,986,4248,325,2252,4899,4408,18715,1857,1574,1991,14472,1360,6481,464,11861,607,483,1,16360,156,569,1038,383,3818,383,1440,4563,2748,3905,1,232,702,4,30,57,3,197,2968
TCGA-22-5472-01,4466,2088,2227,4923,2464,666,2276,3847,430,1377,334,5134,6078,5256,189,1519,2864,341,1287,4620,1069,1273,1555,528,2237,827,10875,10532,2222,1016,9049,3065,21791,5921,1633,11277,3225,4471,378,5203,779,3697,1069,3080,1540,8277,2486,5997,1196,2789,4650,1669,7002,2970,3997,4605,1705,11025,1621,895,405,5073,2690,4536,3128,170,2342,9572,2343,1619,9549,14592,3466,4456,3423,2990,8227,2557,15,6565,2401,353,22,14743,1122,1537,2291,1120,21299,1196,3879,1710,4059,9619,40,244,40,24,78,18,8,191,2664
TCGA-22-5473-01,5089,6658,2668,13437,5490,1659,15283,11139,30586,4883,5707,5344,4410,18740,93,6461,4143,969,1064,3535,609,2287,4146,3280,26610,622,2878,17295,4587,5663,3530,9906,9352,10040,4825,14026,8519,12256,46,6471,2127,2871,5039,1594,9027,3095,9212,6171,46,14718,4873,2459,10677,1044,5523,3018,909,13873,2642,6635,760,1746,6825,13449,711,16005,6269,1989,19239,9243,7263,3456,8147,1386,9534,17754,3615,12282,1,2569,957,1238,2,16017,213,509,1978,1053,9424,433,2030,12991,5371,10362,62,139,15,3,46,28,10,16,245
TCGA-22-5474-01,4196,4329,3335,3372,5242,2073,8606,7686,6458,5368,10481,5171,6569,14981,245,3571,4426,303,624,7922,975,1994,2110,3789,4679,792,6871,8764,4716,18344,9398,7568,11482,9756,3291,13421,8367,16404,215,5341,688,3397,7958,1756,5306,6071,3875,6440,204,6012,13982,1999,14215,3021,4181,2792,1219,8447,3042,6657,741,5346,5128,4065,1002,11712,4956,1199,659,6275,2693,12521,9525,3337,3433,11797,2712,3621,2,6101,527,98,6,16729,10,2030,2034,1290,8080,141,3518,3230,5617,4123,2,330,150,8,32,66,10,695,22743
TCGA-22-5477-01,7796,4876,7708,4069,10409,2016,15089,10616,1669,15287,11520,3751,18004,17641,363,6918,8249,937,2041,6454,1218,1626,4941,6143,14245,725,4843,7803,6234,5827,4871,8027,28406,1796,2059,16985,16587,28468,178,3207,230,1455,3632,9778,5425,13079,8146,7834,286,4394,10231,6339,11080,1277,6656,2336,1904,10790,5209,2223,752,4965,6936,6410,2125,30874,4768,3068,5987,12534,10986,7580,15665,1442,5044,4865,7903,8591,17,36549,1862,1058,7,22691,458,678,5316,1567,10334,255,462,23137,9062,6450,8,131,85,5,19,51,14,415,5325
TCGA-22-5478-01,6244,3195,4043,1985,2638,824,4457,11549,1595,2002,2912,404,3451,19176,675,8906,7107,1311,2664,5146,1612,3109,5985,2990,2725,1454,10280,612,2437,1350,5418,4029,2945,65,2763,9635,3818,4902,168,4585,751,6979,3552,109,2932,6071,16440,9338,148,35850,3513,4707,3766,4100,2714,7754,2523,3055,2730,28207,595,2944,3255,6505,1070,746,2417,1300,2446,5013,5045,3808,2494,6768,2406,7755,12984,15201,18,2575,6732,797,29,10839,880,1781,6793,5767,26798,654,2692,13753,30,12046,549,125,253,6,28,63,2,291,387
TCGA-22-5480-01,4476,7344,3507,5641,3420,734,5318,4517,76,3508,986,1196,1459,9874,675,4003,3728,29,4215,1163,977,34076,1032,2395,4372,654,4208,138,3356,1491,3567,3607,768,6804,3041,6850,3741,5048,362,5602,581,4145,4998,79,1613,6171,8131,4611,73,19428,2429,20101,5469,1005,7797,3667,3173,2272,1437,2268,488,1899,3641,7063,560,485,2003,2663,676,2151,2616,9929,219,1817,1892,25338,2239,4829,22,1092,1239,213,9,2481,26,575,442,895,7627,542,3960,3008,672,1287,8,731,10307,5,55,2,258,458,477
