Unnamed: 0,ANLN,CCNB1,ZWINT,PITX1,CDK1,PBK,PSAT1,TK1,GJB6,RFC4,WDR72,FAM83F,FAM83D,KPNA2,HOXC13,UBE2S,ATAD2,HOXA10,OTX1,IQANK1,PRKCE,DAPL1,AK4,RPL39L,ARNTL2,HECW2,TGFBR2,GBP6,FBXO45,MELTF,CAT,XXYLT1,PTPRZ1,BMP7,NPM3,TTLL12,POLR2H,ALG3,PREX2,PPP1R14B,SLC1A1,LIMCH1,PDK1,SOX21,GGH,UTRN,SLC16A1,CYBRD1,TMEM100,EIF4EBP1,SIAH2,BCL11A,TSKU,GPD1L,KCTD1,CITED2,PTPRM,EPHB3,YDJC,EGLN3,RECK,TENM4,PIGX,FAM162A,PAX9,SLC7A11,BDH1,LRRK2,FST,SMO,FRMD6,LAMP3,TPD52L1,LGR4,RGMA,SLC1A4,MGLL,SERPINE2,PAX3,IGF2BP2,DDAH1,KCNQ5,LEFTY2,CYP2S1,TBX18,ENPP4,STON2,AKAP12,LPCAT1,ULBP2,PC,ZNF703,FGFBP1,WNT7B,SERTM1,PRDM16,SELE,PROK2,GREM2,HOXA9,ELAVL2,NOS2,GSTA1
TCGA-39-5030-01,2078,1669,1274,764,1268,511,3273,4059,73,1267,1164,2265,954,6960,69,998,2075,116,538,672,302,1040,259,982,2665,546,4018,1141,1531,633,2569,1700,1530,2418,570,4749,1480,2491,138,1863,239,1239,2217,325,1450,3391,3307,4104,48,1233,1380,2628,3480,400,2084,2364,2143,756,472,1449,357,2340,1438,2982,206,350,622,541,498,2451,4181,2157,486,2343,818,5062,1394,3536,38,309,1168,629,11,545,127,721,342,1294,3909,294,1245,2189,2196,2296,0,47,4842,4,82,49,48,847,107
TCGA-39-5031-01,3524,4280,2230,11457,4548,1595,8286,5644,5149,5210,2259,3484,4022,10015,753,3888,3819,490,4318,4157,2673,2353,3861,3009,4165,575,3734,13372,5950,4430,4551,10329,9039,7110,1762,9373,7730,9057,253,7307,390,1553,3227,5437,2701,2563,5564,6727,183,5020,8467,9190,11471,2340,6137,2787,2420,6906,2151,7226,695,4973,8265,7213,1761,541,6819,2979,30510,4627,14947,7998,3173,2974,6698,12537,8852,7457,85,10606,2347,449,81,14411,293,1014,3023,1344,13651,830,1877,7724,3069,6996,6,242,403,27,91,57,128,5779,5050
TCGA-39-5034-01,1949,3870,2392,2067,2887,1534,3985,3801,6,974,367,3394,757,10142,226,2094,8503,13,139,4453,346,6,1199,568,371,640,5348,13,1201,281,7461,766,34,51,727,3278,1593,2034,606,5252,1026,4551,2110,38,3435,3451,356,2938,69,2154,1799,409,5478,1262,1548,2203,519,1769,1705,8821,503,1071,1341,201,4131,6820,681,289,303,384,1194,933,1191,4109,284,7094,7217,1337,1,458,7178,73,10,88,10,1805,655,1196,108869,10,1928,1537,98,2325,3,2624,22,39,19,2,44,27,4893
TCGA-39-5035-01,2828,4296,1194,3991,3463,1850,1143,5995,1926,1748,2800,1039,1216,8295,1336,3373,3344,468,269,2181,587,55,2057,859,1720,139,2208,5261,1960,706,2803,1572,271,1383,2410,5143,3443,4452,54,6660,99,2612,2719,27,825,2433,4108,3581,111,5822,4294,1740,2523,850,4185,4237,947,4784,861,3785,220,259,1156,3989,1077,59,989,1541,241,190,1665,2001,6333,1631,733,4827,671,536,0,2963,507,570,21,354,4,927,261,440,4282,355,687,8317,2268,1237,1,19,62,3,16,139,13,7140,116
TCGA-39-5036-01,1544,3910,1586,4368,3210,1189,5958,7628,2761,2754,4461,2600,4152,9068,50,2667,1860,167,638,1896,547,1421,3423,4096,2766,149,1524,7886,2892,3460,5265,4488,2538,6737,1709,6257,4992,9954,10,6934,87,752,4157,576,2152,701,3947,7358,44,7503,3862,1737,14249,1067,2212,2530,132,7019,10774,9684,123,1561,4700,8633,1283,7324,2135,527,1176,3202,3363,5219,6302,1172,3444,7711,1545,2743,12,5776,667,526,9,7141,84,573,2714,113,3737,765,9563,2631,21132,4165,28,247,8,0,1,9,5,51,4692
TCGA-39-5037-01,3967,7185,3146,6987,7028,2918,10959,20333,30290,11048,9141,3595,3247,16272,570,4401,3667,1419,398,4180,471,3765,2099,6337,9876,148,492,8775,7248,6272,2157,13466,1600,8091,10711,11267,20765,16284,33,9041,119,1628,3652,1942,4146,1459,4829,2290,123,22054,16839,5581,6873,1509,4692,446,218,13837,5599,2284,459,1258,8821,10421,839,12056,6469,1765,6112,3406,5719,3513,5198,2158,2487,6950,2258,8007,65,11180,904,175,0,7670,926,444,3095,108,4083,369,1485,11465,4964,7344,111,205,52,1,9,73,1,2986,72426
TCGA-39-5039-01,1849,1357,1043,1643,1272,296,960,3346,6026,688,1248,1445,749,4140,195,1956,1091,132,65,1490,508,540,632,421,3654,249,3678,488,1041,272,3528,1026,2376,315,1084,7190,1535,2504,183,3451,1636,2505,1050,237,1143,1981,3321,5327,97,4172,1681,200,2926,1345,951,3835,1432,1657,1490,9008,325,566,842,2654,2587,523,475,5850,1560,492,22949,13002,1276,817,1135,1807,5684,14622,0,1428,2179,107,8,9314,254,459,797,1532,24882,757,981,1275,7359,5596,0,131,1899,2,23,5,9,23,1007
TCGA-43-2576-01,1398,1145,1263,762,1064,182,627,3935,107,785,20,504,642,4805,492,2217,895,54,82,2447,332,4,299,1255,1512,322,3488,5,1090,714,2464,765,101,49,960,2103,2651,5582,162,8899,164,5427,1079,332,1061,2191,1456,4557,55,15589,1407,205,3945,883,671,1826,1836,1061,2558,4256,397,821,787,2107,693,194,482,215,329,1037,1249,229,1184,2304,160,1849,6816,4854,0,563,2396,30,7,2244,135,491,312,557,17733,33,1026,5972,580,2770,4,36,124,2,12,18,4,53,1336
TCGA-43-2578-01,2641,5611,3850,795,3121,826,3633,8894,19,5520,961,5114,3097,17718,335,3733,4817,607,225,6103,668,26,5230,81,1092,643,4594,198,3538,1480,4681,5173,1430,16994,1396,4219,7973,8560,566,6471,366,2104,4226,1527,23421,7822,4378,3624,241,21142,4383,243,9917,1371,2786,2912,1215,5805,2178,3204,493,713,3604,9028,212,7722,6209,6796,87,4542,2271,10535,30252,1068,604,1932,5016,1909,115,4235,1312,748,33,890,131,1539,1709,973,21331,234,1981,15340,156,873,3,533,78,2,80,214,5,120,280
TCGA-43-2581-01,3585,3207,2728,410,3205,297,1481,7302,3004,1058,7,38,1125,14460,2,1888,3153,3,1624,4212,841,1,1127,865,2145,2237,25467,21,1131,1739,3592,739,11,23,1351,4012,2153,3729,83,3603,2120,2247,1423,4,2748,6384,2448,3340,13686,1303,1251,652,763,2196,336,22570,3451,1074,1090,4411,338,983,1108,1893,133,1094,1127,8475,983,281,1145,5876,525,7453,166,11471,17533,735,0,2917,2776,231,29,4976,13,2172,164,1111,29171,36,5291,444,2082,932,0,87,253,22,511,6,293,46,7
TCGA-43-3394-01,5959,4540,1949,5486,4032,815,15062,11162,6486,6069,4227,4075,3376,16268,233,1645,3452,743,1424,3971,641,43555,2679,6559,12634,377,2497,8086,4064,3814,7126,5520,7833,1713,4404,12376,7575,8585,135,4155,180,1873,11707,2384,4441,3328,4766,15291,144,5513,10789,5920,4154,1840,3508,2010,650,3867,1707,2566,485,1830,5235,17955,679,2488,3584,2347,3381,5232,3386,10468,5868,3807,1552,2914,2788,2837,17,12486,1846,651,4,6354,931,924,2455,694,7066,656,898,1941,4421,6362,11,203,257,39,59,50,1,900,12935
TCGA-43-3920-01,2681,6418,613,2718,3397,1134,3744,9303,4528,3267,4580,1647,1787,10791,64,2115,4737,560,418,1188,546,798,2369,7401,3877,550,3084,4239,2292,684,5208,3235,7173,1704,2432,3755,5563,4100,847,3031,483,720,7616,1100,8292,1460,4247,8682,203,3152,3114,2511,4135,920,2276,2185,1047,2177,1411,6960,701,955,1404,17538,195,439,1365,454,3025,3141,15463,741,3618,11522,587,2325,1543,23032,44,2085,750,561,7,1655,1238,1242,578,2426,4612,759,913,1637,848,4633,27,15,68,77,116,151,2,306,106
TCGA-43-5668-01,6698,3032,3590,267,4755,519,1554,7519,3506,1131,5,1370,2286,30217,61,3749,6865,263,2039,5791,1593,8,185,976,1522,1771,12902,21,1315,274,2861,1236,21,91,620,2693,2230,2927,104,6892,104,14534,1121,2,273,16971,3721,8756,21,1064,3761,408,32801,7083,2384,7556,1551,2395,3514,841,1033,1158,1333,2287,504,733,330,1054,2198,321,3212,1831,1313,8886,152,2870,3830,3647,0,177,8637,125,15,9589,9,6024,526,7267,82682,42,2270,900,7,5475,0,113,139,5,2,14,2,37,19
TCGA-43-6143-01,17035,7440,10977,4074,9700,1813,6701,11371,211,11781,7501,192,7195,15867,89,6490,26084,790,607,9730,3795,176,2264,2911,904,887,4742,1854,10771,11439,3577,5318,1382,16849,2548,11115,11423,11292,251,8920,230,4037,5893,26,4160,10842,4863,5908,181,4752,6473,8166,9515,2004,7144,4301,2697,7137,3513,10028,960,1715,4569,6687,8697,4417,5274,782,2270,2393,18246,8177,3819,1471,225,5084,2196,10644,45,12991,2679,474,14,1486,778,1527,4436,1712,3329,207,3698,3684,860,2118,2,74,59,1,48,1272,2959,539,2050
TCGA-43-6647-01,3860,2053,1025,1759,1507,372,2103,3891,2003,982,2797,2691,889,7694,603,1620,2128,117,321,1116,715,3146,4697,1271,7101,1063,13843,3314,2482,1975,9326,5922,6578,303,1874,7352,1772,4270,171,5453,1148,1025,2930,5,2672,4253,6115,10703,37,19692,1488,4452,17467,532,20573,2511,1997,3566,953,6712,825,5110,3231,2094,447,3490,1441,870,1114,4562,16121,2488,1541,5291,2694,8473,2784,5489,3,5264,1605,221,8,4339,508,755,4303,3268,9640,987,4318,7479,2986,3093,0,86,1241,6,23,5,229,438,6
TCGA-43-6770-01,5696,5617,3224,12055,3470,1222,15062,16900,34850,8001,5338,6593,13131,22579,78,3355,4190,381,2316,9006,1353,3052,14393,5413,11088,1265,6294,11950,5784,3596,8479,8679,10800,11701,2847,37276,12738,19669,269,7923,497,4507,11972,4417,3614,9379,22766,10046,255,9927,11278,2808,14441,1301,9451,4504,1689,6846,3672,6497,661,5696,11066,9315,1138,20308,9338,2534,15704,10273,9065,5082,6885,3415,19836,16185,5552,15477,6,11836,2890,2616,1,11346,636,500,5990,2771,10771,757,7244,11036,6461,16891,34,230,86,21,233,31,2,1507,10055
TCGA-43-6771-01,6547,4318,2412,17875,2170,661,996,5727,73109,1142,2,54,1967,6952,2,2308,1845,2,139,3221,849,959,9073,93,8132,1518,10607,7575,14420,7661,3943,3275,31,50,2039,10508,4437,5414,149,21387,52,1041,4552,20,2257,5336,14224,2751,19,7205,5424,477,16689,2185,3633,5644,1429,16517,1077,38430,460,3556,1670,6849,693,1042,5134,258,10649,558,20378,1691,3774,3144,820,7029,8827,3378,1,13303,469,99,0,598,47,164,6140,1298,9959,1299,18550,1541,11051,4955,0,65,123,43,37,1,8,17,3
TCGA-43-7656-01,6852,3908,3579,1136,5582,995,4164,6409,124,3010,5526,3170,4131,10870,416,2956,5513,903,217,3274,295,154,1907,2150,1232,559,3747,18,3858,1420,4868,3398,96,910,2624,8575,3970,3792,190,4865,132,850,4794,5,1112,7272,1978,2707,61,4894,3204,3382,2480,1679,4968,3288,2102,3219,1603,2395,600,957,2177,2524,64,1545,4127,382,759,2852,1990,6612,3565,1593,1468,9552,1442,7918,47,1238,2676,550,10,993,18,572,702,845,6731,262,2277,3773,368,2758,0,78,92,0,12,999,3,97,1445
TCGA-43-7658-01,2995,7773,8077,203,6851,1644,3497,4981,66,11899,1176,3241,4264,14626,449,5420,9488,1356,664,1229,505,21,2501,5121,1313,232,2187,34,8714,13531,4738,4596,11,1354,1327,5981,6895,5704,49,5199,1072,3568,3070,217,2783,6897,3208,1315,475,3776,3943,5227,2908,1203,7720,3577,1033,16550,1470,3320,461,3902,5596,7093,181,171,4552,961,455,4230,613,3044,1656,1460,1960,10526,2018,16376,2,3184,5203,31,11,814,3,2461,1179,1782,24177,75,2184,2661,169,724,3,130,46,7,15,505,1384,299,10
TCGA-43-8115-01,1756,2064,3812,2952,2095,432,1676,3491,3342,6790,1021,1037,1599,6858,168,2575,2948,247,731,1886,1155,290,1806,2536,2285,526,6496,1943,8319,5169,3047,10053,2120,5218,1066,3118,5947,5385,213,2712,313,942,3101,1849,1513,4983,4869,7639,44,1851,4507,3609,3895,862,2601,1701,1659,5970,994,2331,1115,3810,4892,1818,647,407,4099,777,1523,2399,3256,3080,586,2710,820,7587,2024,1597,9,5423,2075,104,1,2342,75,996,2043,1565,3367,313,1507,1563,1577,1232,3,63,194,17,64,89,16,3558,339
TCGA-43-8116-01,1823,2145,2199,1103,2338,581,1623,4734,1073,2425,2258,2470,1093,5655,7,1946,2325,306,293,2194,652,393,1292,707,6700,198,1504,560,2967,3489,3685,4493,552,1461,1166,8245,3309,5024,101,5690,97,285,3046,405,1422,1809,3172,1344,23,7403,3214,4478,2821,978,2395,1905,583,757,1667,2943,116,1146,2929,2039,1088,401,1240,755,131,1043,3348,1974,1091,3617,771,3532,960,841,82,3911,832,601,2,220,71,571,816,273,3097,95,1514,2301,1607,1832,0,38,79,10,6,490,40,45,56
TCGA-43-8118-01,5904,3725,4217,4851,3719,1275,3869,5201,3677,3332,1632,6133,3456,11851,375,1649,4184,207,551,4634,710,1643,2616,1568,6458,398,5110,11245,2772,4056,3383,5814,10018,3309,2346,18265,4426,6554,286,4031,454,2542,1003,1866,2624,3617,8900,2490,307,5355,1356,1120,3617,1516,5212,2194,1521,6239,2631,1330,348,2454,5885,3169,938,799,2150,11573,3702,2070,4075,7102,4977,2070,3582,4676,7840,3879,113,2960,1144,452,6,11178,264,806,2841,621,13524,681,1392,2610,5103,5758,1,334,43,2,26,18,1,98,1576
TCGA-43-A474-01,8486,4962,2050,7852,3692,1513,7300,4813,5186,2202,6761,2594,5403,4804,72,4446,4089,628,1840,5094,675,273,3831,1460,4765,196,1690,6378,2596,3793,3215,2738,13712,2758,2053,22833,4208,5626,58,3655,250,2607,5381,2027,3280,4271,10131,7801,3,3475,3428,629,7007,400,7478,623,351,1082,3330,8988,312,2483,2589,6064,571,21579,1768,46,50782,2255,10239,258,8954,6791,2849,4213,401,4634,0,8586,241,1337,1,8222,1391,17,4656,688,6400,634,1959,5602,8220,7626,21,39,14,4,17,25,2,36,5192
TCGA-43-A475-01,4574,2862,3480,5564,4595,1805,4511,8974,6736,5036,6327,1842,957,10341,54,1987,5653,224,293,7422,583,2508,1262,1896,4810,293,3642,10304,4290,8334,2436,4912,10299,5227,2055,5892,5172,7316,143,2234,210,856,1592,1570,3791,3775,3794,5747,40,1710,1907,2498,7598,1646,6735,1877,1819,10641,1343,733,374,2440,5280,2926,274,10972,4949,1458,5404,1372,3241,3361,3786,2152,6379,2529,1537,5327,12,5917,471,551,4,5947,433,625,1341,674,5378,82,1038,2917,5321,1950,7,44,111,7,33,89,0,2092,18175
TCGA-43-A56U-01,1505,1245,1041,908,1114,421,1843,1084,4854,1471,746,650,624,2196,114,916,2111,61,325,2757,583,232,1520,357,1038,338,4218,1016,2680,635,1926,2266,2971,772,499,1627,3270,2803,207,2930,286,1280,5206,478,1327,3320,1556,2005,141,2307,3789,1104,1043,1090,1068,3325,1463,2747,862,3695,377,886,3900,2947,491,254,2784,633,260,1209,1731,1147,1212,809,337,3360,3005,1594,0,2081,843,88,6,1232,53,953,1539,1585,3699,576,526,1288,861,1267,6,171,570,30,67,12,5,180,727
TCGA-46-3765-01,2141,2608,1441,1591,4207,652,12574,5063,7822,4020,4187,2380,4325,10534,380,1546,1838,380,1069,2208,480,3871,2984,2685,2595,343,3361,14184,3438,953,2678,4489,2300,2158,2263,4923,7525,16434,89,4238,234,1574,3316,747,2653,2201,4303,4497,95,14782,5426,882,4711,1047,3336,1226,855,2609,2544,3115,545,607,5228,5062,513,5889,1525,2387,5573,997,4718,4687,45860,1948,4020,2773,5206,2888,6,5979,1583,99,6,4945,318,1297,1488,814,4433,734,1276,3784,15210,6959,4,48,21,15,2,17,2,549,11266
TCGA-46-3766-01,692,614,569,455,752,150,613,1062,1412,627,2021,738,427,2367,81,380,1034,104,81,996,500,1374,739,721,1584,628,8931,906,1716,278,8018,1867,1008,711,842,1645,1566,1781,306,2549,528,2388,2478,312,1161,3290,1837,11937,641,831,1590,472,2444,1603,881,2616,1472,1840,355,1946,682,1873,1436,1848,217,161,276,4477,1015,1145,5447,8475,1688,1916,816,2853,4019,3254,2,1428,1355,124,10,1622,50,1278,788,2077,7706,395,1046,673,211,1855,20,165,311,5,38,18,8,366,210
TCGA-46-3767-01,1768,1405,1297,974,2117,300,1033,2018,1224,1213,2064,817,1023,3500,467,544,1975,236,225,1558,590,1663,2305,1391,4015,1138,8698,995,1990,585,4876,1992,3780,1907,1084,2509,2000,2801,440,2629,249,3551,3364,521,1769,4917,3335,14098,288,1936,2399,1485,3642,1339,1295,1767,2170,3696,687,6070,968,1819,1309,4906,187,262,440,2683,1424,2942,7323,4192,1606,4911,802,6456,4043,5409,11,2594,1231,173,99,2561,279,1225,1282,2601,7505,621,608,1733,404,3387,9,215,660,23,62,38,28,475,187
TCGA-46-3768-01,5301,5540,5975,1653,9868,2046,11534,15931,4597,9742,8059,2293,9960,22183,289,7941,7147,646,2374,6210,1006,1220,1121,7839,1745,331,3290,6263,6366,6084,3714,8508,4769,3386,2452,10170,12699,25183,87,2437,271,3027,2251,4748,3877,4859,2891,5581,173,3347,9387,3282,9220,1734,3003,1042,586,12129,2698,697,2169,2123,6287,7645,736,13146,4337,1928,276,6026,2101,5943,12163,2914,344,6818,1532,889,2,6329,1392,77,3,11220,556,3370,1487,520,6429,282,1565,2185,2079,875,49,64,52,8,5,16,1,66,6493
TCGA-46-3769-01,4005,4921,2598,927,4944,798,3687,3755,1307,2075,128,1633,530,5128,23,1191,3333,645,186,1686,1338,101,111,2781,10969,301,8266,558,2274,11058,5697,2612,222,134,1382,4089,3616,4641,57,4849,80,4914,2787,32,1512,2232,6923,10617,106,3097,1785,75,13090,292,1707,5413,1546,1516,3372,1929,442,384,2669,2551,18,4550,1766,218,182,362,5030,1735,5850,718,85,3996,6279,16133,0,2634,2764,41,4,1187,881,346,221,2196,15257,2952,1766,417,339,2964,6,16,33,15,15,24,1,44,56
TCGA-46-6025-01,5850,6625,2752,4771,3429,1090,12313,34634,17408,4082,5687,12558,2650,27201,104,5397,3691,424,744,5936,830,533,4209,2677,8392,604,15622,8948,18069,17855,5847,7852,11041,11557,4793,13497,14455,29765,76,15740,175,2736,4031,2056,2211,3122,11601,4625,62,6578,11142,1760,23722,1071,6180,3120,722,51425,4507,19741,681,2143,5863,8168,2330,23896,2275,1135,5059,6760,10634,2129,4710,2545,20439,30314,917,55008,6,12572,499,988,1,35525,343,163,2929,542,11076,275,13476,13488,48552,15716,6,3335,11,2,19,60,6,57,679
TCGA-46-6026-01,6082,4201,9092,1776,5905,1623,5526,27395,858,6393,3587,3647,7898,12200,780,2634,4359,276,1409,5740,568,4910,10087,3872,1742,1148,2689,1929,9611,3296,4095,9476,13576,7938,6127,20999,9996,10549,122,7809,272,1561,2983,7635,5929,3844,2686,3645,661,9738,8870,14258,4081,742,9035,5858,2252,15613,2278,2128,124,1947,2197,12045,1490,1101,7755,657,8998,3072,7163,658,9120,8035,14151,7754,2011,12376,3556,24293,2099,5689,29,29706,2413,790,2332,854,5406,1206,1357,12373,3382,3944,0,81,63,76,29,433,3,229,1735
TCGA-51-4079-01,4659,3246,1629,4202,3278,1992,6731,6078,11198,3207,7757,4577,6758,14043,121,2614,3192,223,935,2809,573,2011,5336,3006,12570,368,2285,19680,7075,1450,7658,4061,9581,8631,1510,10847,4184,9628,78,5023,455,2865,3979,814,3075,3343,9807,6749,80,3405,7553,1597,5471,1196,2949,3020,729,6898,1327,12680,488,845,4888,5505,1102,12890,1457,2927,6944,3342,5396,7751,6608,2008,3429,14156,2000,7231,14,4670,947,299,3,21273,16,617,2220,749,6044,820,7328,5921,45241,6998,41,130,306,14,24,4,5,174,4875
TCGA-51-4080-01,2270,3836,2150,5369,3520,1461,14504,7145,7663,4671,6460,2408,12762,16575,575,3134,4987,570,1820,8947,496,7167,1101,2415,6348,428,1463,9297,6153,3929,3354,3462,11060,11495,2631,9718,5021,5601,107,6184,61,766,2309,3682,3227,5622,5687,5303,208,4180,13537,2679,6111,1252,3308,886,527,1675,1792,290,420,2101,8426,3294,2373,22623,3954,1185,9586,6237,11271,6406,11389,1266,3863,5040,978,2896,73,11099,863,33,6,10250,1664,1678,3524,388,2424,328,1532,2636,13990,5044,255,289,49,3,400,13,22,16,5107
TCGA-51-4081-01,4300,3228,2174,3870,2854,1221,5016,4485,6944,2691,1424,3718,7781,9901,303,1640,3829,222,1114,3239,341,479,2849,1312,7244,659,2361,7745,3039,3851,4780,3900,12595,8699,1292,8704,3887,4261,134,3144,95,1834,1426,2187,2847,7494,2548,5638,9,1672,4468,1412,8921,813,3541,807,1129,3905,1812,3662,656,4506,5244,6721,2162,7418,2846,419,5075,5185,11641,590,5510,2829,3308,2804,2749,3136,7,8425,596,404,2,5821,1163,116,6270,996,3744,166,4660,4241,13622,5005,66,84,101,0,23,58,0,781,1267
TCGA-51-6867-01,2525,3659,2267,742,2996,1149,4608,8647,715,3134,5434,2204,2857,12897,140,1538,3604,430,723,4559,1897,7642,4288,2220,4381,734,7096,6995,18603,11230,9507,9108,24612,4036,2946,7539,11306,14913,213,3966,169,3284,4640,5915,3404,3544,14747,7938,248,8377,7734,2570,11013,1968,1760,1776,1059,12337,2414,11845,531,3971,14466,12361,974,9893,4846,468,1745,7813,6174,12562,5810,17378,10218,5236,2083,4074,3,13222,1042,1342,15,18519,1326,1231,3288,1407,5767,64,1342,1695,1201,3524,34,145,151,7,10,22,6,1106,14214
TCGA-52-7622-01,4001,3672,1950,1796,2683,1181,6694,3711,3559,3002,4208,824,3512,10682,211,2823,2286,259,517,5703,1506,1383,1242,989,7824,807,9602,8787,4347,2060,6426,5395,11658,5298,2181,8472,5167,7484,496,7720,678,7510,2073,2309,2077,10578,4612,6204,250,3128,3661,1815,10117,2074,5465,3913,2320,7223,2092,7204,1479,3848,4917,4109,1304,29249,3750,13242,2462,4486,4740,21949,6674,2707,2790,4497,7149,3671,1,5708,2973,507,13,10585,1105,1051,4535,4985,26510,543,2414,2771,22624,4484,463,728,856,47,29,14,4,282,3824
TCGA-52-7810-01,1490,4138,2166,6287,4862,1006,12708,6263,9496,3839,1041,4420,2820,7208,565,2810,6460,228,457,6780,437,2911,5852,422,3001,316,3993,4293,3218,1602,5111,2301,3888,10943,3684,11697,9571,15343,23,16328,42,2348,4322,615,3782,1660,7626,1341,5,10422,6190,1489,14207,1691,2684,1277,567,10442,7960,8332,106,1464,3979,6577,1084,4163,859,125,1312,3107,4762,1584,4172,2787,1154,10623,1163,13324,0,4839,485,294,0,2167,808,209,3576,299,40983,3288,2401,1855,794,12928,4,25,3,4,53,38,0,31,2
TCGA-52-7811-01,4126,4721,2808,4298,5679,1698,6533,6067,16866,2231,3943,4743,2111,10068,155,2146,4096,270,574,2541,1050,7929,2803,1830,8961,775,7364,11734,6621,3536,5560,2846,4253,8324,2416,9820,3354,4808,658,6147,378,2438,4630,72,3282,4466,8993,4727,32,6667,4275,864,7883,1033,3798,2395,1799,5577,1308,3994,451,1351,7721,3320,1112,7645,2591,3501,3587,2761,6128,7551,4765,1727,2798,5100,6710,12484,1,3384,1366,566,18,2609,1431,496,3712,1071,16629,1265,6148,2551,24771,5481,13,162,234,7,46,16,1,66,665
TCGA-52-7812-01,5209,9301,6115,1056,6677,1120,3890,16203,284,1997,70,54,2035,23243,3,2627,7457,12,256,3864,749,5,2521,2960,4193,231,4943,51,3794,3358,3202,1470,22,47,2034,3011,3960,2578,91,8936,1060,5640,1103,13,3579,3435,3161,1257,17,2015,1889,451,5330,738,208,1984,1120,1143,2038,802,351,224,3327,3981,1169,2941,765,1288,39,269,922,2480,951,1059,424,1515,4125,3230,0,4157,2036,273,6,1659,3,1570,600,1411,98280,54,2262,278,626,1484,3,78,113,8,12,8,76,80,482
TCGA-56-1622-01,4730,4019,1792,4267,3429,954,12778,7088,18125,910,4850,3503,7743,14211,3,3456,5523,146,1047,9091,511,5140,1798,581,15653,422,4757,2905,1337,955,8097,2376,10161,5958,1793,8663,7641,8408,227,3589,69,899,2974,5349,7890,3839,5238,2388,14,8793,4489,2608,7278,1665,2953,2409,822,8829,2521,10661,144,5001,1467,2341,3841,3147,870,541,2630,2404,9434,19601,4868,11725,2157,6790,1997,6938,4,2737,1067,1156,5,19910,49,1097,5389,3915,3906,910,983,811,10818,16101,111,32,101,18,25,38,7,706,15952
TCGA-56-5897-01,5029,2823,2719,4834,2941,573,3687,4083,35767,1537,6278,9683,2505,8956,302,1195,3809,225,193,3170,717,5048,1854,722,5982,814,8959,5824,3547,624,11661,2718,5897,5244,1062,7673,2038,4779,230,6171,315,3635,5496,1177,6111,4113,5091,7570,107,4091,3916,1123,19751,821,2630,2432,1866,9386,1803,3431,1003,4268,2443,4922,763,29533,1058,518,814,3093,8178,916,6822,1272,841,11075,2606,4785,3,436,914,554,17,2368,547,620,2624,2293,2708,368,3142,5120,10054,10376,3,392,85,14,48,8,144,204,1019
TCGA-56-5898-01,1235,2308,905,3298,818,371,1271,2883,4969,1464,3540,5445,3149,4538,326,2112,2178,81,391,3069,600,2903,1445,604,6963,427,4273,5312,1848,1081,4434,2942,3463,5973,2372,16009,2237,11258,196,8386,270,3210,3701,2017,1498,4039,4826,3902,213,9773,3852,1533,6380,1360,6122,5632,1092,8119,2275,8765,330,5164,2806,7471,1848,2665,1943,4335,4041,2985,7471,32923,5529,1803,6446,3197,12460,4932,60,3510,698,481,11,13535,414,366,4791,973,13773,908,3695,6107,4120,16846,58,286,95,3,45,5,4,101,1810
TCGA-56-6545-01,5595,4551,2994,2021,3413,1273,2519,9848,3349,2771,3620,520,2580,13130,441,2715,5375,189,1758,1674,813,20871,3259,756,10358,1019,16264,1378,4105,1700,6693,4890,1651,2667,1809,7654,4728,8958,373,5557,619,2894,3348,1188,3163,6090,9493,10672,770,3692,3110,5796,13336,1872,3375,4512,2742,6793,1358,13378,1274,5801,4668,3902,405,769,1157,3430,2553,3080,26506,14993,1905,5957,1648,13563,5090,9828,211,13158,1855,95,13,2215,430,962,8872,2875,13939,657,1627,5988,670,8687,70,231,465,87,275,19,61,9008,129
TCGA-56-6546-01,3664,6215,7148,693,5935,1361,5294,7894,83,2594,535,1106,6332,16833,2178,6112,7360,32,1217,1678,456,386,5946,1195,2775,678,5029,48,4363,908,4121,2337,1253,24602,3255,6008,6353,5862,227,7703,228,1467,5298,5709,3816,8769,32008,7556,174,7712,3066,1154,5137,2607,1481,5754,1156,2097,1624,3979,666,1026,3658,7074,539,295,690,3794,647,5449,4976,11193,4015,14700,529,2217,4997,2541,1,10715,3627,155,30,3546,16,801,766,10405,15919,51,1062,5401,213,1745,2,258,96,8,54,35,6,946,314
TCGA-56-7221-01,5339,3220,1859,9582,3694,1133,4356,9080,12616,2562,6162,5946,10699,11746,350,970,2237,272,4053,7166,1272,2863,5143,793,2901,2728,3017,14385,3755,239,3213,6527,31100,6043,2592,47180,3429,4774,117,5926,796,1007,3509,9639,5302,12890,4620,3768,55,1869,6884,4463,8313,2292,10500,1168,1117,2516,2559,8039,606,2523,4699,6876,824,5810,4077,1917,12611,1984,20581,2155,4937,10318,111,6159,4691,315,7,8368,4209,1262,28,12288,2710,560,10421,417,9262,558,757,4329,17547,16870,7,139,27,1,18,10,3,512,33354
