Unnamed: 0,MIR205HG,DLX6-AS1,LINC00491,AC010168.1,POU6F2-AS2,ADAMTS9-AS2,G2E3-AS1,AC011374.1,MIR2052HG,ADAMTS9-AS1,AL513123.1,SOX21-AS1,C5orf66-AS1,PVT1,SFTA1P,LINC00393,AL355388.1,LINC00355,AC010280.1,SOX2-OT,AC105206.1,LINC00640,AL139385.1,AC078778.1,LINC00392,AC234772.2,MAGI2-AS3,NAALADL2-AS2,GHET1,AP000438.1,HOTAIR,AC008406.3,LSAMP-AS1,C10orf91,MED4-AS1,LINC01901,LINC00520,AC093510.2,AP001360.2,MIR130B,AC108676.1,AC084816.1,AC006238.1,HOTTIP,PKP4-AS1,LINC02012,AL590644.1,PART1,LINC00470,BCRP3,UCA1,AL079303.2,AC044839.1,AC092142.1,LINC00337,MIR31HG,MIR137HG,AL163952.1,LINC00462,LINC00472,AL122058.1,LINC00163,LINC00461,AC021683.3,AP002478.1,AC112484.4,KCNH1-IT1,GDNF-AS1,AP003063.1,LINC01992,LINC00536,C1orf132,C5orf64,IL20RB-AS1,AP000525.1,LINC00466,AC078802.1,AL121761.2,AC069120.1,MUC2,LINC00173,AC061975.6,MLIP-IT1,AL034397.3,AC012640.1,AC073352.1,AC025211.1,MYO16-AS1,NOVA1-AS1,WNT5A-AS1,RBMS3-AS3,ERVMER61-1,AC135178.1,LINC00518,LINC02031,LINC00184,LINC00211,STEAP2-AS1,AC068305.3,WASIR2,AC097717.1,CERS3-AS1,LINC00504,LINC00261,STEAP3-AS1,AC006305.1,MIAT,CCDC26,HCG21,AL021395.1,AL357518.1,RMST,AC004832.1,B3GALT5-AS1,PRICKLE2-AS1,AP000553.1,AL161908.1,LINC00534,C20orf166-AS1,PRICKLE2-AS2,MYCNOS,PLCH1-AS1,POU6F2-AS1,LINC00460,AC025431.1,LINC00525,HHATL-AS1,KCNQ1-AS1,GRM5-AS1,SRGAP3-AS2,FAM138B,LINC00051,H19,NAV2-AS2,AC004990.1,AP003064.2,AC092811.1,NKX2-1-AS1,LINC00501,TDRG1,CHODL-AS1,LINC00492,AL139819.1,TBL1XR1-AS1,LINC00319,ATP11A-AS1,AC080129.1,KCNQ5-AS1,ATP13A4-AS1,LINC00221,AC011483.1,LINC00443,AC008109.1,AC128709.1,ADARB2-AS1,AC112721.1,LINC00469,AC006372.1,RRM1-AS1,AC022762.1,CNTN4-AS1,AC024475.4,TLR8-AS1,KIAA0087,AC069281.1,LINC00237,FAM181A-AS1,FNDC1-IT1,KIRREL3-AS1,AC100791.1,LNX1-AS1,AL161645.1,CHL1-AS1,PLCH1-AS2,AL136131.2,ANO1-AS2,AC092422.1,C11orf44,LINC00303,GRM7-AS3,AC079070.1,LINC00488,LINC00524,LINC00113,LINC00485,AL772363.1,C7orf65,LINC00308,LINC00052,AL356310.1,C8orf49,IGSF11-AS1,C12orf77,NRG1-IT1,LINC00276,AC096637.1,AL356056.1,KCNAB1-AS2,AL033381.1,AC012050.1,LINC00404,CLDN10-AS1,NAV2-AS5,LINC00320,KIRREL3-AS3,LINC00354,GPR50-AS1,AC068756.1,C17orf77,AC112518.1,AL139002.1,CLYBL-AS1,LINC00458
TCGA-85-7697-01,3892,235,306,143,213,30,181,925,82,18,54,685,348,1012,24,123,0,268,17,1032,1,195,230,36,2163,75,489,2,41,4,1,60,41,144,0,9,121,3,264,10,391,66,9,1,164,496,22,323,68,6,230,110,265,24,53,184,25,63,115,114,48,1,12,133,15,36,4,8,54,19,1,180,3,29,66,0,41,427,32,131,36,5,25,106,6,13,5,4,1,117,27,54,0,2,41,21,0,4,18,4,9,82,56,110,45,3,1687,21,0,4,0,2,29,292,0,3,1,48,6,0,1,0,0,77,0,27,2,0,1,139,0,4,53412,1,214,0,12,2,23,0,0,1,2,7,1,0,4,1,6,0,36,3,20,59,9,1,1,1,6,5,0,6,0,1,7,0,10,3,8,0,1,29,1,5,6,4,0,6,1,0,0,0,3,0,6,0,2,5,1,1,2,0,5,0,0,3,1,1,1,1,0,19,0,0,3,0,2,0,1,4,0,0,0
TCGA-85-7698-01,2483,728,8,45,114,22,10,111,6,23,19,715,87,1415,59,13,0,1,49,1740,3,73,142,42,0,44,741,12,31,1,14,12,2,109,1,2,295,4,166,11,8,9,4,0,35,41,0,344,2,3,164,39,15,28,10,159,3,3,14,105,5,2,5,7,10,25,17,21,2,0,14,144,3,10,11,2,40,253,9,5,234,3,10,29,4,8,6,19,1,345,12,2,2,1,163,8,3,9,5,5,79,40,19,18,24,1,6030,14,0,39,3,1,1,309,0,7,3,39,3,3,0,3,1,5,0,12,1,1,6,7,0,5,1852,0,171,0,14,8,2,0,8,0,0,3,1,1,0,6,0,0,2,1,0,99,4,13,0,0,0,0,0,1,1,1,5,3,2,3,2,0,1,4,1,2,1,4,2,1,3,1,1,0,3,1,0,1,1,0,3,0,2,0,2,4,0,0,0,0,0,0,0,5,0,1,4,0,1,2,0,0,1,0,0
TCGA-85-7699-01,2285,98,17,201,202,41,40,165,5,63,3,673,21,695,15,5,1,3,20,60,1,61,23,37,1,48,1357,0,49,1,373,3,47,16,3,0,13,0,10,12,0,5,0,12,172,108,0,105,1,5,26,102,0,9,19,54,1,5,0,474,31,18,0,37,1,33,1,69,1,0,5,65,3,1,9,9,22,11,44,2,136,0,2,30,6,5,9,5,0,92,9,4,2,5,1,6,1,6,9,33,3,41,25,0,14,3,1935,7,0,0,0,0,2,43,0,6,20,3,1,0,12,0,0,39,0,32,0,1,1,0,0,1,4933,0,8,0,7,4,0,21,2,0,2,1,1,1,0,1,0,1,0,0,2,1,0,24,1,1,2,0,1,0,1,0,0,5,20,2,51,0,0,3,2,0,6,75,7,1,17,0,0,0,2,1,1,0,4,0,0,0,0,0,3,0,2,0,0,0,1,1,1,1,1,7,6,0,0,0,0,0,0,0,1
TCGA-85-7710-01,6320,139,186,67,213,13,1,36,182,2,22,916,2,1062,34,8,4,0,7,43,2,50,402,35,0,13,259,10,50,1,228,3,1,82,0,1,17,1,0,7,0,1,12,13,23,6,91,30,247,2,45,137,3,16,24,201,8,14,0,74,6,0,46,1,14,63,0,1,8,0,3,536,2,4,8,0,20,6,0,2,15,0,4,40,4,13,5,0,1,15,8,2,1,0,9,142,1,3,8,3,5,33,64,22,184,0,527,2,0,2,1,0,2,0,0,3,1,56,6,0,1,0,0,17,0,4,0,0,0,0,0,0,36,1,9,3,51,3,0,57,1,0,1,3,10,1,8,0,0,0,0,0,0,40,0,7,1,0,1,0,0,1,4,1,0,0,1,1,0,1,1,0,8,2,0,0,10,22,0,0,1,0,13,1,0,0,3,0,0,0,0,0,3,0,1,0,7,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
TCGA-85-7843-01,6389,276,55,71,17,21,69,625,92,15,40,946,361,913,30,495,0,0,297,269,0,109,121,20,26,201,569,1,56,0,11,176,21,171,1,18,56,0,11,15,226,25,9,1,230,97,3,913,2,2,2,151,8,362,110,44,8,117,207,24,156,2,0,305,90,10,19,23,477,1,1,47,0,2,13,3,33,115,0,2,61,27,8,101,1,5,19,21,2,334,18,1,1,1,1310,9,3,6,8,5,10,93,58,1,6,2,433,4,0,184,1,0,4,9,0,3,0,12,0,1,1,2,0,4,0,6,3,0,1,13,0,127,7702,0,115,3,6,6,10,0,22,0,1,8,14,2,17,1,6,0,1,4,2,23,3,8,0,3,0,2,0,4,0,2,3,2,0,3,0,0,7,4,0,0,29,3,0,1,1,0,2,0,1,0,0,0,1,0,0,1,0,1,14,0,0,0,2,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TCGA-85-7844-01,5822,465,302,81,206,31,76,226,80,30,39,462,17,976,88,13,0,0,39,1605,0,22,145,21,0,30,667,32,54,1,8,4,75,10,2,21,6,2,5,14,35,1,0,6,56,44,24,79,395,9,4,47,0,16,23,52,134,7,1,111,5,1,89,13,28,84,7,48,7,0,1,115,1,4,15,50,40,2,0,1,32,0,10,48,3,9,9,0,16,355,137,5,0,0,8,33,1,1,9,9,12,115,341,34,103,0,908,8,0,0,0,0,8,12,0,7,1,16,9,0,0,0,3,13,0,21,0,0,1,3,0,0,150,0,153,1,12,16,1,1,0,3,1,4,1,1,0,1,16,1,0,1,1,26,19,13,5,0,0,2,1,5,0,0,0,0,0,5,1,0,1,1,11,2,0,1,9,2,1,2,0,0,0,0,0,1,0,0,0,1,0,5,0,0,0,0,0,0,0,1,0,2,0,7,0,0,0,0,0,0,0,0,3
TCGA-85-7950-01,3529,123,497,59,146,29,105,39,76,26,22,597,0,1056,22,17,2,1,34,304,0,19,14,29,1,2,372,485,19,1,19,1,63,61,1,141,11,0,88,15,3,5,0,0,99,38,2,10,145,6,1,16,0,131,47,28,7,10,3,132,5,0,21,1,7,53,1,446,68,321,4,43,2,2,18,66,36,2,30,1,529,1,6,12,4,12,5,0,40,268,30,10,0,0,4,28,4,6,36,2,5,43,290,39,24,5,916,4,0,0,0,2,8,5,0,5,0,121,7,6,47,2,5,116,1,11,0,0,0,0,0,3,79,0,12,3,3,2,4,12,6,0,0,3,9,0,0,11,1,0,0,22,1,22,3,40,1,50,2,13,0,2,0,0,3,1,0,5,1,1,0,26,1,2,5,2,2,0,2,3,5,202,1,0,19,1,7,0,1,0,2,13,55,0,1,0,0,0,1,2,15,1,0,0,2,4,0,1,12,0,131,0,1
TCGA-85-8052-01,3225,409,97,30,66,4,48,54,60,4,11,364,19,1108,26,413,0,11,24,634,0,19,223,23,2,60,186,1,20,1,16,4,35,34,2,25,17,2,4,7,41,1,0,4,55,123,1,48,65,0,18,11,42,26,66,14,8,4,201,43,26,0,9,2,94,35,14,6,6,3,61,140,0,1,17,13,19,129,15,0,50,4,20,18,1,11,3,3,17,232,6,18,0,0,1,4,0,2,2,3,1,34,145,47,44,1,7262,21,0,0,0,0,1,50,0,6,3,17,2,0,2,2,2,7,0,19,0,0,1,0,0,5,928,0,262,0,1,16,2,0,1,0,0,2,1,0,0,0,1,1,4,0,22,78,4,0,1,0,1,4,0,0,0,0,2,3,4,0,0,0,0,0,0,2,0,0,0,2,3,0,0,0,0,0,0,4,0,0,0,0,17,0,0,2,0,0,0,0,0,1,0,1,0,1,1,0,7,0,0,0,0,0,0
TCGA-85-8070-01,7000,458,139,101,17,3,53,67,90,1,2,500,0,1050,8,2,0,73,12,554,0,46,18,34,0,283,132,2,60,0,0,2,3,136,4,49,1,0,18,18,0,10,1,0,290,83,2,71,688,3,4,0,1,104,24,11,0,7,1,50,0,0,2,15,388,40,3,0,2,19,24,84,0,0,16,12,24,3,269,0,114,29,0,27,6,8,19,1,53,433,11,13,0,0,8,4,1,61,63,1,2,0,186,0,5,6,500,9,0,45,0,1,2,0,0,30,1,4,2,0,0,1,4,0,0,4,0,0,0,1,0,0,27,0,127,0,18,13,1,2,0,2,0,9,3,1,0,6,1,151,0,0,260,9,0,1,0,1,0,2,0,0,0,1,2,0,0,0,2,2,4,1,0,1,0,0,4,0,0,2,0,0,0,0,0,1,1,6,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,1,0,0,16
TCGA-85-8071-01,2116,61,216,51,61,22,118,293,84,3,34,433,0,490,6,6,3,1,12,139,0,170,8,26,0,84,52,6,19,1,105,10,15,298,3,55,0,0,294,2,85,63,2,1,102,28,46,446,1,0,3,56,2,34,1,32,12,0,10,13,2,0,1,15,25,13,11,12,31,0,0,23,0,11,1,2,11,15,3,543,9,1,2,7,2,2,4,0,3,145,7,0,1,8,220,4,0,4,4,10,4,105,23,1,163,3,199,3,0,111,0,1,0,5,0,0,0,1,15,1,0,0,3,1,0,1,0,0,56,3,0,0,22158,0,188,1,43,1,2,0,2,3,1,4,1,1,0,1,1,0,13,0,1,45,0,0,0,0,3,8,0,0,0,2,0,0,22,0,0,0,4,2,0,1,0,2,0,0,0,1,0,0,0,1,5,0,0,8,0,0,3,4,1,0,1,3,0,0,8,0,0,0,0,1,0,2,1,0,0,0,1,0,0
TCGA-85-8276-01,1203,218,172,77,63,10,100,21,50,11,14,600,39,524,37,1557,1,92,110,1637,0,86,88,40,5,16,356,1,47,1,9,4,54,108,4,40,28,6,10,13,0,51,3,6,126,51,2,0,5,3,2,282,2,24,14,12,0,89,0,63,17,2,1,62,0,17,13,2,102,0,116,77,1,0,23,3,11,3,153,0,18,0,10,40,7,10,9,11,1,107,11,26,0,0,1,0,2,1,6,4,9,13,326,19,21,0,5116,7,0,2,0,0,0,24,0,5,0,0,6,0,1,0,0,3,0,20,1,2,1,1,0,0,644,1,0,0,131,12,1,1,2,2,2,2,5,0,0,1,3,0,0,1,21,44,9,4,2,0,0,6,0,0,0,0,0,2,1,6,17,0,2,1,1,1,0,0,1,1,0,1,1,1,3,0,9,2,0,0,2,1,0,0,3,0,1,0,1,0,0,1,11,0,0,0,0,12,3,0,0,1,0,0,0
TCGA-85-8288-01,9094,93,158,58,184,35,36,48,29,14,8,104,24,362,44,21,0,0,3,123,1,51,33,21,0,11,639,252,72,0,360,9,20,43,2,7,23,2,10,11,186,5,3,7,185,237,2,31,9,1,1,53,0,126,7,19,4,3,0,49,3,3,24,37,0,24,0,31,3,0,6,97,1,2,62,4,14,3,3,5,123,0,2,10,6,4,3,3,0,77,16,201,0,0,1,6,3,8,10,13,0,73,335,0,86,1,958,0,0,0,3,0,0,11,0,4,3,29,3,0,2,0,1,163,2,15,0,0,0,0,0,33,238,4,0,1,2,0,5,4,7,3,3,1,8,0,1,3,0,1,0,0,1,6,9,9,0,1,0,2,0,1,0,0,0,0,0,8,1,0,2,27,0,1,7,0,2,0,2,0,6,0,2,0,3,0,2,0,0,1,2,3,1,0,0,0,2,0,3,0,1,0,0,0,0,0,0,0,19,0,41,0,0
TCGA-85-8350-01,3508,301,149,93,138,37,91,307,17,18,0,639,25,524,170,5,4,159,21,362,0,34,52,81,2,56,908,51,53,3,374,14,55,80,3,49,27,0,6,3,4,14,6,14,24,35,24,24,261,5,64,78,55,127,19,39,84,5,1,299,16,0,25,50,3,6,16,167,14,28,0,126,3,0,38,5,136,32,7,147,88,5,2,45,16,31,7,11,5,79,11,205,1,1,2,4,1,0,16,31,5,24,11,62,180,3,831,18,1,3,1,6,35,12,0,6,26,4,16,0,41,1,0,30,4,40,1,3,2,69,0,9,982,0,18,5,2,31,0,1,0,1,1,11,2,1,0,6,24,0,16,7,5,11,43,5,2,35,0,3,0,4,1,3,6,78,5,1,1,3,3,2,11,0,0,2,4,2,0,0,1,2,10,1,5,0,4,0,17,0,3,0,37,6,0,0,7,0,10,1,1,1,1,0,1,8,6,0,3,0,22,0,0
TCGA-85-8479-01,9772,318,1,50,153,3,2,663,36,3,22,1248,128,715,36,3,2,0,30,43,0,188,202,104,1,52,97,30,42,1,0,8,0,53,1,0,107,5,0,3,3,0,11,5,54,53,236,31,1,9,23,50,0,44,41,227,0,58,6,15,11,1,0,1,24,52,1,18,55,1,4,101,2,28,7,13,62,32,2,1,113,0,35,46,3,11,2,25,0,21,2,1,0,6,25,44,4,4,18,1,8,135,290,1,439,1,250,10,0,0,0,2,3,2,0,4,13,2,0,2,23,0,1,422,0,0,0,0,0,14,1,17,207,1,34,4,7,5,4,11,0,0,0,2,18,0,114,0,0,0,1,1,2,5,0,1,0,0,3,3,0,0,1,0,0,0,11,0,0,3,0,0,16,0,4,1,3,23,2,0,0,0,0,0,0,0,1,0,3,2,1,0,48,0,0,0,3,0,0,0,1,12,1,0,0,0,0,0,2,2,0,1,0
TCGA-85-8481-01,1718,43,73,40,31,19,64,23,30,9,1,330,2,614,19,2,0,29,13,16,0,32,28,16,0,28,253,12,25,0,7,0,1,25,0,0,14,0,0,2,154,0,0,6,16,4,22,1,44,3,17,0,0,41,37,221,96,4,0,133,2,0,1,0,10,4,0,11,3,0,1,43,0,4,7,2,14,11,0,16,5,0,3,23,0,2,0,7,1,36,5,4,0,0,0,11,1,0,6,7,0,5,140,2,23,0,416,3,0,0,0,0,2,13,0,2,14,0,0,0,1,0,1,21,0,13,0,2,0,2,0,2,134,0,1,5,3,0,0,0,0,1,0,6,0,1,0,3,0,11,0,1,26,0,0,15,0,2,0,0,0,2,2,0,1,0,1,2,0,2,0,2,0,0,12,4,0,0,0,0,3,0,1,0,0,0,1,2,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
TCGA-85-8584-01,209,1,0,2,1,5,0,0,0,10,0,241,4,696,49,0,11,0,0,10,0,4,116,28,0,10,249,0,4,0,83,1,19,21,0,0,2,1,0,5,5,2,12,0,29,17,22,0,6,3,291,16,0,25,31,1,0,31,0,82,2,0,21,2,32,15,0,5,1,2,1,125,1,0,26,2,8,12,0,109,29,18,0,31,0,9,0,8,118,4,0,4,1,16,0,2,0,22,1,2,2,3,1,24,0,0,1032,8,0,1,0,0,11,4,0,3,0,42,5,1,0,0,0,30,0,70,6,2,0,91,0,0,5458,0,41,2,0,20,0,0,0,0,0,1,13,2,2,0,13,0,7,0,1,1,3,0,4,0,2,1,0,0,1,2,3,0,1,5,2,1,0,7,3,0,0,0,0,2,0,0,0,2,19,1,0,0,2,0,0,25,1,0,0,0,0,0,1,0,1,0,0,55,0,0,1,0,0,0,0,0,0,0,0
TCGA-85-A4CL-01,12827,576,700,33,150,2,25,612,35,10,23,821,93,930,13,9,4,0,17,1224,0,25,71,66,0,32,430,26,59,0,52,3,82,48,1,22,14,27,15,6,16,11,15,8,127,420,1,30,333,13,13,16,210,87,18,1,9,87,64,460,3,0,104,2,14,177,10,12,23,32,0,162,1,3,11,19,42,38,3,5,62,36,6,39,6,51,15,196,114,28,1,2,0,1,7,24,1,13,13,4,8,134,148,9,165,3,3888,16,0,8,0,2,1,134,0,2,2,6,0,0,0,0,1,341,0,5,0,0,3,0,0,0,350,1,13,0,3,3,4,1,2,1,1,0,1,0,0,2,1,0,1,0,2,183,23,1,1,2,4,7,0,2,2,2,5,7,0,1,1,0,0,21,0,8,0,3,1,1,11,0,1,0,5,0,0,4,1,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0
TCGA-85-A4CN-01,1874,320,127,53,74,5,43,214,44,3,26,363,0,800,8,74,0,12,42,534,0,46,74,18,1494,56,183,17,34,0,19,2,20,34,3,7,82,3,329,4,64,17,2,5,75,92,6,29,3,0,4,2,52,14,14,7,1,39,15,46,6,0,4,1,15,23,17,57,18,28,0,31,0,0,5,1,40,6,7,0,47,9,16,4,2,3,12,3,0,172,0,0,0,0,8,3,0,1,8,4,12,19,312,0,10,5,4225,4,0,17,0,0,0,287,0,4,7,40,0,1,0,1,13,13,0,5,0,1,12,0,0,0,79,0,286,2,53,3,0,0,0,2,0,13,0,0,0,1,0,0,1,1,0,22,5,9,0,0,1,1,1,0,0,1,16,2,0,2,1,1,3,0,6,3,1,2,0,1,0,1,0,1,3,0,1,3,0,0,0,0,13,0,0,0,1,0,1,0,0,0,2,1,0,1,8,4,3,0,0,0,0,1,0
TCGA-85-A4JB-01,5027,136,0,45,0,4,75,139,21,4,3,471,9,604,11,24,0,173,18,63,0,109,36,60,1,161,168,18,40,0,84,3,5,53,7,2,287,2,5,8,1,3,0,19,80,55,127,55,436,1,15,62,7,1,14,165,6,26,4,142,15,2,6,22,14,43,60,34,5,0,5,15,2,0,9,0,12,39,11,21,159,4,3,47,2,3,2,0,15,126,4,85,1,7,0,2,1,4,10,9,9,132,28,1,9,3,302,36,0,1,0,0,10,5,0,10,0,21,0,0,19,0,0,17,0,13,0,0,4,43,0,6,14752,0,5,1,0,0,1,4,0,0,0,7,3,0,1,7,1,698,2,0,76,7,0,1,0,0,1,0,0,1,0,0,2,0,1,3,17,0,4,11,0,0,1,0,6,0,1,1,0,0,1,3,0,0,0,12,0,0,0,0,2,0,6,0,4,1,3,0,0,0,0,0,2,0,0,26,2,0,0,0,0
TCGA-85-A4JC-01,3780,86,95,35,64,3,54,444,64,10,3,227,11,654,25,1,0,177,1,56,0,55,94,19,2,56,191,22,29,0,1,0,11,27,3,2,39,0,2,7,388,0,4,0,144,102,22,10,104,0,7,9,0,39,3,58,53,28,3,44,3,0,2,8,12,27,0,10,8,2,2,92,1,27,39,4,20,22,12,10,38,4,4,294,1,13,6,3,7,15,0,31,1,1,17,15,2,3,7,7,0,54,519,0,291,0,259,20,0,1,0,0,64,8,0,3,0,2,0,2,10,0,1,334,0,10,9,0,5,398,0,6,184,0,88,3,5,0,0,0,0,0,0,0,0,1,10,0,0,2,4,0,0,18,1,3,0,4,0,2,1,0,1,1,2,0,16,1,0,0,0,0,0,2,2,4,0,6,0,0,0,0,2,0,0,0,0,0,2,5,0,0,1,0,0,1,1,9,0,0,0,2,0,0,0,0,2,0,4,0,0,0,0
TCGA-85-A4PA-01,8,23,0,2,0,26,2,5,0,30,0,1,0,959,280,0,7,1,0,12,2,2,7,86,0,17,441,0,15,1,1,0,0,32,4,0,0,3,0,9,0,1,15,0,9,44,8,9,1,16,2,0,0,3,7,2,0,7,1,204,5,2,4,5,1,26,0,9,3,1,1,691,9,0,8,0,2,3,2,1,254,0,0,367,6,6,0,12,2,5,5,22,1,0,0,0,5,1,3,51,39,7,2,93,8,1,3551,7,1,3,0,5,2,9,0,6,0,3,6,0,3,0,0,10,1,16,2,1,0,7,0,0,267,0,0,1,7,19,5,0,1,0,1,3,0,3,9,6,22,11,0,1,0,1,1,3,3,0,2,0,0,1,2,3,1,6,0,0,0,0,0,1,3,1,0,1,0,2,0,0,5,0,0,0,0,0,2,0,0,0,1,0,68,0,1,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0
TCGA-85-A4QQ-01,20404,288,571,82,154,6,53,304,188,2,47,9,56,1092,4,5,2,128,1,44,0,183,24,47,3,36,89,0,30,0,81,8,4,75,1,0,224,1,1,2,221,0,6,0,19,11,48,12,177,1,33,8,1,34,87,884,16,274,0,32,1,0,0,1,22,13,1,5,5,0,2,330,0,24,20,1,20,16,0,3,35,0,10,22,3,14,8,1,0,8,5,2,1,0,19,29,1,3,8,5,5,45,115,2,164,1,1363,68,0,0,0,1,29,8,0,0,78,4,2,0,4,0,2,359,0,30,8,0,0,91,0,3,123,0,106,1,0,1,1,0,1,2,1,0,9,0,73,2,2,0,11,0,42,5,0,2,0,1,2,0,0,1,1,0,0,0,2,0,2,0,2,1,0,4,0,22,0,42,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1,1,2,2,3,0,0,12,0,0,0,0,0,0,0,0,1,0,0
TCGA-85-A4QR-01,4527,148,218,128,90,0,182,345,275,2,0,1287,460,495,65,65,0,122,328,291,0,133,17,64,212,115,25,5,65,6,36,71,47,175,0,67,3,3,25,13,57,340,2,16,744,743,2677,1013,63,4,12,77,215,78,1,3,3,284,11,175,87,0,0,569,20,96,6,5,53,650,0,35,0,6,56,8,20,44,280,0,45,270,83,4,6,3,6,2,1,113,4,1,0,2,241,0,0,19,19,14,7,103,101,15,15,14,41,3,1,652,1,0,0,5,0,17,0,14,0,2,3,0,1,0,1,1,0,0,2,1,0,9,446,0,15,0,1,4,1,0,0,5,3,1,2,0,1,0,14,0,0,5,4,202,4,0,0,0,6,2,0,9,0,1,11,0,5,0,0,0,8,4,10,3,0,0,5,1,1,0,0,0,0,0,2,1,1,7,0,0,0,0,0,0,15,0,1,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0
TCGA-85-A50M-01,2125,56,1,4,0,14,2,66,13,23,0,212,15,290,835,0,11,19,0,10,2,15,11,8,0,42,902,19,86,0,0,1,0,13,1,0,34,1,0,8,10,0,2,0,74,5,162,1,1,4,10,158,0,0,12,447,457,22,1,264,1,21,8,0,3,6,2,10,0,0,0,57,0,2,22,0,18,11,0,43,6,0,0,26,6,2,0,49,1,87,4,1,1,23,0,5,1,5,4,7,7,0,18,237,21,0,594,1,0,0,0,0,0,4,0,2,0,6,1,6,7,1,0,63,2,20,1,0,11,1,0,0,54,0,8,0,0,77,1,0,0,0,0,8,8,1,5,15,55,1,2,4,4,4,0,8,0,0,0,1,1,0,0,0,0,0,0,3,0,0,1,2,7,1,0,29,0,3,0,0,7,0,0,1,0,0,1,11,0,0,0,0,0,0,1,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0
TCGA-85-A50Z-01,4960,74,2,71,19,0,0,295,45,7,2,171,560,522,40,3,1,77,0,63,0,136,29,20,2,157,152,234,42,0,0,50,2,259,3,0,61,0,5,3,3,2,12,3,306,162,17,10,33,2,2,20,1,7,25,260,33,4,5,45,2,0,0,2,1,139,6,136,4,1,1,149,1,4,9,0,23,5,42,1,27,8,3,330,6,11,0,3,1,68,0,0,0,7,6,11,3,5,0,16,1,38,236,23,21,0,257,5,0,0,0,3,1,3,0,2,0,8,6,0,4,1,2,0,1,1,0,0,1,1,0,0,156,0,3,1,0,12,1,1,1,0,4,2,1,0,34,0,3,0,0,0,153,3,0,0,2,0,0,2,0,0,0,0,4,0,11,2,2,0,1,20,2,0,1,0,0,0,3,0,0,1,56,0,0,0,0,7,0,0,0,0,0,0,3,0,2,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0
TCGA-85-A510-01,67,374,2,11,1,9,1,4,76,32,0,6,0,1391,209,3,4,29,0,242,0,0,3,105,0,7,248,0,27,4,0,1,0,21,1,1,0,3,0,33,33,4,7,0,39,17,0,9,2,15,0,484,4,2,145,0,16,3,1,294,0,1,21,52,8,34,5,0,2,1,1,54,4,0,23,0,13,7,64,0,26,4,0,26,15,25,0,2,0,1,9,3,1,2,2,13,0,0,3,141,0,0,2,268,6,0,3469,1,0,0,0,6,1,17,0,42,9,5,2,0,2,0,2,4,1,10,0,0,1,0,4,0,156,0,1,2,3,1922,12,5,0,0,0,7,1,0,1,7,37,0,1,0,102,2,0,2,17,0,0,0,2,1,2,4,0,0,6,0,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,5,3,0,5,1,0,2,0,0,2,0,2,1,0,0,0,0,0,1,0
TCGA-85-A511-01,3741,395,184,73,52,23,121,133,129,12,23,652,66,902,21,3,2,14,34,688,3,24,63,79,30,21,707,57,9,1,31,8,25,106,1,24,50,4,7,15,239,98,1,1,132,102,6,12,299,6,43,13,8,50,9,26,15,4,6,177,9,2,59,2,3,18,6,24,7,25,2,61,1,28,38,7,23,4,16,3,139,3,14,70,7,6,3,16,12,79,36,15,1,2,18,8,1,10,4,10,9,38,454,1,37,2,6080,12,0,2,0,0,4,90,0,7,1,35,3,0,85,0,13,70,0,14,1,0,3,2,1,0,160,2,41,2,13,0,2,0,3,3,0,14,1,0,5,5,4,1,4,0,16,17,12,6,0,3,3,8,0,5,1,0,2,1,1,7,3,1,5,4,4,8,0,7,5,1,0,3,1,1,3,0,1,2,4,0,0,0,0,2,1,0,0,0,1,0,5,2,0,0,0,0,1,0,0,0,0,0,4,0,0
TCGA-85-A512-01,2237,929,279,414,67,4,163,328,97,9,41,1172,62,2115,8,112,3,1,19,2099,0,54,97,117,751,47,227,28,18,2,188,16,23,67,3,24,458,6,50,21,96,10,5,14,158,264,6,86,257,21,70,69,24,10,12,20,3,3,28,411,55,3,0,19,10,137,1,8,11,10,5,62,1,15,33,25,26,78,52,0,118,0,57,8,10,19,8,7,40,5,11,0,0,3,24,23,0,15,44,15,30,27,185,5,65,5,3205,50,0,1,0,0,29,1397,0,17,11,108,2,0,12,0,2,3,0,3,1,1,1,3,2,6,152,0,117,0,6,0,21,4,1,1,0,2,5,0,0,4,0,0,5,1,0,27,2,1,1,0,5,1,0,2,0,0,2,0,6,4,33,1,0,6,0,11,30,3,0,0,4,0,0,0,0,2,6,1,1,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,1,3,0,3,0,1,0,0,0,0
