Unnamed: 0,MIR205HG,DLX6-AS1,LINC00491,AC010168.1,POU6F2-AS2,ADAMTS9-AS2,G2E3-AS1,AC011374.1,MIR2052HG,ADAMTS9-AS1,AL513123.1,SOX21-AS1,C5orf66-AS1,PVT1,SFTA1P,LINC00393,AL355388.1,LINC00355,AC010280.1,SOX2-OT,AC105206.1,LINC00640,AL139385.1,AC078778.1,LINC00392,AC234772.2,MAGI2-AS3,NAALADL2-AS2,GHET1,AP000438.1,HOTAIR,AC008406.3,LSAMP-AS1,C10orf91,MED4-AS1,LINC01901,LINC00520,AC093510.2,AP001360.2,MIR130B,AC108676.1,AC084816.1,AC006238.1,HOTTIP,PKP4-AS1,LINC02012,AL590644.1,PART1,LINC00470,BCRP3,UCA1,AL079303.2,AC044839.1,AC092142.1,LINC00337,MIR31HG,MIR137HG,AL163952.1,LINC00462,LINC00472,AL122058.1,LINC00163,LINC00461,AC021683.3,AP002478.1,AC112484.4,KCNH1-IT1,GDNF-AS1,AP003063.1,LINC01992,LINC00536,C1orf132,C5orf64,IL20RB-AS1,AP000525.1,LINC00466,AC078802.1,AL121761.2,AC069120.1,MUC2,LINC00173,AC061975.6,MLIP-IT1,AL034397.3,AC012640.1,AC073352.1,AC025211.1,MYO16-AS1,NOVA1-AS1,WNT5A-AS1,RBMS3-AS3,ERVMER61-1,AC135178.1,LINC00518,LINC02031,LINC00184,LINC00211,STEAP2-AS1,AC068305.3,WASIR2,AC097717.1,CERS3-AS1,LINC00504,LINC00261,STEAP3-AS1,AC006305.1,MIAT,CCDC26,HCG21,AL021395.1,AL357518.1,RMST,AC004832.1,B3GALT5-AS1,PRICKLE2-AS1,AP000553.1,AL161908.1,LINC00534,C20orf166-AS1,PRICKLE2-AS2,MYCNOS,PLCH1-AS1,POU6F2-AS1,LINC00460,AC025431.1,LINC00525,HHATL-AS1,KCNQ1-AS1,GRM5-AS1,SRGAP3-AS2,FAM138B,LINC00051,H19,NAV2-AS2,AC004990.1,AP003064.2,AC092811.1,NKX2-1-AS1,LINC00501,TDRG1,CHODL-AS1,LINC00492,AL139819.1,TBL1XR1-AS1,LINC00319,ATP11A-AS1,AC080129.1,KCNQ5-AS1,ATP13A4-AS1,LINC00221,AC011483.1,LINC00443,AC008109.1,AC128709.1,ADARB2-AS1,AC112721.1,LINC00469,AC006372.1,RRM1-AS1,AC022762.1,CNTN4-AS1,AC024475.4,TLR8-AS1,KIAA0087,AC069281.1,LINC00237,FAM181A-AS1,FNDC1-IT1,KIRREL3-AS1,AC100791.1,LNX1-AS1,AL161645.1,CHL1-AS1,PLCH1-AS2,AL136131.2,ANO1-AS2,AC092422.1,C11orf44,LINC00303,GRM7-AS3,AC079070.1,LINC00488,LINC00524,LINC00113,LINC00485,AL772363.1,C7orf65,LINC00308,LINC00052,AL356310.1,C8orf49,IGSF11-AS1,C12orf77,NRG1-IT1,LINC00276,AC096637.1,AL356056.1,KCNAB1-AS2,AL033381.1,AC012050.1,LINC00404,CLDN10-AS1,NAV2-AS5,LINC00320,KIRREL3-AS3,LINC00354,GPR50-AS1,AC068756.1,C17orf77,AC112518.1,AL139002.1,CLYBL-AS1,LINC00458
TCGA-39-5036-01,2132,361,199,210,85,23,144,285,66,6,40,230,32,518,205,2,0,150,26,380,0,79,101,6,0,193,61,7,79,1,4,3,22,46,0,25,196,0,1,43,5,7,2,3,64,16,1,523,127,1,697,5,10,108,38,54,1,11,3,6,8,0,0,7,17,29,6,5,12,5,11,16,2,1,9,18,35,77,16,4,26,2,12,7,2,8,7,12,98,157,45,119,0,2,18,17,0,0,27,1,6,30,235,96,40,1,61,6,0,6,0,0,1,1,0,1,2,1,0,0,2,0,0,4,0,9,0,0,7,12,1,7,17084,1,277,1,24,16,6,0,3,1,0,1,3,0,0,0,11,66,2,0,91,64,1,0,0,3,0,12,0,3,0,0,5,5,3,0,0,2,0,6,1,2,0,0,1,0,0,0,0,0,0,0,4,0,3,0,1,0,8,0,7,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,5,0,0,1
TCGA-39-5037-01,5157,289,55,248,515,5,213,375,134,4,32,924,396,1007,167,149,3,56,255,8400,0,80,92,88,8,159,78,37,71,5,41,4,164,114,0,19,97,7,478,19,511,52,6,37,162,219,11,168,107,1,5,168,185,73,75,0,1,92,647,156,70,0,6,9,47,181,42,3,51,142,10,33,2,6,19,10,79,101,202,3,82,171,31,7,0,9,24,48,12,65,4,7,0,1,8,3,0,5,10,30,0,25,177,44,49,2,1783,232,0,4,0,0,5,29,0,10,35,62,0,0,2,0,3,53,1,2,1,0,7,4,0,14,15,0,191,0,13,14,2,1,0,0,2,2,7,0,1,0,40,0,2,4,8,96,24,0,0,1,3,6,0,3,0,0,7,7,2,0,0,5,0,7,3,13,3,3,1,0,4,0,0,0,2,0,1,6,1,0,2,0,2,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
TCGA-39-5039-01,1345,14,105,26,164,19,117,24,47,34,2,172,0,294,426,5,0,82,0,8,0,194,40,0,1,50,498,27,36,0,10,1,30,45,1,13,49,1,0,4,74,1,6,2,9,0,1,39,78,4,18,22,0,54,29,145,42,2,0,44,1,7,1,0,2,6,0,16,15,0,0,14,1,0,3,0,6,20,0,7,7,0,1,12,0,2,1,7,20,18,11,15,0,0,28,1,3,3,4,3,0,9,297,282,24,0,60,5,0,0,0,1,6,18,0,0,0,12,3,0,1,1,2,46,0,27,0,2,0,18,0,0,689,1,27,0,4,62,0,0,0,0,0,3,0,0,0,0,41,0,0,3,17,1,0,0,11,0,0,0,0,3,1,0,3,0,3,6,0,7,0,2,1,0,0,1,0,2,1,0,0,0,2,0,2,0,2,0,0,0,1,3,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
TCGA-43-2576-01,86,91,1,30,57,9,13,1,12,25,0,171,2,401,820,52,0,41,0,11,0,2,131,9,0,3,494,1,19,0,91,0,5,10,2,2,11,3,0,2,7,1,3,0,68,8,9,1,125,1,11,67,1,0,33,20,15,2,1,30,0,2,0,2,16,5,0,0,3,12,10,49,2,0,10,1,12,56,2,5,5,27,0,32,2,7,0,1,0,0,4,175,1,38,0,3,0,6,29,25,1,2,11,0,2,0,403,5,2,0,0,0,0,12,0,4,0,1,1,0,1,0,0,843,1,24,1,2,3,0,0,1,816,1,5,1,0,242,18,0,0,0,5,0,0,3,18,0,0,230,0,3,157,3,0,7,1,0,1,0,0,0,8,0,0,0,0,9,0,11,0,1,1,0,0,2,0,0,1,0,1,0,3,1,0,2,4,0,0,0,0,0,1,0,2,0,0,0,0,0,26,66,1,1,0,10,0,0,0,0,0,0,0
TCGA-43-2578-01,1499,288,61,40,14,20,40,5,183,16,1,639,2,1206,331,115,5,35,17,458,5,20,82,62,0,7,303,2,82,0,61,5,40,325,3,23,1,7,0,34,47,5,4,23,76,10,4,99,167,7,111,5,1,7,34,341,9,3,0,93,36,9,1823,24,94,26,1,6,0,0,130,185,8,0,24,1,7,8,260,4,25,0,2,34,6,23,0,10,9,165,4,96,0,8,3,4,2,7,3,41,25,0,27,2103,6,1,2466,22,1,0,2,15,45,14,0,25,1,8,6,0,20,4,0,4,0,33,6,1,1,217,0,0,160,0,12,3,182,78,2,2,0,0,1,6,0,0,0,6,25,1,1,0,134,31,0,2,12,5,0,0,0,2,18,5,4,0,16,1,3,1,2,0,54,0,0,1,1,0,126,36,0,9,6,1,0,0,0,0,0,13,0,0,0,0,0,2,0,8,6,0,0,2,6,1,0,0,0,0,1,0,0,0,9
TCGA-43-2581-01,3,3,0,1,1,11,0,4,0,17,1,5,0,869,1038,0,0,0,0,17,1,1,24,6,0,3,343,2,37,0,0,2,0,10,0,0,2,0,0,12,15,0,28,1,7,6,0,0,0,14,0,24,0,0,14,17,12,0,0,13,0,2,2,0,3,9,0,2,1,0,0,239,2,0,2,2,9,2,0,0,13,1,0,89,0,3,1,0,0,62,89,1,0,0,0,1,5,3,158,84,4,0,6,13,10,0,331,9,0,0,0,1,4,2,0,2,0,0,2,0,6,1,0,17,0,0,0,0,7,4,0,0,34,0,0,1,0,799,1,0,0,0,0,0,9,5,0,0,326,1,0,0,0,1,0,6,1,0,1,0,0,2,1,0,0,0,1,1,0,0,2,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
TCGA-43-3394-01,2966,714,166,395,256,28,78,369,58,4,27,672,221,856,287,29,2,328,163,3432,0,98,97,55,3,89,612,131,172,0,60,27,46,244,5,7,87,0,14,24,10,151,11,96,346,135,8,140,249,2,9,87,32,92,144,23,7,212,10,240,43,4,53,44,150,88,10,7,15,167,8,83,7,0,24,13,336,47,94,4,146,76,24,26,11,11,6,11,14,126,17,65,0,5,28,11,2,8,45,11,1,57,101,175,54,3,1678,11,0,20,1,0,9,441,0,9,6,45,5,0,2,0,0,17,0,4,0,1,29,37,0,0,481,1,244,1,0,43,11,2,0,0,2,5,26,2,0,2,11,2,4,2,59,50,72,2,1,31,2,2,0,3,0,2,3,34,6,0,0,2,0,86,1,4,0,1,4,0,7,0,0,0,0,3,0,1,0,5,8,3,2,4,1,2,1,1,0,2,0,5,0,1,0,0,0,1,1,1,0,0,0,0,0
TCGA-43-3920-01,8092,443,197,106,594,50,274,96,157,57,3,689,254,1291,116,11,0,179,70,416,0,192,25,39,279,53,1772,5,43,0,0,7,15,47,0,71,22,0,129,13,18,15,4,19,201,21,14,67,405,1,1,32,27,10,16,152,369,4,19,134,4,0,66,31,12,58,5,64,9,16,5,24,2,0,8,2,66,35,80,3,77,7,3,109,15,20,4,1,69,67,81,77,0,5,6,5,9,28,16,23,8,119,3,2,6,1,307,11,0,2,0,0,2,448,0,7,1,4,2,0,6,0,2,32,1,68,0,0,1,5,0,0,5929,0,31,0,0,0,2,1,1,6,0,0,0,0,2,4,6,3,2,0,293,18,2,21,0,0,2,0,0,3,3,5,1,5,5,1,7,1,0,3,2,0,0,3,8,1,6,1,13,0,5,0,0,0,0,2,0,1,0,0,1,61,0,0,0,1,0,1,0,0,0,0,8,0,0,1,6,2,0,0,0
TCGA-43-5668-01,4,413,3,45,15,3,4,1,10,3,6,5,1,171,25,1,1,224,0,11,0,4,34,10,0,60,425,3,50,0,0,4,0,12,0,0,6,3,0,22,3,0,4,6,120,4,0,1,3,27,22,44,2,1,101,0,161,0,2,216,0,0,11,1,1,8,1,4,0,1,2,92,8,0,21,9,57,60,0,3,37,89,0,32,3,7,0,1,0,18,21,3,0,143,0,3,3,2,9,141,4,0,5,203,1,0,683,3,0,0,13,0,15,1,0,10,0,0,1,0,11,1,0,8,5,3,0,0,2,9,0,0,27,0,1,2,1,418,1,1,0,0,0,0,4,0,0,2,7,1,0,1,8,24,0,10,0,97,1,0,0,1,8,0,0,2,0,1,0,0,0,1,5,0,1,1,0,0,0,0,0,1,0,2,5,0,1,0,0,3,0,0,4,0,0,0,1,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,41
TCGA-43-6143-01,7722,373,897,162,59,13,291,41,256,13,15,37,22,2990,44,165,4,665,13,209,1,248,146,79,339,33,772,3,225,2,110,18,11,93,5,674,11,1,9,46,8,3,2,13,77,63,14,16,31,7,29,701,380,98,55,46,0,43,2,144,17,6,402,91,67,23,7,177,5,133,11,1962,12,0,59,23,125,5,5,213,51,198,16,48,10,21,5,2,288,51,23,1504,1,0,54,29,4,2,13,11,58,84,187,10,395,10,1161,206,2,154,1,2,1,5,0,26,0,14,12,4,5,0,0,127,0,26,0,1,1,4,0,0,156,1,63,7,0,3,0,25,1,5,0,6,7,2,1,1,3,1341,1,5,260,7,97,9,16,22,1,20,0,3,1,3,1,7,14,1,1,1,6,50,0,0,0,0,4,1,10,2,2,0,0,0,4,0,0,98,1,2,16,0,316,0,3,0,1,0,2,0,2,0,0,31,0,1,0,0,1,0,8,1,229
TCGA-43-6647-01,3163,55,178,44,130,33,141,44,65,16,29,2,0,214,22,14,0,50,7,56,2,153,36,11,7,3,1090,105,67,0,28,1,20,73,2,22,49,1,0,2,6,2,2,0,162,16,8,0,0,0,13,23,3,95,19,8,46,60,3,226,2,0,0,2,0,6,0,3,5,91,57,110,3,4,28,10,10,2,0,5,28,2,2,65,1,1,0,1,0,345,15,4,0,60,29,2,8,2,7,1,0,33,996,31,23,24,1385,16,0,0,1,0,0,38,0,1,0,5,0,1,7,0,0,59,0,22,0,1,4,1,0,0,81,0,10,1,3,4,1,3,14,0,1,0,1,0,0,5,0,0,0,2,17,1,4,24,2,0,0,12,0,2,0,1,3,2,0,5,1,0,2,3,0,1,0,9,0,2,1,1,5,2,11,0,2,0,8,0,1,0,0,3,0,0,1,0,44,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0
TCGA-43-6770-01,9163,477,446,336,89,43,107,205,168,23,9,1795,16,1845,271,64,2,58,339,2993,1,131,63,31,10,367,892,99,93,1,7,14,40,86,4,74,110,3,1164,83,71,86,9,7,116,130,4,164,361,3,155,48,8,30,27,23,0,3,199,110,29,6,8,72,52,78,9,44,32,0,1,123,3,9,42,3,65,20,71,2,292,2,13,35,8,10,9,15,3,345,26,7,1,1,160,15,0,2,11,15,19,152,261,90,105,14,3072,10,1,34,0,1,6,57,0,6,2,20,6,0,11,1,2,18,0,6,1,0,14,21,0,2,2010,3,95,6,7,33,4,1,13,6,1,11,12,1,0,15,45,1,5,6,32,25,71,44,8,1,4,12,1,5,2,3,3,0,2,0,14,1,8,0,8,2,1,4,4,0,0,6,2,2,0,0,0,10,0,0,15,1,0,1,1,7,1,0,0,5,7,2,0,0,0,5,1,1,1,4,2,0,0,0,1
TCGA-43-6771-01,3587,2,0,7,0,20,0,166,42,4,35,4,24,786,60,1,0,7,1,7,1,69,305,18,0,49,327,0,33,0,0,48,1,20,2,0,415,0,0,1,8,0,3,0,14,70,33,2,1,0,292,12,1,3,9,0,13,27,23,33,0,0,2,0,5,1,0,8,149,0,11,49,1,12,24,14,7,34,0,18,37,0,2,13,0,2,0,2,0,115,8,3,0,30,6,14,4,1,3,0,1,29,19,46,33,0,610,11,0,0,1,0,1,3,0,0,0,1,0,1,3,2,0,513,1,18,1,0,3,0,0,0,394,0,3,0,3,0,4,1,0,0,2,2,13,0,15,1,0,0,39,0,1,1,0,33,0,1,0,1,0,2,0,0,0,0,0,1,2,0,1,1,0,0,2,18,0,12,2,0,6,0,38,0,0,0,2,2,6,0,0,0,2,0,0,0,3,2,1,0,0,3,0,0,0,0,1,0,0,0,2,0,0
TCGA-43-7656-01,2571,172,338,65,83,24,69,39,83,25,28,3,21,1751,20,1,4,52,1,23,0,15,28,64,0,27,561,0,45,0,25,6,18,325,0,70,1,0,3,15,11,6,10,23,78,77,3,328,202,5,3,1,6,179,39,5,2,2,1,47,3,2,24,12,27,52,1,290,15,1,0,224,3,0,13,1,6,5,16,4,44,0,3,40,4,7,8,1,35,7,5,5,1,0,7,15,1,2,2,19,14,68,4,1,22,4,1646,1,0,1,0,0,3,24,0,11,0,2,2,1,26,0,1,1,0,31,2,2,1,15,1,2,2070,2,6,1,2,0,0,1,0,8,0,2,0,0,1,7,0,0,1,1,26,0,5,1,4,1,1,1,0,0,0,3,0,4,2,1,163,0,0,3,3,1,0,1,0,0,1,0,0,5,0,0,6,0,1,0,0,1,0,1,28,0,6,1,1,0,1,0,67,1,0,0,2,38,0,0,0,0,0,0,0
TCGA-43-7658-01,94,67,21,10,1,5,1,5,1,5,0,221,7,1549,97,2,6,0,21,1075,1,4,132,101,0,17,591,2,188,9,846,1,0,45,1,9,2,13,12,49,13,1,5,31,270,424,1,76,0,72,109,80,21,82,226,30,0,25,0,29,10,2,460,66,4,562,8,663,5,1,6,111,9,0,2,23,25,20,234,9,128,91,5,19,16,38,9,11,0,11,3,6,0,1,2,8,1,1,43,13,36,175,9,44,18,1,2217,65,0,900,0,8,3,313,0,41,4,0,7,1,136,0,0,2,0,5,1,10,2,0,0,0,2821,4,1,6,9,18,1,15,10,0,1,2,2,2,3,0,2,1,1,11,1,9,0,1,2,3,0,2,0,9,7,200,4,11,0,1,35,1,0,4,3,0,0,3,26,0,176,0,0,1,14,0,3,1,0,0,7,0,0,0,1,0,0,0,2,0,0,2,112,1,5,0,3,65,0,0,1,0,0,0,0
TCGA-43-8115-01,492,188,195,4,83,16,85,141,35,17,3,896,145,220,12,47,0,18,75,1454,1,17,51,27,218,15,911,71,57,0,58,16,17,28,1,21,17,5,8,11,31,23,0,3,56,305,2,26,73,3,67,144,6,39,22,23,5,9,1,75,28,0,72,4,12,21,0,7,3,44,1,83,4,1,14,13,47,29,20,4,39,0,2,60,4,3,4,1,1,140,18,25,2,0,14,4,2,2,16,36,7,82,9,1,21,0,1442,2,0,0,0,3,0,36,0,8,1,5,2,0,27,0,0,13,4,46,1,1,0,4,0,4,147,0,11,2,19,6,4,1,0,1,0,6,1,0,3,1,4,1,0,1,3,3,0,10,1,7,1,1,1,3,2,0,0,6,2,7,3,1,1,3,3,2,1,1,19,0,0,1,3,0,0,0,1,0,1,1,4,0,0,0,8,0,0,0,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0
TCGA-43-8116-01,7581,212,214,102,49,5,81,19,43,9,13,387,4,917,21,105,2,0,18,120,1,25,41,28,22,21,205,45,30,0,0,2,6,12,1,64,4,0,4,6,329,3,1,2,37,42,3,8,4,0,1,11,2,15,5,5,5,1,0,164,5,3,30,6,1,113,1,2,5,33,0,53,0,5,28,3,7,0,0,10,63,8,7,14,3,3,0,2,17,20,2,77,0,1,1,4,4,3,8,7,7,31,315,17,7,2,540,497,0,0,0,0,1,1,0,1,0,27,0,1,31,0,0,48,0,14,0,0,1,9,0,0,1766,1,4,0,3,15,2,0,0,0,1,2,1,1,0,4,5,0,0,1,23,1,3,1,1,1,0,15,2,0,1,1,0,1,1,0,3,0,1,5,1,0,3,0,1,0,3,0,0,5,6,0,1,0,12,2,0,0,0,0,0,0,0,0,0,1,12,0,0,1,0,0,0,0,0,0,1,0,50,0,0
TCGA-43-8118-01,2120,422,141,65,54,5,144,213,60,9,82,966,140,1132,288,0,2,150,105,996,0,36,138,54,1,106,478,27,88,1,74,60,8,165,3,15,1010,3,2,12,77,9,7,0,33,93,0,9,136,4,39,56,19,25,19,0,0,113,375,142,5,1,1,6,22,66,14,4,13,5,12,160,5,4,28,1,37,25,4,0,102,2,5,203,9,6,9,27,1,80,24,75,0,0,0,1,0,3,6,2,11,25,457,98,73,4,1016,36,0,0,0,9,5,12,0,1,0,24,1,0,0,0,0,13,0,0,1,0,0,3,0,0,402,0,17,3,4,122,0,1,0,4,1,1,6,1,0,7,26,1,8,2,74,56,8,6,5,3,1,7,0,2,1,0,6,1,1,1,1,1,1,7,1,4,1,1,0,0,1,0,2,4,0,0,5,0,1,7,1,0,0,0,4,0,0,0,2,0,1,8,0,1,0,0,1,0,0,0,0,0,0,0,0
TCGA-43-A474-01,6469,229,242,97,123,8,117,178,44,2,38,760,327,1401,16,13,2,112,46,127,0,112,128,30,2,94,142,128,31,0,109,30,0,2082,1,0,28,3,2,19,64,336,6,17,96,106,3,61,409,0,2,24,2,12,26,82,18,1,4,16,0,19,43,80,23,5,2,90,0,0,10,37,0,3,2,2,26,68,8,138,10,0,3,20,3,3,5,2,2,606,113,2,0,1,96,9,1,23,10,19,13,87,3,1,9,3,603,4,0,0,0,0,0,9,0,3,0,66,0,0,0,0,8,66,0,0,0,0,0,3,0,0,19891,0,461,0,32,2,0,0,2,0,3,7,3,0,0,13,3,0,6,0,1,40,0,7,0,0,4,10,0,1,2,0,1,10,1,2,0,0,2,0,2,0,5,6,0,3,1,0,1,0,1,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-43-A475-01,9666,757,369,114,41,12,1,81,113,33,5,787,125,2187,62,5,4,0,10,1612,0,9,22,49,0,83,734,10,18,0,17,17,4,31,2,0,1,1,1,8,122,5,7,13,47,117,1,44,213,8,10,10,25,11,10,13,4,7,1,302,16,5,2,24,7,84,0,1,4,2,9,135,13,0,47,44,57,1,11,1,452,1,3,66,6,9,1,4,1,325,44,5,1,1,3,15,0,5,7,22,22,160,3,20,21,1,4358,18,0,5,0,1,1,47,0,5,6,5,0,1,0,0,5,0,1,21,0,0,2,4,0,6,226,0,230,2,0,11,4,21,0,3,0,10,2,1,0,12,6,0,0,1,5,1,0,10,0,1,3,5,0,1,0,1,8,0,0,2,2,0,1,0,0,1,1,0,1,2,0,9,0,231,0,0,6,2,0,2,0,0,0,0,1,6,0,0,0,0,0,1,0,0,0,1,1,0,6,1,2,0,0,0,1
TCGA-43-A56U-01,1692,108,141,9,34,39,42,68,11,76,4,249,6,1079,86,3,2,50,1,76,0,39,33,43,0,40,580,34,32,2,14,6,7,54,3,22,29,0,2,12,10,8,2,0,100,67,14,6,107,5,10,13,3,28,14,17,44,12,1,238,0,6,13,1,3,142,0,22,5,1,6,380,1,0,20,1,6,15,6,50,78,0,15,116,4,4,3,11,8,34,21,24,0,0,13,2,2,4,6,12,9,23,143,17,40,5,4249,7,0,0,2,0,190,20,0,7,25,6,5,1,6,2,4,34,0,175,23,0,1,704,1,4,1480,0,72,1,7,8,6,0,0,0,0,24,1,1,3,3,1,14,3,4,37,56,0,2,2,1,0,2,9,0,2,1,2,1,35,2,1,0,4,1,24,1,0,1,1,1,0,4,2,0,0,0,1,1,1,0,0,7,1,0,3,0,1,6,0,1,2,0,0,3,1,0,0,0,0,0,4,0,0,0,1
TCGA-46-3765-01,4331,146,188,79,53,22,305,151,114,7,10,417,34,706,102,473,0,81,18,760,0,31,31,28,1,63,448,13,45,4,4,2,24,20,1,36,199,0,1,22,220,107,2,4,16,24,6,42,158,6,40,16,3,56,13,11,0,1,4,119,4,0,0,8,4,21,12,11,10,28,1,38,0,3,9,1,79,777,48,0,52,0,13,27,16,6,16,5,11,102,22,54,0,0,14,3,4,1,7,4,2,52,16,43,4,3,1227,13,0,0,0,1,1,130,0,9,0,29,0,0,1,0,0,15,0,3,0,0,0,0,0,3,6232,0,219,0,3,28,0,0,0,1,0,0,1,0,0,1,6,4,7,2,74,23,5,3,1,0,0,21,0,1,1,1,5,2,0,3,0,0,1,0,8,0,1,0,0,0,0,1,3,0,0,0,1,0,1,3,15,0,0,0,1,0,0,0,1,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0
TCGA-46-3766-01,1018,55,34,11,48,24,5,37,3,16,1,185,6,173,307,2,2,2,13,162,0,17,24,1,0,11,729,1,33,0,0,0,3,5,0,0,4,2,0,2,4,30,2,0,17,3,2,0,4,3,13,7,0,8,8,116,7,0,0,119,0,2,0,3,4,5,0,60,3,0,5,70,5,0,2,0,9,29,2,13,8,0,0,42,1,1,1,3,0,51,14,5,0,5,6,2,4,0,3,2,3,13,24,197,36,1,471,15,0,0,0,2,8,30,0,0,0,7,2,0,0,0,0,45,0,64,0,2,4,31,0,5,422,0,10,3,6,37,0,0,0,0,0,0,1,0,0,1,47,0,0,9,4,5,5,17,11,0,0,0,0,0,0,1,0,1,1,1,1,0,0,4,2,0,1,11,0,0,0,1,7,0,3,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0
TCGA-46-3767-01,2322,223,93,59,120,61,32,85,37,25,4,265,12,177,310,2,0,0,63,301,0,32,44,13,0,19,1211,3,49,1,111,5,17,21,0,14,20,2,12,6,45,7,8,8,36,15,3,13,161,1,8,3,4,55,31,28,62,1,2,148,5,2,2,3,6,10,2,19,3,20,4,133,2,0,7,4,9,15,7,29,15,0,0,74,2,6,0,3,1,77,45,43,0,2,10,5,6,1,6,6,6,33,81,120,41,0,586,6,1,0,4,1,0,14,0,1,3,2,1,0,12,0,0,14,3,45,0,3,1,0,2,5,629,6,7,1,8,25,2,0,0,0,1,1,1,2,3,2,27,42,0,2,77,1,11,18,24,0,0,2,1,0,2,2,0,1,6,2,0,0,0,5,7,0,0,6,0,0,0,0,6,1,5,1,1,0,9,0,0,0,2,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-46-3768-01,1009,828,42,55,41,5,18,41,15,6,26,1268,10,543,78,43,0,0,6,5155,0,16,83,20,3,62,222,10,94,1,18,0,3,43,0,1,3,7,3,25,2,5,0,2,35,151,1,53,20,4,8,7,0,24,20,0,5,5,4,72,0,1,9,5,90,28,0,0,2,4,1,97,0,0,0,21,101,9,19,1,15,7,13,17,5,11,5,21,3,346,1,3,0,0,19,8,1,0,8,4,1,3,58,22,5,0,890,3,0,1,0,0,0,4,0,2,7,0,1,0,2,1,0,4,0,6,0,0,0,2,0,0,39,0,58,0,593,25,1,0,0,0,0,1,0,0,0,1,10,0,7,2,2,15,3,5,4,0,0,2,0,3,1,1,0,2,0,0,0,2,1,0,6,1,1,0,0,0,3,1,0,0,1,0,0,2,0,0,0,0,14,0,1,0,0,0,0,0,0,1,0,11,0,0,0,0,0,25,0,0,0,0,0
TCGA-46-3769-01,1010,12,21,165,4,7,106,5,376,9,30,34,2,424,146,0,1,62,3,55,0,18,17,16,0,39,751,1,41,0,1,1,6,11,0,37,332,0,5,4,532,19,3,0,28,7,8,2,275,3,1539,1,0,131,66,75,64,37,0,222,0,6,7,3,83,22,0,2,10,0,18,21,0,3,6,12,12,5,17,1,9,28,3,7,10,0,0,13,23,18,6,497,0,22,1,11,31,9,1,39,0,2,10,14,5,0,59,36,0,1,0,0,0,11,0,2,1,1,0,0,2,0,0,172,0,97,0,4,6,1,0,5,70,0,45,0,2,2,0,2,0,0,1,1,4,0,5,0,0,0,60,0,424,19,0,0,0,1,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,2,8,0,7,16,0,1,0,0,40,0,0,10,1,0,12,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,9,0,1,0,0,0,0,0
TCGA-46-6025-01,21610,262,239,68,146,24,122,225,93,8,37,626,59,1487,29,5,8,0,22,225,0,105,119,39,2,48,355,94,47,0,0,8,16,144,2,88,27,6,0,16,7,0,2,2,439,56,6,545,2,8,16,112,0,5,17,156,232,4,6,61,12,6,20,12,108,7,6,7,10,0,5,65,0,24,21,1,108,7,1,24,73,0,9,20,2,13,10,6,0,297,191,65,2,1,50,45,1,4,9,0,6,84,259,10,90,2,359,27,0,1,1,1,9,2,0,2,1,16,2,1,0,2,1,18,0,35,0,1,0,1,0,0,99,0,9,2,5,24,2,10,0,1,0,1,2,0,0,5,5,0,1,0,15,106,1,11,2,0,0,0,0,2,0,0,0,0,5,1,0,22,0,0,2,5,2,1,8,4,0,1,5,2,0,0,0,0,8,1,2,0,0,2,0,13,0,0,2,3,0,4,0,1,0,3,0,0,0,0,0,0,0,0,0
TCGA-46-6026-01,6222,602,227,371,88,37,0,17,35,16,1,2544,111,855,61,5,4,422,1,1252,0,221,66,87,1,44,548,18,84,29,867,8,295,679,11,0,44,34,175,16,204,170,0,1,41,567,1,15,6,6,94,87,3,43,243,3,0,186,13,150,10,6,77,153,18,467,30,320,51,0,45,210,0,8,88,59,63,1469,17,53,48,2,14,12,15,8,13,217,4,95,4,64,1,136,10,8,0,2,48,0,6,171,61,34,16,27,19830,9,0,13,0,0,79,37,0,7,6,235,12,1,9,0,2,1,0,1,10,1,0,357,0,405,49759,3,19,8,71,6,5,3,2,1,7,0,9,0,2,72,4,0,45,1,12,62,2,1,1,1,2,17,1,113,0,0,2,2,27,0,0,12,2,53,9,1,4,1,3,2,25,0,0,0,0,0,8,0,0,11,4,6,33,4,0,4,1,2,1,0,0,0,9,0,0,2,1,3,3,2,0,0,0,1,1
