Unnamed: 0,CCNB1,ZWINT,PBK,GRHL3,GJB6,CERS3,KPNA2,HOXC13,ATAD2,HOXA10,RHOV,PRKCE,ALDH3B2,TMPRSS11E,SERPINB13,PGLYRP3,HECW2,FAM83C,C10orf99,TGFBR2,A2ML1,TMEM79,PREX2,SPRR2D,IVL,IL36RN,TMPRSS11A,GSDMC,IL36G,SLC1A1,LIMCH1,CNFN,GRHL1,UTRN,TMPRSS11D,TMEM100,SPRR1A,TSKU,GPD1L,CITED2,S100A7A,PTPRM,CLCA4,RECK,AMTN,SPRR2E,SLC7A11,BDH1,LRRK2,FST,NCCRP1,SPRR2G,KRTDAP,ZNF750,FAM84A,MGLL,SUSD4,RPTN,SERPINB3,PAX3,DDAH1,KCNQ5,HOPX,LEFTY2,TBX18,SPRR2F,ENPP4,DUOX1,SERPINB2,AKAP12,LPCAT1,ULBP2,POF1B,SERTM1,PRDM16,SELE,SCGB3A1,PROK2,GREM2,HOXA9,ELAVL2
TCGA-51-4081-01,3228,2174,1221,3107,6944,1531,9901,303,3829,222,3532,341,5460,1749,14147,1658,659,1817,438,2361,5214,2112,134,13003,2790,1072,204,545,2962,95,1834,1853,6205,7494,815,9,12650,8921,813,807,2240,1129,243,656,131,16660,7418,2846,419,5075,2128,1227,1109,3698,6931,2749,1916,566,4616,7,596,404,2388,2,1163,932,116,3493,1653,996,3744,166,831,66,84,101,63,0,23,58,0
TCGA-51-6867-01,3659,2267,1149,2468,715,139,12897,140,3604,430,1411,1897,2719,1006,8608,164,734,3,980,7096,3133,657,213,1417,450,208,1495,968,173,169,3284,310,2575,3544,70,248,302,11013,1968,1776,11,1059,188,531,9,153,9893,4846,468,1745,543,6,5,3140,18485,2083,3280,164,968,3,1042,1342,1141,15,1326,21,1231,3137,654,1407,5767,64,2941,34,145,151,244,7,10,22,6
TCGA-52-7622-01,3672,1950,1181,2006,3559,1348,10682,211,2286,259,4115,1506,3556,1142,10574,183,807,716,316,9602,2405,1689,496,2887,2865,1191,138,2484,1295,678,7510,808,2137,10578,1471,250,5260,10117,2074,3913,24,2320,138,1479,410,851,29249,3750,13242,2462,643,103,482,3950,5736,7149,4906,825,1746,1,2973,507,6848,13,1105,254,1051,7334,1559,4985,26510,543,2906,463,728,856,3298,47,29,14,4
TCGA-52-7810-01,4138,2166,1006,1093,9496,2296,7208,565,6460,228,4575,437,8877,552,5158,30,316,1257,248,3993,844,1850,23,2634,904,2065,57,2099,1296,42,2348,234,1153,1660,508,5,912,14207,1691,1277,90,567,660,106,451,773,4163,859,125,1312,117,8,7,1976,8770,1163,4902,5,7707,0,485,294,301,0,808,8,209,2494,99,299,40983,3288,21,4,25,3,23,4,53,38,0
TCGA-52-7811-01,4721,2808,1698,3239,16866,1850,10068,155,4096,270,8954,1050,2806,1261,7663,2178,775,1792,1873,7364,4897,3042,658,7847,8697,2955,5009,3289,4775,378,2438,383,3163,4466,5884,32,11696,7883,1033,2395,659,1799,749,451,1049,4411,7645,2591,3501,3587,1179,156,67,6916,3595,6710,519,95,9044,1,1366,566,2947,18,1431,567,496,6459,2699,1071,16629,1265,8,13,162,234,1829,7,46,16,1
TCGA-52-7812-01,9301,6115,1120,60,284,1,23243,3,7457,12,2711,749,542,2653,6,26,231,1,1,4943,5,837,91,292,4947,315,3,153,54,1060,5640,43,1219,3435,3,17,23,5330,738,1984,1,1120,2,351,2,6,2941,765,1288,39,18,0,2,1097,177,4125,267,0,5,0,2036,273,16573,6,3,87,1570,644,1,1411,98280,54,1119,3,78,113,842,8,12,8,76
TCGA-56-1622-01,4019,1792,954,1262,18125,186,14211,3,5523,146,1485,511,1384,426,1147,42,422,222,26,4757,2770,734,227,4333,311,289,2111,344,282,69,899,162,2653,3839,4526,14,2953,7278,1665,2409,6,822,234,144,1334,389,3147,870,541,2630,894,453,24,2486,3335,1997,2784,13,520,4,1067,1156,919,5,49,247,1097,3255,908,3915,3906,910,6656,111,32,101,349,18,25,38,7
TCGA-56-5897-01,2823,2719,573,1469,35767,2863,8956,302,3809,225,3498,717,8779,7290,7508,483,814,853,1025,8959,7429,2218,230,8408,2882,870,1606,1711,2277,315,3635,1078,2910,4113,1784,107,2238,19751,821,2432,2213,1866,2122,1003,61,4255,29533,1058,518,814,1391,183,952,2145,3770,2606,728,331,10342,3,914,554,2431,17,547,438,620,3042,586,2293,2708,368,960,3,392,85,397,14,48,8,144
TCGA-56-5898-01,2308,905,371,4033,4969,3646,4538,326,2178,81,4738,600,7069,1213,8834,528,427,1574,322,4273,4563,2556,196,4272,7032,479,977,3217,125,270,3210,903,2634,4039,2011,213,9326,6380,1360,5632,321,1092,257,330,956,848,2665,1943,4335,4041,6043,106,1112,3424,10488,12460,3462,825,1203,60,698,481,3222,11,414,35,366,13074,372,973,13773,908,2144,58,286,95,1491,3,45,5,4
TCGA-56-6545-01,4551,2994,1273,1380,3349,1914,13130,441,5375,189,1716,813,645,62,3853,139,1019,4,465,16264,463,553,373,526,2099,2322,57,2303,2167,619,2894,154,1054,6090,736,770,200,13336,1872,4512,433,2742,1016,1274,30,199,769,1157,3430,2553,381,184,264,910,1483,5090,2130,46,2319,211,1855,95,2943,13,430,43,962,3386,255,2875,13939,657,218,70,231,465,783,87,275,19,61
TCGA-56-6546-01,6215,7148,1361,315,83,7,16833,2178,7360,32,2770,456,172,4,27,2,678,4,5,5029,20,507,227,61,103,13,7,116,5,228,1467,1613,1500,8769,8,174,19,5137,2607,5754,9,1156,4,666,0,22,295,690,3794,647,2058,17,32,545,1027,4997,706,0,37,1,3627,155,3817,30,16,25,801,1229,29,10405,15919,51,149,2,258,96,7316,8,54,35,6
TCGA-56-7221-01,3220,1859,1133,5034,12616,7255,11746,350,2237,272,10369,1272,6723,3393,29054,1174,2728,5117,551,3017,17672,2063,117,16205,7816,5103,12156,1576,1114,796,1007,3067,8437,12890,1319,55,38426,8313,2292,1168,453,1117,375,606,310,8763,5810,4077,1917,12611,3114,1692,5391,10443,12208,4691,7394,927,2446,7,4209,1262,5585,28,2710,1032,560,7221,2576,417,9262,558,6634,7,139,27,3198,1,18,10,3
TCGA-56-7222-01,4480,3769,1495,248,3913,1604,19798,116,9872,270,2816,1403,598,523,30,20,451,664,11,8983,383,481,166,149,1066,240,15,465,189,852,1190,53,1967,6372,18,19,60,5283,889,2054,39,558,12,173,1,15,2479,620,10531,7396,270,6,11,1404,262,1207,227,0,26,1,1064,1870,3520,66,4,100,319,6349,71,3534,10213,160,286,0,148,408,2430,15,7,6,155
TCGA-56-7223-01,8030,6860,2177,220,771,136,23323,508,8461,117,997,1784,4026,94,564,162,725,101,18,3648,1326,2092,1505,239,139,30,132,229,21,151,1502,98,1187,14832,105,49,69,18421,1187,1652,5,2412,12,440,8,9,31829,2587,245,1308,198,4,39,905,9574,2497,803,183,272,170,2007,145,285,149,112,10,3354,875,102,3772,10867,112,3575,26,890,148,87,14,196,25,160
TCGA-56-7579-01,4848,2914,1037,9149,8317,7776,14146,210,3213,18,5432,1226,12768,18519,4406,2690,491,8841,3089,1335,3306,5224,108,47614,18195,13215,9241,2629,2315,20,214,10144,7920,5932,15122,6,62135,10772,1591,1757,3406,738,1513,283,267,79863,23143,11483,159,5869,9743,7597,50814,8881,5801,4870,6191,13500,13649,0,1633,19,32932,3,17,7677,79,7315,2409,268,3698,1074,7993,2,128,351,20,22,0,5,0
TCGA-56-7582-01,1972,1358,1540,1722,12108,952,8951,244,5514,308,2478,466,3618,4043,12564,350,493,355,532,2416,7951,916,135,8094,3973,1044,190,756,1844,99,882,1116,3243,5113,1777,23,7729,10655,660,934,408,621,351,311,30,6275,11501,2472,695,1827,333,1202,196,4859,7418,1402,3176,1595,2889,6,295,1008,1108,1,855,480,255,2249,1184,922,2946,305,2992,75,83,26,4,2,3,9,4
TCGA-56-7822-01,1216,1521,482,1891,11589,4723,4127,1254,3189,282,2662,489,304,7622,2345,1606,463,1501,11870,14982,5546,5228,235,10613,24376,9117,4396,6601,3876,152,4192,745,5164,3153,13010,223,4979,6550,867,3587,2327,1939,5872,305,146891,5854,3497,855,1137,562,7613,365,46,2632,6116,7823,1124,63,1600,6,576,94,3246,33,323,588,1203,10936,614,527,10412,7065,1892,2,113,90,2170,8,86,12,7
TCGA-56-8201-01,3185,1596,572,22,733,128,8454,574,3263,9,912,346,149,13,13,11,429,1,0,5987,40,219,102,24,2,91,5,1315,222,69,302,47,606,2859,9,55,0,4231,430,1861,20,875,7,569,10,8,142,153,570,2414,56,5,0,607,501,2025,104,0,16,0,553,19,315,1,459,7,350,470,89,2360,8190,423,16,0,18,219,17,23,9,6,5
TCGA-56-8304-01,3546,3021,1040,2991,7483,1209,11654,9,3629,208,2747,531,1977,10982,5627,1043,213,1637,655,874,6724,715,22,9517,5176,1847,2969,2499,1159,120,206,741,4396,1145,5122,28,13154,3761,2390,1596,98,386,885,73,118,5126,236,5454,411,6507,803,35,280,5744,6230,4485,1449,62,1505,6,403,84,783,3,362,871,97,1607,2783,176,2579,1390,1693,0,26,29,822,4,1,22,1
TCGA-56-8305-01,1698,1061,952,1810,14215,1547,6226,47,2145,339,1963,524,4093,3100,6451,570,314,1551,177,1864,10159,2722,52,9711,5880,2235,278,720,794,104,870,919,2515,4546,1382,92,4206,8510,471,1283,926,810,200,354,217,2146,5323,1696,642,994,1117,570,1650,1571,4021,1284,1291,196,4466,4,409,111,1266,1,613,92,338,2881,871,1327,7098,1068,407,23,261,344,179,5,17,9,0
TCGA-56-8307-01,4397,2831,1141,216,27,96,8156,39,2916,491,568,932,351,16313,15,61,284,448,74,1319,911,260,74,26,16,4,6672,22,14,105,649,28,256,3503,6,10,14,3315,512,1589,0,1376,40,143,1901,4,695,1285,485,24,658,4,3,309,2711,287,1543,0,5,325,714,1785,101,0,492,0,4674,5149,21,308,2820,208,885,0,115,46,64,8,2,146,0
TCGA-56-8308-01,1211,1430,430,2528,9205,1500,5332,85,1664,192,2159,1131,2160,951,12512,551,524,574,572,2420,5194,2154,133,7386,2218,1157,5534,1548,1331,100,1624,637,2859,4952,3902,49,4416,6977,581,1610,39,800,283,638,310,3335,3791,1328,1044,4466,886,58,8,3085,3941,3742,1988,273,1159,16,693,349,1163,4,669,273,244,4239,1861,799,2871,826,4066,34,54,476,214,2,13,7,11
TCGA-56-8309-01,1292,1218,355,227,36,476,6113,17,1883,99,443,1122,546,8588,246,132,978,6,17,6791,1897,381,143,29,39,12,3333,471,11,576,1215,9,822,5945,2142,382,12,2286,998,5350,1,7731,282,368,18749,13,390,512,3455,482,131,3,0,336,4256,2759,2311,1,5,39,1907,289,2817,3,74,4,1798,2344,12,1348,4761,275,785,1,237,350,346,25,21,16,121
TCGA-56-8503-01,1424,1214,395,862,4318,629,4758,286,2155,92,3410,578,4645,687,11778,319,420,634,318,3696,3836,1536,114,5170,2554,1305,131,802,3135,194,741,1803,1392,2048,1852,51,1296,4947,447,1167,3590,1326,297,458,11,2441,524,1035,583,303,1396,326,133,1552,2277,2184,600,6,5862,12,628,178,1555,20,302,780,414,2146,487,1745,3448,960,585,12,48,577,24,42,131,21,27
TCGA-56-8504-01,4987,2096,905,1023,5015,1520,11751,77,3991,277,1981,480,4077,8003,830,53,607,1562,211,1918,2113,933,54,390,633,255,612,218,43,362,856,207,2497,2039,2458,91,1651,5346,1138,593,14,382,65,269,50,281,3575,4380,296,1627,313,0,126,1610,2606,1352,1262,19,683,1,334,293,683,0,99,19,224,2009,173,439,2754,168,1053,1,30,67,32,1,1,23,1
TCGA-56-8622-01,300,436,53,1109,7978,1025,1765,1428,820,3,5180,479,4769,646,16259,3798,286,981,1031,3972,6869,2583,131,10868,20957,48,46,298,641,95,3790,1742,1896,1492,122,61,2171,7043,995,2501,2990,1144,3048,236,1404,3799,1417,1001,1304,7253,3413,565,3755,3149,9387,3558,829,1266,3539,1,640,129,4336,6,510,60,1110,5286,2450,797,8425,1057,1280,0,127,80,281,2,19,9,15
TCGA-56-8623-01,338,387,44,38,22,9,1710,3,906,8,953,3212,221,11,77,12,2489,4,4,24362,27,391,1184,62,175,5,1,117,5,4169,26713,50,748,12829,3,2286,18,1767,5253,21465,8,9403,25,1881,12,13,275,867,23627,415,135,1,19,432,691,19752,885,5,31,1,4615,38,16593,433,12,5,5140,10608,138,3714,45439,108,378,862,1233,8786,66422,97,149,4,6
TCGA-56-8624-01,1182,626,171,453,11381,3306,1030,1523,1486,6,2743,614,19218,232,1245,115,286,629,172,3247,90,8399,256,120,15979,1,10,589,6,111,2521,103,6456,2315,2,166,54,3651,880,2038,663,2046,177,376,8,6,147,1906,1450,314,6573,0,7808,3841,13822,10745,3342,0,51,7,730,95,1730,16,12,4,647,11670,19,856,3859,106,678,1,160,96,9076,3,53,3,22
TCGA-56-8625-01,1691,3440,832,1440,640,598,5652,81,2821,121,557,818,1633,441,10289,469,353,1632,306,6475,24185,1544,213,366,1195,256,6043,276,36,234,1427,187,4348,4873,1751,161,2780,3564,975,2446,3,2299,827,785,134,119,312,1246,1950,322,286,12,36,2611,9630,10270,1463,26,91,5,1499,128,1434,2,28,6,1207,1495,282,1195,6696,421,7728,1,162,108,211,3,105,20,7
TCGA-56-8626-01,637,745,111,356,6323,1802,2140,855,1625,262,2250,578,1782,1142,2190,87,683,5,72,4345,145,1376,245,972,2232,20,23,603,104,620,2388,260,1018,3234,448,641,153,2784,829,3506,1056,1876,1500,540,1051,312,379,923,3655,413,204,322,94,781,4064,4090,242,1,1818,5,1300,198,2398,7,447,11,668,5574,81,3925,24630,830,277,30,353,20,5150,7,252,66,1
TCGA-56-8628-01,836,666,206,1017,272,1164,1841,91,1793,210,532,1225,305,98,3622,30,779,588,142,5512,319,686,365,176,339,49,145,936,46,350,2123,138,1496,4846,239,535,19,3558,1077,2666,5,2506,122,399,722,3,213,625,6081,3150,109,11,3,397,4948,7647,1043,3,352,15,1299,89,2244,20,527,4,503,4508,357,1323,16182,365,1041,14,272,192,4012,4,31,225,1
TCGA-56-8629-01,2271,1531,519,1270,2537,122,7921,287,1457,221,2541,798,6861,1621,2464,143,233,103,395,3361,5875,1252,48,233,344,27,49,578,77,76,1033,308,1627,2270,97,9,150,8964,947,1478,119,613,516,410,2558,30,4193,2060,92,123,10,8,6,1846,6911,1065,1889,25,2960,17,752,115,152,0,333,10,1410,864,37,1679,2486,834,924,15,483,7,323,4,86,15,0
TCGA-56-A4BW-01,2277,2796,563,1204,12331,1126,5890,161,3137,406,3440,876,4168,1556,9540,378,594,1291,1773,3341,16165,985,72,1177,1682,139,358,798,535,360,910,393,2500,3486,6011,31,2447,4001,986,896,34,518,1479,212,604,247,80,2032,400,272,713,29,400,1887,6840,880,3761,21,9000,31,518,58,886,9,1130,27,438,1547,148,2159,3387,846,1152,11,822,78,142,2,20,35,39
TCGA-56-A4BX-01,3604,2461,1083,6186,27414,3997,10339,317,3762,661,7129,1154,5438,626,18128,569,613,3513,1461,1736,2451,2020,214,1125,970,373,2834,1070,17,574,1180,577,4865,4188,7991,73,932,16126,1660,998,0,1744,119,157,14,371,6897,14654,806,6274,1945,18,2460,4671,11838,4922,6335,203,5394,66,1430,1449,1078,6,1837,17,218,7412,1363,138,3069,691,5205,27,79,12,24,0,10,36,3
TCGA-56-A4BY-01,2169,1422,533,2309,122,1009,12628,453,5644,238,1617,1288,557,7600,11608,57,587,36,606,4735,599,1588,264,78,2572,6,3646,1121,6,285,2573,170,4109,6692,158,178,829,8058,1172,1586,1,1020,464,447,37,8,23424,4492,1222,3050,341,0,4,1862,10904,4322,3489,32,987,16,2253,537,552,20,47,27,554,7219,182,2090,2136,66,2414,102,196,86,1197,5,32,48,1
TCGA-56-A4ZJ-01,872,938,249,868,1281,1037,1939,194,1358,154,4270,913,1391,898,4492,447,922,104,228,9943,121,1340,466,4621,1356,20,1243,1181,1006,837,3626,84,693,5003,2624,556,630,4420,1848,7578,761,2846,700,824,12228,428,195,1652,10197,802,307,6,13,1007,2619,9662,871,5,5656,5,3359,416,5450,18,582,131,1019,6850,93,1596,23157,1678,313,34,448,77,2579,36,180,19,5
TCGA-56-A4ZK-01,1921,1557,542,3355,5555,2345,5174,108,5983,401,8346,552,5315,328,13925,1010,333,4288,1019,2023,2626,2457,62,1416,4139,494,275,3746,272,65,1326,1463,4854,3326,2779,31,10034,5743,930,1100,4,671,29,367,37,535,7813,4228,555,3988,1043,154,3502,7295,4937,4378,3109,436,5847,0,1511,217,2869,3,11,31,320,5891,1536,394,3450,530,1534,0,36,141,40,10,25,31,2
TCGA-56-A5DR-01,3789,3980,745,3570,5158,1698,9226,653,5096,94,6905,603,1389,48,8122,2106,185,1271,1480,2943,391,1424,35,7043,205,203,3380,1055,1478,95,273,70,2683,3199,535,9,1523,10865,1206,1038,420,360,73,236,10,1903,6162,2280,317,2450,242,49,12,793,4160,532,2787,1,1428,4,1179,35,625,1,3,449,154,5694,1038,494,6846,709,163,4,22,156,36,0,3,137,6
TCGA-56-A62T-01,6488,1647,2193,992,4062,1208,12238,739,4674,6,1884,1149,2259,1735,1614,236,206,1189,782,3149,824,1817,74,1616,4197,842,22,1068,182,59,2941,211,3658,2303,148,10,1658,16461,616,1597,1,2066,129,547,659,497,56250,1107,113,6434,445,40,224,2391,1344,3309,400,607,464,45,321,658,736,2,28,23,1340,1753,394,2243,5189,1081,700,193,372,11,39,2,95,5,124
TCGA-58-8386-01,2904,626,1195,1881,7563,1311,10139,342,3674,31,743,707,4999,37,4,535,1133,1939,0,12764,125,575,392,34,246,450,22,2368,104,779,3872,474,1648,5343,2878,525,344,8323,1972,6942,302,3040,1588,463,0,55,651,1995,12876,175,115,514,1034,2656,10985,6804,1484,0,142,120,1582,63,4516,25,3,0,1236,8391,7,1989,41882,1435,75,37,492,86,1791,27,22,2,1
TCGA-58-8387-01,3609,3675,974,798,7516,240,10505,75,3354,17,1348,175,456,197,842,114,100,546,6,1053,174,297,42,257,79,34,1818,135,36,239,141,157,672,933,1078,37,1939,878,783,1566,2,336,7,156,0,208,363,5354,395,7547,52,215,136,503,1601,1323,1067,2,169,6,261,205,1910,1,333,131,344,783,1085,114,1722,169,1559,0,10,62,420,16,10,5,21
TCGA-58-8388-01,1455,1317,465,39,17,1386,3864,256,2608,5,487,459,1169,7,25,47,583,152,4,4409,504,677,391,6,35,9,5,55,0,227,2004,71,2950,4750,11,383,1,3444,567,2211,2,4928,757,623,212,4,235,2050,3841,396,15,5,0,149,1228,2197,1803,1,0,74,1627,236,1443,15,1,2,365,3536,25,740,11569,136,24,21,183,487,848,8,38,1,144
TCGA-58-8390-01,1995,3601,481,399,742,2982,7915,195,3817,134,2748,649,3403,447,1529,413,315,98,32,2708,2049,1268,209,3386,1606,157,1089,93,124,214,1768,835,2045,5263,1514,27,522,3704,513,2052,1680,1975,1416,326,1370,1523,605,2064,811,1230,763,742,196,952,3442,752,1546,119,608,248,838,253,995,9,53,185,476,1683,926,1029,5426,123,925,3,43,268,85,22,46,83,0
TCGA-58-8391-01,5758,4083,1540,1205,12077,4475,9583,118,2780,206,5278,539,1141,1048,3011,585,1258,1140,563,2178,1223,2146,36,2237,1252,246,2179,742,932,235,521,225,3686,4161,2861,35,3635,5438,712,777,457,269,99,398,1,595,7461,4783,492,2199,165,28,3,3069,5919,619,2836,229,98,1,294,476,243,0,695,204,65,2405,281,228,6058,193,1667,372,44,36,410,22,3,40,0
TCGA-58-8392-01,3353,2336,1152,4250,27909,3133,14405,457,4063,464,7060,1025,6266,1815,21219,1580,389,2400,1400,1561,8659,2422,109,8508,3527,2691,2045,2116,759,407,1338,1421,2342,4923,2221,96,14492,11305,1063,1258,73,811,98,647,9,3771,4191,3742,1601,3420,2246,301,2789,5062,2768,6136,5796,383,5373,149,1552,409,2412,2,740,571,567,6041,1046,568,4517,1895,3963,163,99,152,430,11,9,56,1
TCGA-58-8393-01,2515,1672,662,2627,358,1469,10195,244,4254,250,4726,872,1060,739,10047,58,702,5,613,6159,7642,835,144,1410,14810,26,375,897,82,244,2289,127,2920,3797,40,301,1681,13466,1029,2405,148,1813,1456,356,4,576,10222,803,4299,78,108,9,5,2362,1171,4686,894,94,98,0,645,55,1332,6,91,45,1660,8448,264,746,7515,340,1364,6,610,97,925,22,16,46,0
TCGA-58-A46J-01,5579,4374,2062,546,302,3661,19564,172,6767,217,12858,968,1869,971,34095,50,775,1403,352,5801,988,868,216,1814,616,114,115,2139,84,304,1060,117,2511,2781,2663,632,4145,2456,2005,3195,29,1463,110,333,24,85,371,3763,3814,2241,96,75,11,2415,8405,5220,2406,2,5177,35,896,463,1929,21,588,112,577,5572,252,1036,14209,314,2185,2,146,955,5628,40,53,28,0
TCGA-58-A46K-01,2032,1058,725,1647,1610,1356,8707,89,1007,169,798,319,2950,101,2388,13,195,164,50,1399,463,459,36,117,58,40,39,321,137,58,2321,187,1426,3006,22,19,80,7859,751,429,9,395,4,226,0,73,8142,3498,406,933,44,19,8,2128,6796,564,2265,13,119,7,284,222,180,7,709,7,822,3280,8,304,3318,94,679,31,598,37,16,2,0,33,5
TCGA-58-A46L-01,4913,6713,1606,3754,15275,1636,23201,937,8835,187,10455,1428,11448,703,27417,2395,1513,1839,1203,4700,3971,3277,265,8370,5381,2294,7690,4365,1089,100,891,221,8145,11517,3720,58,8252,4253,3006,1459,46,1585,310,856,2,1522,1751,5206,1011,2785,187,321,2734,9829,15330,3611,5847,446,6387,26,522,135,4645,5,2158,1770,828,8410,1054,1195,4909,248,1519,31,202,244,1494,3,28,90,4
TCGA-58-A46M-01,3665,3502,1187,499,907,1589,12303,54,5439,510,1167,666,863,13282,357,17,328,0,15,1705,47,516,38,9,1,12,80,1248,54,40,176,256,298,2896,81,23,4,8935,1648,539,60,529,147,781,3,3,7145,3895,197,1051,5,0,6,279,1013,2070,111,2,6,19,139,540,325,0,1241,1,261,2229,1,157,3400,80,25,27,373,17,38,1,7,54,7
TCGA-58-A46N-01,4210,2434,1528,5858,17903,618,17161,146,3664,486,3945,542,1907,925,10753,748,299,741,1965,1334,1341,2209,87,12613,3305,1225,1718,4322,4745,57,159,1032,4859,3359,2554,2,11304,5409,760,528,1453,135,107,280,5,3047,9973,4509,288,3332,573,55,957,894,8352,5731,2773,206,1759,9,590,456,1095,0,5,1268,19,2684,2307,123,2889,227,1848,146,38,90,48,6,2,15,1
TCGA-60-2695-01,7633,7358,1843,968,3,25,9852,11,8757,185,3130,1019,1107,111,5,1,519,21,0,4145,82,1394,284,32,182,0,8,369,15,403,2726,211,1510,5610,3,430,382,2142,1009,3686,12,1142,3,522,16,6,396,2154,2378,1039,11,3,0,1390,1150,5654,950,0,5047,8,4089,341,2072,21,114,38,3312,1346,407,3156,8308,147,1667,112,73,227,527,22,15,22,394
TCGA-60-2696-01,3289,3079,663,798,1360,2454,5173,181,2576,2,1532,1605,1927,26,40,176,792,1965,45,5882,76,398,223,4261,176,98,381,2065,981,429,1295,73,1622,2866,12,577,1018,7085,1791,2475,400,1006,1354,382,187,1104,4149,1098,2083,15348,577,1,13,885,1384,2196,45,0,29,1,868,305,4625,24,6,542,504,7256,1285,2479,10917,1054,1450,3,82,116,560,166,10,4,1
TCGA-60-2697-01,1413,947,683,149,145,56,5691,2,2647,122,1298,1327,953,385,41,13,1205,7,1,14972,740,389,1172,577,78,16,19,671,74,943,7084,244,860,11428,18,290,36,7262,3187,6056,63,4063,39,927,10,217,2218,1580,20418,647,755,44,13,508,710,10310,549,1,2174,0,4199,112,6917,49,92,9,1980,5955,160,5295,39067,104,116,8,736,6467,5531,74,120,34,5
TCGA-60-2698-01,5720,1677,1028,1213,2691,343,13250,703,3529,153,1894,1472,6162,1901,1991,276,679,81,2040,7843,4607,1853,305,2051,762,567,65,415,554,690,2411,457,1252,3810,82,198,2215,12116,1863,5096,69,1783,67,396,69,1071,1489,2303,4259,455,993,81,540,1467,3350,5468,1175,120,665,15,1257,257,5532,23,19,69,1877,3588,240,2810,15825,1234,443,19,283,1143,2838,72,29,9,22
TCGA-60-2703-01,2835,2403,606,67,1583,30,6946,10,3747,61,890,391,328,821,686,13,537,75,5,3875,463,157,174,33,17,37,50,216,49,177,955,47,1903,2235,79,41,21,2710,777,1678,6,996,37,543,114,8,317,275,174,2367,22,3,5,571,1618,547,1122,3,1103,168,1014,94,360,0,6,3,522,317,647,3797,2950,538,346,1,17,3,5,25,4,18,7
TCGA-60-2704-01,2176,1496,771,435,12143,1154,7395,273,4654,330,730,1159,692,197,1437,176,1897,848,59,13472,68,1004,768,1673,237,206,260,565,361,663,4253,141,1493,12815,256,362,413,5245,1637,6579,73,3505,99,1757,1487,748,1938,1406,11823,12120,104,194,12,1505,4520,6416,1002,3,178,12,2839,861,5545,9,771,67,2107,4132,202,8182,13415,401,2100,20,239,628,492,28,207,23,11
TCGA-60-2706-01,4238,6881,950,34,8,0,24642,0,5649,455,2079,793,1569,86,1,1,533,66,0,5018,3794,394,132,0,0,0,0,1021,2,158,2216,121,1312,2324,2,221,3,25725,1057,2441,1,795,1,500,1,0,24450,4679,1359,65,33,0,0,108,207,1297,16,0,11,20,676,27,1243,14,22,2,4716,2716,6,1477,2211,29,714,13,95,102,349,9,11,94,9
TCGA-60-2708-01,2469,1529,565,1477,7469,929,6602,201,2749,72,975,601,3652,438,612,231,929,1507,2095,5200,2939,1213,123,2511,9367,3310,262,3313,244,251,1222,150,1090,2284,4559,197,3726,5697,713,1247,30,1821,114,515,16629,455,998,3299,230,3080,125,40,182,1472,3842,5508,1542,2,591,8,566,313,1214,2,257,47,659,2664,33,1490,4947,1380,516,6,43,43,9,9,29,12,9
TCGA-60-2710-01,4784,5831,1214,5590,4002,5074,12137,155,7718,243,2739,881,1648,1759,14019,560,1292,2917,1084,7037,2675,2271,268,5375,8161,464,5137,2062,579,243,3818,1630,4317,16634,3620,156,9602,11166,2261,3041,1007,1886,164,517,82,3125,13101,5550,6983,6212,1674,184,596,3399,3374,15209,2549,491,414,1,4146,503,5449,16,625,267,698,9129,4742,1902,12363,3356,8042,15,373,111,2899,7,25,10,2
TCGA-60-2711-01,3854,5732,1142,1455,12117,690,11983,151,3057,588,3404,1577,2577,1715,5588,366,1090,250,361,3642,1364,1282,383,5909,2481,547,5065,632,45,258,850,371,7101,5555,3392,220,4639,5610,1741,1361,362,1311,34,337,11,1921,1706,8463,903,5045,682,390,65,3651,15885,2170,4302,76,527,24,5261,1821,1469,2,444,458,422,4206,379,441,4435,507,10030,2,42,52,427,5,16,59,59
TCGA-60-2712-01,3597,1765,832,1358,1960,115,4865,86,3322,318,1578,604,4668,322,935,1072,804,180,128,6212,2742,633,159,7512,2156,1433,5,93,2875,343,1177,1621,831,5106,126,166,801,3800,962,4001,6888,2184,199,846,67,8616,267,1646,2274,456,764,2357,264,1799,848,3340,141,27,703,31,641,233,2223,10,1066,1544,592,1263,163,1207,5037,129,3519,2,99,244,304,10,18,252,26
TCGA-60-2713-01,2472,2601,1117,894,3039,2468,12069,531,3824,302,821,604,2021,225,5332,92,1429,790,22,8079,1551,1399,297,470,720,173,923,1880,13,132,1266,214,4045,9568,1184,78,816,12277,1069,2357,24,3008,30,941,258,53,1296,2548,1178,3878,53,26,3,1164,9423,13182,2375,1,107,13,2124,846,1915,14,109,13,746,4960,242,2439,3261,904,5021,3,44,40,15,26,29,44,6
TCGA-60-2714-01,3644,2146,736,161,7,0,10005,0,7725,0,845,1150,688,8957,20,3,1829,2,0,11431,3,1254,91,544,1084,948,1,116,30,547,10760,187,1213,1499,1,141,16,6134,3044,5048,1,1966,6,284,1,18,1535,2325,1846,51,82,0,0,38,101,7174,79,0,167,0,5433,1846,12104,4,2,8,360,644,10,645,89791,109,21,4,368,106,2303,33,7,2,1
