Unnamed: 0,MIR205HG,DLX6-AS1,LINC00491,POU6F2-AS2,ADAMTS9-AS2,AC011374.1,AC104211.1,ADAMTS9-AS1,LINC01290,AL513123.1,SOX21-AS1,PVT1,SFTA1P,LINC00393,MIR497HG,AL355388.1,LINC00355,SOX2-OT,AC105206.1,AL139385.1,AC078778.1,LINC00392,MAGI2-AS3,NAALADL2-AS2,AP000438.1,HOTAIR,LSAMP-AS1,C10orf91,MED4-AS1,LINC00520,AC243960.3,AC093510.2,MIR130B,AC104836.2,AC006238.1,HOTTIP,AC027277.2,AC093599.1,PART1,LINC00470,AC007671.1,LINC00592,BCRP3,UCA1,AC068631.1,AC091806.1,LINC00337,MIR31HG,MIR137HG,AL163952.1,LINC00462,LINC00472,LINC00163,LINC00461,AP002478.1,KCNH1-IT1,GDNF-AS1,HOXB-AS4,LINC00536,C1orf132,AC009974.1,C5orf64,IL20RB-AS1,AP000525.1,LINC00466,LINC02126,AC078802.1,AL445471.1,AC092809.2,LINC01361,MUC2,LINC00173,AC061975.6,MLIP-IT1,AC012640.1,AC073352.1,AC025211.1,MYO16-AS1,AL162413.1,NOVA1-AS1,WNT5A-AS1,RBMS3-AS3,ERVMER61-1,AC135178.1,LINC02265,LINC01297,LINC00518,LINC00184,LINC00211,PTGES2-AS1,STEAP2-AS1,AC068305.3,WASIR2,AC097717.1,LINC00504,LINC00261,STEAP3-AS1,LINC01297.1,AC006305.1,MIAT,CCDC26,AC105219.2,UMODL1-AS1,HCG21,AL021395.1,AL357518.1,AC126768.3,AC005162.2,RMST,AC004832.1,PRICKLE2-AS1,AP000553.1,OVOL1-AS1,AL161908.1,LINC00534,C20orf166-AS1,PRICKLE2-AS2,MYCNOS,AC010307.2,PLCH1-AS1,POU6F2-AS1,LINC00460,AL157778.1,AC025431.1,LINC00525,AC009403.2,HHATL-AS1,KCNQ1-AS1,GRM5-AS1,AL122019.1,AC078906.1,SRGAP3-AS2,FAM138B,LINC00051,H19,AC006450.3,LINC02254,NAV2-AS2,AP003064.2,LINC01765,AC092811.1,NKX2-1-AS1,LINC01513,LINC01250,LINC00501,TDRG1,CHODL-AS1,LINC00492,AL139819.1,TBL1XR1-AS1,LINC00319,ATP11A-AS1,AC080129.1,AC115099.1,AC011899.1,KCNQ5-AS1,ATP13A4-AS1,LINC00221,AL354861.3,AC011483.1,AC007907.1,LINC02005,AL161636.1,LINC00443,AC128709.1,ADARB2-AS1,AC112721.1,AC007182.1,LINC02208,LINC00469,AC006372.1,RRM1-AS1,AC022762.1,AC113349.1,AL031291.1,LINC02042,CNTN4-AS1,AC009652.1,TLR8-AS1,AL513304.1,AC138761.4,KIAA0087,AC069281.1,LINC01543,AC120193.1,LINC00237,AC092818.1,LINC01258,FAM181A-AS1,AC004870.2,AC135782.1,AC044839.2,FNDC1-IT1,LINC01033,KIRREL3-AS1,LINC01908,AC100791.1,LNX1-AS1,AL133320.1,AL161645.1,AL110505.1,AL353770.4,CHL1-AS1,PLCH1-AS2,AL136131.2,ANO1-AS2,AC092422.1,LINC01571,C11orf44,AC083809.1,AL355516.1,AL353747.3,LINC00303,GRM7-AS3,AC079070.1,LINC00488,AC003985.2,AL590491.2,LINC00524,LINC00113,LINC00485,BX005040.1,AL772363.1,C7orf65,LINC00308,LINC00052,AL356310.1,C8orf49,IGSF11-AS1,C12orf77,NRG1-IT1,LINC00276,AC096637.1,AL356056.1,KCNAB1-AS2,AL033381.1,AC012050.1,AC113378.1,AC104126.1,AC006262.3,LINC00404,CLDN10-AS1,NAV2-AS5,LINC00320,KIRREL3-AS3,LINC00354,GPR50-AS1,AC090371.1,AC068756.1,C17orf77,AC112518.1,AL139002.1,LINC02445,CLYBL-AS1,LINC00458
TCGA-60-2714-01,19,0,0,0,6,1,6,12,12,0,7,1774,651,217,3,0,92,22,1,11,19,0,317,17,0,1,1,20,1,2,16,5,19,2,2,0,19,1,1,0,0,11,8,16,8,4,87,2,167,3,0,38,2,3,43,0,3,1,0,303,2,0,0,13,0,7,14,9,2,0,5,18,9,1,4,3,0,0,7,1,13,1,2,0,1,1,5,6,1,6,0,1,7,2,15,43,44,1,0,408,4,50,17,1,8,0,0,0,0,13,0,11,10,0,0,0,0,0,8,1,0,9,0,0,1,4,1,1,40,1,1,72,1,48,18,0,0,0,2,9,0,484,2,0,4,1,0,0,2,1,9,3,0,9,6,17,24,1,0,0,0,1,0,0,4,0,26,3,2,17,284,0,0,9,0,0,1,5,208,0,1,0,4,0,1,0,0,0,5,0,0,3,0,0,1,7,1,0,10,0,0,3,0,1,0,28,0,3,21,70,0,4,0,0,0,0,10,2,0,0,0,4,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,2,0,697,0,0,0,0,0,7,44,0,0,0,1,0,0
TCGA-60-2716-01,33498,1,606,293,9,117,2,1,3,16,173,1019,84,14,22,1,0,67,0,166,14,0,204,0,14,0,45,20,2,7,4,5,9,14,2,1,2,2,168,1,0,64,5,119,1,27,10,867,0,3,0,25,0,0,1,0,8,0,12,250,3,2,2,17,0,0,9,2,1,52,192,12,0,23,1,2,20,0,98,153,60,5,84,0,7,0,0,8,0,15,3,52,2,5,158,39,56,0,4,32,10,5,5,0,50,1,0,1,0,12,0,4,7,0,4,1,0,0,10,0,2,0,0,0,0,4,6,1,0,1642,6,30,0,0,878,0,0,0,16,2,2,9,3,1,6,9,21,1,1,2,0,0,0,2,0,0,9,0,3,0,4,8,2,29,1,4,0,0,1,0,0,0,9,5,41,7,0,0,0,2,0,1,6,2,0,0,6,7,1,0,1,0,0,0,2,8,0,0,13,23,0,0,13,0,16,0,5,3,0,0,0,1,12,1,0,0,5,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,11,0,0,5,0,0,0,0,0,3,0,0,3,0,0,0,0
TCGA-60-2719-01,2135,352,174,95,3,447,1,6,1,54,1613,861,114,29,3,1,45,167,0,104,26,20,312,1,1,7,19,42,0,17,10,0,11,2,5,3,1,0,148,285,0,23,2,12,25,15,257,6,0,110,11,60,1,0,141,5,17,2,1,55,4,2,4,53,11,3,57,65,4,2,5,54,1107,7,8,7,6,1,1,2,112,2,5,0,2,32,1,2,2,12,2,5,22,4,576,108,22,32,5,235,7,4,12,1,358,0,0,4,1,4,0,7,3,3,26,2,0,0,10,0,1,0,5,0,4,2,1,0,6,13,0,46,1,11,3180,1,3,0,0,2,4,34,4,6,1,1,1,2,18,2,0,1,5,2,1,7,72,2,0,1,8,5,2,3,59,0,0,1,53,3,1,2,21,4,5,6,0,5,0,0,0,0,2,0,0,10,25,13,2,1,0,1,0,4,0,8,2,0,8,0,3,3,12,2,0,1,2,2,0,0,11,4,0,0,1,0,5,2,0,0,8,3,1,0,0,0,2,12,0,0,0,2,0,0,3,9,0,2,2,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,1
TCGA-60-2720-01,2088,54,57,51,11,36,1,41,4,15,72,317,221,0,5,0,2,45,0,46,12,0,148,13,0,46,42,52,2,34,26,4,8,1,0,1,3,7,4,0,8,22,1,8,1,6,32,265,246,2,0,37,0,0,0,2,47,31,3,17,1,0,0,9,8,2,12,2,4,8,912,16,0,4,2,1,2,0,2,0,5,15,4,0,26,1,3,3,1,1,1,6,2,1,46,19,95,1,0,204,9,1,12,0,1,1,0,1,2,20,0,0,0,8,2,2,0,38,1,0,0,228,0,1,3,10,4,4,10,0,0,94,0,49,58,0,3,0,2,8,3,53,11,3,0,0,1,0,0,0,0,0,0,5,1,0,45,0,1,3,0,46,2,5,1,1,14,0,3,1,0,0,2,9,7,0,1,0,1,3,1,0,4,0,0,81,0,0,3,8,3,2,3,3,0,0,0,0,10,11,0,2,1,1,0,0,0,2,7,19,0,1,7,0,0,0,6,5,13,0,0,2,0,2,0,0,1,3,0,1,0,1,1,1,1,0,0,0,5,0,0,46,1,0,0,0,0,6,1,0,0,0,76,0,0
TCGA-60-2721-01,4182,69,318,229,17,1478,5,5,14,31,2167,471,24,100,6,0,145,242,0,60,34,2,451,35,1,1,48,40,4,31,6,0,10,1,3,1,5,9,364,366,11,29,2,7,6,10,12,3,1,4,6,48,0,23,2,0,10,2,3,198,4,1,12,55,0,11,47,10,10,19,86,62,16,14,2,12,8,7,68,51,131,3,20,1,0,113,0,15,7,14,30,5,14,4,34,0,132,113,14,1404,12,22,34,0,5,1,2,12,0,4,0,8,13,0,73,3,2,5,5,0,4,6,19,0,63,7,0,1,5,17,13,19,0,82,943,0,36,0,3,1,8,0,3,15,4,23,5,2,1,15,0,3,2,1,3,4,11,2,0,0,7,10,36,15,581,1,5,0,22,1,0,0,4,0,0,22,0,1,3,0,0,1,0,4,3,1,1,9,6,7,1,1,4,0,0,3,0,8,1,6,0,1,8,3,3,1,0,3,0,18,8,0,2,9,4,0,1,0,4,0,2,0,0,2,3,2,0,1,1,8,0,1,2,6,0,8,0,0,11,0,0,0,0,2,0,0,0,0,0,0,6,1,1,0,0
TCGA-60-2722-01,5962,665,251,237,3,877,0,4,19,22,779,1360,8,64,0,0,1,897,1,242,16,642,172,4,0,0,42,116,0,497,5,3,7,3,4,6,22,6,73,99,2,121,3,6,192,1,11,2,3,3,147,20,1,0,8,20,26,1,1,51,0,0,5,7,5,1,79,14,4,7,2,14,2,37,3,1,4,12,0,3,268,8,1,0,0,0,1,85,1,6,3,9,9,4,12,2,11,0,6,87,15,8,1,0,108,0,4,1,1,7,0,2,46,9,2,1,0,0,8,1,1,2,0,0,6,3,1,0,1,2,0,49,1,3,154,0,0,1,0,2,3,0,2,0,15,12,10,1,1,5,2,0,1,5,0,4,4,0,0,9,1,2,3,1,6,2,0,2,3,1,9,1,0,2,2,5,0,1,0,3,0,0,0,0,3,2,12,3,3,0,10,0,2,1,0,4,0,0,6,5,0,2,1,4,0,1,0,2,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,14,3,1,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0
TCGA-60-2723-01,3052,346,2,56,33,191,3,5,3,1,504,889,107,31,3,0,0,2459,0,29,9,4,438,143,0,2,50,24,1,24,10,1,8,1,0,11,0,4,363,57,10,16,0,0,3,7,14,46,1,8,11,31,0,0,118,2,49,0,2,23,1,0,4,1,3,1,62,1,1,18,0,15,0,0,2,0,2,26,0,4,308,54,1,0,3,0,0,3,2,1,3,20,4,4,10,112,11,0,0,367,1,1,2,0,2,0,0,2,0,0,0,0,0,0,35,0,0,0,2,2,0,16,0,0,4,1,0,0,0,0,0,3,0,0,318,0,3,3,2,0,0,43,3,0,0,1,0,0,0,1,0,0,0,0,0,0,3,2,12,0,0,0,3,0,2,0,4,0,15,0,0,0,0,0,5,0,0,0,0,0,1,0,1,2,3,0,1,4,0,8,1,0,0,47,1,0,0,0,0,0,6,0,9,0,0,0,4,0,1,2,0,0,1,0,10,5,0,0,0,0,0,0,0,0,0,25,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,4,0,0,0,0,0,1,84,0,0,0,0,0,23
TCGA-60-2724-01,5799,2,145,273,16,1093,0,7,1,56,210,1142,40,62,4,0,102,63,0,140,12,5,371,53,0,0,37,420,1,95,5,1,14,0,1,0,0,5,135,91,1,29,1,37,2,7,35,146,234,1,29,29,4,2,16,21,14,2,12,11,0,0,9,15,11,7,26,5,6,0,2445,1,0,1,0,3,10,6,55,0,207,94,1,0,4,2,142,3,9,3,3,77,14,5,6,1,12,2,5,72,10,7,0,0,0,2,2,0,0,1,0,1,10,0,29,0,0,0,4,0,1,10,78,0,0,3,0,0,4,96,0,0,0,1,20677,0,0,0,1,0,35,0,0,1,3,0,0,2,15,3,5,0,1,3,0,1,0,0,0,1,0,5,32,1,382,0,18,4,0,0,0,1,1,0,8,0,0,0,107,0,0,0,1,6,2,0,2,6,65,0,0,0,3,11,1,0,0,0,76,6,0,0,4,0,8,6,0,0,0,5,0,0,1,0,13,1,0,0,0,0,0,0,0,0,12,0,0,1,0,1,0,0,5,79,1,0,0,0,0,1,0,1,0,0,0,0,0,0,25,0,0,0,1,0,0
TCGA-60-2725-01,2533,256,122,142,30,48,9,97,3,15,363,244,416,9,11,1,83,82,0,31,24,1,862,26,5,3,10,10,1,11,18,8,5,3,5,2,2,2,74,3,61,9,5,7,4,7,4,7,1,0,2,197,2,17,5,0,7,3,0,69,7,10,5,19,9,19,23,12,22,7,3,47,0,0,3,1,5,6,84,2,75,25,27,0,5,0,0,4,4,5,2,7,2,2,295,139,15,0,0,250,5,3,7,0,0,2,3,0,2,28,0,4,1,0,62,4,0,3,1,0,2,13,6,0,2,88,3,1,2,0,1,113,0,1,190,5,4,1,2,14,8,38,9,3,1,1,0,1,2,1,2,0,1,0,4,1,90,0,4,2,6,22,5,3,5,3,2,8,66,5,0,0,7,12,1,0,0,1,0,0,4,0,0,0,117,0,5,5,24,0,2,0,2,22,2,5,0,0,45,4,0,6,0,0,0,5,8,5,0,17,0,8,1,0,0,33,17,9,2,0,1,2,1,1,0,0,0,0,0,2,0,0,0,0,0,6,4,9,11,0,0,14,1,0,0,0,0,5,0,0,0,0,1,0,0
TCGA-63-5128-01,6126,348,187,241,29,425,0,8,1,1,415,1171,66,1,0,1,15,231,0,43,14,0,160,442,0,3,34,70,0,392,2,0,11,0,5,34,3,7,43,7,1,78,3,18,1,0,4,3,0,0,0,88,0,0,39,5,4,7,1,78,0,1,8,5,1,2,18,5,1,0,3,102,1,6,0,1,2,0,24,0,303,5,133,0,2,0,2,3,0,1,6,8,4,3,397,36,96,0,2,315,3,3,0,1,2,0,2,10,0,6,0,2,1,0,6,8,1,5,30,0,1,2,0,0,2,3,0,0,2,3,1,2,0,0,1302,0,1,0,1,0,0,22,0,0,3,2,3,2,0,6,2,0,0,2,0,3,6,0,0,0,0,4,1,3,191,0,5,0,0,0,0,2,0,0,3,0,0,0,1,0,1,1,1,1,7,1,1,4,2,0,0,0,7,34,1,0,0,3,0,0,1,0,1,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,3,2,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,1,1,0,0,0,0,1
TCGA-63-5131-01,6403,24,378,103,10,287,1,20,3,21,1126,198,81,701,4,1,6,588,0,38,7,261,314,128,0,0,53,108,6,12,2,0,3,2,2,1,2,9,463,2,7,48,3,6,19,3,38,4,10,152,26,42,1,1,107,0,3,1,1,46,3,0,3,35,1,1,58,2,0,11,0,83,296,6,1,5,41,4,0,6,67,1,455,0,0,0,13,5,3,1,2,29,2,1,26,27,34,0,3,44,3,18,34,0,2,1,0,15,0,0,0,2,1,0,7,2,0,5,1,0,0,17,5,0,6,0,0,0,9,1,0,0,0,0,177,0,5,1,1,1,5,15,2,2,143,1,3,1,2,9,6,0,1,2,1,0,11,0,1,3,36,3,537,1,854,1,3,2,29,10,4,1,23,0,1,1,0,0,1,0,0,0,11,1,22,1,7,24,1,4,1,0,0,2,0,23,0,1,0,2,0,0,0,5,3,0,2,0,0,4,0,0,7,0,0,2,2,1,1,0,1,0,0,0,71,0,0,0,0,0,0,11,0,0,1,18,0,11,3,0,0,0,0,0,0,0,1,0,0,0,11,8,0,0,2
TCGA-63-6202-01,12,0,2,0,14,3,5,17,0,0,168,1372,79,0,8,0,0,9,0,4,10,0,419,8,1,0,0,13,0,10,12,1,7,5,1,0,2,0,0,1,1,10,1,34,2,2,82,3,29,1,0,32,3,0,3,0,4,3,1,36,0,2,1,1,1,3,9,8,8,0,15,8,1,0,4,5,0,3,0,0,46,23,3,0,0,0,0,7,1,2,0,0,7,5,5,15,3,0,0,511,9,5,1,1,1,0,0,1,1,0,0,3,16,0,0,0,0,0,0,4,0,20,0,0,1,6,1,0,0,0,0,0,0,1,85,0,0,0,2,0,3,277,0,2,1,2,0,0,1,0,2,1,1,1,0,4,3,0,0,0,0,0,0,2,1,2,7,0,0,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,1,0,0,4,0,0,24,3,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-63-7020-01,2053,362,145,57,10,100,4,4,7,9,496,905,112,7,2,2,31,76,3,28,19,0,173,51,0,2,11,19,0,23,4,0,3,2,5,9,7,2,42,113,1,6,6,1132,7,0,17,238,8,7,3,129,0,1,13,0,190,0,1,90,1,1,0,4,1,2,6,5,0,1,41,38,0,0,0,2,2,8,1,0,32,8,0,0,2,0,2,12,2,9,6,7,46,3,19,80,80,0,1,443,3,3,3,0,146,0,0,0,1,7,0,0,13,0,19,6,0,0,4,0,0,7,0,0,8,2,0,0,0,2,1,17,0,0,594,0,24,0,6,5,18,33,1,0,1,0,0,0,0,1,3,2,0,1,0,0,12,1,4,0,0,0,4,0,17,0,2,2,0,4,0,0,0,0,1,0,0,2,2,1,0,0,1,1,4,0,4,0,90,2,2,0,2,1,1,5,0,0,0,0,2,0,1,0,2,0,3,1,0,5,0,0,0,0,0,0,0,0,3,1,0,0,0,3,0,0,1,0,0,0,5,0,0,1,2,1,0,0,18,3,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
TCGA-63-7021-01,2941,174,293,97,11,144,0,9,12,14,350,1027,37,24,3,1,4,191,0,216,23,4,234,1,1,1,37,27,2,79,20,1,7,2,4,0,14,7,73,184,4,10,7,33,149,3,16,1,8,10,261,87,1,45,1,15,7,21,4,226,4,2,25,5,0,4,14,11,3,22,7,78,1,29,4,8,5,0,39,0,62,11,3,0,0,0,0,15,0,15,11,1,8,3,117,12,17,0,4,3278,148,46,2,0,15,0,1,15,0,0,0,3,28,0,12,16,0,1,23,0,0,24,0,0,6,5,0,0,1,6,0,0,0,1,282,0,4,0,1,1,0,4,0,5,3,1,0,1,2,3,0,0,1,17,0,0,2,2,0,16,2,24,15,2,61,1,4,26,53,1,1,2,0,0,5,14,0,2,0,1,108,1,0,4,2,0,7,0,1,0,0,2,4,2,1,1,0,6,0,0,1,0,1,1,0,1,1,0,1,3,0,0,1,1,3,0,0,0,2,0,3,0,8,0,0,0,0,0,5,0,0,0,0,0,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TCGA-63-7022-01,1756,152,77,58,27,19,19,18,6,1,360,274,69,118,7,0,18,366,0,23,7,63,789,55,2,1,12,9,1,13,7,1,4,2,2,1,2,7,112,1,0,10,1,32,5,4,4,57,0,1,21,52,1,0,2,2,55,4,2,92,4,3,1,20,0,6,11,12,3,4,4,18,22,2,0,1,0,1,9,0,163,21,28,0,0,3,15,3,1,2,2,8,7,3,62,20,25,3,2,893,10,3,3,0,9,0,1,4,0,0,0,0,0,0,12,2,1,3,2,0,0,7,0,0,51,0,0,0,0,2,2,1,1,0,1021,2,3,0,0,0,1,15,0,2,29,0,4,0,0,0,0,1,0,0,0,0,1,0,4,0,3,1,3,5,69,0,5,1,6,7,0,2,1,0,1,3,1,0,1,0,0,0,1,3,0,1,3,2,0,2,1,1,4,0,1,0,0,0,1,0,0,1,5,0,0,0,2,0,0,4,0,0,0,1,2,0,0,0,4,0,1,0,0,0,1,0,0,0,1,2,0,2,0,1,0,0,0,0,9,0,3,0,0,0,0,4,1,0,17,0,2,0,0,0,0
TCGA-63-A5M9-01,2891,298,261,168,17,96,7,19,15,56,1158,1879,158,597,3,1,1,4469,0,51,99,12,372,47,3,13,45,27,2,12,8,4,21,4,7,11,1,38,73,303,7,11,6,3,11,1,18,19,35,6,68,365,0,498,29,2,23,0,34,50,4,2,12,38,2,2,32,6,3,7,12,106,0,2,3,3,3,55,0,32,546,18,7,0,5,3,4,1,1,4,8,8,11,10,6,21,12,3,2,2068,7,35,1,0,0,0,0,3,1,1,0,16,1,13,10,1,1,1,5,1,1,3,0,0,11,1,0,0,2,2,10,5,1,2,269,1,29,0,1,1,30,23,0,0,1,0,5,0,1,6,0,0,0,1,0,6,25,0,21,0,2,0,1,0,13,9,7,2,24,1,0,3,1,0,11,0,0,2,1,0,1,1,11,2,0,2,0,18,4,1,0,0,3,148,2,1,1,3,0,0,2,0,27,0,0,3,3,1,0,8,0,0,2,1,0,1,0,0,1,0,0,0,0,1,7,3,0,10,1,0,7,0,0,1,0,1,3,1,0,0,0,1,0,56,0,0,0,1,0,0,3,0,0,0,46
TCGA-63-A5MB-01,3619,444,278,198,37,160,2,13,19,36,475,1553,216,645,2,4,1,1392,0,274,139,9,626,10,3,92,27,28,1,38,10,13,23,16,6,13,8,18,303,254,1,47,12,23,32,5,19,2,5,25,4,403,0,12,30,25,39,3,3,185,9,0,1,43,22,4,49,36,4,6,2,182,68,16,5,11,10,28,0,0,492,33,4,0,5,12,0,12,2,18,10,7,19,13,54,55,15,12,3,4770,21,19,0,0,146,1,18,9,2,0,0,20,20,34,0,7,3,10,8,2,1,3,0,0,5,25,0,0,59,15,15,4,1,187,218,3,10,19,1,0,7,22,1,2,5,26,1,2,1,1,7,1,0,3,1,3,11,3,7,16,8,2,0,1,9,38,0,2,1,2,7,4,4,0,2,0,0,1,1,16,0,8,6,0,2,19,11,1,3,0,0,1,2,5,2,0,7,0,2,0,2,0,6,7,2,0,3,0,0,0,1,1,0,1,1,3,0,0,0,0,1,0,12,1,0,15,0,14,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,12,0,0,0,1,0,0,0,0
TCGA-63-A5MG-01,7557,37,29,64,10,198,1,18,2,16,453,971,151,4,1,0,0,43,5,82,10,1,335,9,1,0,7,12,0,44,13,5,4,6,9,1,5,14,97,342,0,9,0,27,10,4,10,293,163,18,24,157,1,0,1,2,182,0,1,252,5,3,13,2,2,1,11,7,2,8,70,71,0,1,2,5,5,3,3,0,61,12,0,0,1,0,12,16,2,12,1,3,13,11,30,43,27,0,0,1292,13,32,1,0,67,0,0,12,2,1,0,3,19,0,52,2,1,4,9,0,0,3,0,1,66,1,1,1,0,1,2,5,0,0,2485,10,0,0,11,2,43,26,0,1,3,0,5,0,0,0,1,0,1,4,0,1,9,2,1,0,0,27,1,9,4,0,3,0,2,6,1,1,0,0,16,0,0,0,1,5,0,2,0,1,2,0,3,1,11,32,5,3,1,1,1,11,0,0,0,4,0,0,5,0,0,1,4,0,7,19,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,4,0,1,38,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
TCGA-63-A5MH-01,1055,86,441,388,23,187,0,3,13,4,338,218,4,98,1,0,204,50,0,27,54,1620,67,103,0,802,8,13,1,4,1,1,7,10,2,21,4,167,77,202,33,122,5,8,1,2,5,32,9,0,1,227,94,0,10,0,9,81,56,16,23,9,18,37,15,0,30,46,1,46,1,49,0,4,4,8,2,0,47,0,32,2,71,0,2,2,31,11,3,2,0,9,0,3,56,0,29,2,5,221,1,2,7,1,2,0,29,6,0,4,0,2,4,37,3,2,1,60,17,0,3,63,16,0,4,2,1,3,0,0,6,19,0,1,348,3,2,2,0,2,6,0,2,0,1,28,3,0,1,0,2,1,1,0,1,2,0,0,0,0,0,39,5,2,1,1,2,0,0,0,0,1,0,1,2,1,0,1,3,1,1,1,3,1,100,0,3,26,0,1,0,0,7,44,15,0,0,0,1,0,2,0,0,2,0,3,5,0,4,1,0,0,7,10,1,0,3,1,0,77,0,0,0,6,7,0,1,3,1,0,1,1,0,0,0,4,0,10,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
TCGA-63-A5MI-01,5851,366,298,202,2,103,3,1,2,43,294,878,152,34,2,1,91,146,0,38,24,1100,195,25,1,2,59,43,3,6,3,0,3,6,2,17,1,1,216,82,4,8,12,3,10,1,24,19,3,119,4,96,1,10,26,5,89,1,1,81,2,6,8,0,19,3,22,17,2,4,19,24,32,1,6,5,23,2,0,4,105,62,0,2,1,0,5,7,0,3,8,21,1,51,272,59,11,0,3,205,39,9,1,0,8,1,0,4,2,0,0,3,6,0,16,2,2,1,4,0,4,1,0,0,5,5,1,0,0,6,1,2,0,0,44916,0,41,0,38,0,0,44,0,1,3,0,3,3,2,6,3,0,0,1,0,5,3,0,1,0,3,1,7,3,8,1,0,1,10,2,0,2,4,0,0,1,0,1,1,0,0,0,14,0,1,0,0,2,0,3,0,0,1,8,2,2,0,38,0,3,0,1,3,0,0,1,1,0,0,7,0,0,1,0,2,0,0,1,0,0,10,0,0,10,6,0,0,0,4,0,0,2,0,3,0,2,4,2,136,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
TCGA-63-A5MJ-01,4044,571,335,65,18,1277,0,65,10,16,206,1897,10,24,7,2,2,306,1,65,66,1,426,25,0,3,21,323,1,856,5,5,33,1,1,5,3,10,67,2,5,34,2,50,14,0,7,2,0,260,2,33,3,1,129,34,17,1,2,130,2,1,5,2,0,9,89,3,2,2,1,94,8,1,6,10,20,2,13,0,684,5,7,1,1,0,2,12,0,20,5,7,3,15,334,0,22,0,1,1094,12,3,0,0,169,0,1,6,1,0,0,9,6,12,28,0,1,31,5,3,0,6,1,0,6,3,2,0,1,12,6,0,0,1,1278,0,1,0,0,0,0,3,0,0,1,104,0,2,1,27,1,1,0,0,0,7,0,0,6,5,2,0,28,0,15,17,0,3,25,1,0,4,5,0,0,3,0,1,1,4,0,2,4,3,2,0,9,1,3,0,0,0,11,13,2,0,1,2,0,1,0,0,6,6,0,1,0,0,1,0,1,0,3,0,2,1,0,0,0,0,0,0,19,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
TCGA-63-A5ML-01,3418,674,93,135,2,68,0,6,6,45,350,797,21,0,3,1,22,5769,0,78,31,1,1475,2,2,40,49,25,0,2,1,2,4,3,6,24,1,2,220,139,2,32,10,6,13,0,11,36,1,11,5,73,0,52,41,4,12,58,1,130,10,2,2,11,58,3,75,60,3,3,1,66,6,11,5,18,6,1,3,0,236,58,1,1,7,0,1,36,0,10,1,13,17,5,26,11,17,0,1,1446,9,17,0,0,2,2,1,0,1,9,0,6,0,29,10,3,1,0,9,0,1,0,0,0,28,10,0,0,0,3,4,0,1,0,78,3,1,0,1,0,2,23,1,2,4,0,2,0,0,0,10,0,2,1,0,1,0,0,2,2,5,4,0,4,1,10,1,1,8,0,0,2,2,0,2,5,0,5,0,0,0,8,4,0,9,13,1,0,1,0,0,0,0,13,0,0,4,1,1,0,2,0,0,7,2,0,5,0,0,0,0,0,0,0,1,0,0,0,6,1,2,0,1,1,0,0,0,8,6,0,1,0,0,1,0,0,0,0,0,2,4,0,0,0,0,1,3,0,0,0,0,0,1,0,0
TCGA-63-A5MM-01,4078,4,0,0,11,27,8,21,9,21,6,922,393,1,5,1,0,8,0,69,50,0,547,3,0,2,0,59,6,253,8,12,2,3,2,1,1,1,2,2,3,12,2,266,5,5,41,229,1,46,1,188,0,5,4,0,8,0,2,148,2,2,19,10,6,3,11,7,0,5,899,11,0,3,2,6,1,14,1,0,11,17,7,1,2,0,5,4,6,9,2,5,3,4,2,205,60,0,0,1497,42,4,0,0,0,0,0,1,0,0,0,1,2,18,31,2,2,0,0,0,0,292,0,0,6,3,0,0,0,2,0,2,0,0,2529,0,1,0,1,0,0,38,0,1,1,0,0,0,0,1,4,0,1,2,0,5,0,2,0,1,0,4,0,0,7,0,9,1,0,0,5,2,0,0,2,0,0,1,1,0,0,0,4,0,2,0,0,0,3,2,0,0,4,1,1,1,6,0,0,3,0,0,1,0,15,0,0,0,6,3,0,0,1,0,1,0,0,0,25,1,1,0,0,1,0,0,2,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,3,0,0,0,1,0
