Unnamed: 0,MIR205HG,DLX6-AS1,LINC00491,POU6F2-AS2,ADAMTS9-AS2,AC011374.1,AC104211.1,ADAMTS9-AS1,LINC01290,AL513123.1,SOX21-AS1,PVT1,SFTA1P,LINC00393,MIR497HG,AL355388.1,LINC00355,SOX2-OT,AC105206.1,AL139385.1,AC078778.1,LINC00392,MAGI2-AS3,NAALADL2-AS2,AP000438.1,HOTAIR,LSAMP-AS1,C10orf91,MED4-AS1,LINC00520,AC243960.3,AC093510.2,MIR130B,AC104836.2,AC006238.1,HOTTIP,AC027277.2,AC093599.1,PART1,LINC00470,AC007671.1,LINC00592,BCRP3,UCA1,AC068631.1,AC091806.1,LINC00337,MIR31HG,MIR137HG,AL163952.1,LINC00462,LINC00472,LINC00163,LINC00461,AP002478.1,KCNH1-IT1,GDNF-AS1,HOXB-AS4,LINC00536,C1orf132,AC009974.1,C5orf64,IL20RB-AS1,AP000525.1,LINC00466,LINC02126,AC078802.1,AL445471.1,AC092809.2,LINC01361,MUC2,LINC00173,AC061975.6,MLIP-IT1,AC012640.1,AC073352.1,AC025211.1,MYO16-AS1,AL162413.1,NOVA1-AS1,WNT5A-AS1,RBMS3-AS3,ERVMER61-1,AC135178.1,LINC02265,LINC01297,LINC00518,LINC00184,LINC00211,PTGES2-AS1,STEAP2-AS1,AC068305.3,WASIR2,AC097717.1,LINC00504,LINC00261,STEAP3-AS1,LINC01297.1,AC006305.1,MIAT,CCDC26,AC105219.2,UMODL1-AS1,HCG21,AL021395.1,AL357518.1,AC126768.3,AC005162.2,RMST,AC004832.1,PRICKLE2-AS1,AP000553.1,OVOL1-AS1,AL161908.1,LINC00534,C20orf166-AS1,PRICKLE2-AS2,MYCNOS,AC010307.2,PLCH1-AS1,POU6F2-AS1,LINC00460,AL157778.1,AC025431.1,LINC00525,AC009403.2,HHATL-AS1,KCNQ1-AS1,GRM5-AS1,AL122019.1,AC078906.1,SRGAP3-AS2,FAM138B,LINC00051,H19,AC006450.3,LINC02254,NAV2-AS2,AP003064.2,LINC01765,AC092811.1,NKX2-1-AS1,LINC01513,LINC01250,LINC00501,TDRG1,CHODL-AS1,LINC00492,AL139819.1,TBL1XR1-AS1,LINC00319,ATP11A-AS1,AC080129.1,AC115099.1,AC011899.1,KCNQ5-AS1,ATP13A4-AS1,LINC00221,AL354861.3,AC011483.1,AC007907.1,LINC02005,AL161636.1,LINC00443,AC128709.1,ADARB2-AS1,AC112721.1,AC007182.1,LINC02208,LINC00469,AC006372.1,RRM1-AS1,AC022762.1,AC113349.1,AL031291.1,LINC02042,CNTN4-AS1,AC009652.1,TLR8-AS1,AL513304.1,AC138761.4,KIAA0087,AC069281.1,LINC01543,AC120193.1,LINC00237,AC092818.1,LINC01258,FAM181A-AS1,AC004870.2,AC135782.1,AC044839.2,FNDC1-IT1,LINC01033,KIRREL3-AS1,LINC01908,AC100791.1,LNX1-AS1,AL133320.1,AL161645.1,AL110505.1,AL353770.4,CHL1-AS1,PLCH1-AS2,AL136131.2,ANO1-AS2,AC092422.1,LINC01571,C11orf44,AC083809.1,AL355516.1,AL353747.3,LINC00303,GRM7-AS3,AC079070.1,LINC00488,AC003985.2,AL590491.2,LINC00524,LINC00113,LINC00485,BX005040.1,AL772363.1,C7orf65,LINC00308,LINC00052,AL356310.1,C8orf49,IGSF11-AS1,C12orf77,NRG1-IT1,LINC00276,AC096637.1,AL356056.1,KCNAB1-AS2,AL033381.1,AC012050.1,AC113378.1,AC104126.1,AC006262.3,LINC00404,CLDN10-AS1,NAV2-AS5,LINC00320,KIRREL3-AS3,LINC00354,GPR50-AS1,AC090371.1,AC068756.1,C17orf77,AC112518.1,AL139002.1,LINC02445,CLYBL-AS1,LINC00458
TCGA-37-A5EM-01,3724,770,35,43,16,262,3,2,3,23,528,453,17,2,3,0,22,235,0,76,46,0,860,85,1,37,62,14,0,29,6,1,9,1,1,0,1,0,1,155,5,23,5,93,38,0,62,61,34,12,10,143,1,2,3,4,16,2,6,29,1,3,1,13,38,6,43,26,6,3,3,30,28,11,3,18,1,72,3,6,40,10,8,0,2,0,2,14,2,9,3,1,3,3,90,0,10,0,0,481,20,20,1,0,0,2,1,2,0,0,0,4,15,0,7,1,1,2,7,0,4,109,10,0,13,113,0,1,2,0,0,0,0,0,858,0,1,0,0,0,3,0,0,1,3,0,1,2,1,15,7,0,2,2,0,2,0,14,1,1,0,0,1,0,34,4,8,1,5,1,3,4,0,0,0,5,0,7,3,0,2,1,1,2,2,2,1,1,2,1,1,1,19,1,0,0,2,0,0,0,0,0,2,3,5,100,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,2,0,1,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,11,0,0,0,0,0,1
TCGA-37-A5EN-01,3631,440,93,47,6,43,0,4,8,34,1115,701,6,264,2,2,4,25566,1,34,51,1036,199,0,0,81,106,66,0,12,4,6,10,4,3,5,2,5,60,169,1,75,3,15,71,1,17,0,0,186,17,40,0,42,13,7,6,13,0,52,2,0,1,43,2,2,18,8,6,4,0,67,4,4,4,5,5,33,5,8,27,3,97,0,2,22,2,8,2,31,3,6,12,6,124,1,8,22,2,20704,23,18,5,0,1,0,0,2,1,4,0,4,6,3,76,4,1,0,5,0,5,1,0,1,7,11,0,0,3,4,3,22,0,4,759,1,0,2,0,3,8,2,0,7,0,6,1,2,0,11,2,2,0,2,1,4,0,92,12,3,0,0,0,0,16,1,0,53,15,0,4,3,6,0,4,11,1,2,0,0,41,2,1,2,2,12,0,6,1,0,0,0,0,1,1,0,0,3,1,0,1,1,1,2,1,0,1,1,0,1,0,2,0,1,0,0,1,3,0,0,3,1,1,0,0,0,0,6,1,3,0,1,1,0,3,0,1,1,1,2,28,0,0,0,7,15,1,0,10,1,0,0,0,0,0
TCGA-39-5011-01,1504,376,0,88,5,5,12,14,2,11,53,855,63,0,0,0,133,149,0,55,13,0,312,0,0,0,1,37,0,1,20,0,3,2,0,0,4,1,0,0,17,5,3,0,5,0,122,287,196,4,8,61,1,0,17,0,0,1,1,54,17,7,0,1,1,0,10,0,0,1,2,4,1,0,1,7,0,0,27,0,50,36,36,2,1,0,0,0,1,20,37,12,2,4,1,30,2,0,0,474,14,0,56,0,0,0,0,4,2,0,0,5,0,0,3,4,0,1,0,0,0,56,0,0,49,0,0,1,30,0,0,0,0,1,59839,0,0,1,1,1,1,190,7,1,25,0,1,0,0,0,0,0,1,0,0,0,6,0,0,5,0,0,1,0,19,0,9,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,4,0,1,0,11,3,8,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,24,0,0,24,0,1,0,0,0,0,25,0,0,2,0,0,0
TCGA-39-5019-01,3147,429,360,160,24,504,4,29,5,41,1663,2430,386,117,3,2,3,4347,1,251,45,1,949,241,3,56,37,134,2,311,20,2,6,5,6,13,8,23,120,465,10,48,6,13,79,11,20,20,10,2,75,460,2,5,74,13,41,220,3,148,3,2,1,24,11,21,84,15,4,3,8,31,13,13,5,5,32,3,21,32,142,13,19,2,25,2,1,5,3,8,7,15,27,7,748,203,22,2,7,2496,48,5,46,0,15,0,1,36,0,103,0,2,10,10,3,6,1,6,26,0,1,25,1,1,37,10,7,0,4,11,9,300,0,1,655,1,12,1,5,27,47,98,19,13,11,0,0,2,0,11,4,1,1,7,8,2,31,8,22,2,4,3,1,10,98,12,11,17,9,3,26,0,19,18,1,3,0,6,2,0,78,1,6,5,22,34,0,7,26,2,10,1,9,5,14,12,1,2,71,2,3,9,4,3,2,3,14,31,0,2,0,19,2,1,0,2,9,13,2,0,0,4,2,1,1,1,2,3,0,2,2,1,0,1,0,0,6,0,0,0,0,5,0,0,10,2,0,19,0,1,0,3,0,0,0
TCGA-39-5021-01,1699,548,104,46,13,6,1,4,5,2,1196,444,32,16,2,0,10,10002,0,60,40,0,644,3,0,18,9,12,1,10,5,1,21,1,0,2,2,0,15,233,1,18,3,48,29,5,36,7,7,3,4,154,1,26,512,3,3,16,19,26,8,5,0,13,17,9,48,4,2,4,3,15,63,2,3,6,0,40,2,6,102,40,5,0,5,4,0,0,4,5,8,17,3,3,12,23,4,4,1,3114,1,1,2,0,1,0,0,0,0,1,0,8,0,1,21,0,0,1,6,2,0,5,0,0,14,31,0,0,0,0,9,16,0,0,195,0,0,0,0,1,17,18,2,0,7,1,0,3,0,1,3,0,0,3,0,1,2,1,56,0,1,0,0,3,8,5,0,6,2,1,0,1,3,0,0,0,0,0,2,0,4096,0,1,1,3,2,0,1,4,0,6,4,3,2,2,0,2,0,3,0,1,1,0,0,0,0,0,0,0,0,44,0,13,1,0,4,3,0,0,1,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0,0,5,0,0,3,0,0,0,0,17,2,0,2,2,0,0,0,0,0,1
TCGA-39-5028-01,8294,37,358,72,9,144,1,14,7,6,34,577,220,28,3,0,85,99,0,76,11,31,559,2,2,48,3,37,0,148,13,1,6,3,2,2,0,48,3,72,7,28,0,7,12,3,29,155,11,20,12,83,31,0,1,0,2,7,57,101,3,3,15,32,2,11,2,12,3,14,16,18,0,5,3,2,3,8,38,2,46,59,3,0,33,0,11,1,0,6,0,28,1,0,32,38,9,0,43,354,10,3,117,1,0,1,0,2,1,238,0,1,10,12,4,1,0,1,3,1,0,82,2,0,12,6,8,0,0,2,2,917,1,12,204,0,0,0,5,105,2,17,42,0,0,12,0,2,0,0,4,0,9,0,33,0,2,0,1,7,1,9,4,3,5,2,6,9,7,0,0,0,3,63,3,0,1,6,1,0,2,0,1,0,1,0,4,2,102,7,0,4,1,2,0,43,1,1,136,5,0,69,1,0,1,4,0,95,0,0,0,21,0,2,1,0,58,34,1,4,1,28,0,0,0,2,6,0,0,8,0,2,1,4,0,0,0,1,1,0,0,1,0,2,0,0,0,32,0,1,1,2,0,0,0
TCGA-39-5029-01,3501,26,227,26,13,139,1,3,3,12,241,574,129,41,3,0,127,52,0,63,2,59,219,0,1,4,22,39,1,47,11,1,6,2,0,14,2,1,1071,218,6,3,0,2,6,2,44,92,1,6,0,11,2,3,145,3,1,7,16,32,6,0,0,24,1,11,8,9,8,40,31,10,0,12,1,5,11,3,4,40,29,4,110,0,7,15,0,14,2,5,2,14,5,1,431,46,41,15,8,99,13,0,37,0,22,0,0,2,2,37,0,0,2,0,3,1,0,0,3,0,2,10,3,1,49,5,0,1,0,1,0,224,0,0,10590,0,0,1,9,17,0,17,13,0,17,1,5,1,0,1,0,0,2,0,5,0,2,6,3,1,0,0,0,0,1,11,4,0,1,1,0,1,4,8,4,13,0,0,0,0,0,0,2,1,0,2,0,0,21,1,2,4,1,1,0,14,5,1,24,0,0,6,2,0,0,3,2,28,5,0,7,3,0,0,0,0,2,6,1,1,2,6,0,2,0,3,4,0,0,9,0,0,1,4,10,0,0,0,2,19,0,0,0,0,0,0,0,13,16,1,2,2,3,0,0
TCGA-39-5030-01,2130,102,94,18,11,28,7,15,6,4,161,231,74,2,4,0,13,45,0,25,9,0,304,2,0,22,5,12,1,11,7,0,1,1,2,3,1,3,9,21,10,4,4,8,5,2,11,12,1,3,0,78,2,1,0,0,64,25,3,64,6,2,0,0,8,15,7,15,3,4,16,30,0,3,1,2,0,0,0,17,63,2,6,0,5,0,0,4,1,5,1,4,0,3,249,24,4,0,1,583,2,1,4,0,1,0,1,0,0,2,0,0,5,0,10,6,1,16,8,0,1,9,2,0,32,125,0,1,0,2,5,3,0,2,2121,10,0,0,1,2,7,15,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,53,0,0,6,16,0,1,10,3,6,2,6,1,0,0,3,1,15,2,0,0,1,0,1,0,0,3,58,1,2,10,2,1,0,1,2,37,43,0,0,0,0,3,0,1,0,1,2,2,4,0,1,1,1,0,12,0,0,3,0,2,1,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,2,2,8,55,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0
TCGA-39-5031-01,2342,342,235,140,29,141,10,26,10,1,1440,600,427,20,9,1,257,1891,1,25,26,31,661,9,5,60,68,88,2,39,14,1,38,5,11,20,15,24,574,307,6,26,2,12,13,6,25,31,3,13,47,111,1,49,7,10,80,54,1,105,5,3,6,27,6,9,108,2,11,10,126,30,1,8,7,14,2,2,17,16,255,23,2,0,5,25,0,3,2,12,2,3,94,0,85,97,8,25,6,354,11,0,18,0,45,0,4,12,0,23,0,7,12,42,11,1,2,19,12,0,1,7,1,0,70,2,4,1,7,4,6,128,1,0,150,12,12,0,0,14,4,33,15,5,1,12,0,2,3,0,1,0,0,2,9,3,215,19,15,1,8,8,8,5,281,13,4,49,77,1,13,3,2,10,5,0,0,1,3,0,16,0,7,3,6,78,6,2,6,0,23,1,0,5,4,4,0,1,20,6,2,11,12,4,0,1,9,14,1,2,11,11,0,6,5,0,18,6,13,0,1,9,0,0,0,0,4,9,0,0,5,0,0,0,3,1,0,0,1,2,2,0,0,0,18,0,57,3,3,0,0,0,0,0,0
TCGA-39-5034-01,27,44,1,165,5,4,4,20,14,7,79,918,135,0,8,1,0,25,0,8,11,0,392,0,0,58,17,26,0,3,1,10,2,4,2,0,12,0,41,1,1,0,7,1,0,17,29,36,2,2,3,11,1,13,16,0,3,180,0,17,0,1,0,4,0,9,5,6,2,0,3,17,0,4,1,3,0,0,0,29,10,5,1,0,4,0,13,0,1,1,0,7,18,1,31,68,3,0,1,91,9,2,29,0,0,0,0,0,1,4,0,0,2,0,3,1,0,1,6,8,12,11,11,0,2,2,0,0,10,49,0,1,1,1,347,0,3,0,0,1,4,265,0,2,2,5,0,0,1,0,2,1,0,0,0,0,0,0,1,37,0,1,0,1,1,21,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,5,0,0,0,4,0,0,2,15,0,0,0,2,0,1,3,0,0,10,0,4,0,0,0,5,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,4,0,1,0,0,2,1,9,0,0,0,2,1,0,1,0,0,0,0,0,1
TCGA-39-5035-01,7612,0,468,2,6,21,0,3,8,1,15,997,52,2,0,1,1,35,0,23,16,0,180,1,0,854,0,17,0,8,1,2,0,1,0,2,11,3,3,0,1,5,1,37,4,1,5,1424,0,2,0,16,2,87,0,0,1,13,3,220,0,1,2,3,0,2,8,22,1,17,3,22,0,5,0,3,0,4,2,0,17,30,1,0,10,0,0,9,1,8,11,2,2,2,6,9,69,0,2,413,6,6,7,1,5,0,1,3,0,6,0,1,9,0,19,0,0,0,2,0,0,21,0,0,15,9,1,0,0,0,3,38,0,0,49,0,0,0,1,5,4,3,1,2,3,1,0,0,0,0,2,1,0,0,0,4,5,1,1,3,4,7,1,0,1,4,2,2,0,0,0,0,0,2,7,3,0,2,1,0,0,0,0,4,0,0,6,0,4,0,0,1,0,1,0,2,0,0,0,7,0,0,0,0,0,1,1,1,4,1,0,0,9,1,0,0,0,0,0,0,0,0,0,1,0,3,4,0,0,855,0,0,0,0,1,0,0,0,2,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
TCGA-39-5036-01,2132,361,199,85,23,285,2,6,5,40,230,518,205,2,1,0,150,380,0,101,6,0,61,7,1,4,22,46,0,196,4,0,43,6,2,3,3,3,523,127,0,46,1,697,23,3,38,54,1,11,3,6,0,0,17,6,5,12,11,16,2,2,1,9,18,0,35,17,1,1,4,26,2,12,2,8,7,12,19,98,157,45,119,0,4,3,2,17,0,4,0,27,1,6,235,96,40,3,1,61,6,0,0,0,6,0,4,1,0,1,0,1,1,2,1,0,0,2,1,0,0,4,32,0,9,8,0,0,7,1,0,12,1,7,17084,5,0,1,1,2,24,16,3,0,6,0,3,1,0,1,3,0,0,0,1,0,11,66,0,2,9,0,4,0,64,1,0,3,4,0,3,0,12,1,6,1,0,0,0,1,0,0,5,0,2,5,3,3,3,8,1,0,0,4,0,0,2,0,3,6,2,0,1,2,0,0,1,0,0,0,14,0,0,0,0,0,6,0,0,0,4,0,0,3,0,1,0,8,0,7,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,1
TCGA-39-5037-01,5157,289,55,515,5,375,0,4,14,32,924,1007,167,149,1,3,56,8400,0,92,88,8,78,37,5,41,164,114,0,97,4,7,19,4,6,37,25,152,168,107,2,100,1,5,20,0,75,0,1,92,647,156,0,6,47,42,3,55,10,33,1,2,6,19,10,0,79,4,5,16,3,82,171,31,0,9,24,48,32,12,65,4,7,0,0,52,1,3,0,15,5,10,30,0,177,44,49,52,2,1783,232,1,1,0,4,0,2,10,0,5,0,10,6,35,62,0,0,2,22,0,3,53,0,1,2,81,1,0,7,22,5,4,0,14,15,27,9,0,0,1,13,14,0,16,2,1,0,0,2,2,7,0,1,0,0,0,40,0,6,2,7,0,8,4,96,24,0,14,39,0,1,3,6,1,12,1,0,3,0,0,0,0,7,1,0,7,0,24,2,0,0,0,0,12,0,0,5,0,0,7,0,0,3,13,3,3,1,1,0,0,0,1,4,0,0,0,0,0,2,0,1,0,6,1,0,2,0,2,0,0,1,0,0,0,0,0,2,0,1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TCGA-39-5039-01,1345,14,105,164,19,24,1,34,3,2,172,294,426,5,7,0,82,8,0,40,0,1,498,27,0,10,30,45,1,49,13,1,4,2,6,2,4,4,39,78,4,8,4,18,5,3,29,145,42,2,0,44,7,1,2,0,16,0,0,14,2,1,0,3,0,6,6,1,4,1,7,7,0,1,0,2,1,7,48,20,18,11,15,0,3,0,0,1,3,0,3,4,3,0,297,282,24,0,0,60,5,0,1,0,0,0,0,0,1,6,0,0,0,0,12,3,0,1,0,1,2,46,0,0,27,4,0,2,0,0,0,18,0,0,689,0,2,1,0,1,4,62,1,0,0,0,0,0,0,3,0,0,0,2,1,0,41,0,0,0,0,4,0,3,1,0,0,0,3,11,0,0,0,0,1,1,0,0,1,0,0,0,3,3,6,0,1,0,3,49,0,4,6,1,0,1,7,0,6,2,2,0,1,0,0,1,0,3,2,3,0,1,1,0,0,0,3,0,2,0,2,0,0,2,0,0,0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-43-2576-01,86,91,1,57,9,1,1,25,6,0,171,401,820,52,10,0,41,11,0,131,9,0,494,1,0,91,5,10,2,11,7,3,2,12,3,0,4,17,1,125,1,57,1,11,8,9,33,20,15,2,1,30,2,0,16,0,0,0,10,49,16,2,0,10,1,3,12,1,0,5,5,5,27,0,2,7,0,1,5,0,0,4,175,1,1,1,38,3,0,9,6,29,25,1,11,0,2,1,0,403,5,3,3,2,0,0,0,0,0,0,0,4,3,0,1,1,0,1,0,0,0,843,61,1,24,2,1,2,3,7,4,0,0,1,816,0,1,1,1,1,0,242,0,1,18,0,0,0,5,0,0,3,18,0,0,0,0,230,1,0,0,0,3,3,3,0,7,1,4,1,0,1,0,0,0,0,0,0,8,0,0,0,0,1,0,0,1,0,0,16,2,3,9,0,0,0,11,0,0,1,0,0,1,0,0,2,0,0,0,34,0,0,1,0,1,0,0,8,3,1,0,3,2,4,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,0,26,66,1,1,0,10,0,0,0,0,0,0,1,0,0
TCGA-43-2578-01,1499,288,61,14,20,5,4,16,15,1,639,1206,331,115,2,5,35,458,5,82,62,0,303,2,0,61,40,325,3,1,7,7,34,1,4,23,8,0,99,167,3,3,7,111,2,2,34,341,9,3,0,93,9,1823,94,1,6,18,130,185,13,8,0,24,1,4,7,5,3,4,4,25,0,2,6,23,0,10,11,9,165,4,96,0,9,0,8,4,2,13,7,3,41,25,27,2103,6,0,1,2466,22,8,33,1,0,2,0,1,15,45,0,25,4,1,8,6,0,20,3,4,0,4,21,0,33,6,6,1,1,1,2,217,0,0,160,0,0,0,3,17,182,78,11,3,2,2,0,0,1,6,0,0,0,5,7,6,25,1,40,1,0,1,0,0,31,0,2,7,11,12,5,0,0,6,0,1,0,6,18,0,1,5,4,2,0,0,0,18,16,0,3,1,1,15,3,9,1,2,15,0,0,5,54,0,0,1,1,14,0,3,1,6,126,36,0,9,11,7,6,1,0,2,0,0,0,0,13,0,0,0,0,0,2,0,8,6,0,0,0,0,0,2,6,1,0,0,0,5,0,1,0,0,1,0,9
TCGA-43-2581-01,3,3,0,1,11,4,3,17,1,1,5,869,1038,0,4,0,0,17,1,24,6,0,343,2,0,0,0,10,0,2,16,0,12,1,28,1,0,0,0,0,3,0,14,0,14,2,14,17,12,0,0,13,2,2,3,0,2,0,0,239,2,2,0,2,2,1,9,17,4,2,0,13,1,0,0,3,1,0,0,0,62,89,1,0,2,0,0,1,5,0,3,158,84,4,6,13,10,0,0,331,9,3,2,0,0,0,0,0,1,4,0,2,0,0,0,2,0,6,1,1,0,17,0,0,0,0,0,0,7,0,0,4,0,0,34,0,1,0,1,0,0,799,1,0,1,0,0,0,0,0,9,5,0,2,1,0,326,1,0,0,0,0,0,0,1,0,6,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,0,1,0,0,0,0,2,0,1,1,0,0,0,0,2,2,0,0,44,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
TCGA-43-3394-01,2966,714,166,256,28,369,5,4,5,27,672,856,287,29,8,2,328,3432,0,97,55,3,612,131,0,60,46,244,5,87,5,0,24,2,11,96,4,6,140,249,5,156,2,9,52,2,144,23,7,212,10,240,4,53,150,10,7,23,8,83,3,7,0,24,13,9,336,16,0,10,4,146,76,24,11,11,6,11,11,14,126,17,65,0,15,8,5,11,2,8,8,45,11,1,101,175,54,8,3,1678,11,2,8,0,20,1,2,13,0,9,0,9,15,6,45,5,0,2,2,0,0,17,105,0,4,13,0,1,29,95,5,37,0,0,481,5,4,1,1,2,0,43,1,3,11,2,0,0,2,5,26,2,0,1,0,2,11,2,1,4,21,7,4,2,50,72,2,3,94,1,31,2,2,1,8,3,0,4,0,0,2,2,3,4,2,34,2,0,6,0,10,0,0,7,0,3,2,0,7,86,1,1,1,4,0,1,4,3,0,1,13,0,7,0,0,0,0,0,0,3,0,2,1,0,5,8,3,2,4,1,2,1,1,0,2,0,5,1,0,0,0,1,0,0,0,1,1,2,1,0,0,0,2,0,0
TCGA-43-3920-01,8092,443,197,594,50,96,13,57,9,3,689,1291,116,11,1,0,179,416,0,25,39,279,1772,5,0,0,15,47,0,22,14,0,13,1,4,19,3,24,67,405,5,47,1,1,10,4,16,152,369,4,19,134,0,66,12,5,64,4,5,24,8,2,0,8,2,22,66,23,3,42,3,77,7,3,15,20,4,1,114,69,67,81,77,0,23,1,5,5,9,6,28,16,23,8,3,2,6,1,1,307,11,0,7,0,2,0,0,41,0,2,0,7,5,1,4,2,0,6,4,0,2,32,0,1,68,3,0,0,1,23,16,5,0,0,5929,3,3,0,0,4,0,0,5,2,2,1,1,6,0,0,0,0,2,0,0,4,6,3,19,2,2,17,0,0,18,2,21,0,11,0,0,2,0,0,13,0,0,1,3,2,3,5,1,1,4,5,2,10,5,4,4,1,1,10,7,1,1,0,3,3,0,1,2,0,0,3,8,0,1,1,14,1,6,1,13,0,5,1,5,0,0,0,0,0,2,0,1,0,0,1,61,0,0,0,1,0,1,1,289,1,0,0,0,0,8,0,0,0,1,6,2,0,0,0,0
TCGA-43-5668-01,4,413,3,15,3,1,7,3,13,6,5,171,25,1,4,1,224,11,0,34,10,0,425,3,0,0,0,12,0,6,29,3,22,7,4,6,3,3,1,3,5,12,27,22,4,0,101,0,161,0,2,216,0,11,1,1,4,0,2,92,6,8,0,21,9,11,57,5,3,5,3,37,89,0,3,7,0,1,0,0,18,21,3,0,2,12,143,3,3,5,2,9,141,4,5,203,1,12,0,683,3,0,50,0,0,13,0,10,0,15,0,10,2,0,0,1,0,11,2,1,0,8,0,5,3,8,0,0,2,11,0,9,0,0,27,0,3,0,2,0,1,418,2,2,1,1,0,0,0,0,4,0,0,13,0,2,7,1,1,0,0,2,0,1,24,0,10,1,25,0,97,1,0,0,0,0,0,0,8,0,3,0,0,1,12,2,0,1,0,29,0,7,1,3,0,0,0,0,2,1,0,1,5,0,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,2,5,0,0,1,0,0,3,0,0,4,0,0,0,1,12,0,1,1,45,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
TCGA-43-6143-01,7722,373,897,59,13,41,6,13,27,15,37,2990,44,165,2,4,665,209,1,146,79,339,772,3,2,110,11,93,5,11,11,1,46,18,2,13,18,20,16,31,0,22,7,29,8,2,55,46,0,43,2,144,6,402,67,7,177,8,11,1962,2,12,0,59,23,11,125,6,2,13,213,51,198,16,10,21,5,2,100,288,51,23,1504,1,4,28,0,29,4,19,2,13,11,58,187,10,395,28,10,1161,206,4,9,2,154,1,2,19,2,1,0,26,9,0,14,12,4,5,49,0,0,127,631,0,26,7,0,1,1,5,16,4,0,0,156,0,73,1,7,0,0,3,3,35,0,25,1,5,0,6,7,2,1,1,2,1,3,1341,0,1,3,137,0,5,7,97,9,3,17,16,22,1,20,0,4,1,0,3,1,0,13,3,1,2,2,7,63,0,14,0,0,227,1,10,1,1,1,6,2,50,0,0,0,0,0,0,4,0,1,5,49,0,10,2,2,0,0,0,0,0,4,0,0,0,98,1,2,16,0,316,0,3,0,1,0,2,0,2,8,0,2,0,0,31,0,1,0,0,0,1,0,8,0,1,229
TCGA-43-6647-01,3163,55,178,130,33,44,2,16,8,29,2,214,22,14,5,0,50,56,2,36,11,7,1090,105,0,28,20,73,2,49,10,1,2,1,2,0,3,58,0,0,15,12,0,13,6,7,19,8,46,60,3,226,0,0,0,0,3,6,57,110,3,3,4,28,10,5,10,25,2,13,5,28,2,2,1,1,0,1,20,0,345,15,4,0,4,0,60,2,8,3,2,7,1,0,996,31,23,0,24,1385,16,0,1,0,0,1,2,3,0,0,0,1,0,0,5,0,1,7,7,0,0,59,0,0,22,19,0,1,4,10,2,1,0,0,81,1,4,0,1,0,3,4,0,0,1,3,14,0,1,0,1,0,0,1,0,5,0,0,0,0,3,215,3,2,1,4,24,2,0,2,0,0,12,0,20,2,0,0,0,1,0,1,3,6,15,2,45,3,0,8,1,3,5,13,1,0,0,2,2,3,0,0,0,1,0,9,0,0,2,18,0,0,1,1,5,2,0,0,11,0,2,0,0,8,0,1,0,0,3,0,0,1,0,44,0,0,0,2,5,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0
TCGA-43-6770-01,9163,477,446,89,43,205,4,23,8,9,1795,1845,271,64,2,2,58,2993,1,63,31,10,892,99,1,7,40,86,4,110,12,3,83,5,9,7,14,112,164,361,31,44,3,155,58,9,27,23,0,3,199,110,6,8,52,9,44,0,1,123,7,3,9,42,3,9,65,19,11,11,2,292,2,13,8,10,9,15,0,3,345,26,7,1,1,0,1,15,0,11,2,11,15,19,261,90,105,0,14,3072,10,1,8,1,34,0,19,0,1,6,0,6,2,2,20,6,0,11,106,1,2,18,2,0,6,7,1,0,14,4,12,21,0,2,2010,2,9,3,6,1,7,33,3,2,4,1,13,6,1,11,12,1,0,7,2,15,45,1,4,5,3,4,2,6,25,71,44,0,29,8,1,4,12,0,16,0,1,4,2,0,0,3,3,0,6,0,3,86,2,1,2,2,0,71,14,0,1,8,3,0,0,0,8,2,1,4,4,3,0,1,0,0,0,6,2,2,0,0,0,0,0,1,10,0,0,15,1,0,1,1,7,1,0,0,5,7,2,1,0,0,0,0,0,5,1,1,1,0,4,2,0,0,0,0,1
