Unnamed: 0,CCNB1,ZWINT,PITX1,PBK,GJB3,KPNA2,HOXC13,LYPD3,ATAD2,HOXA10,GJB2,RHCG,PRKCE,KRT6C,SPRR1B,HECW2,TGFBR2,IL20RB,S100A7,PREX2,SPRR2D,SLC1A1,LIMCH1,LY6D,UTRN,TMEM100,SPRR2A,TSKU,GPD1L,CITED2,PTPRM,SPRR3,SBSN,BNC1,RECK,SLC7A11,PROM2,LRRK2,DSC2,CSTA,PAX3,DDAH1,KCNQ5,LEFTY2,TBX18,ENPP4,AKAP12,LPCAT1,ULBP2,FGFBP1,SERTM1,PRDM16,SELE,TMEM45A,PROK2,GREM2,HOXA9,FABP4,ELAVL2,KRT1
TCGA-85-A4JB-01,2886,2295,1189,601,4801,6515,473,11883,5135,448,34513,8947,654,4029,30689,191,2839,650,311,302,12152,65,581,699,2849,9,6090,4811,935,1844,582,3493,6148,1802,306,432,3367,103,19164,16463,2,2488,267,6,249,825,1109,7697,503,9453,3,58,371,9687,121,47,150,31,5,9993
TCGA-85-A4JC-01,2256,955,1751,232,4910,5821,263,8781,1642,95,74423,51007,459,2598,19803,161,2169,7865,118229,63,7597,75,1041,26255,585,27,3490,6746,490,694,883,235,2246,3382,208,189,14339,114,2097,44599,4,396,22,2,208,278,478,4383,650,13123,1,18,175,30190,19,33,5,86,2,1836
TCGA-85-A4PA-01,2513,2167,32,578,77,5342,4,187,2193,8,80,28,864,1,18,397,7590,56,6,262,39,572,1188,0,4167,108,51,433,1246,2610,2145,33,4,32,722,166,83,2490,450,526,0,495,392,6,37,701,1022,9927,11,41,53,206,1496,113,4,32,12,572,4,17
TCGA-85-A4QQ-01,3257,1972,4515,645,8184,6806,2495,20117,6643,303,72521,943,704,8002,13422,170,2473,9746,44239,60,2440,108,1679,67629,276,4,519,7585,578,2364,2041,10,27618,5840,131,228,35364,102,10232,5191,1,388,32,2,29,250,782,9917,1470,785,0,18,141,26437,1,3,25,107,11,4133
TCGA-85-A4QR-01,4375,1695,17553,738,761,14936,266,2481,4339,359,20268,1497,744,179,2933,281,622,2472,17,526,483,651,58,12,1057,18,7102,4925,1946,1621,137,2113,165,1073,28,647,1196,639,6626,14769,11,548,21,9,376,221,195,3390,48,8141,2,21,20,196,0,1,94,0,59,102
TCGA-85-A50M-01,1668,2175,1977,557,3923,4855,3,6985,2273,25,3666,544,732,1402,19964,865,11083,218,1784,217,5210,921,2324,764,7186,29,2782,4749,1381,6765,4636,2497,348,134,642,696,4415,2491,11107,306,0,6556,887,2,806,827,1481,14514,720,5007,2,77,210,2952,178,17,6,183,36,22
TCGA-85-A50Z-01,5007,3734,23440,1071,138,10588,150,888,2514,222,120035,9666,505,2123,1671,609,2137,2047,249,53,2898,281,893,16,1193,128,6717,12347,939,1128,353,1259,2,4563,72,1474,144,922,1576,4657,0,2157,44,2,2,283,295,17275,201,358,202,68,19,7875,118,4,6,7,3,15
TCGA-85-A510-01,4042,3176,166,1865,13,6966,19,46,4920,4,38,11,368,2,9,968,2530,95,0,244,10,188,3820,0,1973,454,1,880,506,1826,2338,2,92,3,217,553,572,1814,1060,215,24,2061,380,32,285,918,806,19592,10,17,1052,54,584,208,20,23,6,44,6,8
TCGA-85-A511-01,4655,2415,2442,877,2072,10410,256,7300,4882,277,12273,6546,342,2712,5451,353,3374,2586,1991,161,1326,68,1451,7227,3720,39,896,6317,746,1048,1431,1721,200,1526,747,2949,10064,470,9837,6735,5,679,421,5,529,664,1471,5799,501,2383,8,37,217,4286,15,28,60,28,7,42
TCGA-85-A512-01,2822,4042,2177,2041,2832,6582,356,4742,3560,6,6246,31,275,2647,25049,371,1009,1949,13212,83,10870,77,294,2135,5558,20,6340,3989,1240,524,722,9618,8189,1201,288,734,10282,585,4186,16525,43,571,134,4,43,227,467,2563,389,23361,13,32,154,3738,0,38,58,19,6,2235
TCGA-85-A513-01,793,1123,462,133,38,3423,12,204,1309,118,557,10,621,17,19,507,5174,58,0,215,13,898,1914,142,2991,645,10,960,1586,7314,1716,5,6,17,331,385,3372,7302,845,485,0,2963,21,26,3,881,438,36361,352,67,41,1081,99,510,2,18,18,365,5,0
TCGA-85-A53L-01,7928,2524,2236,1771,4864,12830,121,714,3788,615,39549,2878,752,1229,13840,224,3050,1189,117,52,2942,673,2494,132,3493,36,19308,5481,823,2627,1293,4435,123,804,280,1162,2460,832,7969,21434,59,408,330,2,841,135,410,6314,1365,2250,5,71,125,5383,32,73,11,703,0,20
TCGA-85-A5B5-01,2828,1013,5153,915,1492,6085,496,6781,3212,246,2143,1451,1216,371,1658,220,1241,96,48,86,92,24,630,528,2961,21,129,2853,910,189,552,5234,58,434,349,14254,755,220,5026,7957,274,862,371,1,57,523,348,2158,131,6065,1,79,110,534,0,9,310,90,7,7
TCGA-90-6837-01,6517,1217,19155,772,6639,7442,179,30119,3555,48,13907,24506,636,81671,26079,328,4872,3772,37011,155,38911,690,797,4616,3385,40,75284,5851,952,1528,1451,57434,10076,1372,501,1310,17319,343,61006,7691,1,603,28,3,21,950,1542,7180,4010,676,0,46,30,7409,18,31,3,64,6,83
TCGA-90-7767-01,5962,5177,1111,952,10265,19958,23,3621,7118,8,3215,139,324,308,156,918,5041,605,96,121,38,355,2797,94,4541,23,7,3875,896,1690,3394,9,623,138,1037,313,1147,284,11609,69311,296,731,215,1,308,297,1380,7732,470,679,0,31,3479,2771,11,62,2,9,304,1566
TCGA-90-7769-01,4456,2518,14376,1420,4250,14443,185,44035,7185,360,9878,2100,752,8685,67769,293,1205,748,2909,66,43045,148,3088,10941,4342,15,71497,7388,1641,1028,1498,72982,51640,3156,367,11994,7410,700,63724,45173,1,1408,545,0,1002,143,434,2299,753,19102,57,29,172,1583,10,8,14,2,1,3
TCGA-90-A4ED-01,1734,1482,18,426,1275,2807,1401,2481,1232,4,26480,4,144,217,6,793,4458,92,6368,233,0,243,1098,47,793,651,4,8178,841,1843,526,0,101,5220,393,119,1054,263,9857,82,55,981,4,5,111,128,966,4896,22,30,1,50,20,2159,29,31,6,59,152,6496
TCGA-90-A4EE-01,5312,2069,1229,1885,693,11681,36,467,4793,303,2149,7,1596,70,17,546,3568,150,39,95,11,258,742,6,2800,144,3,1614,1067,2487,1206,2,17,84,388,392,1920,2379,4937,15661,40,810,1408,8,15,900,762,8712,83,120,2,83,305,1557,72,148,104,18,1,4
TCGA-90-A59Q-01,1670,2073,939,529,3771,3957,228,3427,2323,226,3677,160,317,250,164,211,3192,4824,243,121,122,186,2320,27633,2570,30,197,3358,580,1163,3317,173,14,1369,291,1196,16771,1607,1986,2337,29,1349,14,1,1322,911,311,3743,971,353,0,20,27,2595,65,22,75,4,18,69
TCGA-92-8063-01,1883,2482,510,531,1658,3909,175,3528,2855,340,2540,788,795,705,141,273,3336,38,492,54,93,263,1442,101,4530,57,36,7092,702,700,461,61,187,503,331,2874,9242,220,11313,2153,1,1050,25,14,2,774,1290,3652,245,361,140,1069,10,1728,4,6,9,63,1,5
TCGA-92-8064-01,1964,1097,2918,920,975,6186,12,3729,3579,8,2205,44,612,705,518,228,2689,782,170,71,42,50,430,124,2570,18,186,9989,668,1695,597,325,463,1240,1014,5323,681,296,3295,3437,2,530,309,6,16,253,650,1751,37,2551,7,149,183,417,3,9,9,7,1,44
TCGA-92-8065-01,3058,1376,20433,522,3010,4562,273,12420,2216,473,62526,5997,999,21822,37663,205,3628,6889,513665,116,2309,60,640,3050,1496,74,5003,2911,1515,2009,2501,190447,4704,793,378,665,15843,753,15951,22592,13,496,18,5,600,2366,378,3062,1573,167,0,15,130,765,2,50,70,784,0,1029
TCGA-94-7033-01,3864,2300,14623,883,6161,14524,323,14344,4146,599,18112,3942,968,2595,12946,217,1798,10857,66,50,1066,56,715,12717,953,39,4183,4219,727,1145,804,95331,369,2617,55,240,17436,797,5052,47768,0,612,215,23,654,206,162,6410,271,53830,9,67,48,846,0,6,53,72,1,6
TCGA-94-7557-01,4791,8091,2384,1248,1420,11405,864,12811,6134,1046,1662,834,1259,632,102,552,3177,153,32624,133,418,474,7759,1454,5635,118,908,21054,2160,1980,832,0,46,2568,552,24016,16500,796,12896,2768,25,1776,45,18,2,1569,762,11025,209,543,12,266,99,960,1,17,153,24,1,33
TCGA-94-7943-01,4718,2403,482,1100,543,10693,26,8666,4196,202,523,767,1703,12,18,737,7653,131,27198,120,1,209,10306,1353,3219,236,133,23866,6866,7375,830,65,9,257,298,4945,13800,1939,4151,4285,7,772,47,32,7,834,1368,14786,38,813,91,155,160,1554,3,9,18,117,120,10
TCGA-94-8035-01,3412,3026,7221,1087,4998,13274,88,13590,2844,295,8014,9414,548,25880,57148,288,2269,3513,1760,84,21037,488,973,6534,2581,51,34146,3154,935,1288,925,28938,1103,3978,233,640,6154,1811,31234,17966,29,1377,44,8,40,1334,355,7876,2544,6210,3,43,744,4155,88,8,4,30,44,747
TCGA-94-8490-01,2506,2696,6856,1611,2866,7844,700,10242,2285,403,18766,46068,1117,3459,46594,169,858,5654,32842,49,71141,37,1006,2585,3262,5,88433,8336,815,677,1422,90772,3379,2723,382,17280,8094,439,18353,58219,11,158,185,1,1026,106,82,2734,446,20048,1,187,8,2223,0,5,10,20,0,4816
TCGA-94-8491-01,1793,1871,15405,294,3022,5431,441,15780,1225,332,1606,40,1299,148,335,167,1734,2581,9,66,519,1792,751,2,1311,84,1930,2680,923,962,1099,6698,30,3,241,1851,15433,881,3951,7250,17,1143,134,3,631,954,202,7735,376,297,3,95,280,525,26,2,8,36,0,10
TCGA-94-A4VJ-01,2595,2013,4597,599,3727,5450,514,6792,4487,304,36530,822,456,2131,11874,319,3988,6698,51012,77,15963,64,270,1039,1827,7,4501,2812,929,2000,1002,21,5596,2241,294,779,17326,146,4667,5954,20,671,73,5,240,267,747,5150,2298,3324,4,34,88,31846,1,29,12,6,4,58
TCGA-94-A5I4-01,2751,2091,17672,854,1926,7615,149,7969,3896,30,30183,17300,535,1865,6432,433,1017,171,32,103,3620,318,1044,449,5443,33,5987,3040,943,1221,591,18984,5351,3494,298,1325,2592,1978,5305,18068,48,620,1859,1,1076,291,509,3943,1402,4274,32,93,52,900,12,14,89,92,0,5
TCGA-94-A5I6-01,5432,2712,1690,609,1984,8369,267,9033,4809,366,8470,3741,487,8577,4495,257,1428,444,7536,69,3256,100,4257,365,4666,10,2149,11094,753,914,716,152,6756,2305,368,16476,14233,222,10507,3349,6,391,148,9,711,171,934,4692,179,2053,62,1192,57,2490,3,27,22,115,2,272
TCGA-96-7544-01,3855,3381,7459,906,3260,22649,35,12773,4755,97,24637,13383,1870,14589,14538,2276,9467,7915,102,437,4617,1883,2313,25215,8319,124,4782,6707,4749,2558,2129,14549,153,3944,997,1194,2169,1702,16067,85851,6,1587,528,1,863,881,2775,3655,855,3122,4,80,789,2994,43,95,10,289,13,74
TCGA-96-8169-01,1822,1839,1135,544,3195,6847,202,7475,4339,264,5638,680,1024,84,521,652,5976,525,1855,193,364,235,2394,369,2729,120,64,8948,1418,3033,1046,223,32,1927,259,4254,5538,1564,1932,4977,12,3002,204,14,206,426,1492,11858,709,355,7,121,85,9125,8,68,6,24,2,4
TCGA-96-8170-01,4460,2368,28099,491,2952,7749,261,31692,5392,374,51272,77563,819,6057,21263,800,5420,12343,8878,241,15227,846,2932,65654,3639,199,26684,7494,2259,3871,1743,58434,16319,3486,428,173,29759,6716,4161,39806,4,1469,100,16,353,1240,1742,14498,1026,4676,1,239,505,5634,26,23,38,408,0,305
TCGA-96-A4JK-01,3888,2002,5449,1406,2438,10258,174,2188,3627,190,3477,5857,447,1117,8445,219,1633,189,184,40,3266,47,371,788,6011,35,1344,9860,1297,518,484,1325,197,710,489,7426,1108,193,2016,2441,44,352,474,6,404,388,441,5534,219,8542,0,388,99,555,3,8,46,6,0,107
TCGA-96-A4JL-01,3279,3745,1478,622,4535,5976,24,314,3635,337,2439,1,1119,3,3,704,4623,174,8,483,1,319,1701,29,5650,160,1,2167,598,3536,5863,0,13,12,305,782,2916,531,1839,15740,0,942,25,19,593,902,985,3670,32,784,0,116,552,1097,24,79,66,86,5,7
TCGA-98-7454-01,3309,2778,1583,1189,1716,11391,28,2901,5612,141,1908,1488,1223,238,27,2290,14696,143,9237,1104,1,849,6494,63,10031,276,8,4127,2525,6303,4642,1,5,2190,1446,716,10675,14138,4722,2802,0,3945,139,16,561,1435,4750,19104,129,387,16,220,3876,7412,62,35,36,242,894,11
TCGA-98-8022-01,975,1148,366,125,347,3388,351,3356,1941,99,891,275,463,1008,662,446,2240,63,2076,155,632,105,1854,30,3280,113,558,2539,1163,4067,1153,54,686,282,540,185,6226,949,2274,355,3,1078,336,51,24,755,549,5912,86,622,3,253,237,2304,8,35,41,112,0,1909
TCGA-98-8023-01,1957,1208,538,670,1787,4821,3,5060,2162,348,6769,674,160,596,67,209,2441,138,28,83,26,148,624,15263,1938,27,25,3208,517,821,1092,6,35,543,312,418,6516,426,18321,2706,27,382,164,50,14,375,695,5235,167,654,0,20,170,2041,5,9,79,23,12,104
TCGA-98-A538-01,5173,3603,31911,1216,4036,17585,156,3383,7323,215,12646,591,1487,8256,2391,289,3874,281,61,95,3405,113,194,2006,1469,18,6463,2629,2923,1776,766,2988,15,3748,230,936,4251,548,36185,6292,114,3623,191,20,1,183,459,2476,666,1572,0,15,82,567,16,8,21,5,128,6
TCGA-98-A539-01,2896,1171,2301,532,3972,8360,324,9482,2850,108,12127,1788,622,3504,2285,438,3498,7053,902,227,765,189,6915,166,2868,201,238,12962,387,1413,1631,7,1609,3455,349,31046,18726,2696,9536,1052,2,573,270,7,340,263,3312,20726,185,3847,11,581,527,3717,12,13,6,177,3,917
TCGA-98-A53A-01,3467,1884,7725,1540,907,10572,2,1839,3909,158,1461,399,555,140,263,303,1235,155,35,69,76,80,1611,2383,2347,76,116,9469,315,860,477,77,125,1833,213,10239,6034,584,4292,1506,26,876,192,2,159,228,278,4613,451,1540,6,2481,9,1181,0,7,46,14,50,56
TCGA-98-A53B-01,2215,2980,3049,444,2984,6371,264,4544,3834,264,23309,1988,1046,618,574,713,5610,223,29,158,205,281,1080,260,3450,397,328,6578,632,3305,984,203,423,5691,241,1170,1484,2841,2539,3186,131,969,4,10,507,634,762,10389,289,313,6,131,81,2703,2,23,107,369,1,64
TCGA-98-A53C-01,601,470,67,145,120,2602,66,172,1180,47,645,49,1502,2,15,2243,19238,58,12,2066,8,2325,11023,1,10779,2657,2,1212,3181,4655,5959,1,5,125,1287,272,568,16498,1267,596,56,3015,68,73,58,1903,8952,25974,127,85,209,720,712,1140,27,86,37,3266,9,65
TCGA-98-A53D-01,375,372,116,90,411,3886,5,2409,989,12,1003,108,1245,8,214,1507,10941,181,567,1008,78,1181,4499,724,7519,309,32,2196,1784,5124,4554,44,146,209,1081,158,1132,18223,1295,634,0,4361,141,34,9,1013,6253,43939,116,338,11,683,3136,1230,163,78,47,500,23,42
TCGA-98-A53H-01,1238,656,1116,214,870,3676,110,4662,1709,61,3038,130,1402,1008,6407,1295,12382,377,3406,999,6861,1258,4536,2806,7107,945,4399,3587,2357,4131,4207,6326,1531,945,941,2740,6588,5572,4073,1686,17,3426,159,16,384,2350,4381,17237,96,1233,72,746,2692,3526,26,228,20,1035,12,229
TCGA-98-A53I-01,3730,2828,1539,1782,1033,13506,272,17105,2450,292,744,17,691,930,1879,777,2884,292,2316,194,934,53,653,22,5699,19,1820,10111,839,734,1453,795,695,616,729,11999,7480,596,8676,5517,43,475,171,0,2062,168,1135,4774,26,7932,3,615,481,498,0,3,31,12,1,441
TCGA-98-A53J-01,2043,921,40169,418,1490,3570,267,53354,958,156,166138,32780,250,26646,9325,257,313,1865,37476,138,9435,150,1567,110,3829,15,15145,11499,864,574,405,66873,2291,2229,126,4053,24828,247,25218,25047,9,115,106,1,113,422,218,1472,249,1939,20,131,93,4381,8,1,17,7320,21,36
TCGA-J1-A4AH-01,1868,1101,1845,471,610,5523,257,1817,1755,119,666,730,167,1595,2120,97,664,104,22,100,622,36,457,13,1070,24,710,2749,461,322,593,2103,1025,439,203,8299,1425,373,6931,1591,6,711,130,0,449,316,589,2220,179,5150,4,40,4,278,2,12,10,12,3,1329
TCGA-L3-A4E7-01,1877,1350,8885,705,3467,3124,173,6029,1729,115,3476,2002,551,690,2404,505,3748,273,203,172,1179,915,1235,40,2566,260,952,5115,1650,3567,813,7152,29,5206,275,131,15188,4101,8382,6392,10,920,240,3,369,403,672,12993,207,1911,77,201,81,1691,18,43,101,34,6,5
TCGA-L3-A524-01,3681,1282,3949,442,1595,11382,1252,3331,4416,384,1498,708,534,1168,2840,313,1618,63,24,82,1521,48,1022,120,2217,44,2453,3925,1198,648,1470,1330,107,866,510,6742,571,246,4994,1159,5,1048,149,0,749,862,1081,5786,577,3634,3,53,84,472,17,31,46,20,14,7
TCGA-LA-A446-01,4178,1181,3525,963,677,10357,273,5647,4009,314,5716,6461,871,9990,10465,297,2511,2217,696,100,8300,162,2821,91,3341,328,9484,11984,1146,1821,1036,7770,2485,4565,383,19253,11321,1979,13652,21262,3,572,536,7,28,275,253,9940,137,21158,116,646,174,2302,1,5,13,228,0,76
TCGA-LA-A7SW-01,6722,11192,1659,1544,5812,13436,545,10107,4426,234,4729,2374,270,487,9132,418,2949,1328,43,161,7452,19,159,378,1112,6,2822,2579,567,898,935,215,3334,5798,350,3062,4019,153,5491,2318,10,964,227,5,768,231,9099,9636,1701,7918,4,17,187,1385,125,17,129,46,324,208
TCGA-MF-A522-01,4496,1243,1334,1401,6443,12846,319,12917,4283,412,7496,2243,862,749,7404,92,1389,2401,1354,22,903,64,1403,20367,2310,2,1551,15005,1010,672,199,1540,231,3152,163,11848,12044,82,2848,21147,5,305,294,1,456,307,80,2871,921,7044,185,220,10,5037,2,3,28,19,2,45
TCGA-NC-A5HD-01,3504,2580,4075,665,829,6360,348,1328,5841,209,1758,367,410,2175,5451,314,2484,182,86,28,3580,106,372,2,951,44,7774,4010,349,1470,482,5517,108,519,213,3833,1490,346,7350,14485,29,414,390,1,56,203,266,7308,455,6563,151,257,13,2466,8,8,128,7,0,7
TCGA-NC-A5HE-01,5372,3062,413,909,679,7515,80,15856,3015,258,1642,21,420,81,37,501,3202,192,120,134,4,91,3006,3,3854,15,4,4530,638,2100,1141,20,15,62,448,2981,7786,1004,1734,4043,0,357,138,1,313,669,377,4182,79,356,16,144,327,676,6,8,43,32,36,18
TCGA-NC-A5HF-01,2238,2425,4902,863,5541,2876,95,16336,3069,135,13101,929,940,16307,25443,392,2125,3763,496,60,3364,197,646,3173,1791,15,15108,6863,485,1811,753,7346,201,4072,74,5183,10597,1116,20210,3825,65,522,508,3,1066,174,853,8843,2119,1871,2,312,8,2134,0,35,17,34,14,77
TCGA-NC-A5HG-01,3129,3490,6300,1128,6453,10507,259,17714,6105,234,5119,603,501,6394,41065,213,781,6597,1714,28,13149,139,57,1216,1753,4,26051,1442,1487,484,456,21054,8256,4055,40,570,1509,37,16099,22132,112,51,7,0,9,11,62,3945,251,370,0,7,7,12188,5,1,21,62,1,1602
TCGA-NC-A5HH-01,7672,3498,11806,1018,263,8278,899,284,3745,292,817,90,174,154,45,247,2506,165,10,23,0,73,67,16,1508,17,4,2266,703,1059,243,4,7,2678,301,46,852,176,7580,2257,3,1060,522,68,316,54,135,10460,158,107,0,29,6,9518,6,11,270,26,0,36
TCGA-NC-A5HI-01,6556,3695,20545,913,4249,9206,52,10891,3190,378,20961,6463,594,75691,26748,569,600,7324,1625,51,8189,595,92,1534,2308,38,28308,2286,1304,1124,530,22926,321,1027,147,659,5938,385,21421,63277,41,362,20,3,7,233,116,1410,476,8904,2,26,63,884,25,16,20,33,0,34
TCGA-NC-A5HJ-01,3409,3409,315,530,51,6398,127,224,4876,2,164,39,1331,5,11,903,10303,52,21,562,5,1583,8540,4,7649,1812,313,1659,2929,5875,3506,30,8,15,717,375,2033,9611,2108,750,1,2890,59,200,5,2147,1420,22489,74,344,285,455,6,380,4,36,10,4653,2,40
TCGA-NC-A5HK-01,3402,3539,981,966,4193,8197,363,2351,3953,233,710,321,515,46,13,261,2494,7015,4818,28,10,128,2107,21,1570,17,12,4010,2132,2103,2325,37,6,471,355,405,14017,128,2563,5413,0,1705,3,1,3,1233,7036,16655,1113,5793,0,518,15,903,5,1,76,40,0,1
TCGA-NC-A5HL-01,3841,2319,2858,579,147,12940,133,294,2352,320,582,807,473,472,3,105,1884,34,2,83,2,235,888,1,3995,17,4,11311,1805,867,451,45,56,934,608,7907,786,751,4015,1599,29,304,157,2,5,752,260,2278,92,2256,308,180,15,1167,2,3,292,26,2,6
TCGA-NC-A5HM-01,3525,2938,4616,906,3103,9801,20,2553,3296,439,9307,2577,462,1970,2153,185,2025,763,120,31,61,425,739,196,1211,12,94,4850,1069,1650,392,1778,92,2509,245,577,3389,175,3132,8144,4,831,142,0,580,750,1178,3905,671,5993,138,11,24,1785,18,14,74,13,37,1
TCGA-NC-A5HN-01,3845,3356,2429,1442,5075,13991,144,9619,4426,71,1822,5496,1101,2171,2926,188,2974,13134,54,61,460,631,4041,515,2832,2,465,4979,658,493,252,2652,8076,11147,206,9611,3017,37,14749,18628,0,159,897,0,1075,31,220,3338,175,21085,345,8,14,173,2,2,24,11,1,2
TCGA-NC-A5HO-01,3271,1293,10902,1094,1280,5619,181,9646,1897,7,16977,88980,111,13538,11158,132,376,2058,2587,54,6828,212,129,15467,1100,5,16542,1786,763,597,371,14639,1232,1883,86,362,6401,293,9548,49333,132,128,4,0,1102,692,73,476,475,2703,1,6,45,846,23,11,32,8,2,5
TCGA-NC-A5HP-01,1705,1782,2740,430,1490,5068,301,1317,1912,392,12497,1195,386,4203,3181,363,1702,822,108,83,22,95,1625,1645,2467,35,24,2975,613,605,1198,108,248,2724,682,299,7289,753,3965,4811,7,389,120,6,895,292,850,4461,221,2092,16,32,37,1725,0,48,33,148,3,3786
TCGA-NC-A5HQ-01,4702,2916,28783,932,3680,8435,200,16768,5267,249,32388,38392,700,25136,36600,491,1440,9914,19719,212,7019,481,551,8993,1497,102,21435,4805,1960,1006,1395,67895,4722,3663,278,1535,4560,1265,8987,27784,4,405,214,8,13,162,321,3785,283,1781,12,60,176,1268,1,17,43,201,4,5
TCGA-NC-A5HR-01,2611,2063,904,871,257,8498,88,1783,4591,605,1274,4535,685,181,516,232,2521,297,5,85,74,34,1085,234,1812,4,483,11302,597,589,392,238,195,292,241,8170,3107,333,2003,9041,45,185,74,1,642,323,218,1376,16,4773,75,108,42,355,2,33,70,13,6,9
TCGA-NC-A5HT-01,2684,1190,8070,552,1786,7298,59,798,4572,188,596,121,1627,18,31,563,6780,1978,1,178,5,496,280,85,4627,49,10,13136,4161,2045,1092,105,14,3019,130,715,1582,558,9758,8559,52,3801,1247,1,35,60,769,8188,523,3718,2,50,236,1257,0,15,147,97,0,7
TCGA-NK-A5CR-01,1999,1091,3049,574,1363,6047,31,5385,3012,470,4606,623,498,955,3062,134,706,211,191,31,3639,61,803,385,2393,9,5522,6489,453,960,130,8508,51,761,176,10562,3223,302,5615,3342,0,501,802,1,7,47,225,2696,1062,5489,13,34,2,1110,1,11,19,1,1,0
TCGA-NK-A5CT-01,2591,3599,3462,823,7776,4905,197,14164,2451,169,2761,84,687,1821,308,392,2350,2374,1868,33,317,136,4109,6030,1441,62,103,3296,494,4131,2196,272,24,3104,36,740,35269,708,3519,6043,2,451,37,3,182,79,1814,10977,4689,71,2,34,55,7743,43,2,12,7,5,2
TCGA-NK-A5CX-01,2134,2559,3536,929,3598,3240,257,23774,2566,398,6320,1495,459,8864,19248,323,5462,215,192,61,2430,261,581,8619,2413,91,6669,3957,1745,1831,777,12805,484,2884,319,85,4172,1196,19707,5855,0,625,87,6,9,536,1544,3693,644,2322,11,64,40,1934,22,19,97,40,1,6
TCGA-NK-A5D1-01,6331,2426,541,1217,189,7443,391,267,3465,578,85,56,463,1,0,295,1276,91,0,209,0,136,820,3,1501,142,0,1647,281,1191,606,0,2,1803,278,70,2190,1831,1998,338,369,1569,197,0,229,1104,742,10729,194,144,8,343,5,2670,56,64,1005,3,195,0
TCGA-NK-A7XE-01,3468,3622,1466,1061,1723,12109,25,2458,2863,281,6281,2217,271,1141,2378,148,2202,5884,7824,18,394,13,239,24721,541,5,332,5487,1507,481,491,38,81,912,239,3562,5223,95,1690,7531,19,187,45,1,9,337,289,5945,8,1115,3,115,9,3406,2,1,12,21622,0,133
TCGA-O2-A52N-01,3596,1567,1766,459,3982,8048,332,4994,4094,411,12285,708,535,1447,71,168,5246,3918,9762,65,13,151,733,332,2057,44,17,3080,427,2641,852,17,82,1648,235,1561,23048,1103,9195,4598,7,405,64,3,1046,144,1362,15308,350,851,1,174,84,5952,2,11,604,151,29,8
TCGA-O2-A52Q-01,5874,2590,1518,376,2888,7524,2,3829,3370,75,3140,115,379,106,293,364,4107,2298,77,77,55,85,455,340,2979,13,13,6124,700,3202,1769,17,304,4,318,3878,4975,451,6676,517,0,732,113,0,194,950,1458,8460,98,895,5,128,284,942,35,6,6,578,18,7
TCGA-O2-A52S-01,5193,5449,1758,1805,98,20856,377,630,6493,277,1932,158,461,496,223,254,1621,191,84,64,39,44,510,75,1910,10,45,12307,1152,702,720,90,66,532,942,19805,176,428,5291,390,6,195,149,2,762,847,6279,3182,188,596,15,760,117,223,43,13,616,32,58,217
TCGA-O2-A52V-01,3812,3559,18800,1154,2185,8992,209,5079,3946,509,38159,3867,1433,6467,14647,349,1838,3274,1412,119,19885,92,412,192,6378,31,47310,5531,1857,1465,1367,32218,1263,3839,347,1347,12820,598,9781,5163,22,612,286,4,1137,750,946,5384,1113,1562,5,24,2018,1283,21,26,19,35,1,25
TCGA-O2-A52W-01,3549,2258,20324,841,2113,7833,0,1624,6382,229,31488,5,523,17711,10406,310,998,7670,1102,145,15348,253,366,238,2336,78,38589,3217,2128,2270,548,43098,2365,1687,87,611,1959,917,7443,38914,1,497,1055,9,8,144,776,2957,899,1795,0,72,115,2844,4,12,35,54,0,6
TCGA-O2-A5IB-01,6235,6615,2738,3695,69,18124,0,1290,10248,0,182,115,1048,374,24,728,1542,177,16,223,16,273,1105,5,14210,1588,68,1133,1467,4796,1889,52,6,15,574,1136,4985,1860,34530,126,7,4001,2160,2,9,3009,7700,10356,115,31,11,22,12,1654,0,0,2,20,2,0
TCGA-XC-AA0X-01,1411,1207,5297,581,3004,7335,224,14881,1625,47,17914,11330,772,19258,55499,734,4253,882,1436,355,28987,461,1599,321,6255,323,44550,3882,1221,3030,1710,41330,37013,2462,354,4104,4168,5525,23562,15469,40,1378,153,26,397,818,3321,9038,494,3142,9,188,111,2467,14,45,8,350,1,1018
