Unnamed: 0,CCNB1,ZWINT,PITX1,PBK,GJB3,KPNA2,HOXC13,LYPD3,ATAD2,HOXA10,GJB2,RHCG,PRKCE,KRT6C,SPRR1B,HECW2,TGFBR2,IL20RB,S100A7,PREX2,SPRR2D,SLC1A1,LIMCH1,LY6D,UTRN,TMEM100,SPRR2A,TSKU,GPD1L,CITED2,PTPRM,SPRR3,SBSN,BNC1,RECK,SLC7A11,PROM2,LRRK2,DSC2,CSTA,PAX3,DDAH1,KCNQ5,LEFTY2,TBX18,ENPP4,AKAP12,LPCAT1,ULBP2,FGFBP1,SERTM1,PRDM16,SELE,TMEM45A,PROK2,GREM2,HOXA9,FABP4,ELAVL2,KRT1
TCGA-66-2781-01,3180,3833,4094,1450,1480,13661,178,995,3075,197,24301,2006,1014,1467,16985,363,19237,411,610,123,8577,75,586,3301,2665,254,10298,8323,3675,2593,832,3732,1649,2361,407,3377,1882,599,4872,10948,4,761,28,27,91,963,1135,4732,727,2406,25,38,111,1805,92,40,53,3542,2,323
TCGA-66-2782-01,5463,3623,27449,654,5355,11170,570,5180,6632,438,27569,45,585,1160,516,437,5500,813,230,133,56,434,748,44515,1941,93,83,8894,1383,2521,933,144,108,6524,489,7693,6440,1056,5588,6663,0,1023,208,7,26,435,814,3998,562,1854,0,56,809,5247,124,11,35,523,3,3
TCGA-66-2783-01,3476,2898,15847,359,1766,14515,110,13117,2327,39,2662,6630,474,6679,239,351,2028,12090,501,108,971,75,1063,7,2298,43,625,9585,458,1344,930,680,5,4663,340,12977,23796,478,13070,72546,1,449,139,0,3,390,473,1873,231,9323,5,99,92,1620,44,24,5,12,1,2
TCGA-66-2785-01,2776,1874,3263,384,2218,7473,187,22658,2811,246,4607,6108,247,299,163,572,2946,1182,24349,71,40,194,5291,23035,2252,42,27,4109,2399,6404,1757,37,737,640,193,381,16530,668,3883,3357,1,201,13,6,3,2676,219,6502,155,3117,0,24,197,22071,201,1,87,15,14,15
TCGA-66-2786-01,4547,5477,2586,1799,4129,7627,171,3967,5564,525,402,86,931,79,88,552,7764,734,7,168,65,616,4074,4359,7598,424,23,8171,2057,4833,1339,75,4,2249,473,1455,25586,8161,1870,2797,10,2736,233,17,11,1059,2257,16548,8082,4093,25,354,29,4035,8,85,114,130,8,15
TCGA-66-2787-01,4133,1980,1573,1601,428,21536,249,9274,3762,150,1250,14,322,1097,1698,660,3947,58,148,119,1292,73,550,9,5126,33,4505,5754,1020,1171,1350,699,551,1047,683,13657,1666,734,9193,6043,6,969,70,1,67,971,737,2600,228,19937,121,160,206,386,4,2,7,93,8,142
TCGA-66-2788-01,2915,2160,7366,1920,4226,10364,43,10050,3960,263,45288,26955,679,22869,23925,656,8932,1122,1224,234,9352,1241,1237,2456,3178,89,12722,9557,1538,1539,1276,22615,6292,4378,734,1913,4843,1058,18535,4848,15,2443,342,20,725,1187,2355,9997,454,3537,41,45,90,5189,304,50,78,1569,4,30
TCGA-66-2789-01,3009,3324,4803,813,1780,13951,934,1165,4784,389,7741,1126,1121,654,2340,414,9416,4580,78,406,1495,827,2273,54,4369,385,771,7476,2971,4944,1698,2142,313,2107,1436,647,5248,5869,6952,14481,14,2424,297,16,450,791,1630,22058,2740,3950,20,210,102,5171,22,141,52,807,1,22
TCGA-66-2790-01,3858,4932,960,1412,1033,12573,394,1559,5394,408,7043,777,808,605,104,736,5760,514,60,388,108,234,2046,112,4300,173,193,3979,1764,3827,1996,150,80,1209,744,759,7077,1555,3783,1719,391,1534,252,8,115,1565,1984,11931,785,1673,14,930,339,4939,12,234,51,349,80,113
TCGA-66-2791-01,3630,2950,3354,1577,593,14320,217,1920,4705,213,14103,34,936,866,1491,372,4677,411,102,108,407,333,1492,16,3582,49,609,12120,1279,1374,995,1040,62,2957,841,4361,12581,1072,2741,6824,4,759,506,7,326,724,1047,3697,324,5088,149,1461,138,2202,3,10,15,21,162,48
TCGA-66-2792-01,7516,2668,13949,2121,2576,30614,127,2853,7140,247,16745,7247,641,2910,7563,1207,4407,287,44,117,484,1821,3357,231,5111,23,1119,8239,1237,1412,948,9663,584,2277,680,3830,346,480,9062,9310,30,1778,1345,1,946,383,1194,4877,284,10004,14,29,130,3035,40,59,14,65,25,16
TCGA-66-2793-01,2900,2608,3785,1569,624,14265,338,1653,4182,565,885,132,948,135,708,222,1564,108,5,96,51,130,796,523,4738,12,78,3162,1024,1556,1153,473,28,138,130,140,3172,390,3109,2427,16,1237,271,39,2011,1138,448,2131,1054,141,18,41,16,1184,1,5,471,5,8,41
TCGA-66-2794-01,2983,3014,5814,1813,1475,10916,123,1802,5596,318,4086,24,639,101,1455,210,2326,1258,21,53,452,744,317,337,1872,64,1036,4469,2406,1550,400,3013,96,129,325,17491,3990,761,6249,8452,1,491,744,1,412,370,346,3009,383,6255,1,15,145,255,1,13,16,51,3,10
TCGA-66-2800-01,3941,1679,4804,1190,1463,11451,212,5889,2792,356,3632,5995,563,806,7117,242,4679,302,156,170,3098,396,3174,139,3696,98,2917,7024,1392,2992,1223,8487,2337,404,902,3832,1420,4910,6690,4933,27,1713,134,19,506,3193,978,11552,610,7688,129,225,145,2175,92,136,18,845,0,407
TCGA-68-7755-01,4726,2944,4147,1526,4935,22884,523,19830,3946,440,2252,4571,526,3721,18593,750,2797,600,109,154,6115,206,2240,160,11548,10,8172,13455,1657,1443,2057,17466,968,2019,687,18480,4124,228,26884,21507,1,695,712,2,1156,549,1214,3622,1401,24070,107,165,256,616,2,140,55,11,2,41
TCGA-68-7756-01,3509,3227,2462,1489,7966,11407,27,25475,3678,267,7541,12104,860,2604,16201,554,6401,1118,1598,176,8135,684,3783,604,7795,48,5381,19881,2032,2083,1250,19615,488,4409,411,20062,17091,6978,16914,24430,0,2110,474,10,757,980,1996,17945,1760,15099,10,399,11,3647,5,28,18,22,23,53
TCGA-68-7757-01,825,615,3173,153,1516,4270,143,4546,949,398,6739,159,760,239,638,228,6181,554,50,94,244,549,433,1228,2526,69,319,6362,1273,1021,1221,1445,68,1999,306,203,5620,196,2089,13124,0,363,96,2,11,1481,967,2884,432,1325,3,43,100,2096,14,121,20,16,7,13
TCGA-68-8250-01,2766,2684,3667,567,862,8619,6,473,3059,327,849,96,1162,14,388,610,7227,1391,1,345,86,1537,5471,1,4274,188,78,2392,4035,4899,1392,284,2,1776,374,900,8023,3275,512,9563,32,1909,44,19,4,853,2403,12191,678,2282,7,157,43,1377,15,35,6,384,144,15
TCGA-68-8251-01,4212,2543,841,1330,4170,15956,68,1000,4309,533,4518,55,1439,354,137,507,3425,387,31,99,110,160,572,450,2677,37,127,4391,1300,11425,2526,133,51,669,457,444,2171,271,31003,10958,12,720,987,5,305,2981,1429,1947,469,933,0,19,39,3549,12,25,45,36,82,10
TCGA-68-A59I-01,1021,1518,5671,313,862,3903,218,15146,2168,484,9042,2502,1513,1930,6796,512,7455,758,204,276,2163,389,478,16,3408,131,1727,3501,1397,3775,943,9847,814,1744,411,373,1732,485,5260,1669,78,1996,148,28,61,791,3316,13393,441,291,406,128,947,3136,18,62,24,209,17,10
TCGA-68-A59J-01,4930,1689,2062,1174,2408,12701,364,41917,3500,326,14404,22335,913,3009,94704,928,4029,76,23666,188,9165,321,3484,402,5647,374,8616,7893,1461,3270,2374,11023,3051,1590,787,32291,5838,5306,13870,13992,476,1273,107,9,716,843,925,10143,336,380,23,873,73,5767,6,13,14,73,4,616
TCGA-6A-AB49-01,5010,2940,817,1151,4050,12899,163,1913,5309,412,297,361,477,371,20,141,4734,206,188,14,7,484,58,207,1095,1578,3,5496,600,2137,2806,0,6,3055,302,1767,12571,97,4005,4708,0,517,97,41,593,913,524,10708,509,713,8,13,6,1096,2,1,45,7,0,1
TCGA-70-6722-01,7994,5162,1797,630,4603,18754,1,10976,7027,28,25628,608,1217,124,1221,1078,11324,1146,590,301,501,891,1716,12982,8855,74,518,16335,1780,2938,2360,225,1126,380,659,700,87515,3215,12025,6909,1,4486,529,25,23,2323,9686,24005,2143,1680,0,149,786,4854,6,48,1,122,91,115
TCGA-70-6723-01,8608,4853,8178,2422,3233,20332,369,11388,9553,290,4020,3421,1348,921,1678,1185,1795,4403,29,100,999,57,1684,572,10757,3,523,26158,2431,646,347,2263,564,8031,477,10117,7089,46,32542,1986,83,2665,1472,128,3659,40,319,6148,412,13004,181,2188,73,289,1,3,186,17,4,114
TCGA-77-6842-01,2802,3017,142,646,2264,12750,19,340,5828,177,153,131,350,11,0,815,3852,751,9,185,0,611,5363,26,4589,14,0,3146,802,2908,3824,0,2,657,339,479,2107,997,38767,5774,0,1716,950,1,275,1666,601,6806,424,408,2,1440,159,26487,81,4,25,38,0,4
TCGA-77-6843-01,2861,1199,3418,520,2822,7097,751,1270,1816,297,3085,2713,1121,824,377,403,2083,268,46,235,166,90,1260,23,9718,36,248,14386,1110,981,1127,1803,191,1017,261,15873,6747,317,5917,4119,133,605,574,2,179,318,1061,4468,262,1236,66,47,248,1540,4,0,254,10,8,425
TCGA-77-6844-01,3495,6669,13441,516,3366,12304,204,15800,6463,130,3967,735,1464,13250,2324,885,3847,5922,1,224,277,758,919,11376,5439,296,7957,7909,1430,2645,2418,1842,25,8496,277,705,23698,1836,6714,38822,41,909,785,23,43,427,1060,4223,480,1879,3,205,83,1205,9,25,115,170,1,5
TCGA-77-6845-01,4959,4409,3602,1227,3246,17345,356,2530,3647,336,17173,8632,1644,443,2664,468,3035,179,313,102,353,334,4461,17,4945,101,1012,23012,1368,2327,2076,94,246,3340,414,14441,3848,741,4608,7848,5,2638,602,23,3,448,353,5611,217,10742,270,100,118,711,1,5,23,71,8,1982
TCGA-77-7139-01,6298,2978,2787,1318,2388,26753,69,21361,6703,440,2732,5170,562,1880,9215,792,2405,67,998,216,12107,43,390,301,4627,25,7779,2301,1894,637,757,12221,6092,21,433,12422,2157,475,10136,75708,5,2597,529,25,1021,448,3464,3042,1937,24658,8,45,422,203,1,0,11,56,9,13
TCGA-77-7141-01,3474,3059,1111,1383,1180,15026,328,2682,7888,499,941,62,1620,1583,1346,695,5271,890,521,601,496,177,3891,345,4447,109,710,15298,2149,1811,2574,1685,345,2097,661,11989,10402,326,32205,15019,40,2552,625,2,51,2362,2195,8392,98,7823,66,234,1241,773,12,42,13,272,4,22
TCGA-77-7142-01,3926,3207,1052,1707,4178,14491,587,3241,4741,272,3061,56,1065,523,5059,1605,7755,8083,269,555,1033,718,3660,1539,8898,729,741,3454,1998,2957,2132,2832,66,1464,733,282,4650,5050,20699,7947,25,2195,1767,37,702,937,1828,14131,903,2871,19,340,22,3448,10,20,14,276,13,463
TCGA-77-7335-01,2118,1135,2687,589,2438,4372,458,8368,1197,125,6252,3675,281,1254,3868,634,6269,643,18,338,753,111,1077,68,4458,105,690,3145,682,909,1279,15744,28,445,1087,208,4856,453,12238,17906,10,1271,242,6,333,475,1499,1391,363,1088,2,79,84,1809,1,85,6,91,22,0
TCGA-77-7338-01,2476,1271,2176,767,4554,8262,596,20834,2399,425,68364,23466,761,5680,17591,753,6599,3856,17409,237,10552,136,4215,7004,7145,33,11961,9089,1086,2425,1627,8183,9307,7820,646,11215,24048,2766,28974,17358,0,1239,570,13,1255,760,1281,9485,371,19301,40,321,413,9319,41,61,25,2248,76,1052
TCGA-77-7463-01,4642,3402,9546,1079,2037,16609,230,3817,9933,346,43938,11553,572,6671,9979,751,2655,3276,1397,76,9304,224,665,353,2981,292,17354,10888,2033,2188,372,5777,887,7597,208,7557,449,1735,9806,11417,0,1095,775,2,1,227,251,4037,203,3920,17,92,38,2886,8,5,8,915,0,27
TCGA-77-7465-01,4600,3780,752,1573,687,13930,277,715,7074,614,5588,400,451,948,74,657,2975,183,69,152,18,199,578,436,3207,54,60,4264,1000,3626,3404,21,14,2094,361,306,907,870,4968,7458,3,1769,782,1,1332,1943,435,5219,610,2731,0,34,567,8010,11,7,90,32,26,666
TCGA-77-8007-01,4428,4005,1351,595,2429,13566,0,201,9969,15,1090,2,974,12,1320,653,15394,43,4,477,80,1780,15964,144,8447,27,2,4626,2163,5608,3299,49,95,8,635,4390,3697,525,9093,318,0,9033,2288,0,6,1595,2870,160727,50,2339,24,83,9,2223,192,20,19,51,495,22
TCGA-77-8009-01,5979,2420,3433,2406,945,21085,231,8228,8091,690,1814,66,546,515,63,354,2428,7027,1,51,76,164,6889,11,5789,6,14,59422,1185,986,983,178,43,700,1582,15239,403,131,1852,4371,0,254,481,0,1625,274,303,8517,291,2584,38,470,21,2253,11,174,28,10,1,15
TCGA-77-8128-01,3321,3465,9164,985,2462,11278,400,2693,4026,429,13034,1163,452,1579,5115,880,1796,148,162,80,240,148,487,204,3303,13,315,6033,1054,652,636,1665,1602,1191,1224,2740,1781,403,6538,2797,11,1830,927,0,83,110,1147,4706,953,5398,0,52,19,1144,1,234,17,39,15,2892
TCGA-77-8130-01,1048,1080,1373,145,5109,3461,344,15194,1023,61,22528,1030,764,11461,9295,269,3578,12318,11801,27,7383,91,2978,977,1269,14,8346,3793,242,8258,944,790,16113,2845,1107,425,2448,362,6109,4194,1,557,119,2,312,81,676,4298,1917,697,2,34,16,4747,0,33,1,48,118,3398
TCGA-77-8131-01,3012,881,5098,273,3762,3425,236,11456,1863,13,21528,12715,547,21332,29056,401,3809,1347,47998,148,21070,149,1915,31948,2424,172,15987,2315,546,4702,974,450,27683,2087,315,260,7234,922,8608,3697,1,573,95,8,8,415,629,5769,377,1753,6,106,76,16834,2,20,9,478,0,661
TCGA-77-8133-01,2406,2008,6231,1090,1750,5838,364,12040,3374,244,5940,4302,409,1399,4933,228,3238,2592,93,163,697,104,481,2961,5778,36,811,2123,1169,822,1266,4420,1783,1120,436,649,3493,1204,6520,10538,24,668,525,5,64,433,839,2955,1026,4861,0,62,223,744,5,16,11,105,4,1690
TCGA-77-8136-01,2392,2634,3388,995,2717,5592,23,3281,3529,143,8811,1332,341,1001,4285,314,2797,2448,1057,65,1383,327,514,3494,2315,27,1788,3571,590,825,805,992,323,1377,365,248,8175,414,2107,3134,7,1133,69,2,799,552,1063,4821,623,3305,32,47,20,3840,21,60,23,7,101,10
TCGA-77-8138-01,2012,941,941,111,3423,3637,280,6877,3246,359,7587,104,257,128,200,178,3130,484,560,98,128,151,460,2095,2940,51,60,7385,649,2860,750,88,316,1402,223,947,11091,1152,1490,2091,0,1922,162,0,77,180,6262,4224,1849,54,0,117,91,8779,5,20,8,14,3,6
TCGA-77-8139-01,2321,2193,3501,428,1848,6404,84,2149,2968,355,3210,5,1149,475,3,124,2240,58,15,51,5,789,489,29,2824,24,9,3697,768,511,772,18,15,3004,215,114,1317,89,6538,4029,13,250,1075,0,8,77,1056,3300,622,1364,0,9,82,477,4,11,101,19,568,4
TCGA-77-8140-01,1453,962,1144,182,1167,3950,98,3852,1843,116,1394,335,582,251,1719,122,1453,525,77,153,7535,43,220,589,2179,20,2109,2101,622,1324,570,11288,5,852,131,645,5063,770,2730,24459,49,583,2,8,84,553,184,4705,1637,4962,0,45,73,1102,2,5,14,25,0,194
TCGA-77-8143-01,5039,3342,29585,1465,2282,13676,157,2063,7484,0,13652,25788,839,347,10598,140,1937,6604,1759,44,8022,1028,327,1560,2839,55,8582,2585,2822,2173,278,46363,2271,494,61,1571,1392,2038,10021,15535,0,1311,9,0,2,128,171,3795,229,14827,0,89,8,1238,0,3,3,144,0,24
TCGA-77-8144-01,10433,3545,2696,1053,6406,19048,248,14595,6202,119,33546,13038,312,61868,56243,236,4363,9999,6580,31,35451,35,100,1008,1342,0,40697,4686,650,2464,321,9455,17583,5924,124,2561,6771,79,10105,13866,4,537,408,0,922,56,305,4467,1008,56047,3,8,39,2091,10,1,20,89,281,4694
TCGA-77-8145-01,828,660,4903,193,722,3320,163,3707,1370,98,12755,2155,457,10906,11108,215,2415,325,952,52,6367,196,631,1054,1560,23,7116,4913,540,1376,897,18382,1102,1615,251,426,1937,235,6493,2075,35,303,687,2,211,185,1952,3275,230,687,50,28,14,1881,3,12,47,39,5,26
TCGA-77-8146-01,963,917,477,470,839,2000,0,2572,1273,77,2267,91,217,144,67,107,2822,68,10,67,34,115,634,147,1521,41,34,10592,1132,1766,494,49,5,1117,105,5711,8065,2176,3393,1985,1,569,37,1,173,581,3268,5263,100,1727,267,89,239,1091,2,10,8,30,1,28
TCGA-77-8148-01,2865,1858,3286,866,1433,7227,68,1546,3146,342,1961,1117,584,374,241,526,1597,386,1,62,46,341,432,29,2456,8,25,4043,690,646,1220,162,823,634,258,1126,1605,373,4478,1473,49,1783,718,16,506,173,1551,1371,317,2431,17,103,31,738,31,39,53,1,22,19
TCGA-77-8150-01,737,1236,1443,766,752,2281,74,1521,1067,111,420,1522,313,202,803,176,623,28,74,13,424,15,227,7,1086,34,1035,1862,279,515,304,506,110,1171,213,3712,149,446,756,2012,0,170,221,0,285,50,139,1884,77,2976,2,17,119,118,0,0,7,2,12,12
TCGA-77-8153-01,3605,2593,5891,1701,2373,13095,35,6099,3356,173,3197,5534,550,1150,5020,329,831,233,57,20,4789,281,1014,45,3217,6,6278,12965,615,1459,171,12488,668,1802,162,7198,4185,216,17497,3476,0,2024,357,1,512,31,308,7300,536,6609,11,13,52,832,13,0,8,3,3,21
TCGA-77-8154-01,1740,2700,8399,428,1556,5581,27,3165,2123,2,9219,3879,800,5967,6075,508,957,461,71,101,1379,448,182,216,1236,129,2738,4109,1533,1310,617,5134,1157,1934,86,506,667,343,5595,7571,162,395,418,3,241,170,231,3264,760,3869,0,16,103,435,3,9,2,37,15,1614
TCGA-77-A5FZ-01,725,639,36,170,292,2469,1,215,1117,2,498,174,1005,19,64,852,9833,102,50,599,74,1385,3074,19,6876,740,56,1155,1797,4348,2910,40,21,58,697,187,880,12345,1345,690,0,2401,83,32,7,1386,2035,19260,90,116,4,551,2865,1504,60,43,4,130,2,1
TCGA-77-A5G1-01,2966,1142,975,152,6984,4240,711,35013,2078,79,18284,622,403,490,2754,599,11962,82,18210,132,1440,206,4564,94,2317,155,70,9245,652,3723,742,13,9658,4342,408,382,38030,2345,8043,6731,3,2199,31,3,2,334,2219,10554,483,51,1,123,410,16439,11,16,12,49,1,38
TCGA-77-A5G3-01,3101,2755,4273,857,5513,14135,420,28148,4660,522,13687,10041,283,1850,15815,368,1552,2351,386,51,1679,104,502,423,13832,12,2476,6189,1037,1340,1088,6281,6004,1073,595,3276,4358,969,10789,23020,736,1350,315,6,577,381,370,2914,683,11355,1,46,24,1350,0,28,30,4,11,3721
TCGA-77-A5G6-01,3377,3416,13975,666,1398,8352,119,2157,4781,247,6425,4312,357,3899,9077,580,1867,428,1571,53,1181,647,855,6004,4521,87,6116,2740,992,4959,1411,706,227,1109,210,253,3670,2106,9858,9675,301,1070,784,1,87,197,626,3015,875,1640,6,47,43,1511,5,12,34,27,293,481
TCGA-77-A5G7-01,3637,2167,3260,754,2870,11110,99,4091,2761,90,4685,3296,272,737,19505,208,1027,803,365,69,2609,223,368,1159,1277,214,19108,1780,977,915,538,5014,382,334,54,478,660,562,4282,14712,3,238,76,2,284,242,152,3651,98,5310,0,24,53,1098,1,2,20,42,2,20
TCGA-77-A5G8-01,2129,1506,4087,535,1158,5350,187,5251,1806,304,39533,10602,459,13877,21668,227,809,1301,4514,54,8498,773,1048,13023,1397,20,12963,3592,545,561,503,8470,3388,2390,255,3215,501,336,5386,3952,2,222,235,1,338,127,292,3733,104,3083,56,51,85,1674,0,13,38,1653,12,37
TCGA-77-A5GA-01,2077,1748,1157,562,892,6166,31,4891,1745,252,6284,7728,331,22296,8538,110,1220,1226,2350,85,4712,50,713,93,2034,38,8050,5235,760,419,228,1636,1474,882,124,3802,4176,422,4310,9960,0,237,95,1,4,195,209,2593,210,1504,133,77,116,763,4,12,32,96,0,80
TCGA-77-A5GB-01,1389,2199,568,184,2638,2567,33,3202,1878,9,25871,3821,161,22800,4726,118,1083,3221,9429,18,2525,35,788,5721,535,12,3186,1946,113,334,342,16,2860,3123,90,76,4031,135,9300,4731,0,114,7,1,1,50,125,2468,224,9042,0,14,11,1234,2,4,3,12,46,2524
TCGA-77-A5GF-01,1488,862,937,405,773,4561,93,3182,1483,79,1403,1551,298,1533,1471,168,821,100,30,41,275,58,291,15,2107,21,459,2532,584,444,400,1240,1298,592,192,5893,2369,147,6644,8566,4,189,182,1,216,48,373,1130,108,3252,28,50,219,200,2,2,6,13,1,15
TCGA-77-A5GH-01,826,859,200,190,1329,1820,42,797,2327,134,2444,38,423,22,3,242,899,81,14,91,16,144,2207,112,763,2,3,1682,204,1608,725,1,7,875,102,229,646,208,10557,3017,5,343,151,1,126,282,179,2403,72,688,0,23,2345,2433,0,99,69,7,84,7
TCGA-85-6175-01,1811,1072,2794,302,1759,6953,773,9374,3647,17,36881,5715,1454,11504,3894,1769,16119,6909,4477,589,163,1999,3495,6456,12410,118,486,10337,1947,4853,4981,3249,17659,4435,2448,348,7062,5251,13488,2450,0,3375,237,23,429,977,8902,20105,521,1107,1,657,126,10368,14,435,19,104,26,2914
TCGA-85-6560-01,10353,9018,625,2378,6,63170,660,653,10336,17,628,193,490,24,30,1173,11333,122,6,2017,8,264,1157,2,28922,113,3,4589,961,1926,3603,4,56,82,1274,6297,2753,826,5565,230,421,4433,116,14,158,1749,5562,33833,53,3,7,702,1468,5514,14,22,8,132,15,74
TCGA-85-6798-01,3703,2237,7214,300,3845,12736,36,3930,1987,593,8774,12,346,8313,5672,702,1334,430,70,43,849,630,1982,162,2643,11,1012,7692,384,1469,376,5900,46,1005,682,9032,5364,114,8833,3398,3,1702,431,1,252,38,2495,4379,2125,11300,24,453,19,2664,2,58,15,6,5,19
TCGA-85-7696-01,2974,4685,2859,1503,2147,11424,114,10232,6398,732,9889,10960,1436,499,2481,738,5284,941,113,206,102,76,1594,2121,6176,73,267,18978,3940,1255,1557,1827,146,5692,826,5546,17280,942,6507,9739,36,613,239,16,827,484,1323,4673,193,6781,110,931,237,1473,3,53,80,58,37,355
TCGA-85-7697-01,4804,3557,11083,793,7961,12901,230,20510,3108,761,37052,27112,829,17476,63565,786,6335,13458,24807,400,18561,243,1091,47635,5373,114,20225,7830,1897,2866,1677,55974,10874,3193,538,1144,16426,599,24180,60295,121,1343,374,5,220,1099,1238,5191,1406,19678,8,83,743,3607,24,150,42,490,15,11753
TCGA-85-7698-01,4065,3622,3448,1234,2601,13587,154,15239,5403,270,7968,14253,694,1663,11614,1724,5827,1898,115,292,3530,531,2075,3325,8855,81,3973,11727,1704,1901,2095,29794,3486,3132,1390,22232,2329,721,19184,9228,2,1192,784,9,229,367,2178,4916,443,11990,13,194,732,1784,4,104,23,122,18,1212
TCGA-85-7699-01,7861,4266,2438,3224,2335,19803,438,8340,12935,239,2571,1691,403,1114,1155,1056,6481,224,945,233,969,328,952,1750,7665,91,1156,3151,1127,5452,4930,1147,764,1399,1130,331,1220,646,11008,2564,4,2091,1074,18,1120,571,1504,9555,631,1009,0,60,2101,4156,78,37,50,44,97,404
TCGA-85-7710-01,2652,4765,3414,567,3694,10172,1389,9286,3899,647,22174,17,955,1724,2399,586,5656,1082,1161,84,194,53,4927,1501,2882,140,379,5629,815,3370,3443,54,570,8471,204,585,25274,1156,34148,10122,1,628,35,0,966,580,2910,8877,763,2867,0,45,77,8191,13,22,105,104,11,5
TCGA-85-7843-01,9306,4006,32142,1129,4316,23214,445,6445,7352,172,14212,3278,1288,405,21072,980,4423,1437,164,482,2174,1364,604,26276,4114,41,17226,8946,11406,4944,1894,19884,789,2158,518,3170,605,410,4492,53486,173,3131,60,4,89,358,1552,4943,2049,12339,6,34,1194,2335,35,20,9,163,20,364
TCGA-85-7844-01,2963,2742,2043,695,1192,10977,17,1218,5377,727,4569,20,899,2243,530,1174,8020,2916,1315,342,98,412,8134,32,9252,124,24,15003,1150,2471,3239,31,16,3348,824,21670,21483,1670,5245,6541,7,1153,181,4,456,1098,2115,11725,608,3111,72,95,344,5702,25,98,52,137,20,464
TCGA-85-7950-01,2946,1621,538,666,3294,5729,43,119,2819,286,1675,375,689,672,13,744,3050,1747,5,77,21,200,1767,165,7764,16,11,2704,978,2005,2324,0,25,3125,426,919,715,545,7865,6665,37,477,1017,2,214,624,784,5867,441,82,0,82,1400,8953,5,70,43,24,18,136
TCGA-85-8052-01,1526,934,1651,467,1289,4218,110,7884,2264,228,507,2082,385,129,1059,129,1370,52,132,315,375,97,779,0,2576,23,160,6893,397,1350,490,538,201,1576,230,7997,5047,914,5547,1873,9,539,154,4,149,398,481,3899,93,1287,16,281,55,732,4,9,31,28,9,55
TCGA-85-8070-01,1433,1597,820,284,283,6158,13,518,1388,160,1091,2,832,12,544,81,821,398,2,23,1467,489,1464,0,1420,37,1469,7780,646,864,612,239,17,380,222,7478,2571,32,1449,3661,82,1554,254,1,12,463,112,5670,131,456,9,19,20,151,2,0,128,1,26,2
TCGA-85-8071-01,1927,2287,8299,977,2880,4756,68,3510,2214,143,6805,607,906,763,276,196,845,1703,10,27,36,177,263,4097,1557,2,68,7822,421,1402,458,362,141,3144,320,4120,2975,57,2708,7033,100,128,209,1,460,178,203,2266,177,2293,8,6,33,167,1,7,18,37,11,70
TCGA-85-8276-01,1702,2804,1825,399,732,5855,110,3177,3931,78,2774,5955,349,458,10208,455,3176,113,48,132,7387,166,882,110,2783,64,2135,2502,382,2217,1143,10430,430,331,694,200,1332,586,11664,4058,1,838,216,13,371,372,883,3314,747,1264,1,80,74,1024,22,41,15,38,1,141
TCGA-85-8288-01,2289,3393,2349,2186,1858,9104,200,2873,5031,386,3046,159,1462,127,35,751,4180,275,44,187,27,152,919,297,6790,17,23,6416,1032,2499,2203,12,460,662,994,197,891,267,6221,4459,82,2087,333,6,282,556,1538,2725,509,1141,0,126,309,4853,6,235,35,17,28,156
TCGA-85-8350-01,1817,2173,2376,417,3563,4874,772,6548,2004,210,5078,1486,1354,2422,2047,461,4456,261,883,266,780,319,1818,1106,2268,318,1000,4219,956,2652,2037,2322,444,1978,454,195,9541,1186,4450,1484,35,1090,277,16,409,990,1422,11106,795,594,20,417,87,4167,13,380,19,897,47,596
TCGA-85-8479-01,2930,2192,5417,800,8080,4296,1485,42383,2637,341,45884,61,371,12850,7904,220,1725,7647,2566,108,694,225,2844,10483,951,8,187,4368,502,770,627,140,5059,6523,101,574,35451,43,27905,13623,12,215,115,0,19,294,126,5395,2049,6790,18,171,107,1289,9,5,10,71,3,6305
TCGA-85-8481-01,1806,947,785,254,6455,4043,107,2997,2174,178,14014,3363,272,810,792,173,5566,4651,179,27,887,123,629,10434,1511,8,216,6649,784,1644,399,55,85,1662,291,2131,17457,117,2670,3301,1,872,90,0,531,161,4832,4436,2425,3518,0,28,44,11157,36,25,10,41,3,34
TCGA-85-8584-01,3834,2581,2103,627,2681,6241,4,6827,2941,4,2277,616,265,81,8,296,4562,1541,96,84,10,304,4062,219,1893,25,1,15167,620,1158,2954,1,10,162,251,3339,2734,517,1749,156,0,3197,17,9,360,405,11085,4670,18,78,1,46,63,1015,1,15,25,14,0,6
TCGA-85-A4CL-01,4530,2453,2855,1353,1634,9247,80,12699,2059,355,16607,14529,543,885,9703,381,1198,913,187,51,1617,69,764,729,1462,8,6600,6941,698,409,642,2166,1853,1325,500,1822,3854,421,5624,18416,16,250,133,1,562,250,327,2916,32,3032,16,213,220,658,0,20,15,44,1,535
TCGA-85-A4CN-01,3024,1535,9133,825,1736,10805,281,4093,2122,351,9161,6111,290,1258,3305,372,1581,174,38,78,2073,61,568,68,5516,7,1424,6252,799,622,693,6898,941,1143,468,5010,1316,247,7868,1516,1,295,391,0,380,267,493,3691,490,6355,0,23,40,733,1,19,12,3,1,52
