Unnamed: 0,MIR205HG,DLX6-AS1,LINC00491,POU6F2-AS2,ADAMTS9-AS2,G2E3-AS1,AL512363.1,AC011374.1,LINC01322,ADAMTS9-AS1,AL513123.1,SOX21-AS1,PVT1,SFTA1P,LINC01807,DARS-AS1,LINC00393,AL355388.1,LINC00355,AL358334.2,SOX2-OT,AC105206.1,LINC00640,AL139385.1,AC078778.1,LINC00392,LINC00702,AC091182.2,MAGI2-AS3,NAALADL2-AS2,AP000438.1,HOTAIR,AC004816.1,LSAMP-AS1,LUARIS,C10orf91,MED4-AS1,LINC00520,SLC12A9-AS1,AC093510.2,AP001453.2,MIR130B,AC006238.1,HOTTIP,MYOSLID,AC113346.1,AL136018.1,PART1,LINC01615,LINC02323,LINC00470,BCRP3,UCA1,AC099066.2,LINC01705,LINC00337,MIR31HG,MIR137HG,LINC00704,AL163952.1,AC093515.1,LINC00462,LINC00472,LINC00163,LINC00461,AP002478.1,KCNH1-IT1,GDNF-AS1,LINC00536,LINC01614,C1orf132,LINC01285,APCDD1L-AS1,C5orf64,IL20RB-AS1,AP000525.1,LINC00466,AC078802.1,AC134312.5,MUC2,LINC00173,U62317.2,AC061975.6,MLIP-IT1,AC012640.1,AC073352.1,AC025211.1,MYO16-AS1,NOVA1-AS1,WNT5A-AS1,RBMS3-AS3,ERVMER61-1,AC135178.1,LINC02081,LINC00518,LINC00184,LINC00211,STEAP2-AS1,WASIR2,AC097717.1,LINC00504,LINC00261,STEAP3-AS1,AC006305.1,MIAT,CCDC26,LINC02454,HCG21,AL021395.1,AL357518.1,RMST,AC004832.1,PRICKLE2-AS1,AP000553.1,AL161908.1,LINC00534,C20orf166-AS1,PRICKLE2-AS2,MYCNOS,PLCH1-AS1,POU6F2-AS1,LINC00460,AC025431.1,LINC00525,HHATL-AS1,KCNQ1-AS1,GRM5-AS1,SRGAP3-AS2,FAM138B,LINC00051,H19,NAV2-AS2,AP003064.2,LINC02551,AC092811.1,NKX2-1-AS1,LINC00501,TDRG1,CHODL-AS1,LINC00492,AL139819.1,TBL1XR1-AS1,LINC00319,ATP11A-AS1,LINC01929,AC080129.1,KCNQ5-AS1,ATP13A4-AS1,LINC00221,AC011483.1,LINC01522,LINC00443,AC128709.1,ADARB2-AS1,AC112721.1,LINC00469,AC006372.1,RRM1-AS1,AC022762.1,CNTN4-AS1,TLR8-AS1,KIAA0087,AC069281.1,LINC00237,FAM181A-AS1,FNDC1-IT1,KIRREL3-AS1,AC100791.1,LNX1-AS1,AL161645.1,CHL1-AS1,PLCH1-AS2,AL136131.2,ANO1-AS2,AC092422.1,C11orf44,LINC00303,GRM7-AS3,AC079070.1,LINC00488,LINC00524,LINC00113,LINC00485,AL772363.1,C7orf65,LINC00308,LINC00052,AL356310.1,C8orf49,IGSF11-AS1,C12orf77,NRG1-IT1,LINC00276,AC096637.1,AL356056.1,KCNAB1-AS2,AL033381.1,AC012050.1,LINC00404,CLDN10-AS1,NAV2-AS5,LINC00320,KIRREL3-AS3,LINC00354,GPR50-AS1,AC068756.1,C17orf77,AC112518.1,AL139002.1,CLYBL-AS1,LINC00458
TCGA-60-2725-01,2533,256,122,142,30,41,21,48,78,97,15,363,244,416,106,62,9,1,83,7,82,0,82,31,24,1,40,8,862,26,5,3,82,10,15,10,1,11,6,8,5,5,5,2,86,0,6,74,12,6,3,5,7,62,33,4,7,1,4,0,0,2,197,2,17,5,0,7,0,168,69,118,10,10,5,19,9,23,56,3,47,51,0,0,3,1,5,6,2,75,25,27,0,40,0,4,4,2,2,2,295,139,15,0,250,5,1,0,0,2,2,28,0,4,0,62,4,0,3,0,2,13,0,2,3,1,2,113,0,1,190,1,2,2,8,38,1,1,0,1,2,1,2,0,42,1,1,90,0,2,1,3,5,3,2,5,0,0,7,0,0,0,0,0,24,2,2,0,0,4,0,0,0,5,8,0,1,0,0,33,2,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,6,4,0,14,1,0,0,0,0,0,0,0,0,0,0
TCGA-63-5128-01,6126,348,187,241,29,44,281,425,46,8,1,415,1171,66,1,166,1,1,15,4,231,0,33,43,14,0,19,97,160,442,0,3,16,34,13,70,0,392,20,0,8,11,5,34,114,19,48,43,23,3,7,3,18,47,132,4,3,0,8,0,2,0,88,0,0,39,5,4,1,86,78,37,1,1,8,5,1,18,17,3,102,44,1,6,0,1,2,0,0,303,5,133,0,4,2,3,0,6,4,3,397,36,96,2,315,3,10,1,2,0,0,6,0,2,0,6,8,1,5,0,1,2,0,2,0,0,2,2,0,0,1302,0,1,2,0,22,3,2,3,2,0,6,2,0,28,0,3,6,0,0,0,3,191,0,5,0,0,2,0,0,1,1,1,1,2,7,1,0,3,0,1,3,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,0,3,2,0,0,0,0,0,0,1,0,2,0,0,0,1,1,0,0,0,1
TCGA-63-5131-01,6403,24,378,103,10,263,33,287,132,20,21,1126,198,81,344,118,701,1,6,15,588,0,109,38,7,261,31,24,314,128,0,0,278,53,3,108,6,12,15,0,19,3,2,1,29,4,7,463,30,6,2,3,6,15,1,38,4,10,354,152,1,26,42,1,1,107,0,3,1,37,46,171,4,0,3,35,1,58,6,0,83,65,296,6,1,5,41,4,6,67,1,455,0,123,13,5,3,2,2,1,26,27,34,3,44,3,3,0,2,1,0,0,0,2,0,7,2,0,5,0,0,17,0,6,0,0,9,0,0,0,177,1,1,2,5,15,143,1,3,1,2,9,6,0,10,1,0,11,0,3,3,1,854,1,3,10,4,1,23,0,1,0,11,1,1,0,0,0,1,2,0,5,3,0,2,0,7,0,0,2,1,0,1,0,0,71,0,0,0,0,0,0,11,0,0,1,18,0,0,0,0,0,0,0,1,0,0,11,8,0,2
TCGA-63-6202-01,12,0,2,0,14,0,2,3,0,17,0,168,1372,79,0,38,0,0,0,2,9,0,3,4,10,0,38,2,419,8,1,0,424,0,3,13,0,10,12,1,9,7,1,0,166,4,0,0,26,1,1,1,34,17,16,82,3,29,11,1,1,0,32,3,0,3,0,4,1,235,36,4,12,2,1,1,1,9,34,15,8,13,1,0,4,5,0,3,0,46,23,3,0,77,0,7,1,0,7,5,5,15,3,0,511,9,1,1,1,0,1,0,0,3,0,0,0,0,0,4,0,20,0,1,1,0,0,0,0,1,85,0,2,18,3,277,1,2,0,0,1,0,2,1,26,1,4,3,0,0,0,2,1,2,7,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,4,0,24,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0
TCGA-63-7020-01,2053,362,145,57,10,6,12,100,43,4,9,496,905,112,0,82,7,2,31,93,76,3,36,28,19,0,17,3,173,51,0,2,198,11,2,19,0,23,47,0,17,3,5,9,85,1,21,42,30,21,113,6,1132,76,42,17,238,8,15,7,0,3,129,0,1,13,0,190,1,19,90,9,13,1,0,4,1,6,11,41,38,17,0,0,0,2,2,8,0,32,8,0,0,14,2,12,2,6,46,3,19,80,80,1,443,3,15,0,146,0,1,7,0,0,0,19,6,0,0,0,0,7,0,8,0,0,0,17,0,0,594,0,6,2,18,33,1,0,0,0,0,1,3,2,11,0,0,12,1,0,22,0,17,0,2,4,0,0,0,0,2,0,1,0,90,2,1,0,0,0,1,0,2,0,3,0,0,0,0,0,3,1,0,0,3,0,0,1,0,0,0,5,0,0,1,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
TCGA-63-7021-01,2941,174,293,97,11,76,31,144,40,9,14,350,1027,37,50,57,24,1,4,81,191,0,42,216,23,4,20,176,234,1,1,1,157,37,7,27,2,79,10,1,38,7,4,0,51,22,52,73,53,21,184,7,33,39,18,16,1,8,87,10,23,261,87,1,45,1,15,7,4,50,226,36,11,2,25,5,0,14,41,7,78,57,1,29,4,8,5,0,0,62,11,3,0,69,0,15,0,11,8,3,117,12,17,4,3278,148,0,0,15,0,0,0,0,3,0,12,16,0,1,0,0,24,0,6,0,0,1,0,0,1,282,0,1,10,0,4,3,1,0,1,2,3,0,0,53,1,0,2,2,16,0,2,61,1,4,1,1,2,0,0,0,1,0,0,1,4,1,0,6,0,1,1,0,1,1,1,1,1,3,0,2,0,3,8,0,0,0,0,0,5,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1
TCGA-63-7022-01,1756,152,77,58,27,48,42,19,38,18,1,360,274,69,48,73,118,0,18,11,366,0,51,23,7,63,127,29,789,55,2,1,117,12,7,9,1,13,18,1,5,4,2,1,37,22,5,112,74,3,1,1,32,52,22,4,57,0,22,1,6,21,52,1,0,2,2,55,2,230,92,31,12,3,1,20,0,11,58,4,18,8,22,2,0,1,0,1,0,163,21,28,0,59,15,3,1,2,7,3,62,20,25,2,893,10,5,0,9,0,0,0,0,0,0,12,2,1,3,0,0,7,0,51,0,0,0,1,1,0,1021,0,0,13,1,15,29,0,4,0,0,0,0,1,47,0,0,1,0,0,3,5,69,0,5,7,0,2,1,1,1,0,1,1,0,4,1,0,0,0,5,0,0,0,2,0,0,1,2,0,4,0,1,0,0,1,0,0,0,1,2,0,2,0,1,0,0,0,3,0,0,0,0,4,1,17,0,2,0,0,0
TCGA-63-A5M9-01,2891,298,261,168,17,96,164,96,132,19,56,1158,1879,158,98,72,597,1,1,32,4469,0,48,51,99,12,23,26,372,47,3,13,143,45,3,27,2,12,14,4,4,21,7,11,61,40,214,73,31,8,303,6,3,43,12,18,19,35,5,6,91,68,365,0,498,29,2,23,34,73,50,143,12,2,12,38,2,32,12,12,106,11,0,2,3,3,3,55,32,546,18,7,0,60,4,1,1,8,11,10,6,21,12,2,2068,7,40,0,0,0,1,1,0,16,13,10,1,1,1,1,1,3,0,11,0,0,2,5,1,2,269,0,1,1,30,23,1,0,5,0,1,6,0,0,58,0,6,25,0,0,17,0,13,9,7,1,0,3,1,0,1,1,11,2,4,3,2,1,3,0,27,0,0,3,3,0,2,1,0,1,1,0,0,0,1,7,3,0,10,1,0,7,0,0,1,0,1,3,0,1,0,56,0,0,0,0,0,3,0,0,46
TCGA-63-A5MB-01,3619,444,278,198,37,64,314,160,193,13,36,475,1553,216,48,99,645,4,1,27,1392,0,19,274,139,9,24,53,626,10,3,92,98,27,3,28,1,38,34,13,7,23,6,13,85,4,85,303,16,13,254,12,23,11,16,19,2,5,17,25,0,4,403,0,12,30,25,39,3,46,185,81,9,0,1,43,22,49,13,2,182,19,68,16,5,11,10,28,0,492,33,4,0,52,0,12,2,10,19,13,54,55,15,3,4770,21,2,0,146,1,2,0,0,20,34,0,7,3,10,2,1,3,0,5,0,0,59,4,1,187,218,19,1,9,7,22,5,26,1,2,1,1,7,1,12,0,3,11,3,16,2,1,9,38,0,2,7,4,4,0,1,8,6,19,3,2,2,7,0,0,6,7,2,0,3,0,0,1,1,3,0,0,1,12,1,0,15,0,14,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,12,0,0,1,0,0,0
TCGA-63-A5MG-01,7557,37,29,64,10,0,59,198,55,18,16,453,971,151,0,141,4,0,0,13,43,5,69,82,10,1,40,79,335,9,1,0,531,7,12,12,0,44,20,5,23,4,9,1,58,7,90,97,17,50,342,0,27,99,24,10,293,163,35,18,31,24,157,1,0,1,2,182,1,43,252,11,18,3,13,2,2,11,26,70,71,17,0,1,2,5,5,3,0,61,12,0,0,10,12,16,2,1,13,11,30,43,27,0,1292,13,1,0,67,0,2,1,0,3,0,52,2,1,4,0,0,3,1,66,1,1,0,5,0,0,2485,0,11,16,43,26,3,0,5,0,0,0,1,0,9,1,1,9,2,0,0,9,4,0,3,6,1,1,0,0,1,2,0,0,11,1,1,0,0,4,5,0,0,1,4,7,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0
TCGA-63-A5MH-01,1055,86,441,388,23,49,111,187,4,3,4,338,218,4,118,78,98,0,204,4,50,0,171,27,54,1620,23,58,67,103,0,802,116,8,19,13,1,4,5,1,5,7,2,21,247,15,0,77,36,42,202,5,8,113,7,5,32,9,47,0,60,1,227,94,0,10,0,9,56,15,16,26,11,9,18,37,15,30,16,1,49,118,0,4,4,8,2,0,0,32,2,71,0,24,31,11,3,0,0,3,56,0,29,5,221,1,17,1,2,0,0,4,0,2,37,3,2,1,60,0,3,63,0,4,1,3,0,19,0,1,348,2,0,34,6,0,1,28,3,0,1,0,2,1,87,1,2,0,0,0,21,2,1,1,2,0,0,1,0,0,3,1,3,0,0,7,15,0,0,0,0,2,0,3,5,4,7,10,1,0,0,77,0,0,6,7,0,1,3,1,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0
TCGA-63-A5MI-01,5851,366,298,202,2,83,79,103,4,1,43,294,878,152,78,168,34,1,91,15,146,0,152,38,24,1100,27,10,195,25,1,2,104,59,7,43,3,6,15,0,7,3,2,17,6,1,5,216,13,3,82,12,3,25,4,24,19,3,15,119,0,4,96,1,10,26,5,89,1,84,81,10,9,6,8,0,19,22,19,19,24,26,32,1,6,5,23,2,4,105,62,0,2,69,5,7,0,8,1,51,272,59,11,3,205,39,2,0,8,1,2,0,0,3,0,16,2,2,1,0,4,1,0,5,1,0,0,2,0,0,44916,0,38,7,0,44,3,0,3,3,2,6,3,0,11,0,5,3,0,0,16,3,8,1,0,2,0,2,4,0,1,0,14,0,0,1,2,0,38,3,3,0,0,1,1,0,1,0,2,0,0,0,10,0,10,6,0,0,0,4,0,0,2,0,3,0,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0
TCGA-63-A5MJ-01,4044,571,335,65,18,252,90,1277,58,65,16,206,1897,10,35,59,24,2,2,125,306,1,85,65,66,1,47,16,426,25,0,3,228,21,7,323,1,856,65,5,9,33,1,5,169,12,529,67,112,14,2,2,50,63,64,7,2,0,85,260,1,2,33,3,1,129,34,17,2,230,130,31,6,1,5,2,0,89,98,1,94,93,8,1,6,10,20,2,0,684,5,7,1,39,2,12,0,5,3,15,334,0,22,1,1094,12,11,0,169,0,1,0,0,9,12,28,0,1,31,3,0,6,0,6,2,0,1,0,0,1,1278,0,0,4,0,3,1,104,0,2,1,27,1,1,97,0,7,0,0,5,3,0,15,17,0,1,0,4,5,0,1,2,4,0,3,11,2,1,2,1,6,6,0,1,0,1,3,0,2,1,0,0,0,19,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
TCGA-63-A5ML-01,3418,674,93,135,2,59,70,68,69,6,45,350,797,21,16,49,0,1,22,32,5769,0,26,78,31,1,6,7,1475,2,2,40,43,49,6,25,0,2,8,2,2,4,6,24,62,11,10,220,4,32,139,10,6,28,4,11,36,1,55,11,4,5,73,0,52,41,4,12,1,19,130,57,0,2,2,11,58,75,7,1,66,31,6,11,5,18,6,1,0,236,58,1,1,5,1,36,0,1,17,5,26,11,17,1,1446,9,6,0,2,2,1,9,0,6,29,10,3,1,0,0,1,0,0,28,0,0,0,0,1,0,78,0,1,11,2,23,4,0,2,0,0,0,10,0,7,2,1,0,0,2,7,4,1,10,1,0,0,2,2,0,0,8,4,13,1,0,0,4,1,0,0,7,2,0,5,0,0,0,1,0,6,1,2,1,1,0,0,0,8,6,0,1,0,0,1,0,0,0,4,0,0,0,0,1,3,0,0,0,0,0,0
TCGA-63-A5MM-01,4078,4,0,0,11,0,17,27,344,21,21,6,922,393,1,67,1,1,0,2,8,0,25,69,50,0,95,37,547,3,0,2,830,0,3,59,6,253,20,12,15,2,2,1,683,6,6,2,100,130,2,2,266,37,32,41,229,1,13,46,1,1,188,0,5,4,0,8,2,171,148,180,12,2,19,10,6,11,74,899,11,12,0,3,2,6,1,14,0,11,17,7,1,284,5,4,6,2,3,4,2,205,60,0,1497,42,18,0,0,0,0,0,0,1,18,31,2,2,0,0,0,292,0,6,0,0,0,2,0,0,2529,0,1,108,0,38,1,0,0,0,0,1,4,0,17,1,5,0,2,1,10,0,7,0,9,0,5,2,0,0,1,0,4,0,3,4,1,6,0,3,1,0,15,0,0,6,1,0,1,0,25,1,1,0,1,0,0,2,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,3,0,0,1,0
TCGA-63-A5MP-01,7465,470,24,39,19,0,59,188,247,56,33,371,1723,362,74,86,210,3,0,6,7062,0,75,60,105,11,53,10,866,26,0,50,178,7,3,106,1,27,42,2,27,62,8,27,111,30,0,102,22,12,385,8,67,14,3,26,6,2,12,22,6,16,486,6,2,2,22,7,4,91,256,86,5,7,0,11,4,53,17,10,204,56,3,15,18,13,12,17,18,446,14,67,1,187,0,2,1,5,24,13,31,70,20,5,7402,11,6,0,276,3,14,3,0,27,1,14,1,0,0,0,0,8,0,19,0,0,5,1,1,7,360,3,4,2,1,64,4,4,1,0,0,10,0,1,19,1,17,55,1,8,9,2,6,24,6,14,3,2,2,0,3,1,4,9,2,2,0,0,9,1,6,0,3,0,1,2,1,0,3,0,0,0,1,1,0,0,0,0,0,2,3,2,0,0,0,0,0,4,0,1,0,0,1,0,3,0,0,0,1,0,0
TCGA-63-A5MR-01,7436,354,310,43,11,170,61,322,69,2,24,252,1918,23,65,105,5,0,171,119,95,6,29,86,94,0,13,421,166,236,0,145,323,15,23,24,6,183,66,3,21,7,2,1,281,16,115,2,121,100,192,1,51,14,35,27,177,7,77,15,0,6,193,0,15,1,1,16,0,17,372,84,118,0,130,29,3,51,19,46,85,110,0,5,2,3,4,0,11,36,1,139,0,369,0,13,4,6,5,8,208,13,50,8,583,14,226,0,0,0,0,8,0,0,0,46,3,0,4,0,0,209,0,5,0,1,0,1,0,2,733,0,1,26,0,8,1,6,1,8,0,6,1,0,45,4,2,1,1,15,9,0,2,14,4,0,0,4,9,0,0,0,3,2,1,5,0,1,1,4,0,3,2,24,0,49,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,5,0,1,0,1,0,0,0,0,0,0,1,1,0
TCGA-63-A5MS-01,934,116,41,68,13,2,20,28,79,10,0,102,250,121,46,21,0,2,35,8,31,4,5,25,11,2,18,3,223,10,0,15,23,6,0,16,0,3,9,2,6,2,1,8,15,1,0,2,6,5,121,2,0,35,12,4,9,0,8,4,0,0,165,0,1,5,2,99,1,76,245,9,28,0,3,11,10,14,19,1,26,5,0,0,3,0,3,11,0,26,3,1,0,9,0,6,0,2,11,0,11,28,47,3,916,2,5,1,0,0,0,1,0,0,3,2,1,1,2,1,1,1,0,5,0,0,0,3,0,0,99,0,0,0,2,13,1,0,0,0,0,3,1,12,12,1,5,15,0,0,2,2,0,5,10,0,1,0,2,0,0,1,8,0,0,1,0,0,1,1,1,0,0,4,0,0,1,5,0,0,0,1,0,0,1,3,0,0,0,0,5,0,0,0,2,0,1,0,2,0,1,0,0,0,0,0,6,0,0,0,1
TCGA-63-A5MT-01,10680,11,69,3,8,102,3,6,44,16,22,4,1822,22,0,11,0,1,20,5,66,0,7,28,50,0,16,2,270,54,1,0,66,0,3,63,2,33,12,0,6,4,6,4,141,19,0,0,29,10,89,1,30,50,15,6,51,4,8,5,18,0,386,1,0,11,0,2,1,100,402,131,58,1,1,2,0,5,8,137,112,30,1,0,3,3,1,0,0,7,2,0,0,168,2,24,3,3,7,2,40,0,8,1,299,6,7,0,0,0,0,3,0,0,0,2,2,1,2,0,1,8,0,7,0,0,0,8,0,0,37,0,1,1,117,4,2,0,2,1,0,1,5,1,10,1,6,5,1,0,2,0,2,0,1,3,0,0,0,0,4,0,0,0,0,9,0,0,2,0,0,0,12,1,0,0,0,0,0,0,1,0,1,0,7,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
TCGA-63-A5MU-01,13319,574,367,318,9,407,174,782,98,1,59,63,1825,3,141,167,1055,0,0,99,199,2,244,36,30,6,4,24,44,0,1,0,169,18,8,97,1,1025,59,0,11,12,5,2,133,1,439,268,45,45,6,0,21,105,0,8,183,6,11,11,2,0,11,0,30,167,87,2,0,3,74,52,1,1,7,14,4,47,8,12,163,34,12,23,4,10,20,1,3,306,26,1,0,82,0,1,1,14,29,5,12,0,25,8,124,15,0,1,91,1,0,4,0,2,0,9,3,0,0,0,3,1,0,0,0,0,0,26,0,24,200,0,1,2,0,0,2,0,4,3,1,2,1,0,2,2,0,3,0,4,1,2,24,0,0,0,32,3,5,0,0,1,63,1,4,0,0,0,1,0,16,3,7,5,0,0,0,1,0,0,1,0,0,1,2,0,0,1,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,2,0,0
TCGA-63-A5MV-01,7603,243,257,152,44,1,112,349,206,34,1,1221,625,56,206,106,59,2,168,98,403,0,91,19,32,1194,88,15,1588,104,0,0,176,55,10,32,4,23,15,1,35,21,3,25,39,10,9,546,42,16,399,10,56,53,29,61,18,185,119,6,13,2,305,2,80,2,55,334,1,157,166,407,92,9,3,79,24,46,27,0,147,72,63,0,13,11,34,2,24,59,10,45,1,153,2,19,1,14,21,1,378,3,26,42,1332,13,10,0,273,1,3,0,0,5,0,26,1,0,4,0,2,35,1,25,1,0,6,2,0,0,2703,0,0,17,2,0,0,5,4,0,0,3,2,2,18,0,5,4,0,0,48,33,16,13,20,0,1,1,4,0,1,4,7,0,7,4,2,0,3,1,11,3,1,1,3,0,3,0,8,3,0,0,2,3,0,0,18,0,1,2,9,0,0,0,3,4,1,0,0,0,0,1,4,0,0,1,0,0,1,0,22
TCGA-63-A5MW-01,5249,18209,270,351,64,189,126,30,0,33,0,302,2035,79,154,53,0,2,0,21,192,1,97,11,93,2,18,65,2674,8,2,214,68,49,74,129,1,2,312,0,5,77,11,189,60,204,1,34,58,39,1576,2,6,461,42,35,548,94,7,2,265,1,357,5,59,34,12,792,67,138,108,86,1427,4,1,98,28,64,61,442,274,12,5,1,28,22,8,0,0,74,46,413,0,24,4,0,3,24,48,21,281,2,21,4,1745,119,93,0,0,0,101,18,0,17,61,39,8,2,176,0,3,30,0,1,0,1,39,5,0,0,6420,2,1,11,1,16,3,11,0,1,1,10,16,0,262,1,40,0,386,0,1,0,0,28,4,0,2,2,7,0,3,14,13,294,8,15,8,0,0,0,1,1,0,2,5,2,0,0,0,1,6,1,4,1,0,7,0,1,11,0,1,0,0,0,1,1,0,0,0,1,0,1,17,1,0,0,0,0,0,0,1
TCGA-63-A5MY-01,12126,119,4,21,3,181,151,390,6,3,51,904,1913,19,21,258,1120,0,112,4,292,0,86,65,28,9,45,2,48,1,0,2,220,12,11,490,1,0,107,1,16,5,3,9,6,2,58,5909,3,21,288,2,5,4,5,160,1,0,109,4,259,1,20,1,2,24,1,2,1,11,86,244,4,0,2,57,6,40,0,1,54,54,2,1,8,14,5,2,5,500,24,78,0,51,0,2,1,14,19,36,10,3,15,2,80,8,1,0,9,1,0,6,0,11,0,2,0,0,0,0,1,3,0,2,0,0,6,4,0,1,346,0,0,4,0,1,2,0,3,1,0,10,3,0,3,0,0,1,1125,0,0,2,29,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,25,0,0,0,5,0,1,1,0,0,0,1,0,2,0,8,0,0,0,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,66,0,2,0,2,0
TCGA-66-2727-01,3880,350,4,106,10,43,4,137,27,7,23,538,1401,360,74,62,1,2,0,10,387,1,30,146,34,9,17,10,302,36,1,0,42,28,19,32,3,16,25,2,6,5,6,1,25,8,32,351,17,6,395,3,4,38,13,9,48,8,10,8,0,2,52,0,20,6,8,148,5,73,48,7,14,6,1,4,38,20,22,0,34,42,0,4,3,1,7,0,18,369,28,50,1,13,0,15,2,2,2,5,90,90,8,1,230,4,5,1,7,0,3,1,0,1,2,12,1,0,1,2,0,7,0,25,0,0,1,3,0,0,145,3,1,4,22,54,2,0,0,0,0,2,1,0,76,1,4,17,379,0,0,4,23,0,2,0,0,0,0,1,7,1,1,3,2,4,0,2,2,0,4,0,0,0,5,0,4,0,0,0,0,0,0,3,1,0,0,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-66-2734-01,8085,26,91,2,14,0,55,299,0,17,1,327,836,156,4,305,6,1,0,12,93,0,29,85,16,0,56,467,519,21,0,0,290,0,16,64,1,90,22,0,35,7,4,0,173,6,110,3,271,35,0,0,23,109,120,26,580,185,219,1,1,2,224,1,7,2,0,44,1,165,182,37,60,2,7,2,1,19,76,6,40,29,0,8,4,6,1,2,0,30,12,1,0,50,10,11,12,4,0,0,14,77,80,2,163,14,85,0,1,0,0,2,0,1,0,22,2,1,0,0,0,280,0,4,1,2,4,3,0,2,219,0,2,26,12,12,0,0,0,0,2,1,0,0,66,42,1,128,1,0,75,3,12,2,15,9,0,0,0,0,8,0,2,3,15,2,2,0,0,8,2,0,0,12,1,16,5,0,1,0,13,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
TCGA-66-2737-01,6075,358,156,71,33,105,208,182,76,10,24,450,921,82,39,95,3,1,19,59,1141,1,124,38,21,28,145,22,1034,12,1,36,94,10,42,78,3,30,38,2,6,10,5,9,91,48,139,536,173,15,33,4,35,301,57,6,11,3,48,38,131,30,131,1,3,10,26,61,25,442,167,111,44,14,14,6,1,55,207,2,81,23,4,4,8,4,3,29,4,424,18,12,0,94,0,36,1,3,12,3,128,37,47,4,1988,12,11,0,3,0,0,3,0,1,0,16,6,2,1,1,0,127,0,14,0,1,9,13,0,2,527,0,2,7,14,9,8,4,2,2,0,5,0,0,775,0,4,3,0,11,15,3,91,15,10,7,0,0,2,0,5,0,2,5,5,8,4,2,0,3,12,4,0,2,3,2,2,0,6,5,5,0,0,0,6,0,0,0,9,0,2,1,4,0,0,1,0,0,0,0,0,1,0,0,1,0,0,4,7,0,12
TCGA-66-2742-01,3183,133,232,172,10,42,76,51,106,5,57,784,986,123,2,195,45,3,1,2,478,1,14,56,33,17,65,43,334,10,0,0,76,23,6,20,2,1,29,1,8,6,0,6,89,3,16,20,39,14,0,7,3,125,8,4,1,1166,34,0,4,6,347,1,14,19,48,197,1,89,144,530,9,3,13,3,2,33,32,4,16,16,0,7,1,12,14,58,0,34,23,6,0,80,3,29,8,6,4,3,54,64,25,1,240,17,3,0,0,1,0,1,0,0,0,19,1,0,0,0,0,126,1,32,0,0,4,5,0,0,100,3,1,16,9,9,6,0,5,0,2,6,0,1,47,1,0,16,0,0,62,5,58,11,1,2,0,0,2,1,2,0,0,2,14,2,0,1,0,2,7,0,2,3,0,1,0,0,0,1,22,0,2,1,5,0,0,1,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,0,0
TCGA-66-2744-01,1169,88,124,69,25,116,28,26,35,14,1,85,1077,295,56,132,3,3,31,22,21,0,28,9,19,1,90,19,443,1,0,123,178,29,18,13,0,8,5,0,2,2,4,4,124,6,0,6,56,13,6,3,448,159,22,12,315,0,8,2,3,3,119,3,5,2,1,19,4,118,84,56,18,3,0,3,4,9,123,297,15,46,2,0,1,3,1,3,0,17,16,105,0,120,74,8,2,2,22,2,3,274,8,1,610,166,13,0,0,1,3,0,0,0,16,4,6,0,1,1,0,73,3,13,0,0,1,9,0,1,2825,0,0,120,2,32,0,0,0,0,1,0,2,0,98,2,4,106,0,0,25,0,1,3,38,7,0,1,3,1,1,1,3,94,1,1,0,0,0,2,0,0,1,8,3,4,0,0,1,0,6,2,0,0,5,0,8,0,7,2,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
