Unnamed: 0,MIR205HG,DLX6-AS1,LINC00491,POU6F2-AS2,ADAMTS9-AS2,G2E3-AS1,AL512363.1,AC011374.1,LINC01322,ADAMTS9-AS1,AL513123.1,SOX21-AS1,PVT1,SFTA1P,LINC01807,DARS-AS1,LINC00393,AL355388.1,LINC00355,AL358334.2,SOX2-OT,AC105206.1,LINC00640,AL139385.1,AC078778.1,LINC00392,LINC00702,AC091182.2,MAGI2-AS3,NAALADL2-AS2,AP000438.1,HOTAIR,AC004816.1,LSAMP-AS1,LUARIS,C10orf91,MED4-AS1,LINC00520,SLC12A9-AS1,AC093510.2,AP001453.2,MIR130B,AC006238.1,HOTTIP,MYOSLID,AC113346.1,AL136018.1,PART1,LINC01615,LINC02323,LINC00470,BCRP3,UCA1,AC099066.2,LINC01705,LINC00337,MIR31HG,MIR137HG,LINC00704,AL163952.1,AC093515.1,LINC00462,LINC00472,LINC00163,LINC00461,AP002478.1,KCNH1-IT1,GDNF-AS1,LINC00536,LINC01614,C1orf132,LINC01285,APCDD1L-AS1,C5orf64,IL20RB-AS1,AP000525.1,LINC00466,AC078802.1,AC134312.5,MUC2,LINC00173,U62317.2,AC061975.6,MLIP-IT1,AC012640.1,AC073352.1,AC025211.1,MYO16-AS1,NOVA1-AS1,WNT5A-AS1,RBMS3-AS3,ERVMER61-1,AC135178.1,LINC02081,LINC00518,LINC00184,LINC00211,STEAP2-AS1,WASIR2,AC097717.1,LINC00504,LINC00261,STEAP3-AS1,AC006305.1,MIAT,CCDC26,LINC02454,HCG21,AL021395.1,AL357518.1,RMST,AC004832.1,PRICKLE2-AS1,AP000553.1,AL161908.1,LINC00534,C20orf166-AS1,PRICKLE2-AS2,MYCNOS,PLCH1-AS1,POU6F2-AS1,LINC00460,AC025431.1,LINC00525,HHATL-AS1,KCNQ1-AS1,GRM5-AS1,SRGAP3-AS2,FAM138B,LINC00051,H19,NAV2-AS2,AP003064.2,LINC02551,AC092811.1,NKX2-1-AS1,LINC00501,TDRG1,CHODL-AS1,LINC00492,AL139819.1,TBL1XR1-AS1,LINC00319,ATP11A-AS1,LINC01929,AC080129.1,KCNQ5-AS1,ATP13A4-AS1,LINC00221,AC011483.1,LINC01522,LINC00443,AC128709.1,ADARB2-AS1,AC112721.1,LINC00469,AC006372.1,RRM1-AS1,AC022762.1,CNTN4-AS1,TLR8-AS1,KIAA0087,AC069281.1,LINC00237,FAM181A-AS1,FNDC1-IT1,KIRREL3-AS1,AC100791.1,LNX1-AS1,AL161645.1,CHL1-AS1,PLCH1-AS2,AL136131.2,ANO1-AS2,AC092422.1,C11orf44,LINC00303,GRM7-AS3,AC079070.1,LINC00488,LINC00524,LINC00113,LINC00485,AL772363.1,C7orf65,LINC00308,LINC00052,AL356310.1,C8orf49,IGSF11-AS1,C12orf77,NRG1-IT1,LINC00276,AC096637.1,AL356056.1,KCNAB1-AS2,AL033381.1,AC012050.1,LINC00404,CLDN10-AS1,NAV2-AS5,LINC00320,KIRREL3-AS3,LINC00354,GPR50-AS1,AC068756.1,C17orf77,AC112518.1,AL139002.1,CLYBL-AS1,LINC00458
TCGA-39-5037-01,5157,289,55,515,5,213,361,375,187,4,32,924,1007,167,89,115,149,3,56,360,8400,0,80,92,88,8,2,71,78,37,5,41,332,164,3,114,0,97,79,7,13,19,6,37,84,7,100,168,22,150,107,1,5,101,3,75,0,1,7,92,98,647,156,0,6,47,42,3,10,0,33,27,12,2,6,19,10,79,6,3,82,316,171,31,0,9,24,48,12,65,4,7,0,189,1,3,0,5,30,0,177,44,49,2,1783,232,13,0,4,0,0,5,0,10,35,62,0,0,2,0,3,53,1,2,1,0,7,4,0,14,15,0,0,6,13,14,2,1,0,0,2,2,7,0,6,1,0,40,0,2,4,4,96,24,0,0,1,3,6,0,0,0,7,7,2,0,0,5,0,7,3,13,3,3,1,0,4,0,0,0,2,0,1,6,1,0,2,0,2,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
TCGA-39-5039-01,1345,14,105,164,19,117,3,24,13,34,2,172,294,426,110,59,5,0,82,425,8,0,194,40,0,1,34,52,498,27,0,10,97,30,4,45,1,49,33,1,15,4,6,2,227,30,2,39,93,13,78,4,18,52,26,29,145,42,76,2,71,0,44,7,1,2,0,16,0,175,14,92,27,1,0,3,0,6,68,7,7,12,0,1,0,2,1,7,20,18,11,15,0,183,0,1,3,3,3,0,297,282,24,0,60,5,4,0,0,0,1,6,0,0,0,12,3,0,1,1,2,46,0,27,0,2,0,18,0,0,689,1,0,28,4,62,0,0,0,0,0,3,0,0,43,0,0,41,0,0,0,3,1,0,0,11,0,0,0,0,1,0,3,0,3,6,0,7,0,2,1,0,0,1,0,2,1,0,0,0,2,0,2,0,2,0,0,0,1,3,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
TCGA-43-2576-01,86,91,1,57,9,13,0,1,4,25,0,171,401,820,9,61,52,0,41,29,11,0,2,131,9,0,80,7,494,1,0,91,438,5,1,10,2,11,20,3,11,2,3,0,46,13,1,1,59,21,125,1,11,60,58,33,20,15,57,2,33,1,30,2,0,16,0,0,10,148,49,182,6,2,0,10,1,12,33,5,5,92,27,0,2,7,0,1,0,0,4,175,1,230,38,3,0,6,25,1,11,0,2,0,403,5,5,2,0,0,0,0,0,4,0,1,1,0,1,0,0,843,1,24,1,2,3,0,0,1,816,1,1,2,0,242,18,0,0,0,5,0,0,3,27,18,0,0,230,0,3,3,3,0,7,1,0,1,0,0,8,0,0,0,0,9,0,11,0,1,1,0,0,2,0,0,1,0,1,0,3,1,0,2,4,0,0,0,0,0,1,0,2,0,0,0,0,0,26,66,1,1,0,10,0,0,0,0,0,0,0
TCGA-43-2578-01,1499,288,61,14,20,40,1,5,20,16,1,639,1206,331,8,139,115,5,35,22,458,5,20,82,62,0,37,114,303,2,0,61,441,40,45,325,3,1,32,7,9,34,4,23,35,3,1,99,26,28,167,7,111,27,19,34,341,9,3,3,20,0,93,9,1823,94,1,6,130,86,185,78,23,8,0,24,1,7,18,4,25,2,0,2,6,23,0,10,9,165,4,96,0,26,8,4,2,7,41,25,27,2103,6,1,2466,22,1,1,0,2,15,45,0,25,1,8,6,0,20,4,0,4,0,33,6,1,1,217,0,0,160,0,3,2,182,78,2,2,0,0,1,6,0,0,13,0,6,25,1,1,6,0,31,0,2,12,5,0,0,0,18,5,4,0,16,1,3,1,2,0,54,0,0,1,1,0,126,36,0,9,6,1,0,0,0,0,0,13,0,0,0,0,0,2,0,8,6,0,0,2,6,1,0,0,0,0,1,0,0,0,9
TCGA-43-2581-01,3,3,0,1,11,0,0,4,1,17,1,5,869,1038,0,76,0,0,0,2,17,1,1,24,6,0,28,0,343,2,0,0,139,0,3,10,0,2,11,0,4,12,28,1,512,6,0,0,33,45,0,14,0,13,8,14,17,12,3,0,29,0,13,2,2,3,0,2,0,155,239,6,4,2,0,2,2,9,20,0,13,9,1,0,0,3,1,0,0,62,89,1,0,34,0,1,5,3,84,4,6,13,10,0,331,9,35,0,0,0,1,4,0,2,0,0,2,0,6,1,0,17,0,0,0,0,7,4,0,0,34,0,1,0,0,799,1,0,0,0,0,0,9,5,25,0,0,326,1,0,5,0,1,0,6,1,0,1,0,0,1,0,0,0,1,1,0,0,2,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
TCGA-43-3394-01,2966,714,166,256,28,78,550,369,121,4,27,672,856,287,100,307,29,2,328,48,3432,0,98,97,55,3,46,8,612,131,0,60,211,46,17,244,5,87,23,0,17,24,11,96,99,9,4,140,29,50,249,2,9,21,29,144,23,7,80,212,42,10,240,4,53,150,10,7,8,100,83,84,5,7,0,24,13,336,15,4,146,32,76,24,11,11,6,11,14,126,17,65,0,143,5,11,2,8,11,1,101,175,54,3,1678,11,4,0,20,1,0,9,0,9,6,45,5,0,2,0,0,17,0,4,0,1,29,37,0,0,481,1,1,10,0,43,11,2,0,0,2,5,26,2,70,0,2,11,2,4,7,2,50,72,2,1,31,2,2,0,0,2,3,34,6,0,0,2,0,86,1,4,0,1,4,0,7,0,0,0,0,3,0,1,0,5,8,3,2,4,1,2,1,1,0,2,0,5,0,1,0,0,0,1,1,1,0,0,0,0,0
TCGA-43-3920-01,8092,443,197,594,50,274,235,96,25,57,3,689,1291,116,380,197,11,0,179,66,416,0,192,25,39,279,84,43,1772,5,0,0,309,15,11,47,0,22,31,0,10,13,4,19,65,7,12,67,38,27,405,1,1,400,227,16,152,369,12,4,153,19,134,0,66,12,5,64,5,1530,24,607,1129,2,0,8,2,66,57,3,77,25,7,3,15,20,4,1,69,67,81,77,0,16,5,5,9,28,23,8,3,2,6,1,307,11,16,0,2,0,0,2,0,7,1,4,2,0,6,0,2,32,1,68,0,0,1,5,0,0,5929,0,0,3,0,0,2,1,1,6,0,0,0,0,1266,2,4,6,3,2,16,0,18,2,21,0,0,2,0,0,3,5,1,5,5,1,7,1,0,3,2,0,0,3,8,1,6,1,13,0,5,0,0,0,0,2,0,1,0,0,1,61,0,0,0,1,0,1,0,0,0,0,8,0,0,1,6,2,0,0,0
TCGA-43-5668-01,4,413,3,15,3,4,7,1,3,3,6,5,171,25,1,65,1,1,224,8,11,0,4,34,10,0,32,2,425,3,0,0,657,0,0,12,0,6,19,3,43,22,4,6,6,1,2,1,13,42,3,27,22,16,9,101,0,161,2,0,0,2,216,0,11,1,1,4,2,135,92,39,3,8,0,21,9,57,10,3,37,9,89,0,3,7,0,1,0,18,21,3,0,27,143,3,3,2,141,4,5,203,1,0,683,3,8,0,0,13,0,15,0,10,0,0,1,0,11,1,0,8,5,3,0,0,2,9,0,0,27,0,2,1,1,418,1,1,0,0,0,0,4,0,8,0,2,7,1,0,2,1,24,0,10,0,97,1,0,0,8,0,0,2,0,1,0,0,0,1,5,0,1,1,0,0,0,0,0,1,0,2,5,0,1,0,0,3,0,0,4,0,0,0,1,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,41
TCGA-43-6143-01,7722,373,897,59,13,291,98,41,1036,13,15,37,2990,44,211,405,165,4,665,31,209,1,248,146,79,339,125,34,772,3,2,110,232,11,12,93,5,11,57,1,19,46,2,13,141,9,151,16,35,37,31,7,29,63,15,55,46,0,2,43,700,2,144,6,402,67,7,177,11,398,1962,236,28,12,0,59,23,125,61,213,51,7,198,16,10,21,5,2,288,51,23,1504,1,25,0,29,4,2,11,58,187,10,395,10,1161,206,8,2,154,1,2,1,0,26,0,14,12,4,5,0,0,127,0,26,0,1,1,4,0,0,156,1,7,17,0,3,0,25,1,5,0,6,7,2,64,1,1,3,1341,1,0,5,7,97,9,16,22,1,20,0,1,3,1,7,14,1,1,1,6,50,0,0,0,0,4,1,10,2,2,0,0,0,4,0,0,98,1,2,16,0,316,0,3,0,1,0,2,0,2,0,0,31,0,1,0,0,1,0,8,1,229
TCGA-43-6647-01,3163,55,178,130,33,141,65,44,465,16,29,2,214,22,48,49,14,0,50,36,56,2,153,36,11,7,181,251,1090,105,0,28,77,20,83,73,2,49,10,1,19,2,2,0,184,120,80,0,122,4,0,0,13,370,109,19,8,46,189,60,192,3,226,0,0,0,0,3,57,817,110,67,15,3,4,28,10,10,194,5,28,14,2,2,1,1,0,1,0,345,15,4,0,49,60,2,8,2,1,0,996,31,23,24,1385,16,37,0,0,1,0,0,0,1,0,5,0,1,7,0,0,59,0,22,0,1,4,1,0,0,81,0,1,3,3,4,1,3,14,0,1,0,1,0,280,0,5,0,0,0,4,2,1,4,24,2,0,0,12,0,0,1,3,2,0,5,1,0,2,3,0,1,0,9,0,2,1,1,5,2,11,0,2,0,8,0,1,0,0,3,0,0,1,0,44,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0
TCGA-43-6770-01,9163,477,446,89,43,107,219,205,120,23,9,1795,1845,271,206,241,64,2,58,49,2993,1,131,63,31,10,32,201,892,99,1,7,83,40,62,86,4,110,59,3,20,83,9,7,278,12,161,164,63,15,361,3,155,93,111,27,23,0,24,3,84,199,110,6,8,52,9,44,1,298,123,109,38,3,9,42,3,65,91,2,292,11,2,13,8,10,9,15,3,345,26,7,1,123,1,15,0,2,15,19,261,90,105,14,3072,10,36,1,34,0,1,6,0,6,2,20,6,0,11,1,2,18,0,6,1,0,14,21,0,2,2010,3,6,9,7,33,4,1,13,6,1,11,12,1,235,0,15,45,1,5,16,6,25,71,44,8,1,4,12,1,2,3,3,0,2,0,14,1,8,0,8,2,1,4,4,0,0,6,2,2,0,0,0,10,0,0,15,1,0,1,1,7,1,0,0,5,7,2,0,0,0,5,1,1,1,4,2,0,0,0,1
TCGA-43-6771-01,3587,2,0,0,20,0,252,166,177,4,35,4,786,60,1,176,1,0,7,1,7,1,69,305,18,0,57,87,327,0,0,0,841,1,32,20,2,415,5,0,30,1,3,0,1558,97,113,2,221,822,1,0,292,204,193,9,0,13,52,27,4,23,33,0,2,5,0,8,11,216,49,4,1302,1,12,24,14,7,164,18,37,74,0,2,0,2,0,2,0,115,8,3,0,201,30,14,4,1,0,1,19,46,33,0,610,11,109,0,0,1,0,1,0,0,0,1,0,1,3,2,0,513,1,18,1,0,3,0,0,0,394,0,0,16,3,0,4,1,0,0,2,2,13,0,262,15,1,0,0,39,20,0,1,0,33,0,1,0,1,0,0,0,0,0,0,1,2,0,1,1,0,0,2,18,0,12,2,0,6,0,38,0,0,0,2,2,6,0,0,0,2,0,0,0,3,2,1,0,0,3,0,0,0,0,1,0,0,0,2,0,0
TCGA-43-7656-01,2571,172,338,83,24,69,27,39,184,25,28,3,1751,20,35,189,1,4,52,5,23,0,15,28,64,0,101,14,561,0,0,25,56,18,3,325,0,1,63,0,3,15,10,23,39,7,3,328,59,10,202,5,3,61,7,39,5,2,3,2,4,1,47,2,24,27,1,290,0,150,224,6,49,3,0,13,1,6,28,4,44,21,0,3,4,7,8,1,35,7,5,5,1,195,0,15,1,2,19,14,4,1,22,4,1646,1,1,0,1,0,0,3,0,11,0,2,2,1,26,0,1,1,0,31,2,2,1,15,1,2,2070,2,1,2,2,0,0,1,0,8,0,2,0,0,13,1,7,0,0,1,19,1,0,5,1,4,1,1,1,0,0,3,0,4,2,1,163,0,0,3,3,1,0,1,0,0,1,0,0,5,0,0,6,0,1,0,0,1,0,1,28,0,6,1,1,0,1,0,67,1,0,0,2,38,0,0,0,0,0,0,0
TCGA-43-7658-01,94,67,21,1,5,1,0,5,0,5,0,221,1549,97,70,129,2,6,0,12,1075,1,4,132,101,0,26,4,591,2,9,846,259,0,6,45,1,2,5,13,5,49,5,31,12,2,62,76,18,8,0,72,109,29,0,226,30,0,1,25,2,0,29,2,460,4,8,663,6,23,111,76,23,9,0,2,23,25,12,9,128,12,91,5,16,38,9,11,0,11,3,6,0,629,1,8,1,1,13,36,9,44,18,1,2217,65,0,0,900,0,8,3,0,41,4,0,7,1,136,0,0,2,0,5,1,10,2,0,0,0,2821,4,6,6,9,18,1,15,10,0,1,2,2,2,1,3,0,2,1,1,22,11,9,0,1,2,3,0,2,0,7,200,4,11,0,1,35,1,0,4,3,0,0,3,26,0,176,0,0,1,14,0,3,1,0,0,7,0,0,0,1,0,0,0,2,0,0,2,112,1,5,0,3,65,0,0,1,0,0,0,0
TCGA-43-8115-01,492,188,195,83,16,85,12,141,8,17,3,896,220,12,39,99,47,0,18,13,1454,1,17,51,27,218,185,17,911,71,0,58,173,17,6,28,1,17,6,5,5,11,0,3,47,25,1,26,97,15,73,3,67,62,22,22,23,5,12,9,32,1,75,0,72,12,0,7,1,379,83,98,29,4,1,14,13,47,80,4,39,9,0,2,4,3,4,1,1,140,18,25,2,26,0,4,2,2,36,7,9,1,21,0,1442,2,8,0,0,0,3,0,0,8,1,5,2,0,27,0,0,13,4,46,1,1,0,4,0,4,147,0,2,3,19,6,4,1,0,1,0,6,1,0,72,3,1,4,1,0,2,1,3,0,10,1,7,1,1,1,2,0,0,6,2,7,3,1,1,3,3,2,1,1,19,0,0,1,3,0,0,0,1,0,1,1,4,0,0,0,8,0,0,0,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0
TCGA-43-8116-01,7581,212,214,49,5,81,46,19,150,9,13,387,917,21,127,34,105,2,0,11,120,1,25,41,28,22,5,15,205,45,0,0,12,6,8,12,1,4,11,0,5,6,1,2,90,7,0,8,43,3,4,0,1,51,7,5,5,5,12,1,27,0,164,3,30,1,1,2,0,35,53,34,3,0,5,28,3,7,7,10,63,12,8,7,3,3,0,2,17,20,2,77,0,52,1,4,4,3,7,7,315,17,7,2,540,497,1,0,0,0,0,1,0,1,0,27,0,1,31,0,0,48,0,14,0,0,1,9,0,0,1766,1,0,3,3,15,2,0,0,0,1,2,1,1,5,0,4,5,0,0,20,1,1,3,1,1,1,0,15,2,1,1,0,1,1,0,3,0,1,5,1,0,3,0,1,0,3,0,0,5,6,0,1,0,12,2,0,0,0,0,0,0,0,0,0,1,12,0,0,1,0,0,0,0,0,0,1,0,50,0,0
TCGA-43-8118-01,2120,422,141,54,5,144,14,213,43,9,82,966,1132,288,47,95,0,2,150,227,996,0,36,138,54,1,35,29,478,27,1,74,165,8,2,165,3,1010,33,3,16,12,7,0,134,8,74,9,32,11,136,4,39,35,27,19,0,0,175,113,2,375,142,1,1,22,14,4,12,83,160,24,18,5,4,28,1,37,21,0,102,7,2,5,9,6,9,27,1,80,24,75,0,46,0,1,0,3,2,11,457,98,73,4,1016,36,5,0,0,0,9,5,0,1,0,24,1,0,0,0,0,13,0,0,1,0,0,3,0,0,402,0,3,14,4,122,0,1,0,4,1,1,6,1,28,0,7,26,1,8,1,2,56,8,6,5,3,1,7,0,1,0,6,1,1,1,1,1,1,7,1,4,1,1,0,0,1,0,2,4,0,0,5,0,1,7,1,0,0,0,4,0,0,0,2,0,1,8,0,1,0,0,1,0,0,0,0,0,0,0,0
TCGA-43-A474-01,6469,229,242,123,8,117,162,178,47,2,38,760,1401,16,0,137,13,2,112,72,127,0,112,128,30,2,31,76,142,128,0,109,172,0,6,2082,1,28,26,3,6,19,6,17,118,26,134,61,273,199,409,0,2,144,33,26,82,18,47,1,0,4,16,19,43,23,2,90,10,115,37,7,2,0,3,2,2,26,70,138,10,63,0,3,3,3,5,2,2,606,113,2,0,194,1,9,1,23,19,13,3,1,9,3,603,4,18,0,0,0,0,0,0,3,0,66,0,0,0,0,8,66,0,0,0,0,0,3,0,0,19891,0,0,7,32,2,0,0,2,0,3,7,3,0,231,0,13,3,0,6,4,0,40,0,7,0,0,4,10,0,2,0,1,10,1,2,0,0,2,0,2,0,5,6,0,3,1,0,1,0,1,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-43-A475-01,9666,757,369,41,12,1,80,81,432,33,5,787,2187,62,14,63,5,4,0,17,1612,0,9,22,49,0,25,5,734,10,0,17,34,4,35,31,2,1,42,1,4,8,7,13,19,0,5,44,14,4,213,8,10,1,5,10,13,4,7,7,0,1,302,5,2,7,0,1,9,36,135,104,3,13,0,47,44,57,9,1,452,43,1,3,6,9,1,4,1,325,44,5,1,89,1,15,0,5,22,22,3,20,21,1,4358,18,1,0,5,0,1,1,0,5,6,5,0,1,0,0,5,0,1,21,0,0,2,4,0,6,226,0,2,8,0,11,4,21,0,3,0,10,2,1,2,0,12,6,0,0,6,1,1,0,10,0,1,3,5,0,0,1,8,0,0,2,2,0,1,0,0,1,1,0,1,2,0,9,0,231,0,0,6,2,0,2,0,0,0,0,1,6,0,0,0,0,0,1,0,0,0,1,1,0,6,1,2,0,0,0,1
TCGA-43-A56U-01,1692,108,141,34,39,42,37,68,76,76,4,249,1079,86,26,73,3,2,50,20,76,0,39,33,43,0,52,47,580,34,2,14,91,7,16,54,3,29,12,0,11,12,2,0,150,7,2,6,29,29,107,5,10,47,31,14,17,44,48,12,20,1,238,6,13,3,0,22,6,61,380,18,71,1,0,20,1,6,31,50,78,50,0,15,4,4,3,11,8,34,21,24,0,51,0,2,2,4,12,9,143,17,40,5,4249,7,8,0,0,2,0,190,0,7,25,6,5,1,6,2,4,34,0,175,23,0,1,704,1,4,1480,0,1,4,7,8,6,0,0,0,0,24,1,1,9,3,3,1,14,3,10,4,56,0,2,2,1,0,2,9,2,1,2,1,35,2,1,0,4,1,24,1,0,1,1,1,0,4,2,0,0,0,1,1,1,0,0,7,1,0,3,0,1,6,0,1,2,0,0,3,1,0,0,0,0,0,4,0,0,0,1
TCGA-46-3765-01,4331,146,188,53,22,305,85,151,86,7,10,417,706,102,60,177,473,0,81,7,760,0,31,31,28,1,10,9,448,13,4,4,253,24,1,20,1,199,22,0,16,22,2,4,105,22,141,42,21,17,158,6,40,41,31,13,11,0,43,1,10,4,119,0,0,4,12,11,1,100,38,20,4,0,3,9,1,79,15,0,52,8,0,13,16,6,16,5,11,102,22,54,0,24,0,3,4,1,4,2,16,43,4,3,1227,13,10,0,0,0,1,1,0,9,0,29,0,0,1,0,0,15,0,3,0,0,0,0,0,3,6232,0,0,3,3,28,0,0,0,1,0,0,1,0,23,0,1,6,4,7,0,2,23,5,3,1,0,0,21,0,1,1,5,2,0,3,0,0,1,0,8,0,1,0,0,0,0,1,3,0,0,0,1,0,1,3,15,0,0,0,1,0,0,0,1,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0
TCGA-46-3766-01,1018,55,34,48,24,5,17,37,1,16,1,185,173,307,0,53,2,2,2,11,162,0,17,24,1,0,169,16,729,1,0,0,62,3,12,5,0,4,4,2,1,2,2,0,58,12,0,0,127,8,4,3,13,92,113,8,116,7,39,0,2,0,119,2,0,4,0,60,5,393,70,60,18,5,0,2,0,9,90,13,8,15,0,0,1,1,1,3,0,51,14,5,0,14,5,2,4,0,2,3,24,197,36,1,471,15,20,0,0,0,2,8,0,0,0,7,2,0,0,0,0,45,0,64,0,2,4,31,0,5,422,0,3,4,6,37,0,0,0,0,0,0,1,0,856,0,1,47,0,0,42,9,5,5,17,11,0,0,0,0,0,1,0,1,1,1,1,0,0,4,2,0,1,11,0,0,0,1,7,0,3,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0
TCGA-46-3767-01,2322,223,93,120,61,32,97,85,50,25,4,265,177,310,29,107,2,0,0,27,301,0,32,44,13,0,168,32,1211,3,1,111,106,17,18,21,0,20,10,2,6,6,8,8,118,40,0,13,100,15,161,1,8,145,55,31,28,62,18,1,6,2,148,2,2,6,2,19,4,397,133,75,31,2,0,7,4,9,97,29,15,9,0,0,2,6,0,3,1,77,45,43,0,20,2,5,6,1,6,6,81,120,41,0,586,6,5,1,0,4,1,0,0,1,3,2,1,0,12,0,0,14,3,45,0,3,1,0,2,5,629,6,1,22,8,25,2,0,0,0,1,1,1,2,635,3,2,27,42,0,1,2,1,11,18,24,0,0,2,1,2,2,0,1,6,2,0,0,0,5,7,0,0,6,0,0,0,0,6,1,5,1,1,0,9,0,0,0,2,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-46-3768-01,1009,828,42,41,5,18,63,41,38,6,26,1268,543,78,5,46,43,0,0,22,5155,0,16,83,20,3,15,33,222,10,1,18,69,3,2,43,0,3,22,7,2,25,0,2,28,2,1,53,7,0,20,4,8,9,19,20,0,5,5,5,4,4,72,1,9,90,0,0,1,171,97,19,5,0,0,0,21,101,35,1,15,0,7,13,5,11,5,21,3,346,1,3,0,146,0,8,1,0,4,1,58,22,5,0,890,3,4,0,1,0,0,0,0,2,7,0,1,0,2,1,0,4,0,6,0,0,0,2,0,0,39,0,0,1,593,25,1,0,0,0,0,1,0,0,15,0,1,10,0,7,0,2,15,3,5,4,0,0,2,0,1,1,0,2,0,0,0,2,1,0,6,1,1,0,0,0,3,1,0,0,1,0,0,2,0,0,0,0,14,0,1,0,0,0,0,0,0,1,0,11,0,0,0,0,0,25,0,0,0,0,0
TCGA-46-3769-01,1010,12,21,4,7,106,25,5,331,9,30,34,424,146,113,80,0,1,62,25,55,0,18,17,16,0,26,45,751,1,0,1,167,6,21,11,0,332,5,0,2,4,3,0,128,25,4,2,198,34,275,3,1539,145,557,66,75,64,63,37,97,0,222,6,7,83,0,2,18,180,21,369,1106,0,3,6,12,12,10,1,9,48,28,3,10,0,0,13,23,18,6,497,0,616,22,11,31,9,39,0,10,14,5,0,59,36,205,0,1,0,0,0,0,2,1,1,0,0,2,0,0,172,0,97,0,4,6,1,0,5,70,0,0,86,2,2,0,2,0,0,1,1,4,0,54,5,0,0,0,60,108,0,19,0,0,0,1,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,2,8,0,7,16,0,1,0,0,40,0,0,10,1,0,12,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,9,0,1,0,0,0,0,0
TCGA-46-6025-01,21610,262,239,146,24,122,243,225,74,8,37,626,1487,29,340,82,5,8,0,105,225,0,105,119,39,2,52,31,355,94,0,0,379,16,100,144,2,27,22,6,57,16,2,2,262,30,0,545,65,233,2,8,16,44,29,17,156,232,67,4,3,6,61,6,20,108,6,7,5,73,65,367,7,0,24,21,1,108,41,24,73,136,0,9,2,13,10,6,0,297,191,65,2,409,1,45,1,4,0,6,259,10,90,2,359,27,90,0,1,1,1,9,0,2,1,16,2,1,0,2,1,18,0,35,0,1,0,1,0,0,99,0,2,20,5,24,2,10,0,1,0,1,2,0,70,0,5,5,0,1,1,0,106,1,11,2,0,0,0,0,0,0,0,0,5,1,0,22,0,0,2,5,2,1,8,4,0,1,5,2,0,0,0,0,8,1,2,0,0,2,0,13,0,0,2,3,0,4,0,1,0,3,0,0,0,0,0,0,0,0,0
TCGA-46-6026-01,6222,602,227,88,37,0,84,17,294,16,1,2544,855,61,94,207,5,4,422,39,1252,0,221,66,87,1,41,180,548,18,29,867,51,295,2,679,11,44,36,34,12,16,0,1,68,4,3,15,11,35,6,6,94,6,53,243,3,0,51,186,106,13,150,6,77,18,30,320,45,11,210,265,60,0,8,88,59,63,13,53,48,45,2,14,15,8,13,217,4,95,4,64,1,23,136,8,0,2,0,6,61,34,16,27,19830,9,3,0,13,0,0,79,0,7,6,235,12,1,9,0,2,1,0,1,10,1,0,357,0,405,49759,3,8,15,71,6,5,3,2,1,7,0,9,0,7,2,72,4,0,45,70,1,62,2,1,1,1,2,17,1,0,0,2,2,27,0,0,12,2,53,9,1,4,1,3,2,25,0,0,0,0,0,8,0,0,11,4,6,33,4,0,4,1,2,1,0,0,0,9,0,0,2,1,3,3,2,0,0,0,1,1
TCGA-51-4079-01,3205,239,103,99,8,116,100,690,71,11,60,296,523,204,155,205,6,0,49,65,861,0,25,79,10,1,16,34,397,17,0,0,108,6,12,24,0,80,12,4,7,3,8,1,81,13,70,79,155,14,47,1,15,33,31,5,140,1,32,0,62,8,73,2,1,12,2,13,2,138,17,29,12,0,1,10,2,37,28,22,25,44,1,13,1,0,8,16,60,144,0,8,0,12,1,21,0,1,1,1,60,143,2,8,170,27,13,1,5,0,0,0,0,0,3,10,0,0,0,0,2,7,0,6,0,0,2,1,0,0,247,2,0,6,0,43,1,0,2,1,1,0,1,0,71,0,2,32,0,2,5,1,6,1,1,2,6,2,5,0,0,0,0,1,3,4,0,3,0,4,2,1,1,0,0,1,6,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1
