Unnamed: 0,MIR205HG,DLX6-AS1,LINC01572,LINC00491,POU6F2-AS2,ADAMTS9-AS2,LINC02156,CASC8,AC011374.1,ADAMTS9-AS1,AL513123.1,SOX21-AS1,LINC02253,PVT1,SFTA1P,LINC00393,LINC00887,AL355388.1,LINC00355,SOX2-OT,AC105206.1,AL139385.1,AC078778.1,LINC00392,MAGI2-AS3,NAALADL2-AS2,AP000438.1,HOTAIR,LSAMP-AS1,C10orf91,MED4-AS1,LINC00520,AC093510.2,MIR130B,LINC01836,AC006238.1,HOTTIP,PART1,LINC02323,LINC00470,BCRP3,UCA1,AC005863.1,LINC01705,LINC02178,LINC00337,MIR31HG,MIR137HG,AL391361.3,AL163952.1,LINC00462,LINC00472,LINC00163,LINC00461,AP002478.1,AC093904.4,KCNH1-IT1,LINP1,GDNF-AS1,LINC00536,C1orf132,C5orf64,IL20RB-AS1,AP000525.1,LINC00466,AC078802.1,LINC02289,AL590666.2,MUC2,LINC00173,AC061975.6,MLIP-IT1,AC012640.1,AC073352.1,AC025211.1,MYO16-AS1,LINC00707,NOVA1-AS1,WNT5A-AS1,RBMS3-AS3,ERVMER61-1,AC135178.1,AC090192.2,LINC02081,AL121772.1,LINC00518,LINC00184,LINC00211,STEAP2-AS1,WASIR2,AC097717.1,LINC00504,LINC00261,STEAP3-AS1,AC009275.1,AC006305.1,MIAT,CCDC26,AL021807.1,LINC01269,HCG21,AL021395.1,AL357518.1,RMST,AC004832.1,PRICKLE2-AS1,AP000553.1,FLJ16779,AL161908.1,LINC00534,C20orf166-AS1,PRICKLE2-AS2,MYCNOS,PLCH1-AS1,POU6F2-AS1,LINC00460,AC025431.1,LINC00525,HHATL-AS1,KCNQ1-AS1,GRM5-AS1,SRGAP3-AS2,AC004704.1,FAM138B,LINC00051,H19,NAV2-AS2,AP003064.2,AC092811.1,NKX2-1-AS1,LINC00501,TDRG1,CHODL-AS1,LINC00492,AL139819.1,TBL1XR1-AS1,LINC00319,ATP11A-AS1,AC080129.1,KCNQ5-AS1,ATP13A4-AS1,LINC00221,AC011483.1,LINC00443,AC128709.1,ADARB2-AS1,AC112721.1,LINC00469,AC006372.1,RRM1-AS1,AL354766.2,AC022762.1,CNTN4-AS1,TLR8-AS1,KIAA0087,AC069281.1,LINC00237,FAM181A-AS1,FNDC1-IT1,KIRREL3-AS1,AC100791.1,LNX1-AS1,AL161645.1,CHL1-AS1,PLCH1-AS2,AL136131.2,ANO1-AS2,AC092422.1,C11orf44,LINC00303,GRM7-AS3,AC079070.1,LINC00488,LINC00524,LINC00113,LINC00485,AL772363.1,C7orf65,LINC00308,LINC00052,AL356310.1,C8orf49,IGSF11-AS1,C12orf77,NRG1-IT1,LINC00276,AC096637.1,AL356056.1,KCNAB1-AS2,AL033381.1,AC012050.1,LINC00404,CLDN10-AS1,NAV2-AS5,LINC00320,KIRREL3-AS3,LINC00354,GPR50-AS1,AC068756.1,C17orf77,AC112518.1,AL139002.1,CLYBL-AS1,LINC00458
TCGA-60-2714-01,19,0,73,0,0,6,10,0,1,12,0,7,1,1774,651,217,15,0,92,22,1,11,19,0,317,17,0,1,1,20,1,2,5,19,34,2,0,1,346,0,8,16,0,18,1,87,2,167,0,3,0,38,2,3,43,74,0,1,3,0,303,0,0,13,0,14,13,323,5,18,9,1,4,3,0,0,2,1,13,1,2,0,4,406,92,5,6,1,0,7,2,15,43,44,4,0,408,4,7,22,1,8,0,0,13,0,11,4,0,0,0,0,0,1,0,9,0,1,1,1,40,72,0,1,48,18,0,2,0,484,4,1,0,0,2,1,9,3,0,17,24,1,0,0,4,0,26,17,284,0,2,0,1,208,0,4,0,5,0,1,1,0,0,0,1,0,28,0,21,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,697,0,0,0,0,0,44,0,0,0,0,0
TCGA-60-2716-01,33498,1,105,606,293,9,124,58,117,1,16,173,7,1019,84,14,13,1,0,67,0,166,14,0,204,0,14,0,45,20,2,7,5,9,100,2,1,168,28,1,5,119,1,12,51,10,867,0,70,3,0,25,0,0,1,0,0,4,8,12,250,2,2,17,0,9,12,9,192,12,0,23,1,2,20,0,8,153,60,5,84,0,0,1,11,0,8,0,3,2,5,158,39,56,9,4,32,10,26,50,0,50,1,0,12,0,4,58,0,4,1,0,0,0,2,0,0,0,6,1,0,30,3,0,0,878,0,16,2,9,6,9,21,1,1,2,0,0,0,0,9,0,0,29,1,4,0,0,0,0,6,9,0,0,1,6,0,1,0,2,0,0,23,13,0,16,0,5,0,12,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,5,0,0,0,0,0,0,0,3,0,0,0
TCGA-60-2719-01,2135,352,60,174,95,3,72,69,447,6,54,1613,139,861,114,29,29,1,45,167,0,104,26,20,312,1,1,7,19,42,0,17,0,11,23,5,3,148,21,285,2,12,41,5,6,257,6,0,36,110,11,60,1,0,141,15,5,7,17,1,55,2,4,53,11,57,12,5,5,54,1107,7,8,7,6,1,9,2,112,2,5,0,2,16,79,1,2,2,2,22,4,576,108,22,50,5,235,7,6,5,1,358,0,1,4,0,7,2,3,26,2,0,0,0,1,0,0,4,1,0,6,46,0,1,11,3180,0,0,4,34,1,1,1,2,18,2,0,1,5,7,72,2,1,3,59,0,0,3,1,2,18,21,0,0,0,2,10,2,0,0,2,0,0,12,2,0,1,2,0,0,0,1,0,0,0,8,1,0,0,0,2,12,0,0,0,2,0,0,3,9,0,0,0,0,0,0,0,14,0,0,0,0,0,1
TCGA-60-2720-01,2088,54,46,57,51,11,10,47,36,41,15,72,310,317,221,0,14,0,2,45,0,46,12,0,148,13,0,46,42,52,2,34,4,8,9,0,1,4,8,0,1,8,6,18,0,32,265,246,7,2,0,37,0,0,0,10,2,20,47,3,17,0,0,9,8,12,12,9,912,16,0,4,2,1,2,0,25,0,5,15,4,0,2,21,13,3,3,1,1,2,1,46,19,95,30,0,204,9,5,7,0,1,1,2,20,0,0,57,8,2,2,0,38,0,0,228,1,3,4,4,10,94,0,0,49,58,0,2,3,53,0,0,1,0,0,0,0,0,0,0,45,0,3,5,1,1,14,1,0,0,336,2,1,1,0,4,81,3,3,0,0,0,11,1,1,0,0,0,7,7,0,0,0,13,0,0,0,2,0,0,1,3,0,1,0,1,1,1,1,0,0,0,46,1,0,0,0,0,1,0,0,0,0,0
TCGA-60-2721-01,4182,69,178,318,229,17,132,287,1478,5,31,2167,474,471,24,100,48,0,145,242,0,60,34,2,451,35,1,1,48,40,4,31,0,10,13,3,1,364,32,366,2,7,16,14,3,12,3,1,25,4,6,48,0,23,2,38,0,2,10,3,198,1,12,55,0,47,107,3,86,62,16,14,2,12,8,7,4,51,131,3,20,1,6,50,6,0,15,7,30,14,4,34,0,132,6,14,1404,12,41,39,0,5,1,0,4,0,8,3,0,73,3,2,5,0,4,6,0,63,0,1,5,19,15,0,82,943,0,3,8,0,4,23,5,2,1,15,0,3,2,4,11,2,0,15,581,1,5,1,0,0,14,4,0,3,1,0,1,6,4,0,0,8,6,8,3,3,1,0,0,2,9,4,0,4,0,2,0,2,3,2,0,1,1,8,0,1,2,6,0,8,0,0,0,0,2,0,0,0,0,0,6,1,0,0
TCGA-60-2722-01,5962,665,82,251,237,3,47,170,877,4,22,779,12,1360,8,64,43,0,1,897,1,242,16,642,172,4,0,0,42,116,0,497,3,7,7,4,6,73,6,99,3,6,0,13,4,11,2,3,0,3,147,20,1,0,8,3,20,14,26,1,51,0,5,7,5,79,16,537,2,14,2,37,3,1,4,12,2,3,268,8,1,0,95,6,61,1,85,1,3,9,4,12,2,11,5,6,87,15,44,21,0,108,0,1,7,0,2,6,9,2,1,0,0,1,1,2,0,6,1,0,1,49,0,1,3,154,1,0,3,0,15,12,10,1,1,5,2,0,1,4,4,0,9,1,6,2,0,1,9,1,1,0,0,0,0,0,2,3,2,0,0,0,5,1,4,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,14,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TCGA-60-2723-01,3052,346,26,2,56,33,21,94,191,5,1,504,184,889,107,31,0,0,0,2459,0,29,9,4,438,143,0,2,50,24,1,24,1,8,3,0,11,363,2,57,0,0,16,29,0,14,46,1,0,8,11,31,0,0,118,0,2,60,49,2,23,0,4,1,3,62,11,6,0,15,0,0,2,0,2,26,41,4,308,54,1,0,3,10,21,0,3,2,3,4,4,10,112,11,23,0,367,1,10,4,0,2,0,0,0,0,0,18,0,35,0,0,0,2,0,16,0,4,0,0,0,3,11,0,0,318,3,2,0,43,0,1,0,0,0,1,0,0,0,0,3,2,0,0,2,0,4,0,0,0,41,0,0,0,0,1,0,0,0,1,0,0,0,9,0,0,0,4,1,1,0,10,5,0,0,0,0,0,0,25,0,0,0,0,1,0,0,0,1,1,1,1,4,0,0,0,0,0,84,0,0,0,0,23
TCGA-60-2724-01,5799,2,65,145,273,16,179,258,1093,7,56,210,66,1142,40,62,18,0,102,63,0,140,12,5,371,53,0,0,37,420,1,95,1,14,63,1,0,135,333,91,1,37,0,34,34,35,146,234,0,1,29,29,4,2,16,3,21,88,14,12,11,0,9,15,11,26,9,103,2445,1,0,1,0,3,10,6,1,0,207,94,1,0,6,100,13,142,3,9,3,14,5,6,1,12,104,5,72,10,7,52,0,0,2,0,1,0,1,3,0,29,0,0,0,0,1,10,0,0,0,0,4,0,11,0,1,20677,0,1,35,0,3,0,0,2,15,3,5,0,1,1,0,0,1,1,382,0,18,0,0,1,205,1,0,107,0,1,0,65,3,1,0,0,6,4,0,8,6,0,0,1,0,13,1,0,0,0,0,0,12,0,0,1,0,1,0,0,5,79,1,0,0,0,1,0,0,0,0,0,25,0,0,0,0,0
TCGA-60-2725-01,2533,256,38,122,142,30,34,2,48,97,15,363,179,244,416,9,13,1,83,82,0,31,24,1,862,26,5,3,10,10,1,11,8,5,9,5,2,74,6,3,5,7,0,33,0,4,7,1,9,0,2,197,2,17,5,14,0,3,7,0,69,10,5,19,9,23,22,16,3,47,0,0,3,1,5,6,12,2,75,25,27,0,13,40,4,0,4,4,2,2,2,295,139,15,10,0,250,5,30,22,0,0,2,2,28,0,4,22,0,62,4,0,3,0,2,13,0,2,3,1,2,113,1,0,1,190,1,2,8,38,1,1,0,1,2,1,2,0,1,1,90,0,2,3,5,3,2,5,0,0,12,7,0,0,0,0,0,24,2,2,0,0,4,0,0,0,5,8,0,1,0,0,33,2,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,6,4,0,14,1,0,0,0,0,0,0,0,0,0,0
TCGA-63-5128-01,6126,348,27,187,241,29,3,45,425,8,1,415,2,1171,66,1,50,1,15,231,0,43,14,0,160,442,0,3,34,70,0,392,0,11,12,5,34,43,3,7,3,18,24,132,2,4,3,0,0,0,0,88,0,0,39,1,5,1,4,1,78,1,8,5,1,18,23,1,3,102,1,6,0,1,2,0,2,0,303,5,133,0,1,4,6,2,3,0,6,4,3,397,36,96,2,2,315,3,20,3,1,2,0,0,6,0,2,43,0,6,8,1,5,0,1,2,0,2,0,0,2,2,6,0,0,1302,0,1,0,22,3,2,3,2,0,6,2,0,0,3,6,0,0,3,191,0,5,0,0,2,1,0,0,1,1,1,1,2,7,1,0,3,0,1,3,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,0,3,2,0,0,0,0,0,0,1,0,2,0,0,0,1,1,0,0,0,1
TCGA-63-5131-01,6403,24,158,378,103,10,54,333,287,20,21,1126,169,198,81,701,93,1,6,588,0,38,7,261,314,128,0,0,53,108,6,12,0,3,47,2,1,463,6,2,3,6,3,1,1,38,4,10,28,152,26,42,1,1,107,11,0,1,3,1,46,0,3,35,1,58,69,3,0,83,296,6,1,5,41,4,1,6,67,1,455,0,1,123,6,13,5,3,2,2,1,26,27,34,12,3,44,3,58,26,0,2,1,0,0,0,2,12,0,7,2,0,5,0,0,17,0,6,0,0,9,0,9,0,0,177,1,1,5,15,143,1,3,1,2,9,6,0,1,0,11,0,3,1,854,1,3,10,4,1,102,23,0,1,0,11,1,1,0,0,0,1,2,0,5,3,0,2,0,7,0,0,2,1,0,1,0,0,71,0,0,0,0,0,0,11,0,0,1,18,0,0,0,0,0,0,0,1,0,0,11,8,0,2
TCGA-63-6202-01,12,0,14,2,0,14,16,0,3,17,0,168,0,1372,79,0,1,0,0,9,0,4,10,0,419,8,1,0,0,13,0,10,1,7,8,1,0,0,1,1,1,34,0,16,0,82,3,29,0,1,0,32,3,0,3,2,0,0,4,1,36,2,1,1,1,9,21,66,15,8,1,0,4,5,0,3,1,0,46,23,3,0,11,77,37,0,7,1,0,7,5,5,15,3,10,0,511,9,14,5,1,1,0,1,0,0,3,7,0,0,0,0,0,4,0,20,0,1,1,0,0,0,0,0,1,85,0,2,3,277,1,2,0,0,1,0,2,1,1,4,3,0,0,2,1,2,7,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,4,0,24,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0
TCGA-63-7020-01,2053,362,51,145,57,10,22,25,100,4,9,496,275,905,112,7,64,2,31,76,3,28,19,0,173,51,0,2,11,19,0,23,0,3,66,5,9,42,21,113,6,1132,8,42,18,17,238,8,3,7,3,129,0,1,13,85,0,74,190,1,90,1,0,4,1,6,25,22,41,38,0,0,0,2,2,8,18,0,32,8,0,0,57,14,172,2,12,2,6,46,3,19,80,80,26,1,443,3,71,156,0,146,0,1,7,0,0,21,0,19,6,0,0,0,0,7,0,8,0,0,0,17,0,0,0,594,0,6,18,33,1,0,0,0,0,1,3,2,0,0,12,1,0,0,17,0,2,4,0,0,325,0,0,2,0,1,0,90,2,1,0,0,0,1,0,2,0,3,0,0,0,0,0,3,1,0,0,3,0,0,1,0,0,0,5,0,0,1,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
TCGA-63-7021-01,2941,174,68,293,97,11,48,108,144,9,14,350,86,1027,37,24,142,1,4,191,0,216,23,4,234,1,1,1,37,27,2,79,1,7,6,4,0,73,21,184,7,33,0,18,5,16,1,8,9,10,261,87,1,45,1,26,15,3,7,4,226,2,25,5,0,14,7,61,7,78,1,29,4,8,5,0,17,0,62,11,3,0,10,69,31,0,15,0,11,8,3,117,12,17,22,4,3278,148,25,64,0,15,0,0,0,0,3,19,0,12,16,0,1,0,0,24,0,6,0,0,1,0,12,0,1,282,0,1,0,4,3,1,0,1,2,3,0,0,1,0,2,2,16,2,61,1,4,1,1,2,8,0,0,0,1,0,0,1,4,1,0,6,0,1,1,0,1,1,1,1,1,3,0,2,0,3,8,0,0,0,0,0,5,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1
TCGA-63-7022-01,1756,152,29,77,58,27,8,8,19,18,1,360,27,274,69,118,33,0,18,366,0,23,7,63,789,55,2,1,12,9,1,13,1,4,4,2,1,112,3,1,1,32,0,22,5,4,57,0,11,1,21,52,1,0,2,4,2,11,55,2,92,3,1,20,0,11,70,17,4,18,22,2,0,1,0,1,20,0,163,21,28,0,8,59,17,15,3,1,2,7,3,62,20,25,15,2,893,10,5,10,0,9,0,0,0,0,0,44,0,12,2,1,3,0,0,7,0,51,0,0,0,1,3,1,0,1021,0,0,1,15,29,0,4,0,0,0,0,1,0,0,1,0,0,5,69,0,5,7,0,2,10,1,1,1,0,1,1,0,4,1,0,0,0,5,0,0,0,2,0,0,1,2,0,4,0,1,0,0,1,0,0,0,1,2,0,2,0,1,0,0,0,3,0,0,0,0,4,1,17,0,2,0,0,0
TCGA-63-A5M9-01,2891,298,203,261,168,17,8,62,96,19,56,1158,465,1879,158,597,1,1,1,4469,0,51,99,12,372,47,3,13,45,27,2,12,4,21,9,7,11,73,8,303,6,3,7,12,0,18,19,35,1,6,68,365,0,498,29,0,2,29,23,34,50,2,12,38,2,32,49,16,12,106,0,2,3,3,3,55,8,32,546,18,7,0,9,60,17,4,1,1,8,11,10,6,21,12,66,2,2068,7,27,2,0,0,0,1,1,0,16,9,13,10,1,1,1,1,1,3,0,11,0,0,2,5,1,1,2,269,0,1,30,23,1,0,5,0,1,6,0,0,0,6,25,0,0,0,13,9,7,1,0,3,5,1,0,1,1,11,2,4,3,2,1,3,0,27,0,0,3,3,0,2,1,0,1,1,0,0,0,1,7,3,0,10,1,0,7,0,0,1,0,1,3,0,1,0,56,0,0,0,0,0,3,0,0,46
TCGA-63-A5MB-01,3619,444,70,278,198,37,231,263,160,13,36,475,183,1553,216,645,9,4,1,1392,0,274,139,9,626,10,3,92,27,28,1,38,13,23,27,6,13,303,13,254,12,23,0,16,0,19,2,5,0,25,4,403,0,12,30,44,25,14,39,3,185,0,1,43,22,49,19,48,2,182,68,16,5,11,10,28,8,0,492,33,4,0,10,52,129,0,12,2,10,19,13,54,55,15,37,3,4770,21,23,4,0,146,1,2,0,0,20,355,34,0,7,3,10,2,1,3,0,5,0,0,59,4,0,1,187,218,19,1,7,22,5,26,1,2,1,1,7,1,0,3,11,3,16,1,9,38,0,2,7,4,2,4,0,1,8,6,19,3,2,2,7,0,0,6,7,2,0,3,0,0,1,1,3,0,0,1,12,1,0,15,0,14,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,12,0,0,1,0,0,0
TCGA-63-A5MG-01,7557,37,20,29,64,10,15,45,198,18,16,453,0,971,151,4,21,0,0,43,5,82,10,1,335,9,1,0,7,12,0,44,5,4,23,9,1,97,50,342,0,27,12,24,3,10,293,163,6,18,24,157,1,0,1,61,2,19,182,1,252,3,13,2,2,11,23,46,70,71,0,1,2,5,5,3,17,0,61,12,0,0,19,10,42,12,16,2,1,13,11,30,43,27,8,0,1292,13,18,108,0,67,0,2,1,0,3,70,0,52,2,1,4,0,0,3,1,66,1,1,0,5,0,0,0,2485,0,11,43,26,3,0,5,0,0,0,1,0,1,1,9,2,0,9,4,0,3,6,1,1,224,0,0,1,2,0,0,11,1,1,0,0,4,5,0,0,1,4,7,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0
TCGA-63-A5MH-01,1055,86,61,441,388,23,8,23,187,3,4,338,17,218,4,98,46,0,204,50,0,27,54,1620,67,103,0,802,8,13,1,4,1,7,98,2,21,77,42,202,5,8,3,7,5,5,32,9,4,0,1,227,94,0,10,38,0,0,9,56,16,9,18,37,15,30,11,14,1,49,0,4,4,8,2,0,2,0,32,2,71,0,3,24,34,31,11,3,0,0,3,56,0,29,0,5,221,1,6,9,1,2,0,0,4,0,2,0,37,3,2,1,60,0,3,63,0,4,1,3,0,19,7,0,1,348,2,0,6,0,1,28,3,0,1,0,2,1,1,2,0,0,0,2,1,1,2,0,0,1,38,0,0,3,1,3,0,0,7,15,0,0,0,0,2,0,3,5,4,7,10,1,0,0,77,0,0,6,7,0,1,3,1,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0
TCGA-63-A5MI-01,5851,366,102,298,202,2,18,154,103,1,43,294,447,878,152,34,30,1,91,146,0,38,24,1100,195,25,1,2,59,43,3,6,0,3,35,2,17,216,3,82,12,3,39,4,0,24,19,3,4,119,4,96,1,10,26,17,5,2,89,1,81,6,8,0,19,22,42,1,19,24,32,1,6,5,23,2,4,4,105,62,0,2,7,69,8,5,7,0,8,1,51,272,59,11,7,3,205,39,14,4,0,8,1,2,0,0,3,13,0,16,2,2,1,0,4,1,0,5,1,0,0,2,10,0,0,44916,0,38,0,44,3,0,3,3,2,6,3,0,0,5,3,0,0,3,8,1,0,2,0,2,271,4,0,1,0,14,0,0,1,2,0,38,3,3,0,0,1,1,0,1,0,2,0,0,0,10,0,10,6,0,0,0,4,0,0,2,0,3,0,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0
TCGA-63-A5MJ-01,4044,571,110,335,65,18,113,161,1277,65,16,206,3,1897,10,24,38,2,2,306,1,65,66,1,426,25,0,3,21,323,1,856,5,33,19,1,5,67,14,2,2,50,1,64,6,7,2,0,0,260,2,33,3,1,129,40,34,10,17,2,130,1,5,2,0,89,141,236,1,94,8,1,6,10,20,2,2,0,684,5,7,1,65,39,56,2,12,0,5,3,15,334,0,22,63,1,1094,12,44,19,0,169,0,1,0,0,9,20,12,28,0,1,31,3,0,6,0,6,2,0,1,0,0,0,1,1278,0,0,0,3,1,104,0,2,1,27,1,1,0,7,0,0,5,0,15,17,0,1,0,4,7,5,0,1,2,4,0,3,11,2,1,2,1,6,6,0,1,0,1,3,0,2,1,0,0,0,19,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
TCGA-63-A5ML-01,3418,674,26,93,135,2,22,68,68,6,45,350,6,797,21,0,23,1,22,5769,0,78,31,1,1475,2,2,40,49,25,0,2,2,4,21,6,24,220,32,139,10,6,1,4,0,11,36,1,0,11,5,73,0,52,41,6,4,149,12,1,130,2,2,11,58,75,7,395,1,66,6,11,5,18,6,1,74,0,236,58,1,1,2,5,98,1,36,0,1,17,5,26,11,17,58,1,1446,9,2,2,0,2,2,1,9,0,6,16,29,10,3,1,0,0,1,0,0,28,0,0,0,0,4,1,0,78,0,1,2,23,4,0,2,0,0,0,10,0,2,1,0,0,2,4,1,10,1,0,0,2,28,2,0,0,8,4,13,1,0,0,4,1,0,0,7,2,0,5,0,0,0,1,0,6,1,2,1,1,0,0,0,8,6,0,1,0,0,1,0,0,0,4,0,0,0,0,1,3,0,0,0,0,0,0
TCGA-63-A5MM-01,4078,4,34,0,0,11,30,36,27,21,21,6,3,922,393,1,16,1,0,8,0,69,50,0,547,3,0,2,0,59,6,253,12,2,155,2,1,2,130,2,2,266,3,32,16,41,229,1,0,46,1,188,0,5,4,26,0,150,8,2,148,2,19,10,6,11,18,150,899,11,0,3,2,6,1,14,179,0,11,17,7,1,22,284,392,5,4,6,2,3,4,2,205,60,15,0,1497,42,36,9,0,0,0,0,0,0,1,34,18,31,2,2,0,0,0,292,0,6,0,0,0,2,0,0,0,2529,0,1,0,38,1,0,0,0,0,1,4,0,1,5,0,2,1,0,7,0,9,0,5,2,16,0,0,1,0,4,0,3,4,1,6,0,3,1,0,15,0,0,6,1,0,1,0,25,1,1,0,1,0,0,2,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,3,0,0,1,0
TCGA-63-A5MP-01,7465,470,187,24,39,19,208,64,188,56,33,371,229,1723,362,210,10,3,0,7062,0,60,105,11,866,26,0,50,7,106,1,27,2,62,25,8,27,102,12,385,8,67,1,3,0,26,6,2,3,22,16,486,6,2,2,11,22,9,7,4,256,7,0,11,4,53,93,7,10,204,3,15,18,13,12,17,21,18,446,14,67,1,0,187,42,0,2,1,5,24,13,31,70,20,144,5,7402,11,18,11,0,276,3,14,3,0,27,12,1,14,1,0,0,0,0,8,0,19,0,0,5,1,0,1,7,360,3,4,1,64,4,4,1,0,0,10,0,1,1,17,55,1,8,2,6,24,6,14,3,2,9,2,0,3,1,4,9,2,2,0,0,9,1,6,0,3,0,1,2,1,0,3,0,0,0,1,1,0,0,0,0,0,2,3,2,0,0,0,0,0,4,0,1,0,0,1,0,3,0,0,0,1,0,0
TCGA-63-A5MR-01,7436,354,104,310,43,11,167,50,322,2,24,252,81,1918,23,5,122,0,171,95,6,86,94,0,166,236,0,145,15,24,6,183,3,7,4,2,1,2,100,192,1,51,0,35,21,27,177,7,13,15,6,193,0,15,1,22,1,27,16,0,372,0,130,29,3,51,0,142,46,85,0,5,2,3,4,0,18,11,36,1,139,0,3,369,109,0,13,4,6,5,8,208,13,50,45,8,583,14,24,21,0,0,0,0,8,0,0,59,0,46,3,0,4,0,0,209,0,5,0,1,0,1,98,0,2,733,0,1,0,8,1,6,1,8,0,6,1,0,4,2,1,1,15,0,2,14,4,0,0,4,1,9,0,0,0,3,2,1,5,0,1,1,4,0,3,2,24,0,49,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,5,0,1,0,1,0,0,0,0,0,0,1,1,0
TCGA-63-A5MS-01,934,116,34,41,68,13,10,2,28,10,0,102,232,250,121,0,18,2,35,31,4,25,11,2,223,10,0,15,6,16,0,3,2,2,34,1,8,2,5,121,2,0,3,12,0,4,9,0,2,4,0,165,0,1,5,2,2,4,99,1,245,0,3,11,10,14,6,4,1,26,0,0,3,0,3,11,6,0,26,3,1,0,0,9,4,0,6,0,2,11,0,11,28,47,2,3,916,2,15,2,1,0,0,0,1,0,0,119,3,2,1,1,2,1,1,1,0,5,0,0,0,3,1,0,0,99,0,0,2,13,1,0,0,0,0,3,1,12,1,5,15,0,0,2,0,5,10,0,1,0,13,2,0,0,1,8,0,0,1,0,0,1,1,1,0,0,4,0,0,1,5,0,0,0,1,0,0,1,3,0,0,0,0,5,0,0,0,2,0,1,0,2,0,1,0,0,0,0,0,6,0,0,0,1
TCGA-63-A5MT-01,10680,11,37,69,3,8,29,131,6,16,22,4,2,1822,22,0,28,1,20,66,0,28,50,0,270,54,1,0,0,63,2,33,0,4,9,6,4,0,10,89,1,30,7,15,3,6,51,4,0,5,0,386,1,0,11,6,0,59,2,1,402,1,1,2,0,5,20,2,137,112,1,0,3,3,1,0,6,0,7,2,0,0,1,168,26,2,24,3,3,7,2,40,0,8,10,1,299,6,13,9,0,0,0,0,3,0,0,28,0,2,2,1,2,0,1,8,0,7,0,0,0,8,0,0,0,37,0,1,117,4,2,0,2,1,0,1,5,1,1,6,5,1,0,0,2,0,1,3,0,0,68,0,0,4,0,0,0,0,9,0,0,2,0,0,0,12,1,0,0,0,0,0,0,1,0,1,0,7,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
TCGA-63-A5MU-01,13319,574,167,367,318,9,57,214,782,1,59,63,59,1825,3,1055,114,0,0,199,2,36,30,6,44,0,1,0,18,97,1,1025,0,12,77,5,2,268,45,6,0,21,2,0,17,8,183,6,4,11,0,11,0,30,167,89,87,29,2,0,74,1,7,14,4,47,5,3,12,163,12,23,4,10,20,1,8,3,306,26,1,0,75,82,10,0,1,1,14,29,5,12,0,25,100,8,124,15,26,18,1,91,1,0,4,0,2,0,0,9,3,0,0,0,3,1,0,0,0,0,0,26,1,0,24,200,0,1,0,0,2,0,4,3,1,2,1,0,2,0,3,0,4,2,24,0,0,0,32,3,22,5,0,0,1,63,1,4,0,0,0,1,0,16,3,7,5,0,0,0,1,0,0,1,0,0,1,2,0,0,1,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,2,0,0
TCGA-63-A5MV-01,7603,243,115,257,152,44,39,31,349,34,1,1221,259,625,56,59,43,2,168,403,0,19,32,1194,1588,104,0,0,55,32,4,23,1,21,13,3,25,546,16,399,10,56,7,29,5,61,18,185,4,6,2,305,2,80,2,18,55,0,334,1,166,9,3,79,24,46,31,7,0,147,63,0,13,11,34,2,7,24,59,10,45,1,5,153,50,2,19,1,14,21,1,378,3,26,53,42,1332,13,11,7,0,273,1,3,0,0,5,22,0,26,1,0,4,0,2,35,1,25,1,0,6,2,41,0,0,2703,0,0,2,0,0,5,4,0,0,3,2,2,0,5,4,0,0,33,16,13,20,0,1,1,199,4,0,1,4,7,0,7,4,2,0,3,1,11,3,1,1,3,0,3,0,8,3,0,0,2,3,0,0,18,0,1,2,9,0,0,0,3,4,1,0,0,0,0,1,4,0,0,1,0,0,1,0,22
