Unnamed: 0,MIR205HG,DLX6-AS1,LINC01572,LINC00491,POU6F2-AS2,ADAMTS9-AS2,LINC02156,CASC8,AC011374.1,ADAMTS9-AS1,AL513123.1,SOX21-AS1,LINC02253,PVT1,SFTA1P,LINC00393,LINC00887,AL355388.1,LINC00355,SOX2-OT,AC105206.1,AL139385.1,AC078778.1,LINC00392,MAGI2-AS3,NAALADL2-AS2,AP000438.1,HOTAIR,LSAMP-AS1,C10orf91,MED4-AS1,LINC00520,AC093510.2,MIR130B,LINC01836,AC006238.1,HOTTIP,PART1,LINC02323,LINC00470,BCRP3,UCA1,AC005863.1,LINC01705,LINC02178,LINC00337,MIR31HG,MIR137HG,AL391361.3,AL163952.1,LINC00462,LINC00472,LINC00163,LINC00461,AP002478.1,AC093904.4,KCNH1-IT1,LINP1,GDNF-AS1,LINC00536,C1orf132,C5orf64,IL20RB-AS1,AP000525.1,LINC00466,AC078802.1,LINC02289,AL590666.2,MUC2,LINC00173,AC061975.6,MLIP-IT1,AC012640.1,AC073352.1,AC025211.1,MYO16-AS1,LINC00707,NOVA1-AS1,WNT5A-AS1,RBMS3-AS3,ERVMER61-1,AC135178.1,AC090192.2,LINC02081,AL121772.1,LINC00518,LINC00184,LINC00211,STEAP2-AS1,WASIR2,AC097717.1,LINC00504,LINC00261,STEAP3-AS1,AC009275.1,AC006305.1,MIAT,CCDC26,AL021807.1,LINC01269,HCG21,AL021395.1,AL357518.1,RMST,AC004832.1,PRICKLE2-AS1,AP000553.1,FLJ16779,AL161908.1,LINC00534,C20orf166-AS1,PRICKLE2-AS2,MYCNOS,PLCH1-AS1,POU6F2-AS1,LINC00460,AC025431.1,LINC00525,HHATL-AS1,KCNQ1-AS1,GRM5-AS1,SRGAP3-AS2,AC004704.1,FAM138B,LINC00051,H19,NAV2-AS2,AP003064.2,AC092811.1,NKX2-1-AS1,LINC00501,TDRG1,CHODL-AS1,LINC00492,AL139819.1,TBL1XR1-AS1,LINC00319,ATP11A-AS1,AC080129.1,KCNQ5-AS1,ATP13A4-AS1,LINC00221,AC011483.1,LINC00443,AC128709.1,ADARB2-AS1,AC112721.1,LINC00469,AC006372.1,RRM1-AS1,AL354766.2,AC022762.1,CNTN4-AS1,TLR8-AS1,KIAA0087,AC069281.1,LINC00237,FAM181A-AS1,FNDC1-IT1,KIRREL3-AS1,AC100791.1,LNX1-AS1,AL161645.1,CHL1-AS1,PLCH1-AS2,AL136131.2,ANO1-AS2,AC092422.1,C11orf44,LINC00303,GRM7-AS3,AC079070.1,LINC00488,LINC00524,LINC00113,LINC00485,AL772363.1,C7orf65,LINC00308,LINC00052,AL356310.1,C8orf49,IGSF11-AS1,C12orf77,NRG1-IT1,LINC00276,AC096637.1,AL356056.1,KCNAB1-AS2,AL033381.1,AC012050.1,LINC00404,CLDN10-AS1,NAV2-AS5,LINC00320,KIRREL3-AS3,LINC00354,GPR50-AS1,AC068756.1,C17orf77,AC112518.1,AL139002.1,CLYBL-AS1,LINC00458
TCGA-39-5037-01,5157,289,153,55,515,5,29,217,375,4,32,924,236,1007,167,149,26,3,56,8400,0,92,88,8,78,37,5,41,164,114,0,97,7,19,13,6,37,168,150,107,1,5,1,3,4,75,0,1,8,92,647,156,0,6,47,8,42,23,3,10,33,2,6,19,10,79,7,49,3,82,171,31,0,9,24,48,2,12,65,4,7,0,6,189,82,1,3,0,5,30,0,177,44,49,94,2,1783,232,29,5,0,4,0,0,5,0,10,6,35,62,0,0,2,0,3,53,1,2,1,0,7,4,1,0,14,15,0,0,13,14,2,1,0,0,2,2,7,0,1,0,40,0,2,4,96,24,0,0,1,3,1,6,0,0,0,7,7,2,0,0,5,0,7,3,13,3,3,1,0,4,0,0,0,2,0,1,6,1,0,2,0,2,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
TCGA-39-5039-01,1345,14,21,105,164,19,21,32,24,34,2,172,86,294,426,5,35,0,82,8,0,40,0,1,498,27,0,10,30,45,1,49,1,4,27,6,2,39,13,78,4,18,1,26,57,29,145,42,3,2,0,44,7,1,2,20,0,17,16,0,14,1,0,3,0,6,24,2,7,7,0,1,0,2,1,7,15,20,18,11,15,0,50,183,13,0,1,3,3,3,0,297,282,24,111,0,60,5,4,37,0,0,0,1,6,0,0,23,0,12,3,0,1,1,2,46,0,27,0,2,0,18,0,0,0,689,1,0,4,62,0,0,0,0,0,3,0,0,0,0,41,0,0,3,1,0,0,11,0,0,97,0,0,1,0,3,0,3,6,0,7,0,2,1,0,0,1,0,2,1,0,0,0,2,0,2,0,2,0,0,0,1,3,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
TCGA-43-2576-01,86,91,43,1,57,9,7,15,1,25,0,171,1,401,820,52,21,0,41,11,0,131,9,0,494,1,0,91,5,10,2,11,3,2,35,3,0,1,21,125,1,11,41,58,20,33,20,15,6,2,1,30,2,0,16,495,0,2,0,10,49,2,0,10,1,12,16,7,5,5,27,0,2,7,0,1,7,0,0,4,175,1,2,230,29,38,3,0,6,25,1,11,0,2,40,0,403,5,51,52,2,0,0,0,0,0,4,12,0,1,1,0,1,0,0,843,1,24,1,2,3,0,5,0,1,816,1,1,0,242,18,0,0,0,5,0,0,3,18,0,0,230,0,3,3,0,7,1,0,1,14,0,0,8,0,0,0,0,9,0,11,0,1,1,0,0,2,0,0,1,0,1,0,3,1,0,2,4,0,0,0,0,0,1,0,2,0,0,0,0,0,26,66,1,1,0,10,0,0,0,0,0,0,0
TCGA-43-2578-01,1499,288,41,61,14,20,9,26,5,16,1,639,4,1206,331,115,27,5,35,458,5,82,62,0,303,2,0,61,40,325,3,1,7,34,41,4,23,99,28,167,7,111,272,19,125,34,341,9,0,3,0,93,9,1823,94,44,1,28,6,130,185,8,0,24,1,7,175,90,4,25,0,2,6,23,0,10,5,9,165,4,96,0,22,26,20,8,4,2,7,41,25,27,2103,6,62,1,2466,22,288,259,1,0,2,15,45,0,25,20,1,8,6,0,20,4,0,4,0,33,6,1,1,217,0,0,0,160,0,3,182,78,2,2,0,0,1,6,0,0,0,6,25,1,1,0,31,0,2,12,5,0,16,0,0,18,5,4,0,16,1,3,1,2,0,54,0,0,1,1,0,126,36,0,9,6,1,0,0,0,0,0,13,0,0,0,0,0,2,0,8,6,0,0,2,6,1,0,0,0,0,1,0,0,0,9
TCGA-43-2581-01,3,3,56,0,1,11,4,0,4,17,1,5,0,869,1038,0,10,0,0,17,1,24,6,0,343,2,0,0,0,10,0,2,0,12,60,28,1,0,45,0,14,0,0,8,0,14,17,12,0,0,0,13,2,2,3,24,0,0,2,0,239,2,0,2,2,9,83,4,0,13,1,0,0,3,1,0,3,0,62,89,1,0,41,34,394,0,1,5,3,84,4,6,13,10,9,0,331,9,100,1,0,0,0,1,4,0,2,1,0,0,2,0,6,1,0,17,0,0,0,0,7,4,2,0,0,34,0,1,0,799,1,0,0,0,0,0,9,5,0,0,326,1,0,0,1,0,6,1,0,1,0,0,0,1,0,0,0,1,1,0,0,2,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
TCGA-43-3394-01,2966,714,69,166,256,28,39,166,369,4,27,672,192,856,287,29,35,2,328,3432,0,97,55,3,612,131,0,60,46,244,5,87,0,24,16,11,96,140,50,249,2,9,5,29,1,144,23,7,2,212,10,240,4,53,150,212,10,38,7,8,83,7,0,24,13,336,34,161,4,146,76,24,11,11,6,11,6,14,126,17,65,0,1,143,93,5,11,2,8,11,1,101,175,54,27,3,1678,11,8,9,0,20,1,0,9,0,9,19,6,45,5,0,2,0,0,17,0,4,0,1,29,37,7,0,0,481,1,1,0,43,11,2,0,0,2,5,26,2,0,2,11,2,4,2,50,72,2,1,31,2,4,2,0,0,2,3,34,6,0,0,2,0,86,1,4,0,1,4,0,7,0,0,0,0,3,0,1,0,5,8,3,2,4,1,2,1,1,0,2,0,5,0,1,0,0,0,1,1,1,0,0,0,0,0
TCGA-43-3920-01,8092,443,92,197,594,50,11,64,96,57,3,689,236,1291,116,11,45,0,179,416,0,25,39,279,1772,5,0,0,15,47,0,22,0,13,30,4,19,67,27,405,1,1,110,227,10,16,152,369,8,4,19,134,0,66,12,3,5,4,64,5,24,2,0,8,2,66,15,3,3,77,7,3,15,20,4,1,3,69,67,81,77,0,9,16,95,5,5,9,28,23,8,3,2,6,3,1,307,11,29,26,0,2,0,0,2,0,7,9,1,4,2,0,6,0,2,32,1,68,0,0,1,5,5,0,0,5929,0,0,0,0,2,1,1,6,0,0,0,0,2,4,6,3,2,0,18,2,21,0,0,2,111,0,0,3,5,1,5,5,1,7,1,0,3,2,0,0,3,8,1,6,1,13,0,5,0,0,0,0,2,0,1,0,0,1,61,0,0,0,1,0,1,0,0,0,0,8,0,0,1,6,2,0,0,0
TCGA-43-5668-01,4,413,24,3,15,3,28,1,1,3,6,5,0,171,25,1,22,1,224,11,0,34,10,0,425,3,0,0,0,12,0,6,3,22,14,4,6,1,42,3,27,22,0,9,2,101,0,161,0,0,2,216,0,11,1,70,1,0,4,2,92,8,0,21,9,57,5,3,3,37,89,0,3,7,0,1,5,0,18,21,3,0,3,27,43,143,3,3,2,141,4,5,203,1,8,0,683,3,140,3,0,0,13,0,15,0,10,2,0,0,1,0,11,1,0,8,5,3,0,0,2,9,0,0,0,27,0,2,1,418,1,1,0,0,0,0,4,0,0,2,7,1,0,1,24,0,10,0,97,1,4,0,0,8,0,0,2,0,1,0,0,0,1,5,0,1,1,0,0,0,0,0,1,0,2,5,0,1,0,0,3,0,0,4,0,0,0,1,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,41
TCGA-43-6143-01,7722,373,234,897,59,13,79,407,41,13,15,37,1021,2990,44,165,79,4,665,209,1,146,79,339,772,3,2,110,11,93,5,11,1,46,18,2,13,16,37,31,7,29,44,15,0,55,46,0,27,43,2,144,6,402,67,5,7,62,177,11,1962,12,0,59,23,125,82,183,213,51,198,16,10,21,5,2,11,288,51,23,1504,1,9,25,65,0,29,4,2,11,58,187,10,395,363,10,1161,206,133,41,2,154,1,2,1,0,26,1,0,14,12,4,5,0,0,127,0,26,0,1,1,4,0,0,0,156,1,7,0,3,0,25,1,5,0,6,7,2,1,1,3,1341,1,5,7,97,9,16,22,1,585,20,0,1,3,1,7,14,1,1,1,6,50,0,0,0,0,4,1,10,2,2,0,0,0,4,0,0,98,1,2,16,0,316,0,3,0,1,0,2,0,2,0,0,31,0,1,0,0,1,0,8,1,229
TCGA-43-6647-01,3163,55,60,178,130,33,38,79,44,16,29,2,159,214,22,14,82,0,50,56,2,36,11,7,1090,105,0,28,20,73,2,49,1,2,19,2,0,0,4,0,0,13,23,109,1,19,8,46,0,60,3,226,0,0,0,21,0,9,3,57,110,3,4,28,10,10,20,38,5,28,2,2,1,1,0,1,13,0,345,15,4,0,22,49,19,60,2,8,2,1,0,996,31,23,57,24,1385,16,14,1,0,0,1,0,0,0,1,128,0,5,0,1,7,0,0,59,0,22,0,1,4,1,1,0,0,81,0,1,3,4,1,3,14,0,1,0,1,0,0,5,0,0,0,2,1,4,24,2,0,0,50,12,0,0,1,3,2,0,5,1,0,2,3,0,1,0,9,0,2,1,1,5,2,11,0,2,0,8,0,1,0,0,3,0,0,1,0,44,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0
TCGA-43-6770-01,9163,477,101,446,89,43,56,297,205,23,9,1795,120,1845,271,64,14,2,58,2993,1,63,31,10,892,99,1,7,40,86,4,110,3,83,19,9,7,164,15,361,3,155,51,111,3,27,23,0,4,3,199,110,6,8,52,24,9,27,44,1,123,3,9,42,3,65,23,36,2,292,2,13,8,10,9,15,82,3,345,26,7,1,37,123,94,1,15,0,2,15,19,261,90,105,44,14,3072,10,42,12,1,34,0,1,6,0,6,108,2,20,6,0,11,1,2,18,0,6,1,0,14,21,15,0,2,2010,3,6,7,33,4,1,13,6,1,11,12,1,0,15,45,1,5,6,25,71,44,8,1,4,2,12,1,2,3,3,0,2,0,14,1,8,0,8,2,1,4,4,0,0,6,2,2,0,0,0,10,0,0,15,1,0,1,1,7,1,0,0,5,7,2,0,0,0,5,1,1,1,4,2,0,0,0,1
TCGA-43-6771-01,3587,2,74,0,0,20,54,29,166,4,35,4,0,786,60,1,119,0,7,7,1,305,18,0,327,0,0,0,1,20,2,415,0,1,9,3,0,2,822,1,0,292,5,193,103,9,0,13,15,27,23,33,0,2,5,140,0,114,8,11,49,1,12,24,14,7,9,2,18,37,0,2,0,2,0,2,559,0,115,8,3,0,19,201,110,30,14,4,1,0,1,19,46,33,4,0,610,11,0,108,0,0,1,0,1,0,0,9,0,1,0,1,3,2,0,513,1,18,1,0,3,0,2,0,0,394,0,0,3,0,4,1,0,0,2,2,13,0,15,1,0,0,39,0,1,0,33,0,1,0,2,1,0,0,0,0,0,0,1,2,0,1,1,0,0,2,18,0,12,2,0,6,0,38,0,0,0,2,2,6,0,0,0,2,0,0,0,3,2,1,0,0,3,0,0,0,0,1,0,0,0,2,0,0
TCGA-43-7656-01,2571,172,133,338,83,24,40,39,39,25,28,3,8,1751,20,1,4,4,52,23,0,28,64,0,561,0,0,25,18,325,0,1,0,15,20,10,23,328,10,202,5,3,11,7,1,39,5,2,3,2,1,47,2,24,27,1,1,3,290,0,224,3,0,13,1,6,7,0,4,44,0,3,4,7,8,1,36,35,7,5,5,1,2,195,328,0,15,1,2,19,14,4,1,22,10,4,1646,1,41,1,0,1,0,0,3,0,11,8,0,2,2,1,26,0,1,1,0,31,2,2,1,15,0,1,2,2070,2,1,2,0,0,1,0,8,0,2,0,0,1,7,0,0,1,1,0,5,1,4,1,1,197,1,0,0,3,0,4,2,1,163,0,0,3,3,1,0,1,0,0,1,0,0,5,0,0,6,0,1,0,0,1,0,1,28,0,6,1,1,0,1,0,67,1,0,0,2,38,0,0,0,0,0,0,0
TCGA-43-7658-01,94,67,124,21,1,5,16,44,5,5,0,221,350,1549,97,2,26,6,0,1075,1,132,101,0,591,2,9,846,0,45,1,2,13,49,51,5,31,76,8,0,72,109,101,0,2,226,30,0,21,25,0,29,2,460,4,23,8,20,663,6,111,9,0,2,23,25,83,48,9,128,91,5,16,38,9,11,6,0,11,3,6,0,9,629,40,1,8,1,1,13,36,9,44,18,201,1,2217,65,65,0,0,900,0,8,3,0,41,14,4,0,7,1,136,0,0,2,0,5,1,10,2,0,0,0,0,2821,4,6,9,18,1,15,10,0,1,2,2,2,3,0,2,1,1,11,9,0,1,2,3,0,58,2,0,7,200,4,11,0,1,35,1,0,4,3,0,0,3,26,0,176,0,0,1,14,0,3,1,0,0,7,0,0,0,1,0,0,0,2,0,0,2,112,1,5,0,3,65,0,0,1,0,0,0,0
TCGA-43-8115-01,492,188,58,195,83,16,6,30,141,17,3,896,75,220,12,47,48,0,18,1454,1,51,27,218,911,71,0,58,17,28,1,17,5,11,16,0,3,26,15,73,3,67,19,22,8,22,23,5,1,9,1,75,0,72,12,19,0,4,7,1,83,4,1,14,13,47,31,17,4,39,0,2,4,3,4,1,3,1,140,18,25,2,1,26,14,0,4,2,2,36,7,9,1,21,46,0,1442,2,87,8,0,0,0,3,0,0,8,4,1,5,2,0,27,0,0,13,4,46,1,1,0,4,1,0,4,147,0,2,19,6,4,1,0,1,0,6,1,0,3,1,4,1,0,1,3,0,10,1,7,1,58,1,1,2,0,0,6,2,7,3,1,1,3,3,2,1,1,19,0,0,1,3,0,0,0,1,0,1,1,4,0,0,0,8,0,0,0,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0
TCGA-43-8116-01,7581,212,28,214,49,5,15,113,19,9,13,387,217,917,21,105,8,2,0,120,1,41,28,22,205,45,0,0,6,12,1,4,0,6,7,1,2,8,3,4,0,1,0,7,0,5,5,5,1,1,0,164,3,30,1,2,1,1,2,0,53,0,5,28,3,7,5,8,10,63,8,7,3,3,0,2,3,17,20,2,77,0,8,52,3,1,4,4,3,7,7,315,17,7,6,2,540,497,12,1,0,0,0,0,1,0,1,16,0,27,0,1,31,0,0,48,0,14,0,0,1,9,0,0,0,1766,1,0,3,15,2,0,0,0,1,2,1,1,0,4,5,0,0,1,1,3,1,1,1,0,159,15,2,1,1,0,1,1,0,3,0,1,5,1,0,3,0,1,0,3,0,0,5,6,0,1,0,12,2,0,0,0,0,0,0,0,0,0,1,12,0,0,1,0,0,0,0,0,0,1,0,50,0,0
TCGA-43-8118-01,2120,422,128,141,54,5,38,113,213,9,82,966,82,1132,288,0,225,2,150,996,0,138,54,1,478,27,1,74,8,165,3,1010,3,12,19,7,0,9,11,136,4,39,4,27,34,19,0,0,3,113,375,142,1,1,22,56,14,6,4,12,160,5,4,28,1,37,34,86,0,102,2,5,9,6,9,27,6,1,80,24,75,0,31,46,81,0,1,0,3,2,11,457,98,73,11,4,1016,36,5,41,0,0,0,9,5,0,1,20,0,24,1,0,0,0,0,13,0,0,1,0,0,3,3,0,0,402,0,3,4,122,0,1,0,4,1,1,6,1,0,7,26,1,8,2,56,8,6,5,3,1,2,7,0,1,0,6,1,1,1,1,1,1,7,1,4,1,1,0,0,1,0,2,4,0,0,5,0,1,7,1,0,0,0,4,0,0,0,2,0,1,8,0,1,0,0,1,0,0,0,0,0,0,0,0
TCGA-43-A474-01,6469,229,141,242,123,8,12,500,178,2,38,760,7,1401,16,13,8,2,112,127,0,128,30,2,142,128,0,109,0,2082,1,28,3,19,144,6,17,61,199,409,0,2,1,33,3,26,82,18,1,1,4,16,19,43,23,40,2,21,90,10,37,0,3,2,2,26,8,106,138,10,0,3,3,3,5,2,8,2,606,113,2,0,11,194,72,1,9,1,23,19,13,3,1,9,51,3,603,4,20,6,0,0,0,0,0,0,3,3,0,66,0,0,0,0,8,66,0,0,0,0,0,3,0,0,0,19891,0,0,32,2,0,0,2,0,3,7,3,0,0,13,3,0,6,0,40,0,7,0,0,4,1,10,0,2,0,1,10,1,2,0,0,2,0,2,0,5,6,0,3,1,0,1,0,1,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-43-A475-01,9666,757,148,369,41,12,42,55,81,33,5,787,45,2187,62,5,3,4,0,1612,0,22,49,0,734,10,0,17,4,31,2,1,1,8,11,7,13,44,4,213,8,10,1,5,0,10,13,4,0,7,1,302,5,2,7,1,0,2,1,9,135,13,0,47,44,57,1,2,1,452,1,3,6,9,1,4,10,1,325,44,5,1,2,89,31,1,15,0,5,22,22,3,20,21,21,1,4358,18,36,3,0,5,0,1,1,0,5,11,6,5,0,1,0,0,5,0,1,21,0,0,2,4,0,0,6,226,0,2,0,11,4,21,0,3,0,10,2,1,0,12,6,0,0,1,1,0,10,0,1,3,2,5,0,0,1,8,0,0,2,2,0,1,0,0,1,1,0,1,2,0,9,0,231,0,0,6,2,0,2,0,0,0,0,1,6,0,0,0,0,0,1,0,0,0,1,1,0,6,1,2,0,0,0,1
TCGA-43-A56U-01,1692,108,79,141,34,39,41,29,68,76,4,249,79,1079,86,3,37,2,50,76,0,33,43,0,580,34,2,14,7,54,3,29,0,12,25,2,0,6,29,107,5,10,22,31,10,14,17,44,3,12,1,238,6,13,3,20,0,7,22,6,380,1,0,20,1,6,25,34,50,78,0,15,4,4,3,11,25,8,34,21,24,0,2,51,65,0,2,2,4,12,9,143,17,40,18,5,4249,7,48,11,0,0,2,0,190,0,7,39,25,6,5,1,6,2,4,34,0,175,23,0,1,704,2,1,4,1480,0,1,7,8,6,0,0,0,0,24,1,1,3,3,1,14,3,4,56,0,2,2,1,0,123,2,9,2,1,2,1,35,2,1,0,4,1,24,1,0,1,1,1,0,4,2,0,0,0,1,1,1,0,0,7,1,0,3,0,1,6,0,1,2,0,0,3,1,0,0,0,0,0,4,0,0,0,1
TCGA-46-3765-01,4331,146,93,188,53,22,34,365,151,7,10,417,193,706,102,473,18,0,81,760,0,31,28,1,448,13,4,4,24,20,1,199,0,22,15,2,4,42,17,158,6,40,3,31,1,13,11,0,20,1,4,119,0,0,4,2,12,17,11,1,38,0,3,9,1,79,72,20,0,52,0,13,16,6,16,5,14,11,102,22,54,0,8,24,19,0,3,4,1,4,2,16,43,4,3,3,1227,13,10,16,0,0,0,1,1,0,9,7,0,29,0,0,1,0,0,15,0,3,0,0,0,0,0,0,3,6232,0,0,3,28,0,0,0,1,0,0,1,0,0,1,6,4,7,2,23,5,3,1,0,0,1,21,0,1,1,5,2,0,3,0,0,1,0,8,0,1,0,0,0,0,1,3,0,0,0,1,0,1,3,15,0,0,0,1,0,0,0,1,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0
TCGA-46-3766-01,1018,55,24,34,48,24,7,13,37,16,1,185,106,173,307,2,7,2,2,162,0,24,1,0,729,1,0,0,3,5,0,4,2,2,7,2,0,0,8,4,3,13,27,113,0,8,116,7,0,0,0,119,2,0,4,2,0,20,60,5,70,5,0,2,0,9,29,15,13,8,0,0,1,1,1,3,20,0,51,14,5,0,3,14,10,5,2,4,0,2,3,24,197,36,16,1,471,15,1,13,0,0,0,2,8,0,0,5,0,7,2,0,0,0,0,45,0,64,0,2,4,31,3,0,5,422,0,3,6,37,0,0,0,0,0,0,1,0,0,1,47,0,0,9,5,5,17,11,0,0,269,0,0,0,1,0,1,1,1,1,0,0,4,2,0,1,11,0,0,0,1,7,0,3,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0
TCGA-46-3767-01,2322,223,32,93,120,61,18,16,85,25,4,265,196,177,310,2,20,0,0,301,0,44,13,0,1211,3,1,111,17,21,0,20,2,6,29,8,8,13,15,161,1,8,32,55,1,31,28,62,0,1,2,148,2,2,6,9,2,36,19,4,133,2,0,7,4,9,23,5,29,15,0,0,2,6,0,3,10,1,77,45,43,0,5,20,8,2,5,6,1,6,6,81,120,41,21,0,586,6,26,12,1,0,4,1,0,0,1,60,3,2,1,0,12,0,0,14,3,45,0,3,1,0,4,2,5,629,6,1,8,25,2,0,0,0,1,1,1,2,3,2,27,42,0,2,1,11,18,24,0,0,133,2,1,2,2,0,1,6,2,0,0,0,5,7,0,0,6,0,0,0,0,6,1,5,1,1,0,9,0,0,0,2,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-46-3768-01,1009,828,42,42,41,5,57,87,41,6,26,1268,54,543,78,43,0,0,0,5155,0,83,20,3,222,10,1,18,3,43,0,3,7,25,1,0,2,53,0,20,4,8,0,19,0,20,0,5,0,5,4,72,1,9,90,8,0,47,0,1,97,0,0,0,21,101,94,992,1,15,7,13,5,11,5,21,4,3,346,1,3,0,0,146,12,0,8,1,0,4,1,58,22,5,61,0,890,3,3,10,0,1,0,0,0,0,2,15,7,0,1,0,2,1,0,4,0,6,0,0,0,2,5,0,0,39,0,0,593,25,1,0,0,0,0,1,0,0,0,1,10,0,7,2,15,3,5,4,0,0,3,2,0,1,1,0,2,0,0,0,2,1,0,6,1,1,0,0,0,3,1,0,0,1,0,0,2,0,0,0,0,14,0,1,0,0,0,0,0,0,1,0,11,0,0,0,0,0,25,0,0,0,0,0
TCGA-46-3769-01,1010,12,56,21,4,7,39,385,5,9,30,34,3,424,146,0,47,1,62,55,0,17,16,0,751,1,0,1,6,11,0,332,0,4,22,3,0,2,34,275,3,1539,5,557,134,66,75,64,2,37,0,222,6,7,83,31,0,80,2,18,21,0,3,6,12,12,17,84,1,9,28,3,10,0,0,13,17,23,18,6,497,0,257,616,4,22,11,31,9,39,0,10,14,5,224,0,59,36,2,27,0,1,0,0,0,0,2,1,1,1,0,0,2,0,0,172,0,97,0,4,6,1,1128,0,5,70,0,0,2,2,0,2,0,0,1,1,4,0,5,0,0,0,60,0,19,0,0,0,1,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,2,8,0,7,16,0,1,0,0,40,0,0,10,1,0,12,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,9,0,1,0,0,0,0,0
TCGA-46-6025-01,21610,262,55,239,146,24,151,230,225,8,37,626,511,1487,29,5,107,8,0,225,0,119,39,2,355,94,0,0,16,144,2,27,6,16,53,2,2,545,233,2,8,16,124,29,7,17,156,232,2,4,6,61,6,20,108,85,6,733,7,5,65,0,24,21,1,108,16,326,24,73,0,9,2,13,10,6,46,0,297,191,65,2,2,409,134,1,45,1,4,0,6,259,10,90,143,2,359,27,40,8,0,1,1,1,9,0,2,41,1,16,2,1,0,2,1,18,0,35,0,1,0,1,1,0,0,99,0,2,5,24,2,10,0,1,0,1,2,0,0,5,5,0,1,0,106,1,11,2,0,0,0,0,0,0,0,0,0,5,1,0,22,0,0,2,5,2,1,8,4,0,1,5,2,0,0,0,0,8,1,2,0,0,2,0,13,0,0,2,3,0,4,0,1,0,3,0,0,0,0,0,0,0,0,0
TCGA-46-6026-01,6222,602,225,227,88,37,20,38,17,16,1,2544,250,855,61,5,34,4,422,1252,0,66,87,1,548,18,29,867,295,679,11,44,34,16,31,0,1,15,35,6,6,94,32,53,33,243,3,0,79,186,13,150,6,77,18,21,30,8,320,45,210,0,8,88,59,63,35,34,53,48,2,14,15,8,13,217,9,4,95,4,64,1,5,23,1045,136,8,0,2,0,6,61,34,16,16,27,19830,9,301,3,0,13,0,0,79,0,7,39,6,235,12,1,9,0,2,1,0,1,10,1,0,357,39,0,405,49759,3,8,71,6,5,3,2,1,7,0,9,0,2,72,4,0,45,1,62,2,1,1,1,2,30,17,1,0,0,2,2,27,0,0,12,2,53,9,1,4,1,3,2,25,0,0,0,0,0,8,0,0,11,4,6,33,4,0,4,1,2,1,0,0,0,9,0,0,2,1,3,3,2,0,0,0,1,1
TCGA-51-4079-01,3205,239,46,103,99,8,101,41,690,11,60,296,14,523,204,6,11,0,49,861,0,79,10,1,397,17,0,0,6,24,0,80,4,3,11,8,1,79,14,47,1,15,0,31,0,5,140,1,7,0,8,73,2,1,12,37,2,38,13,2,17,0,1,10,2,37,8,53,22,25,1,13,1,0,8,16,25,60,144,0,8,0,6,12,36,1,21,0,1,1,1,60,143,2,42,8,170,27,68,48,1,5,0,0,0,0,0,6,3,10,0,0,0,0,2,7,0,6,0,0,2,1,2,0,0,247,2,0,0,43,1,0,2,1,1,0,1,0,0,2,32,0,2,1,6,1,1,2,6,2,3,5,0,0,0,0,1,3,4,0,3,0,4,2,1,1,0,0,1,6,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1
TCGA-51-4080-01,1849,847,93,487,65,4,74,257,343,7,59,1096,2,1479,49,14,4,0,146,1867,0,28,20,0,442,39,1,83,41,67,1,686,5,21,4,9,9,97,13,0,0,303,0,6,1,15,5,0,0,4,14,128,0,2,18,37,47,2,11,13,25,0,1,2,1,65,32,5,3,161,1,6,2,1,4,16,9,35,268,0,0,0,32,28,41,3,3,1,6,6,5,37,3,6,58,11,597,8,8,14,0,198,0,1,0,0,1,1,21,0,2,0,1,3,0,0,0,1,0,0,22,3,37,0,6,1350,0,0,0,12,2,0,1,1,1,3,0,0,0,1,5,0,5,1,11,1,1,1,0,0,0,7,0,1,1,7,29,0,0,0,0,2,0,9,1,1,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,28,1,1,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0
