35,2,53,140,156,61,13,358,319,91
-0.14418292,-0.082855307,0.096307464,-0.12781851,0.069462709,-0.117407359,-0.000409071,-0.265462041,0.100397915,-0.088232771
-0.04014869,0.107690297,-0.030234961,0.134240091,-0.037649643,0.13226375,-0.236068398,0.108788311,0.023904767,0.136791751
