42,177,322,436,198,121,47,416,421,382,165,
0.060253151,0.134634152,0.073751025,0.045703385,0,0.146074519,0.156086519,0.148720488,0,0,0,1
0.030728213,0.006291667,0,0,0.047172092,0,0,0,0.030829938,0.066317283,0,1
0,0.143698379,0.03257557,0,0.014077749,0,0,0,0,0.109045766,0,1
0,0.007426132,0,0,0,0,0,0,0,0,0,1
0.188925698,0.32717526,0.135563314,0.053828437,0.229350701,0,0.080594607,0.050738171,0.031577241,0.044878431,0,1
0,0,0,0,0,0,0.11387974,0,0,0,0.11809694,1
0.030100729,0.028182769,0,0,0,0,0,0,0,0,0,1
0.030525997,0.013431747,0,0,0,0,0,0,0,0.009302074,0,1
0.115371801,0.053062603,0,0.052046463,0,0.144358039,0.073280878,0.109618559,0,0.069834225,0.060674064,1
0.152792633,0.122239463,0.14180167,0.080639973,0.023753524,0.228409126,0.057533659,0.101270244,0,0.147331923,0.021203466,1
0.027644405,0,0,0,0,0,0,0.013437107,0,0,0,0
0.022421405,0.167256534,0,0,0,0,0,0,0,0.072706252,0,0
0.040645882,0.072090775,0,0,0,0,0,0.004304972,0,0,0,0
0.088502273,0.048298754,0.004677482,0,0.009166609,0.086870156,0.090535074,0.088827312,0,0,0,0
0.015324416,0.016179059,0,0,0,0,0,0.0077026,0,0,0,0
0.022711646,0.004738266,0,0,0,0,0,0,0,0,0,0
0.010225225,0.259881228,0.281042814,0.117868528,0.139878005,0.0569098,0.123090938,0.054407418,0,0.187441573,0,0
0.025271699,0.013785833,0,0,0,0,0,0.031804197,0,0,0,0
0.023404712,0.004906598,0,0,0,0,0,0.041293971,0,0,0,0
0.014203651,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.106702253,0,0,0.108618081,0.075103298,0
0.053523738,0.039332476,0.017447943,0.027123652,0,0.027476933,0.054518335,0.124936797,0,0,0,0
0,0,0,0,0,0,0.183526993,0,0,0.158033252,0.317751288,0
0,0,0,0,0,0,0.005482987,0,0,0.002772441,0.042337656,0
0.042120557,0,0,0,0,0,0,0.054781366,0,0,0,0
0.034890536,0,0,0,0,0,0,0.052561697,0,0,0,0
0,0,0,0,0,0,0.018592481,0,0,0,0,0
0.013904693,0.148539007,0,0,0,0,0,0,0,0.045782089,0,0
0.040249109,0.085776307,0,0,0,0.003711869,0,0,0.007496078,0.104834698,0,0
