,MIR205HG,LANCL1-AS1,DLX6-AS1,LINC00491,AP000866.2,POU6F2-AS2,AC027288.3,ADAMTS9-AS2,LINC00968,AC011374.1,ADAMTS9-AS1,NAGPA-AS1,AL513123.1,SOX21-AS1,PVT1,SFTA1P,LINC00393,AL355388.1,LINC00355,AL358334.2,SOX2-OT,AC105206.1,RBPMS-AS1,AL139385.1,AC078778.1,AL512662.2,LINC00392,AL162511.1,MAGI2-AS3,NAALADL2-AS2,AP000438.1,HOTAIR,AC008268.1,VIPR1-AS1,LSAMP-AS1,C10orf91,MED4-AS1,LINC00520,AC093510.2,MIR130B,AC006238.1,HOTTIP,LINC02555,PART1,LINC00470,AL033519.3,BCRP3,UCA1,AL157895.1,LINC01705,AP000357.2,LINC00337,MIR31HG,MIR137HG,AL163952.1,LINC00462,LINC00472,LINC02489,LINC00163,LINC00461,AP002478.1,KCNH1-IT1,GDNF-AS1,AC079467.1,LINC00536,C1orf132,C5orf64,IL20RB-AS1,AP000525.1,LINC00466,AC078802.1,AC087612.1,MUC2,LINC00173,AC061975.6,LINC02544,MLIP-IT1,AC012640.1,LINC02471,AC073352.1,AC025211.1,MYO16-AS1,NOVA1-AS1,WNT5A-AS1,RBMS3-AS3,ERVMER61-1,AC135178.1,AC062015.1,LINC00518,LINC00184,LINC00211,STEAP2-AS1,WASIR2,AC097717.1,LINC00504,LINC00261,STEAP3-AS1,AC006305.1,MIAT,CCDC26,LINC01269,HCG21,AL021395.1,AL357518.1,SSTR5-AS1,RMST,AC004832.1,PRICKLE2-AS1,AP000553.1,LINC01671,AL161908.1,LINC00534,C20orf166-AS1,PRICKLE2-AS2,MYCNOS,PLCH1-AS1,POU6F2-AS1,LINC00460,AC025431.1,LINC00525,HHATL-AS1,KCNQ1-AS1,GRM5-AS1,AL122019.1,SRGAP3-AS2,LINC01612,FAM138B,LINC00051,H19,NAV2-AS2,AP003064.2,AC092811.1,NKX2-1-AS1,LINC00501,TDRG1,CHODL-AS1,LINC00492,AL139819.1,TBL1XR1-AS1,LINC00319,ATP11A-AS1,AC080129.1,KCNQ5-AS1,ATP13A4-AS1,LINC00221,LINC01160,AC011483.1,LINC00443,AC128709.1,ADARB2-AS1,AC112721.1,LINC00469,AC006372.1,RRM1-AS1,AC022762.1,CNTN4-AS1,TLR8-AS1,KIAA0087,AC069281.1,LINC00237,FAM181A-AS1,FNDC1-IT1,KIRREL3-AS1,AC100791.1,LNX1-AS1,AL161645.1,AC007207.2,CHL1-AS1,PLCH1-AS2,AL136131.2,ANO1-AS2,AC092422.1,C11orf44,LINC00303,GRM7-AS3,AC079070.1,LINC00488,LINC00524,LINC00113,LINC00485,AL772363.1,C7orf65,LINC00308,LINC00052,AL356310.1,C8orf49,IGSF11-AS1,C12orf77,NRG1-IT1,LINC00276,AC096637.1,AL356056.1,KCNAB1-AS2,AL033381.1,AC012050.1,LINC00404,CLDN10-AS1,NAV2-AS5,LINC00320,KIRREL3-AS3,LINC00354,GPR50-AS1,AC068756.1,C17orf77,AC112518.1,AL139002.1,CLYBL-AS1,LINC00458
TCGA-46-6025-01,21610,5,262,239,9,146,14,24,6,225,8,6,37,626,1487,29,5,8,0,105,225,0,8,119,39,4,2,5,355,94,0,0,0,22,16,144,2,27,6,16,2,2,10,545,2,1,8,16,4,29,3,17,156,232,4,6,61,0,6,20,108,6,7,1,5,65,0,24,21,1,108,0,24,73,0,9,9,2,19,13,10,6,0,297,191,65,2,5,1,45,1,4,0,6,259,10,90,2,359,27,8,0,1,1,1,1,9,0,2,12,1,16,2,1,0,2,1,18,0,35,0,1,0,3,1,1,0,0,99,0,2,5,24,2,10,0,1,0,1,2,0,0,5,5,0,8,1,0,106,1,11,2,0,0,0,0,0,0,0,0,5,1,0,22,0,0,25,2,5,2,1,8,4,0,1,5,2,0,0,0,0,8,1,2,0,0,2,0,13,0,0,2,3,0,4,0,1,0,3,0,0,0,0,0,0,0,0,0
TCGA-46-6026-01,6222,33,602,227,22,88,11,37,3,17,16,0,1,2544,855,61,5,4,422,39,1252,0,40,66,87,9,1,10,548,18,29,867,1,35,295,679,11,44,34,16,0,1,4,15,6,48,6,94,29,53,16,243,3,0,186,13,150,3,6,77,18,30,320,7,45,210,0,8,88,59,63,1,53,48,2,4,14,15,2,8,13,217,4,95,4,64,1,1,136,8,0,2,0,6,61,34,16,27,19830,9,3,0,13,0,8,0,79,0,7,21,6,235,12,1,9,0,2,1,0,1,10,1,0,3,357,185,0,405,49759,3,8,71,6,5,3,2,1,7,0,9,0,2,72,4,0,4,45,1,62,2,1,1,1,2,17,1,0,0,2,2,27,0,0,12,2,53,24,9,1,4,1,3,2,25,0,0,0,0,0,8,0,0,11,4,6,33,4,0,4,1,2,1,0,0,0,9,0,0,2,1,3,3,2,0,0,0,1,1
TCGA-51-4079-01,3205,10,239,103,18,99,10,8,5,690,11,8,60,296,523,204,6,0,49,65,861,0,51,79,10,8,1,9,397,17,0,0,11,2,6,24,0,80,4,3,8,1,29,79,47,2,1,15,24,31,9,5,140,1,0,8,73,9,2,1,12,2,13,34,2,17,0,1,10,2,37,1,22,25,1,24,13,1,62,0,8,16,60,144,0,8,0,11,1,21,0,1,1,1,60,143,2,8,170,27,48,1,5,0,1,0,0,0,0,43,3,10,0,0,0,0,2,7,0,6,0,0,2,0,1,11,0,0,247,2,0,0,43,1,0,2,1,1,0,1,0,0,2,32,0,3,2,1,6,1,1,2,6,2,5,0,0,0,0,1,3,4,0,3,0,4,5,2,1,1,0,0,1,6,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1
TCGA-51-4080-01,1849,17,847,487,12,65,7,4,8,343,7,1,59,1096,1479,49,14,0,146,42,1867,0,22,28,20,0,0,7,442,39,1,83,1,14,41,67,1,686,5,21,9,9,3,97,0,3,0,303,5,6,2,15,5,0,4,14,128,0,0,2,18,47,11,3,13,25,0,1,2,1,65,7,3,161,1,6,6,2,2,1,4,16,35,268,0,0,0,0,3,3,1,6,6,5,37,3,6,11,597,8,14,0,198,0,0,1,0,0,1,2,21,0,2,0,1,3,0,0,0,1,0,0,22,19,3,171,0,6,1350,0,0,0,12,2,0,1,1,1,3,0,0,0,1,5,0,476,5,1,11,1,1,1,0,0,7,0,1,1,7,29,0,0,0,0,2,0,1,9,1,1,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,28,1,1,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0
TCGA-51-4081-01,1563,15,754,112,12,205,15,21,7,291,6,1,53,1022,902,87,6,3,8,86,891,0,26,137,55,1,1,3,486,8,0,46,0,33,14,107,2,154,1,16,1,10,1,78,61,0,5,331,12,67,0,7,6,2,75,12,180,1,0,11,2,15,95,0,2,14,0,0,38,2,23,3,16,212,2,24,9,2,1,14,3,2,0,478,9,2,1,1,0,9,1,3,19,4,21,2,16,1,3361,7,63,0,4,0,18,0,6,0,14,8,7,0,1,0,1,0,1,11,0,1,0,0,5,8,4,6,0,0,2481,0,1,2,15,1,0,2,0,1,3,0,0,0,6,0,0,25,9,0,18,3,4,0,2,4,0,0,0,1,10,4,3,4,1,0,1,4,0,13,0,1,2,4,5,0,0,0,0,0,0,0,1,0,0,0,0,0,3,9,2,5,0,1,0,0,2,0,0,0,2,1,0,6,20,0,0,0,0,2
TCGA-51-6867-01,3730,14,637,183,20,48,30,26,38,87,9,1,16,1449,644,94,42,0,171,22,2453,0,81,25,26,4,1749,2,672,23,0,22,0,13,131,201,1,14,6,14,4,15,3,212,219,1,2,224,16,9,2,16,2,3,3,3,1068,0,2,53,62,15,23,1,1,97,1,4,36,7,163,10,6,99,9,15,3,5,5,19,13,1,40,282,62,239,0,276,1,37,1,5,12,1,200,27,19,6,313,2,53,0,0,0,2,0,9,0,4,28,5,14,0,0,3,2,0,4,0,4,0,0,0,4,3,1,0,1,432,0,1,1,14,2,2,1,2,0,2,2,1,0,5,5,291,3,3,0,53,22,7,4,42,1,0,0,1,0,1,2,1,1,0,2,1,7,3,1,1,0,0,17,1,13,1,1,3,1,2,1,0,4,6,1,0,7,0,0,9,1,0,3,2,0,2,0,0,3,2,0,0,2,0,1,0,0,0,23
TCGA-52-7622-01,6881,72,497,185,40,119,96,40,51,177,86,21,50,888,2841,810,8,10,0,70,12280,4,88,108,37,59,0,54,759,9,2,5,12,21,12,40,6,99,8,4,9,0,77,149,130,35,6,237,34,19,170,10,239,0,17,22,219,28,10,2,21,28,90,116,256,386,7,0,15,0,42,2,17,121,1,33,13,2,102,2,5,52,1,435,19,7,0,1,0,14,2,3,1,7,68,400,40,2,7719,31,60,1,1,2,1,4,10,0,4,88,0,16,4,0,0,0,1,24,1,10,2,0,1,0,13,20,0,1,570,0,9,27,101,2,1,0,0,0,3,0,2,0,7,233,0,14,6,0,17,5,5,3,2,0,0,1,4,0,0,0,7,1,2,2,0,15,105,3,1,0,4,2,1,1,2,1,0,0,2,0,3,1,0,4,1,0,0,0,0,1,0,0,0,3,2,0,3,0,1,3,0,0,2,0,0,0,0,0
TCGA-52-7810-01,13838,2,63,0,6,4,21,5,6,80,5,1,44,617,1425,17,5,0,2,178,92,0,9,153,6,3,1,2,148,12,0,21,0,10,33,126,6,13,2,22,2,2,0,15,145,0,0,19,4,77,0,8,49,24,19,4,78,0,0,3,5,41,20,1,0,28,2,2,97,0,23,14,9,28,4,9,2,2,1,2,8,9,0,18,15,1,0,0,13,4,4,0,0,0,984,7,44,4,271,29,4,0,0,0,0,0,0,0,26,4,0,6,0,0,5,0,1,68,0,0,0,0,2,6,1,1,0,10,264,0,0,16,0,2,1,0,0,1,2,0,0,6,1,1,0,192,1,0,4,4,4,0,2,2,1,2,0,0,0,0,4,3,1,1,1,2,6,34,5,5,1,1,7,0,6,3,0,24,0,1,0,0,0,7,0,5,0,2,0,0,0,1,16,0,0,0,0,0,1,0,1,15,0,0,1,0,0,0
TCGA-52-7811-01,1525,17,57,206,13,83,12,28,18,249,44,10,27,87,788,386,6,0,166,146,110,0,56,133,13,17,1,30,683,88,1,4,3,9,9,79,1,57,2,7,3,2,32,177,120,15,1,63,14,29,60,19,53,105,2,16,90,17,3,5,15,4,10,67,8,52,2,15,11,1,22,281,1,23,0,23,1,2,46,1,3,4,5,139,21,68,3,22,1,8,0,1,3,4,153,191,14,1,186,13,34,0,0,7,1,6,17,0,0,61,0,2,0,0,1,1,0,22,2,6,2,0,2,0,55,16,0,0,592,1,0,4,71,1,0,0,2,1,3,1,0,1,3,48,0,31,3,0,6,0,1,30,1,10,1,2,0,0,0,3,7,2,0,0,0,3,108,0,4,2,0,0,14,1,1,2,0,1,0,2,0,0,0,0,1,3,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,4,0,0
TCGA-52-7812-01,34,5,2,86,15,2,16,6,8,0,13,3,0,2,1267,213,0,2,1,1,43,0,22,7,32,5,1,39,230,48,0,0,7,3,0,15,2,1,0,4,28,4,5,10,0,7,3,25,8,19,17,16,1,2,1,0,27,5,1,8,10,2,2,22,2,77,4,1,3,6,15,0,1,22,0,8,0,3,9,5,0,4,0,8,1,1,0,1,0,3,5,16,49,11,1,69,15,0,862,2,18,1,0,0,0,1,0,0,13,32,0,0,0,1,3,5,0,1485,0,59,0,0,15,0,0,7,0,0,47,7,0,2,897,3,0,2,0,0,1,3,0,0,2,21,0,16,0,0,3,0,1,6,0,0,0,2,0,0,0,0,0,1,0,1,1,1,6,2,1,0,1,0,7,0,0,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,181,0,0,0,0,0,14,0,0,0,0,0
TCGA-56-1622-01,1268,4,405,257,11,139,7,8,51,44,4,1,2,2057,327,14,1598,1,21,11,725,0,40,48,10,3,51,2,166,49,0,7,0,3,7,110,0,13,4,11,2,7,4,194,24,2,2,6,8,21,1,4,32,7,3,9,139,0,0,2,9,0,24,1,2,22,1,0,13,5,26,0,53,5,0,32,1,2,2,2,3,2,0,136,17,0,0,137,3,3,2,16,9,11,438,11,12,2,44,0,92,0,129,0,2,0,65,0,1,18,1,3,0,0,0,1,0,3,0,1,3,0,0,0,120,0,0,0,1884,3,2,0,3,4,0,4,1,0,3,1,0,0,5,3,0,2,0,0,0,11,0,0,1,0,0,0,4,0,0,0,3,2,2,0,1,1,12,2,0,2,2,3,0,0,3,2,0,0,0,2,1,0,0,0,3,2,0,1,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
TCGA-56-5897-01,2222,5,118,135,10,90,29,18,35,87,10,0,12,477,804,17,1,0,167,35,74,0,31,394,8,0,0,1,843,0,0,10,0,8,23,28,0,37,2,6,0,2,1,160,80,0,2,38,24,54,0,14,151,13,2,4,23,1,0,2,21,0,16,0,180,74,3,5,44,1,8,1,60,37,0,202,10,0,3,4,0,0,1,467,10,2,0,2,0,13,5,2,0,3,487,6,73,1,598,10,120,0,0,1,0,0,12,0,0,5,0,3,6,0,0,0,0,90,0,8,2,2,0,3,68,6,0,4,122,0,2,1,1,1,0,1,2,0,0,2,0,3,1,0,0,15,0,9,11,2,17,1,6,0,0,1,1,0,0,4,20,5,0,0,0,3,4,1,0,0,0,0,22,0,0,3,1,2,0,0,0,2,0,1,1,0,0,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,13,1,1
TCGA-56-5898-01,4589,28,394,139,32,20,40,12,12,67,3,29,21,907,9418,598,29,6,35,75,4476,1,68,84,10,15,720,57,267,6,2,2,5,21,23,99,0,94,4,9,6,0,106,13,178,31,13,28,26,95,71,3,9,0,86,97,108,21,1,2,3,50,73,30,1,107,2,1,58,1,28,353,4,32,0,22,6,1,47,2,3,50,6,77,9,0,0,255,3,6,2,1,7,2,546,250,214,4,2308,688,104,2,14,0,3,0,0,0,0,90,0,26,4,0,2,1,0,14,0,3,1,3,2,10,1,22,0,0,945,0,1,44,60,11,1,0,0,0,1,3,0,0,0,96,0,359,2,1,13,0,8,4,8,5,7,0,2,1,1,3,17,0,0,0,0,26,238,1,1,0,2,1,1,1,0,0,0,1,0,0,1,0,0,4,1,0,0,7,0,0,0,1,0,0,0,0,1,0,0,1,1,2,0,0,0,0,0,0
TCGA-56-6545-01,4329,41,277,560,15,136,66,39,126,56,37,16,0,683,381,276,1,0,45,21,289,1,65,12,25,17,0,24,970,39,0,24,20,18,10,46,0,56,2,18,7,5,44,10,163,8,6,77,37,72,31,23,111,1,3,1,114,8,3,0,8,3,55,11,35,82,5,2,38,1,35,0,0,208,0,45,4,5,37,3,6,11,0,327,28,122,2,37,12,3,8,1,3,4,8,139,52,4,889,11,1,0,0,4,0,3,2,0,2,90,3,2,6,2,8,1,1,43,1,97,0,1,0,1,1,2,0,2,1022,0,4,1,42,2,1,5,1,0,0,2,0,1,1,59,0,17,0,2,7,8,34,9,3,0,6,1,2,1,1,5,4,4,0,0,0,2,19,9,0,0,15,8,0,5,3,5,0,7,0,1,0,19,0,2,0,0,0,1,0,0,0,11,1,0,0,1,1,0,0,0,0,17,3,0,0,0,0,0
TCGA-56-6546-01,375,26,117,2,18,3,19,27,25,18,31,17,0,2327,487,459,0,2,0,0,1160,0,47,14,25,9,0,24,673,1,3,279,3,7,8,19,0,20,4,4,8,2,44,2,242,38,4,5,33,53,51,186,9,4,0,4,54,14,2,10,38,6,3,30,3,143,2,0,12,11,7,1,55,58,1,10,0,7,30,4,0,3,2,12,22,751,0,1,104,0,2,3,43,5,11,185,6,2,416,6,0,0,2,1,1,2,22,0,4,69,9,4,8,0,15,1,0,9,0,0,2,0,1,0,110,24,0,1,5287,0,5,2,189,0,10,0,0,0,0,1,0,0,1,14,1048,8,0,1,0,0,10,1,0,0,1,0,4,0,0,3,19,6,0,0,0,0,21,1,0,0,0,3,3,6,5,4,3,1,2,1,1,1,0,52,3,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,19,0,0,0,0,0
TCGA-56-7221-01,6853,19,1025,294,39,401,20,20,3,785,3,2,42,2251,1175,164,15,4,295,82,852,2,122,548,48,2,0,8,264,9,0,62,3,27,110,112,1,99,6,6,1,0,9,32,486,16,0,415,36,34,12,23,25,1,12,12,77,3,9,1,1,0,14,25,2,153,0,18,57,0,14,491,43,7,0,7,13,0,17,5,17,51,27,32,4,244,0,4,28,4,0,22,0,21,384,136,56,9,8527,5,107,0,6,0,136,4,191,0,2,84,0,102,4,1,0,2,2,44,0,1,16,0,1,12,899,9,4,6,128527,2,16,176,29,3,42,0,2,4,1,0,3,1,13,107,591,28,5,0,69,0,5,0,0,1,7,1,2,1,0,0,37,0,0,0,0,9,439,8,1,9,4,0,4,1,0,0,0,0,3,2,0,0,7,7,16,0,6,0,0,0,4,0,3,0,0,0,3,0,13,0,1,0,0,0,0,0,1,0
TCGA-56-7222-01,4425,24,0,278,13,112,8,2,14,87,13,9,20,299,1908,382,2,2,0,4,100,0,30,63,41,11,0,28,232,89,0,6,0,24,0,334,1,7,0,5,3,0,189,0,1,13,0,74,5,4,11,5,120,0,0,0,456,6,15,1,8,0,82,18,3,229,3,2,10,1,19,1,1174,11,0,1,0,1,116,2,12,4,0,26,8,16,0,11,24,23,3,3,15,3,1,76,31,0,143,2,7,0,4,0,176,3,1,0,4,15,2,4,0,0,0,0,2,12,0,19,0,0,0,0,4,16,0,0,157564,0,3,119,44,0,0,0,4,0,1,1,0,3,25,20,0,3,0,0,0,0,1,0,0,1,0,1,5,0,0,0,585,0,1,0,0,0,36,0,0,16,7,0,0,8,0,4,0,1,0,0,0,3,0,0,5,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0
TCGA-56-7223-01,629,22,5767,740,3,604,37,28,33,13,2,55,18,1856,2503,45,179,3,0,1,6829,0,5,132,161,2,1,49,567,1,1,28,5,42,140,742,9,28,7,33,4,3,1,25,868,1,5,256,3,5,0,58,55,1,38,85,73,1,1,59,349,29,24,3,8,52,13,2,199,5,32,1,8,22,21,15,1,21,0,36,14,38,310,671,63,440,0,16,1,2,0,5,57,125,50,197,17,3,78533,115,169,0,4,0,6,67,7,0,50,6,6,42,6,0,16,0,27,7,0,18,0,4,0,5,5,3,0,1,5761,0,4,919,11,1,4,3,0,3,6,2,3,31,1,1,0,6,8,2,14,28,2,3,10,3,27,0,1,22,0,10,36,0,42,0,1,0,3,16,5,4,0,14,0,317,0,0,122,3,0,5,3,1,14,8,3,10,1,1,1,0,0,1,0,0,0,0,1,14,0,9,0,1,0,1,0,0,0,2
TCGA-56-7579-01,4095,4,493,12,14,112,11,4,5,1156,4,0,7,578,1039,15,17,0,8,53,141,2,2,89,15,0,456,1,172,0,0,1,0,56,21,200,4,420,0,12,2,0,4,252,78,0,0,186,3,22,1,26,29,0,109,190,15,0,0,30,60,49,0,1,1,32,0,0,17,0,12,258,0,69,1,6,54,3,0,1,7,0,1,100,4,0,0,0,0,7,1,0,18,6,210,3,11,4,921,84,116,0,0,0,5,1,0,0,4,2,0,3,0,0,0,0,1,5,0,0,0,1,1,1,0,0,0,1,6203,0,0,1,0,5,1,3,0,1,7,0,1,0,0,2,1,718,19,1,46,0,0,0,1,0,0,0,1,0,3,0,0,4,2,1,3,68,2,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TCGA-56-7582-01,1829,13,280,156,10,150,20,15,1,332,10,1,16,590,804,4,199,0,28,83,443,1,20,130,21,2,324,0,281,10,0,34,0,10,17,27,0,80,8,7,4,4,1,173,131,0,2,101,12,11,0,4,15,2,194,5,29,0,0,2,2,10,38,0,6,34,0,11,0,4,52,100,5,39,0,10,19,0,0,0,1,11,7,333,16,0,0,2,0,18,0,4,1,1,902,0,72,4,549,21,37,0,8,0,13,0,2,0,0,4,7,8,0,0,3,0,0,4,0,3,0,1,0,6,1,2,0,39,85,0,2,1,4,2,0,0,0,2,0,0,0,0,8,0,0,191,3,1,15,8,1,0,0,3,1,0,0,0,2,1,0,1,0,0,0,0,0,0,2,0,2,0,1,1,0,0,2,0,0,2,2,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-56-7822-01,6883,21,253,290,17,238,38,9,6,69,10,7,58,597,1450,209,8,3,158,141,77,2,79,501,10,7,0,9,260,5,1,46,85,43,33,43,1,118,2,6,5,3,12,34,11,6,20,23,13,31,1,7,606,24,40,1,123,3,1,0,5,0,6,25,5,169,2,38,45,0,15,136,8,77,2,27,2,1,14,4,8,53,1,46,40,1,0,23,6,43,1,2,0,4,1093,61,83,2,127,18,35,1,0,1,0,2,22,0,1,59,1,20,1,0,2,0,0,57,0,6,3,0,0,6,147,13,0,2,223,0,5,19,22,1,0,0,2,0,1,3,1,9,1,22,0,3,5,37,29,19,2,4,5,1,1,0,4,0,0,0,10,0,0,1,1,2,26,11,3,2,2,1,18,4,3,0,0,0,4,0,0,5,0,1,2,0,1,0,0,0,0,53,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0
TCGA-56-8201-01,2115,3,27,61,9,25,0,24,13,3,12,1,2,9,335,67,0,0,0,41,3,0,2,119,22,0,1,1,479,0,1,25,1,1,0,29,0,13,0,17,2,0,10,0,0,0,3,45,12,33,0,10,17,4,222,1,90,0,3,1,0,0,2,1,0,25,1,1,14,0,8,1,9,56,0,20,0,3,0,4,1,2,0,17,11,1,0,0,8,1,2,2,5,1,4,5,5,0,623,14,0,0,1,0,0,0,3,0,7,8,1,2,0,0,3,0,1,127,0,71,0,0,1,0,19,1,0,2,312,0,1,0,0,0,0,0,1,0,3,1,1,0,1,0,0,7,1,3,0,0,3,3,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,2,0,2,1,0,1,0,1,0,0,1,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-56-8304-01,8006,1,13,164,5,91,16,2,2,543,1,0,15,714,998,51,59,1,185,3,334,0,22,30,16,0,32,4,64,80,0,0,3,7,84,67,0,306,1,8,1,2,7,1038,210,7,0,1,8,1,4,16,127,32,22,123,21,2,1,1,3,1,18,2,0,39,0,20,3,0,28,1,0,25,26,9,6,5,10,5,8,1,5,56,12,33,0,8,6,8,0,20,7,0,4,26,33,5,269,11,27,0,2,3,0,0,0,0,4,20,0,49,3,0,0,0,2,15,1,10,0,0,0,0,3,0,0,2,681,4,0,0,2,37,0,1,2,0,6,4,0,0,0,11,0,18,0,3,187,0,1,1,7,0,2,0,1,1,0,1,0,0,0,0,0,4,3,15,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,2,0,2,0,0,1,0,0,0,0,0,0,0,1,2,0,0
TCGA-56-8305-01,3738,9,91,199,20,71,7,5,6,341,15,1,15,353,850,31,590,0,106,98,151,2,27,351,28,2,4,1,238,10,1,6,0,9,26,31,1,177,0,9,0,4,4,58,98,2,4,211,2,289,5,30,3,3,40,12,23,0,1,11,59,6,58,7,68,57,1,16,34,2,29,228,7,23,2,31,2,2,10,24,3,21,8,95,2,183,0,2,0,25,0,3,24,3,206,11,144,3,5365,18,96,1,0,0,8,0,8,0,3,31,25,96,1,0,2,1,3,26,0,22,0,0,5,3,0,3,0,4,275,0,0,35,20,3,2,1,0,0,9,3,1,3,0,8,403,9,14,0,30,3,4,1,0,7,11,0,1,1,5,0,2,1,0,1,5,4,18,2,1,3,1,0,28,4,0,1,0,0,0,1,0,0,5,11,0,1,1,4,0,0,0,0,9,0,0,0,1,0,0,0,0,0,22,3,0,4,0,0
TCGA-56-8307-01,3512,19,507,285,7,108,13,5,2,18,4,1,7,367,270,8,72,1,122,3,32,0,5,11,80,4,0,0,205,142,1,423,4,9,26,16,0,11,3,3,0,1,5,167,18,0,1,1,0,4,1,17,0,0,21,1,101,3,3,100,0,0,59,3,1,92,4,1,133,26,45,1,4,62,309,5,0,6,5,6,2,0,29,19,2,295,0,0,1,0,4,5,18,4,1178,1,7,8,455,23,0,0,0,0,2,3,1,0,4,440,0,77,2,1,25,0,1,96,1,5,0,0,0,0,0,2,0,5,19,0,0,27,0,0,0,5,0,1,0,2,1,0,7,2,3,5,0,0,2,5,3,0,2,1,23,0,0,1,0,0,1,1,2,0,0,9,2,0,0,1,0,8,0,14,2,0,27,15,0,11,1,2,0,0,1,46,0,2,0,1,1,0,0,12,0,0,19,0,0,0,0,0,0,0,0,0,0,0
TCGA-56-8308-01,2813,9,461,183,12,87,6,27,13,125,13,4,31,1218,343,62,5,0,9,93,1488,1,38,127,33,0,11,4,329,317,0,14,2,14,9,37,1,152,3,4,4,4,7,1,150,5,2,31,22,20,3,8,10,0,118,49,425,1,1,4,8,11,2,2,1,58,0,1,21,0,185,323,4,31,0,9,29,2,5,9,4,0,3,84,5,2,0,8,2,4,0,6,3,1,542,16,26,7,1578,22,31,0,3,2,1,0,2,0,1,17,7,32,0,0,0,0,0,19,0,2,0,1,1,2,3,2,1,3,57,0,0,4,12,7,1,1,3,0,8,1,0,1,6,8,0,364,2,1,46,1,4,1,2,2,3,1,1,0,0,0,3,1,0,0,1,0,8,1,3,0,0,2,0,2,0,4,0,0,1,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,10,0,0,0,0,7,0,0,1,0,0,0,1
TCGA-56-8309-01,9199,34,184,166,15,76,27,13,25,13,6,11,3,161,307,121,10,1,9,4,233,0,50,23,17,7,137,26,326,2,1,0,4,17,1,51,0,3,3,6,5,10,62,12,577,2,17,0,17,11,15,17,36,42,4,1,177,5,3,1,2,0,29,17,3,204,5,2,1,20,40,0,71,107,1,13,1,2,23,18,7,7,10,55,26,22,0,0,1,4,12,1,2,3,158,81,14,3,2020,18,5,0,0,1,0,0,9,0,7,147,1,2,2,0,2,0,0,22,0,55,0,0,0,8,11,1,0,0,843,0,2,8,89,2,1,12,1,1,2,8,0,0,2,3,0,29,0,1,2,2,7,0,0,0,3,0,0,0,0,0,1,1,10,1,0,25,35,9,0,0,0,1,0,1,0,2,18,0,0,1,1,37,0,0,0,1,4,0,0,1,0,1,0,1,4,0,5,0,0,0,0,0,0,0,0,0,0,0
TCGA-56-8503-01,2790,8,17,86,12,16,8,10,18,43,26,0,12,278,304,22,2,0,1,19,59,1,5,97,18,0,1,0,514,1,0,20,0,3,11,20,2,8,0,3,0,2,9,15,128,1,0,7,21,26,1,25,152,8,1,2,156,0,0,2,3,1,28,0,1,73,2,0,2,0,4,0,141,54,10,43,2,1,3,3,0,0,0,57,9,2,1,0,2,4,4,3,2,3,156,5,31,1,679,40,10,0,3,1,1,1,0,0,2,11,3,1,1,1,10,0,1,154,0,11,0,1,0,2,2,1,0,1,52,1,3,6,1,0,1,0,1,0,1,4,2,4,0,0,0,15,9,0,0,2,3,1,1,1,0,0,0,0,0,5,1,4,6,0,1,7,0,2,0,2,2,1,13,2,0,1,0,5,0,1,0,0,0,4,0,8,0,1,0,0,3,1,4,0,0,0,0,0,0,0,0,1,0,0,0,16,0,0
