,CCNB1,ZWINT,PBK,KPNA2,HOXC13,RGCC,CDH5,ATAD2,HOXA10,PRKCE,DLC1,CLIC5,SLC39A8,AGER,ADGRF5,HECW2,TGFBR2,CACNA2D2,SUSD2,PREX2,SLC1A1,LIMCH1,GADD45B,UTRN,TMEM100,CLDN18,TSKU,GPD1L,SELENBP1,CITED2,PTPRM,RECK,C1orf116,RHOBTB2,ADH1B,SLC7A11,LRRK2,CXCL2,LAMP3,FOSB,CYP4B1,MFSD2A,PAX3,CD36,DDAH1,TPPP3,KCNQ5,HOPX,FOLR1,LEFTY2,RND1,NRGN,STEAP4,C16orf89,TBX18,ENPP4,AQP4,DUOX1,AKAP12,SFTPD,LPCAT1,C7,ULBP2,CSF3R,ALPL,NAPSA,CRTAC1,PIGR,MACROD2,ATP13A4,SERTM1,PRDM16,FLRT3,AGR3,SELE,SCGB1A1,C4BPA,SCGB3A1,SCNN1B,ROS1,PROK2,IL33,SLC22A31,DMBT1,GREM2,HOXA9,ELAVL2,SCGB3A2
TCGA-94-7033-01,3864,2300,883,14524,323,510,372,4146,599,968,325,150,787,971,804,217,1798,344,920,50,56,715,753,953,39,74,4219,727,1724,1145,804,55,4779,1332,112,240,797,895,5902,1769,2565,761,0,1493,612,4524,215,724,911,23,662,653,345,929,654,206,548,6406,162,2105,6410,501,271,1198,3297,2582,450,3018,217,1246,9,67,384,901,48,410,1203,2106,3084,1180,0,240,652,4048,6,53,1,5101
TCGA-94-7557-01,4791,8091,1248,11405,864,1623,1496,6134,1046,1259,786,214,1421,458,1373,552,3177,133,1620,133,474,7759,1524,5635,118,120,21054,2160,1951,1980,832,552,1369,764,181,24016,796,204,1669,152,1576,565,25,731,1776,545,45,881,1461,18,239,312,750,188,2,1569,405,2369,762,428,11025,1383,209,624,1656,826,477,1083,230,82,12,266,355,105,99,166,988,265,1684,411,1,312,63,432,17,153,1,892
TCGA-94-7943-01,4718,2403,1100,10693,26,3135,2053,4196,202,1703,1499,1197,1814,4522,7164,737,7653,794,2630,120,209,10306,2441,3219,236,2767,23866,6866,3610,7375,830,298,1994,1161,1864,4945,1939,753,4492,27244,2464,704,7,2089,772,729,47,1123,4166,32,378,325,977,709,7,834,1968,4118,1368,3205,14786,3353,38,3744,2110,4753,413,9601,215,530,91,155,1912,577,160,177,919,143,875,599,3,504,616,2767,9,18,120,1354
TCGA-94-8035-01,3412,3026,1087,13274,88,816,931,2844,295,548,816,219,1362,368,1033,288,2269,228,635,84,488,973,1177,2581,51,54,3154,935,1030,1288,925,233,2399,816,237,640,1811,992,1933,4464,742,1402,29,932,1377,1444,44,3354,484,8,663,937,939,802,40,1334,786,3711,355,1909,7876,622,2544,1087,1878,3102,617,2838,417,932,3,43,1183,630,744,36,960,344,519,1054,88,897,346,1952,8,4,44,7095
TCGA-94-8490-01,2506,2696,1611,7844,700,545,546,2285,403,1117,164,31,984,443,443,169,858,198,121,49,37,1006,1288,3262,5,34,8336,815,141,677,1422,382,2885,458,5,17280,439,44,1762,117,15,993,11,149,158,153,185,1186,4,1,78,49,238,7,1026,106,1,6718,82,39,2734,4,446,44,971,20,8,45,54,1565,1,187,32,6,8,0,28,20,195,73,0,505,14,84,5,10,0,0
TCGA-94-8491-01,1793,1871,294,5431,441,766,716,1225,332,1299,399,128,1097,447,690,167,1734,274,477,66,1792,751,2197,1311,84,229,2680,923,1217,962,1099,241,4532,673,277,1851,881,700,4616,177,1779,674,17,292,1143,270,134,1083,317,3,438,564,5026,548,631,954,719,5604,202,2078,7735,1678,376,1835,1434,2285,352,1947,446,790,3,95,1450,265,280,28,718,330,2298,540,26,2501,545,1480,2,8,0,2223
TCGA-94-A4VJ-01,2595,2013,599,5450,514,584,691,4487,304,456,414,72,442,178,493,319,3988,241,365,77,64,270,823,1827,7,8,2812,929,777,2000,1002,294,1808,740,3,779,146,156,2860,201,42,1058,20,906,671,280,73,192,8,5,95,345,753,7,240,267,4,4575,747,56,5150,4,2298,304,362,14,179,2794,48,222,4,34,1310,15,88,4,28,46,1235,890,1,119,4,41,29,12,4,7
TCGA-94-A5I4-01,2751,2091,854,7615,149,660,537,3896,30,535,317,156,796,388,996,433,1017,373,760,103,318,1044,642,5443,33,44,3040,943,1524,1221,591,298,1859,515,27,1325,1978,947,3797,912,184,3950,48,381,620,430,1859,10140,463,1,369,961,612,966,1076,291,703,2403,509,1751,3943,835,1402,1403,1726,3520,513,3870,204,2405,32,93,217,819,52,491,839,989,446,1473,12,302,683,6120,14,89,0,5820
TCGA-94-A5I6-01,5432,2712,609,8369,267,573,377,4809,366,487,376,21,627,181,353,257,1428,284,238,69,100,4257,495,4666,10,71,11094,753,194,914,716,368,622,223,3,16476,222,176,1118,353,16,704,6,426,391,3434,148,239,47,9,46,119,76,64,711,171,52,2650,934,217,4692,82,179,285,768,214,99,313,42,51,62,1192,178,35,57,12,17,13,633,1541,3,111,46,168,27,22,2,144
TCGA-96-7544-01,3855,3381,906,22649,35,1535,2415,4755,97,1870,1896,250,2078,67,2176,2276,9467,86,645,437,1883,2313,1624,8319,124,279,6707,4749,1546,2558,2129,997,7336,389,1042,1194,1702,142,1959,919,1650,2884,6,999,1587,231,528,3385,373,1,76,126,1706,150,863,881,158,4065,2775,46,3655,4134,855,1011,998,75,125,11837,394,2509,4,80,700,54,789,18,69,3173,3864,289,43,4570,6,7934,95,10,13,198
TCGA-96-8169-01,1822,1839,544,6847,202,945,1469,4339,264,1024,966,335,2040,947,2173,652,5976,334,2866,193,235,2394,1653,2729,120,326,8948,1418,2099,3033,1046,259,1311,2359,347,4254,1564,1369,3784,456,1399,928,12,679,3002,4867,204,1200,691,14,637,723,743,885,206,426,1729,4340,1492,2355,11858,1016,709,1842,5264,4396,923,8145,587,809,7,121,3353,796,85,7140,2047,3275,1269,1971,8,1602,764,2138,68,6,2,4048
TCGA-96-8170-01,4460,2368,491,7749,261,2144,2065,5392,374,819,2299,578,3332,4132,4045,800,5420,3023,7646,241,846,2932,3700,3639,199,4170,7494,2259,8875,3871,1743,428,5491,2681,10597,173,6716,1388,7854,4789,17455,3149,4,3504,1469,2177,100,3189,2101,16,1596,1297,4559,4385,353,1240,2040,12897,1742,11990,14498,16546,1026,4471,5928,14975,1754,20141,1048,3964,1,239,1212,662,505,2006,5661,4405,6228,4062,26,2751,1909,5087,23,38,0,11961
TCGA-96-A4JK-01,3888,2002,1406,10258,174,436,665,3627,190,447,317,171,456,156,487,219,1633,480,237,40,47,371,1192,6011,35,53,9860,1297,187,518,484,489,864,330,360,7426,193,55,1878,125,13,755,44,122,352,361,474,577,22,6,82,333,65,26,404,388,15,985,441,84,5534,559,219,315,930,186,53,109,54,43,0,388,198,11,99,3,61,96,92,44,3,194,308,249,8,46,0,70
TCGA-96-A4JL-01,3279,3745,622,5976,24,1336,2110,3635,337,1119,1211,560,1360,634,1541,704,4623,188,1637,483,319,1701,1345,5650,160,162,2167,598,1069,3536,5863,305,450,668,485,782,531,384,2544,436,1347,623,0,421,942,5451,25,809,198,19,230,169,375,285,593,902,242,1364,985,462,3670,3029,32,978,611,382,34,6858,73,207,0,116,245,620,552,1566,269,1715,424,110,24,677,77,353,79,66,5,33
TCGA-98-7454-01,3309,2778,1189,11391,28,4127,7294,5612,141,1223,8992,1871,11313,2357,11316,2290,14696,1964,2491,1104,849,6494,3166,10031,276,4090,4127,2525,4979,6303,4642,1446,2551,2592,2963,716,14138,2416,16664,11652,2479,3228,0,4581,3945,357,139,4505,2239,16,1930,1366,12401,1948,561,1435,10858,4041,4750,7431,19104,20487,129,5652,7636,15257,2148,6296,3187,2217,16,220,4204,1077,3876,4,9777,419,1406,12061,62,6699,822,20231,35,36,894,1662
TCGA-98-8022-01,975,1148,125,3388,351,1587,1471,1941,99,463,1728,855,1537,2699,1727,446,2240,784,6722,155,105,1854,5370,3280,113,963,2539,1163,3607,4067,1153,540,2036,1689,1695,185,949,2879,3078,22925,3876,1201,3,1545,1078,920,336,3916,1854,51,1614,635,1646,2285,24,755,2823,2985,549,5054,5912,2207,86,1194,11346,6534,1818,7557,620,1112,3,253,1666,1077,237,4896,2088,1416,2538,2521,8,1301,1304,339,35,41,0,19392
TCGA-98-8023-01,1957,1208,670,4821,3,327,1056,2162,348,160,664,107,1345,165,775,209,2441,53,727,83,148,624,898,1938,27,31,3208,517,801,821,1092,312,119,251,95,418,426,152,2107,65,125,196,27,221,382,651,164,450,75,50,224,128,123,87,14,375,135,755,695,245,5235,590,167,500,423,300,872,1343,112,35,0,20,70,76,170,106,262,180,259,136,5,288,69,398,9,79,12,270
TCGA-98-A538-01,5173,3603,1216,17585,156,654,743,7323,215,1487,452,101,882,179,700,289,3874,45,152,95,113,194,1188,1469,18,3,2629,2923,316,1776,766,230,1191,206,103,936,548,381,1069,611,16,772,114,247,3623,145,191,998,15,20,71,76,234,47,1,183,126,2122,459,61,2476,469,666,1040,741,94,29,286,47,205,0,15,1110,23,82,96,57,53,690,36,16,753,19,39,8,21,128,246
TCGA-98-A539-01,2896,1171,532,8360,324,1978,1729,2850,108,622,1623,426,2268,1453,2129,438,3498,411,762,227,189,6915,1936,2868,201,644,12962,387,1336,1413,1631,349,2887,1170,610,31046,2696,4339,2553,2878,684,1919,2,1182,573,502,270,1371,594,7,2256,835,1274,833,340,263,1723,5489,3312,2855,20726,2339,185,2385,3429,4553,1378,2380,390,668,11,581,2157,574,527,417,2304,524,803,2687,12,938,1200,7477,13,6,3,3600
TCGA-98-A53A-01,3467,1884,1540,10572,2,794,983,3909,158,555,398,112,514,588,870,303,1235,169,318,69,80,1611,445,2347,76,135,9469,315,423,860,477,213,204,551,191,10239,584,151,1354,944,51,7210,26,71,876,303,192,1245,97,2,135,549,216,249,159,228,259,2134,278,228,4613,457,451,292,3466,707,163,1496,181,334,6,2481,913,146,9,105,305,758,223,357,0,288,315,883,7,46,50,2079
TCGA-98-A53B-01,2215,2980,444,6371,264,1142,1589,3834,264,1046,1463,908,3734,4050,2534,713,5610,666,1544,158,281,1080,1216,3450,397,1461,6578,632,1565,3305,984,241,1501,2006,1380,1170,2841,534,4203,1532,1953,2094,131,847,969,715,4,2758,885,10,213,560,739,654,507,634,2213,4374,762,3431,10389,3129,289,1965,5963,5835,956,2304,429,1033,6,131,1303,462,81,67,1820,265,1165,1705,2,892,1278,7382,23,107,1,1378
TCGA-98-A53C-01,601,470,145,2602,66,11090,10482,1180,47,1502,8170,10097,15501,51366,13424,2243,19238,6591,16525,2066,2325,11023,13160,10779,2657,16036,1212,3181,11269,4655,5959,1287,5766,6379,12591,272,16498,1879,17930,11960,1835,6170,56,11542,3015,1472,68,10482,5406,73,781,2058,7883,4804,58,1903,22302,8559,8952,32994,25974,32482,127,7975,14412,27682,3962,10584,1827,5663,209,720,5532,1287,712,92,9407,5298,3110,7588,27,5671,4896,48088,86,37,9,1729
TCGA-98-A53D-01,375,372,90,3886,5,7570,6198,989,12,1245,8164,2119,13513,8546,9819,1507,10941,4438,9142,1008,1181,4499,13182,7519,309,2530,2196,1784,11124,5124,4554,1081,3791,7124,3615,158,18223,4429,15069,30331,3849,4660,0,5429,4361,2849,141,8388,4696,34,3731,2868,11655,6084,9,1013,9235,11489,6253,35223,43939,45963,116,16078,13109,34642,11751,12086,3936,3538,11,683,4318,5071,3136,9,24378,2703,2906,14623,163,2898,7811,31201,78,47,23,4637
TCGA-98-A53H-01,1238,656,214,3676,110,2965,6378,1709,61,1402,5102,2539,7246,8332,5985,1295,12382,1527,5749,999,1258,4536,4714,7107,945,3664,3587,2357,8197,4131,4207,941,3381,3478,4749,2740,5572,1390,7221,6253,8594,2377,17,2860,3426,18795,159,3710,2893,16,1057,1862,3894,4684,384,2350,6545,7422,4381,13690,17237,24509,96,3957,6833,13268,2575,55232,1266,2797,72,746,1900,3120,2692,6378,9314,25613,3247,3128,26,5322,2620,17825,228,20,12,2377
TCGA-98-A53I-01,3730,2828,1782,13506,272,1411,1679,2450,292,691,906,205,990,455,1424,777,2884,248,628,194,53,653,1020,5699,19,18,10111,839,174,734,1453,729,452,644,513,11999,596,43,2520,370,19,265,43,432,475,600,171,1211,1,0,120,197,142,40,2062,168,3,3679,1135,72,4774,6658,26,621,493,103,19,220,140,27,3,615,200,1,481,4,4,13,116,184,0,946,21,8,3,31,1,161
TCGA-98-A53J-01,2043,921,418,3570,267,417,360,958,156,250,234,28,361,122,309,257,313,75,491,138,150,1567,1969,3829,15,160,11499,864,89,574,405,126,1914,162,23,4053,247,149,570,2153,258,2376,9,424,115,609,106,215,14,1,32,72,91,19,113,422,36,4495,218,105,1472,37,249,248,162,81,93,1155,59,2730,20,131,92,27,93,18,26,65,1474,185,8,77,21,64,1,17,21,91
TCGA-J1-A4AH-01,1868,1101,471,5523,257,309,181,1755,119,167,134,43,368,136,168,97,664,208,272,100,36,457,335,1070,24,13,2749,461,67,322,593,203,572,155,228,8299,373,18,2710,474,25,684,6,180,711,250,130,247,0,0,32,49,98,5,449,316,109,2009,589,8,2220,646,179,88,490,35,15,0,53,114,4,40,45,2,4,0,0,3,56,4,2,133,17,1,12,10,3,2
TCGA-L3-A4E7-01,1877,1350,705,3124,173,1281,1763,1729,115,551,1256,486,2308,2384,2760,505,3748,760,2637,172,915,1235,2133,2566,260,529,5115,1650,4899,3567,813,275,3149,2090,401,131,4101,1824,4837,2217,1277,1437,10,984,920,1007,240,1741,1181,3,528,1486,916,1804,369,403,2774,7908,672,5054,12993,1172,207,6943,3428,7827,1543,10608,1235,2352,77,201,1422,878,81,2248,3782,4106,1500,4169,18,19348,2830,6639,43,101,6,12586
TCGA-L3-A524-01,3681,1282,442,11382,1252,557,659,4416,384,534,660,238,500,128,699,313,1618,1189,988,82,48,1022,4905,2217,44,17,3925,1198,93,648,1470,510,341,197,13,6742,246,67,3474,5522,3,1043,5,966,1048,187,149,876,1,0,618,167,41,10,749,862,3,4351,1081,43,5786,107,577,225,1142,28,23,4,451,9,3,53,11,91,84,3,7,10,15,12,17,76,89,8,31,46,14,19
TCGA-LA-A446-01,4178,1181,963,10357,273,1205,1204,4009,314,871,1116,558,2006,3442,1772,297,2511,610,2172,100,162,2821,1172,3341,328,1182,11984,1146,1700,1821,1036,383,2153,921,478,19253,1979,937,4806,1877,1169,1593,3,1247,572,489,536,2459,743,7,553,702,1312,1140,28,275,1408,5231,253,3249,9940,1036,137,1448,1823,4446,1008,4864,469,1619,116,646,485,603,174,153,1774,637,831,1452,1,542,983,3616,5,13,0,4926
TCGA-LA-A7SW-01,6722,11192,1544,13436,545,253,1182,4426,234,270,1721,23,1198,579,1335,418,2949,191,261,161,19,159,1093,1112,6,4,2579,567,142,898,935,350,9211,982,6,3062,153,1132,727,140,15,2032,10,472,964,547,227,74,48,5,62,646,148,10,768,231,7,2552,9099,26,9636,47,1701,2831,1346,75,53,16,72,5,4,17,2153,0,187,1,2,15,6,18,125,342,84,10,17,129,324,8
TCGA-MF-A522-01,4496,1243,1401,12846,319,321,190,4283,412,862,87,35,567,37,183,92,1389,62,91,22,64,1403,459,2310,2,22,15005,1010,57,672,199,163,1501,1168,24,11848,82,70,598,849,53,1264,5,248,305,202,294,122,21,1,35,73,74,3,456,307,2,1148,80,1234,2871,2,921,137,864,17,4,46,40,15,185,220,160,42,10,6,4,1,35,19,2,38,60,26,3,28,2,1
TCGA-NC-A5HD-01,3504,2580,665,6360,348,463,261,5841,209,410,145,25,376,465,395,314,2484,222,113,28,106,372,922,951,44,9,4010,349,71,1470,482,213,441,225,32,3833,346,135,7376,959,7,718,29,78,414,221,390,644,3,1,56,30,78,3,56,203,8,1148,266,38,7308,120,455,249,236,37,34,5,181,1724,151,257,3205,390,13,11,2,2,222,490,8,108,34,3,8,128,0,3
TCGA-NC-A5HE-01,5372,3062,909,7515,80,1569,1207,3015,258,420,619,440,2384,616,818,501,3202,162,516,134,91,3006,1705,3854,15,21,4530,638,1485,2100,1141,448,249,665,15,2981,1004,303,2844,154,95,748,0,280,357,262,138,589,12,1,203,233,210,11,313,669,7,1816,377,75,4182,72,79,1480,1002,63,22,11226,23,94,16,144,16,89,327,4,37,6,170,221,6,197,51,5,8,43,36,22
TCGA-NC-A5HF-01,2238,2425,863,2876,95,872,407,3069,135,940,336,84,954,1255,919,392,2125,268,1680,60,197,646,1509,1791,15,25,6863,485,2120,1811,753,74,2114,1197,148,5183,1116,327,1400,1274,446,842,65,831,522,4628,508,1924,1051,3,389,1000,1147,1859,1066,174,1002,2540,853,3602,8843,652,2119,1569,2948,3580,1725,3369,262,563,2,312,1261,1000,8,5301,1179,4650,2134,1926,0,1677,1162,2904,35,17,14,11697
TCGA-NC-A5HG-01,3129,3490,1128,10507,259,312,413,6105,234,501,171,9,700,411,329,213,781,60,100,28,139,57,764,1753,4,0,1442,1487,955,484,456,40,4119,567,2,570,37,48,1961,237,1,226,112,936,51,399,7,163,42,0,52,109,6133,6,9,11,1,6304,62,13,3945,4,251,196,83,57,1,1,111,30,0,7,5,6,7,0,1,2,21,85,5,999,50,5,1,21,1,3
TCGA-NC-A5HH-01,7672,3498,1018,8278,899,579,313,3745,292,174,199,26,740,162,218,247,2506,284,60,23,73,67,523,1508,17,5,2266,703,513,1059,243,301,176,1438,5,46,176,155,286,877,6,231,3,138,1060,162,522,87,1,68,79,211,89,90,316,54,7,1474,135,39,10460,46,158,71,12210,55,86,4,74,10,0,29,2035,0,6,9,2,27,576,1478,6,1241,17,3568,11,270,0,4
TCGA-NC-A5HI-01,6556,3695,913,9206,52,709,455,3190,378,594,162,73,330,1001,497,569,600,142,162,51,595,92,917,2308,38,13,2286,1304,1254,1124,530,147,2133,236,24,659,385,92,461,284,378,941,41,1415,362,571,20,1206,46,3,69,140,350,66,7,233,125,2553,116,179,1410,124,476,668,237,271,53,384,75,8434,2,26,230,218,63,92,73,66,3651,210,25,7108,62,111,16,20,0,1027
TCGA-NC-A5HJ-01,3409,3409,530,6398,127,7516,6036,4876,2,1331,6830,8768,13020,55300,8923,903,10303,4073,10816,562,1583,8540,2055,7649,1812,24051,1659,2929,12558,5875,3506,717,8466,3137,8456,375,9611,1103,14050,1706,20584,1728,1,3228,2890,5603,59,11365,7084,200,911,1794,2830,6082,5,2147,13033,6589,1420,17482,22489,3706,74,3457,6108,28790,2378,13585,2049,3937,285,455,2190,3896,6,4097,13703,5595,2813,3203,4,1860,2360,5292,36,10,2,26827
TCGA-NC-A5HK-01,3402,3539,966,8197,363,1630,977,3953,233,515,586,429,464,1818,336,261,2494,678,233,28,128,2107,2135,1570,17,43,4010,2132,513,2103,2325,355,1210,1110,4,405,128,169,4263,330,750,293,0,72,1705,612,3,183,76,1,152,94,908,18,3,1233,12,3222,7036,66,16655,88,1113,333,432,140,94,106,6,10,0,518,40,22,15,3,3,35,48,43,5,4421,390,35,1,76,0,270
TCGA-NC-A5HL-01,3841,2319,579,12940,133,1440,424,2352,320,473,460,219,831,771,527,105,1884,364,343,83,235,888,782,3995,17,335,11311,1805,603,867,451,608,275,383,295,7907,751,388,8788,1554,178,667,29,309,304,220,157,523,176,2,148,153,408,249,5,752,345,1907,260,1683,2278,815,92,788,353,958,165,562,178,254,308,180,177,214,15,866,582,142,197,515,2,275,209,721,3,292,2,1462
TCGA-NC-A5HM-01,3525,2938,906,9801,20,597,413,3296,439,462,208,113,412,328,376,185,2025,72,209,31,425,739,1184,1211,12,6,4850,1069,1449,1650,392,245,668,697,0,577,175,2439,5267,305,326,1024,4,103,831,394,142,274,70,0,152,480,112,114,580,750,86,1190,1178,151,3905,90,671,810,927,160,31,1103,24,241,138,11,287,110,24,380,10,47,428,603,18,3229,56,70,14,74,37,1145
TCGA-NC-A5HN-01,3845,3356,1442,13991,144,1049,412,4426,71,1101,201,26,248,509,443,188,2974,65,113,61,631,4041,411,2832,2,30,4979,658,121,493,252,206,2228,201,9,9611,37,45,76539,331,2,2813,0,29,159,187,897,1390,17,0,38,58,35,6,1075,31,7,5796,220,28,3338,2,175,65,395,43,14,44,79,40,345,8,74,9,14,6,5,9,19,2,2,19,12,6,2,24,1,41
TCGA-NC-A5HO-01,3271,1293,1094,5619,181,285,360,1897,7,111,138,49,318,453,240,132,376,75,437,54,212,129,468,1100,5,10,1786,763,1994,597,371,86,469,172,28,362,293,166,775,84,253,343,132,199,128,108,4,573,2,0,134,16,1055,3,1102,692,0,1282,73,16,476,137,475,462,143,13,2,473,14,407,1,6,85,12,45,2,2,24,400,3,23,81,7,1,11,32,2,3
TCGA-NC-A5HP-01,1705,1782,430,5068,301,1610,630,1912,392,386,696,103,735,659,609,363,1702,323,318,83,95,1625,2009,2467,35,232,2975,613,726,605,1198,682,2403,544,118,299,753,118,601,518,90,401,7,389,389,557,120,974,130,6,36,100,103,170,895,292,197,3214,850,733,4461,161,221,372,804,1042,287,595,80,108,16,32,286,91,37,117,252,566,107,220,0,661,242,608,48,33,3,404
TCGA-NC-A5HQ-01,4702,2916,932,8435,200,1196,766,5267,249,700,650,281,694,2369,908,491,1440,820,674,212,481,551,2693,1497,102,426,4805,1960,1469,1006,1395,278,2575,709,855,1535,1265,670,2235,5986,417,1068,4,594,405,432,214,1584,359,8,253,363,548,768,13,162,450,3519,321,3785,3785,2311,283,1262,2828,1648,404,1380,277,2468,12,60,497,113,176,165,855,1895,4671,504,1,1285,349,1399,17,43,4,522
TCGA-NC-A5HR-01,2611,2063,871,8498,88,588,742,4591,605,685,305,79,372,750,537,232,2521,172,193,85,34,1085,856,1812,4,92,11302,597,3734,589,392,241,216,273,55,8170,333,190,1703,471,61,354,45,1834,185,454,74,201,27,1,52,68,171,25,642,323,85,1480,218,55,1376,16,16,244,749,108,9,723,72,305,75,108,13,887,42,557,48,27,25,14,2,493,20,37,33,70,6,74
TCGA-NC-A5HT-01,2684,1190,552,7298,59,1030,1172,4572,188,1627,473,77,377,1061,1388,563,6780,493,650,178,496,280,1858,4627,49,173,13136,4161,1315,2045,1092,130,340,423,111,715,558,166,4031,1740,764,2678,52,178,3801,4175,1247,475,314,1,71,509,453,346,35,60,190,5161,769,1065,8188,478,523,407,629,1154,399,2359,178,1025,2,50,110,141,236,8,456,5389,187,291,0,247,437,2115,15,147,0,14
TCGA-NK-A5CR-01,1999,1091,574,6047,31,768,200,3012,470,498,214,19,1371,102,429,134,706,56,190,31,61,803,477,2393,9,36,6489,453,386,960,130,176,281,110,47,10562,302,421,732,476,9,1861,0,162,501,225,802,869,144,1,86,118,448,526,7,47,429,2090,225,204,2696,237,1062,334,1449,866,315,1072,48,2011,13,34,301,247,2,403,78,79,195,199,1,154,153,1367,11,19,1,2657
TCGA-NK-A5CT-01,2591,3599,823,4905,197,628,608,2451,169,687,669,716,2607,670,633,392,2350,155,378,33,136,4109,2819,1441,62,28,3296,494,1709,4131,2196,36,3583,2457,6,740,708,3686,1328,764,193,806,2,965,451,198,37,924,566,3,629,537,18097,476,182,79,597,5012,1814,782,10977,330,4689,2414,926,1358,345,837,414,394,2,34,871,466,55,0,347,44,520,692,43,2920,401,697,2,12,5,5296
TCGA-NK-A5CX-01,2134,2559,929,3240,257,978,749,2566,398,459,459,418,705,545,1123,323,5462,276,675,61,261,581,1119,2413,91,96,3957,1745,1467,1831,777,319,2732,866,231,85,1196,389,2339,1379,154,950,0,558,625,3791,87,2055,438,6,497,522,681,917,9,536,653,3905,1544,1956,3693,1516,644,1089,5211,3315,385,3409,835,1502,11,64,1949,419,40,515,1474,1084,1488,1507,22,4029,328,3597,19,97,1,4594
TCGA-NK-A5D1-01,6331,2426,1217,7443,391,497,601,3465,578,463,379,59,1388,415,881,295,1276,963,807,209,136,820,649,1501,142,83,1647,281,1327,1191,606,278,523,1752,220,70,1831,174,2981,101,155,4555,369,397,1569,621,197,1647,960,0,573,1023,175,2307,229,1104,791,2051,742,4165,10729,1906,194,1350,3625,5730,1047,2196,433,326,8,343,388,190,5,0,2498,523,562,1854,56,68,645,18468,64,1005,195,664
TCGA-NK-A7XE-01,3468,3622,1061,12109,25,148,276,2863,281,271,94,29,377,154,143,148,2202,66,60,18,13,239,481,541,5,22,5487,1507,2107,481,491,239,199,410,12,3562,95,740,1052,785,62,649,19,199,187,147,45,76,135,1,52,53,39,13,9,337,2,2317,289,214,5945,21,8,471,2215,84,14,13653,30,59,3,115,225,387,9,19,38,23,286,189,2,105,34,11,1,12,0,12
TCGA-O2-A52N-01,3596,1567,459,8048,332,1184,554,4094,411,535,579,191,1120,1559,693,168,5246,242,711,65,151,733,1619,2057,44,344,3080,427,651,2641,852,235,2390,576,196,1561,1103,718,3294,1593,391,729,7,396,405,431,64,869,312,3,984,454,392,301,1046,144,831,3064,1362,1665,15308,1135,350,885,1134,1859,732,807,319,216,1,174,361,277,84,10,1080,546,385,4104,2,269,240,3209,11,604,29,1214
TCGA-O2-A52Q-01,5874,2590,376,7524,2,1051,1009,3370,75,379,527,365,2718,223,851,364,4107,25,446,77,85,455,2757,2979,13,15,6124,700,927,3202,1769,318,978,467,118,3878,451,1550,1343,350,6,283,0,1168,732,265,113,690,79,0,3467,235,189,37,194,950,4,93,1458,46,8460,224,98,1282,385,8371,68,12,39,5,5,128,30,5,284,0,6,12,72,558,35,704,680,14,6,6,18,14
TCGA-O2-A52S-01,5193,5449,1805,20856,377,453,486,6493,277,461,368,190,806,114,415,254,1621,785,197,64,44,510,528,1910,10,22,12307,1152,110,702,720,942,135,302,209,19805,428,43,3040,268,7,481,6,171,195,168,149,175,11,2,89,128,78,23,762,847,2,491,6279,25,3182,174,188,461,4152,67,90,741,137,11,15,760,283,9,117,0,18,266,58,10,43,198,47,40,13,616,58,294
TCGA-O2-A52V-01,3812,3559,1154,8992,209,731,746,3946,509,1433,601,59,820,215,873,349,1838,343,317,119,92,412,2259,6378,31,86,5531,1857,284,1465,1367,347,1510,389,20,1347,598,829,5316,1660,75,803,22,203,612,543,286,1730,41,4,341,270,181,83,1137,750,116,6403,946,216,5384,1255,1113,593,1041,321,127,800,102,800,5,24,855,16,2018,76,297,12,1510,322,21,483,28,313,26,19,1,49
TCGA-O2-A52W-01,3549,2258,841,7833,0,933,808,6382,229,523,581,271,538,682,1008,310,998,152,549,145,253,366,3328,2336,78,153,3217,2128,1360,2270,548,87,1362,434,841,611,917,987,1579,858,515,1089,1,727,497,647,1055,1758,348,9,310,419,341,436,8,144,659,2608,776,1001,2957,782,899,986,15679,1553,108,2616,359,4325,0,72,898,495,115,869,1119,978,2734,753,4,2236,572,1268,12,35,0,4330
TCGA-O2-A5IB-01,6235,6615,3695,18124,0,695,1019,10248,0,1048,1750,277,1972,777,1143,728,1542,262,347,223,273,1105,996,14210,1588,85,1133,1467,4958,4796,1889,574,991,1539,66,1136,1860,105,1543,8054,66,1235,7,186,4001,307,2160,1011,251,2,88,59,35,89,9,3009,452,1708,7700,61,10356,112,115,198,1796,131,149,119,640,85,11,22,244,5,12,26,56,31,838,132,0,133,28,99,0,2,2,49
TCGA-XC-AA0X-01,1411,1207,581,7335,224,3890,2122,1625,47,772,2235,1234,3463,4921,3384,734,4253,1177,2665,355,461,1599,3054,6255,323,1706,3882,1221,3260,3030,1710,354,5100,2386,492,4104,5525,1773,4337,5111,2882,3042,40,1371,1378,2514,153,10090,1023,26,407,519,2476,1707,397,818,2600,7739,3321,5950,9038,2642,494,2118,5206,8080,1501,9027,828,3719,9,188,1284,816,111,1060,4662,832,2573,3677,14,945,1228,9520,45,8,1,3594
